leaf	entry_label	position	token	token_type	grade
m0292	Carta 105	26	26	num	H
m0292	Carta 105	27	58	num	H
m0292	Carta 105	28	55	num	H
m0292	Carta 105	29	15	num	H
m0292	Carta 105	30	21	num	H
m0292	Carta 105	31	12	num	H
m0292	Carta 105	32	7	num	H
m0292	Carta 105	33	3	num	H
m0292	Carta 105	34	y	ltr	H
m0292	Carta 105	35	20	num	H
m0292	Carta 105	36	7	num	H
m0292	Carta 105	37	m	ltr	H
m0292	Carta 105	38	3	num	H
m0292	Carta 105	39	15	num	H
m0292	Passage 2a	1	19	num	H
m0292	Passage 2a	2	18	num	H
m0292	Passage 2a	3	13	num	H
m0292	Passage 2a	4	26	num	H
m0292	Passage 2a	5	7	num	H
m0292	Passage 2a	6	4	num	H
m0292	Passage 2a	7	15	num	H
m0292	Passage 2a	8	7	num	H
m0292	Passage 2a	9	m	ltr	H
m0292	Passage 2a	10	3	num	H
m0292	Passage 2a	11	12	num	H
m0292	Passage 2a	12	15	num	H
m0292	Passage 2a	13	26	num	H
m0292	Passage 2a	14	15	num	H
m0292	Passage 2a	15	55	num	H
m0292	Passage 2a	16	12	num	H
m0292	Passage 2a	17	8	num	H
m0292	Passage 2a	18	14	num	H
m0292	Passage 2a	19	6	num	H
m0292	Passage 2a	20	8	num	H
m0292	Passage 2a	21	55	num	H
m0292	Passage 2a	22	7	num	H
m0293	Carta 106	1	19	num	H
m0293	Carta 106	2	4	num	H
m0293	Carta 106	3	3	num	H
m0293	Carta 106	4	y	ltr	H
m0293	Carta 106	5	10	num	H
m0293	Carta 106	6	8	num	M
m0293	Carta 106	7	26	num	H
m0293	Carta 106	8	22	num	H
m0293	Carta 106	9	26	num	H
m0293	Carta 106	10	7	num	H
m0293	Carta 106	11	12	num	H
m0293	Carta 106	12	2	num	H
m0293	Carta 106	13	15	num	H
m0293	Carta 106	14	55	num	H
m0293	Carta 106	15	2	num	H
m0293	Carta 106	16	2	num	H
m0293	Carta 106	17	19	num	H
m0293	Carta 106	18	21	num	H
m0293	Carta 106	19	15	num	H
m0293	Carta 106	20	20	num	H
m0293	Carta 106	21	8	num	H
m0293	Carta 106	22	14	num	H
m0293	Carta 106	23	d	ltr	M
m0293	Carta 106	24	21	num	H
m0293	Carta 106	25	12	num	H
m0293	Carta 106	26	15	num	H
m0293	Carta 106	27	26	num	H
m0293	Carta 106	28	55	num	H
m0293	Carta 106	29	4	num	H
m0293	Carta 106	30	7	num	H
m0293	Carta 106	31	52	num	H
m0293	Carta 106	32	18	num	H
m0293	Carta 106	33	15	num	H
m0293	Carta 106	34	4	num	H
m0293	Carta 106	35	26	num	H
m0293	Carta 106	36	2	num	H
m0293	Carta 106	37	14	num	H
m0293	Carta 106	38	2	num	H
m0293	Carta 106	39	8	num	H
m0293	Carta 106	40	2	num	H
m0293	Carta 106	41	15	num	H
m0293	Carta 106	42	4	num	H
m0293	Carta 107	1	21	num	H
m0293	Carta 107	2	19	num	H
m0293	Carta 107	3	18	num	H
m0293	Carta 107	4	20	num	H
m0293	Carta 107	5	8	num	H
m0293	Carta 107	6	26	num	H
m0293	Carta 107	7	12	num	H
m0293	Carta 107	8	17	num	H
m0293	Carta 107	9	2	num	H
m0293	Carta 107	10	15	num	H
m0293	Carta 107	11	4	num	H
m0293	Carta 107	12	13	num	H
m0293	Carta 107	13	26	num	H
m0293	Carta 107	14	19	num	H
m0293	Carta 107	15	2	num	H
m0293	Carta 107	16	26	num	H
m0293	Passage 2a	1	19	num	H
m0293	Passage 2a	2	4	num	H
m0293	Passage 2a	3	3	num	H
m0293	Passage 2a	4	19	num	H
m0293	Passage 2a	5	26	num	H
m0293	Passage 2a	6	7	num	H
m0293	Passage 2a	7	20	num	H
m0293	Passage 2a	8	10	num	H
m0293	Passage 2a	9	17	num	H
m0293	Passage 2a	10	5	num	H
m0293	Passage 2a	11	15	num	H
m0293	Passage 2a	12	21	num	H
m0293	Passage 2a	13	c	ltr	H
m0293	Passage 2a	14	20	num	H
m0293	Passage 2a	15	8	num	H
m0293	Passage 2a	16	14	num	H
m0293	Passage 2a	17	21	num	H
m0293	Passage 2a	18	12	num	H
m0293	Passage 2a	19	c	ltr	H
m0293	Passage 2a	20	17	num	M
m0293	Passage 2a	21	10	num	H
m0293	Passage 2a	22	7	num	H
m0293	Passage 2a	23	m	ltr	H
m0293	Passage 2a	24	15	num	H
m0293	Passage 2a	25	4	num	H
m0293	Passage 2a	26	f	ltr	H
m0293	Passage 2a	27	25	num	H
m0293	Passage 2a	28	8	num	H
m0293	Passage 2a	29	14	num	H
m0293	Passage 2a	30	8	num	H
m0293	Passage 2a	31	18	num	H
m0293	Passage 2a	32	22	num	H
m0293	Passage 2a	33	e	ltr	H
m0293	Passage 2a	34	25	num	H
m0294	Carta 110	1	19	num	H
m0294	Carta 110	2	4	num	H
m0294	Carta 110	3	3	num	H
m0294	Carta 110	4	19	num	H
m0294	Carta 110	5	26	num	H
m0294	Carta 110	6	24	num	H
m0294	Carta 110	7	20	num	H
m0294	Carta 110	8	10	num	H
m0294	Carta 110	9	17	num	H
m0294	Carta 110	10	5	num	H
m0294	Carta 110	11	15	num	H
m0294	Carta 110	12	55	num	M
m0294	Carta 110	13	17	num	H
m0294	Carta 110	14	18	num	H
m0294	Carta 110	15	12	num	H
m0294	Carta 110	16	19	num	H
m0294	Carta 110	17	4	num	H
m0294	Carta 110	18	55	num	H
m0294	Carta 110	19	15	num	H
m0294	Carta 110	20	55	num	M
m0294	Carta 110	21	x	ltr	H
m0294	Carta 110	22	7	num	H
m0294	Carta 110	23	12	num	H
m0294	Carta 110	24	18	num	H
m0294	Carta 110	25	7	num	H
m0294	Carta 110	26	16	num	H
m0294	Carta 110	27	15	num	H
m0294	Carta 110	28	e	ltr	H
m0294	Carta 110	29	7	num	H
m0294	Carta 110	30	2	num	H
m0294	Carta 110	31	7	num	H
m0294	Carta 110	32	18	num	M
m0294	Carta 110	33	8	num	H
m0294	Carta 110	34	18	num	H
m0294	Carta 110	35	17	num	H
m0294	Carta 110	36	4	num	H
m0294	Carta 110	37	26	num	H
m0294	Carta 110	38	y	ltr	H
m0294	Carta 110	39	18	num	H
m0294	Carta 110	40	7	num	H
m0294	Carta 110	41	14	num	H
m0294	Carta 110	42	3	num	H
m0294	Carta 110	43	8	num	H
m0294	Carta 110	44	12	num	H
m0294	Carta 110	45	y	ltr	H
m0294	Passage 2a	1	7	num	H
m0294	Passage 2a	2	19	num	H
m0294	Passage 2a	3	14	num	H
m0294	Passage 2a	4	15	num	H
m0294	Passage 2a	5	4	num	H
m0294	Passage 2a	6	18	num	H
m0294	Passage 2a	7	7	num	H
m0294	Passage 2a	8	3	num	H
m0294	Passage 2a	9	4	num	M
m0294	Passage 2a	10	12	num	H
m0294	Passage 2a	11	55	num	H
m0294	Passage 2a	12	y	ltr	H
m0294	Passage 2a	13	2	num	H
m0294	Passage 2a	14	2	num	H
m0294	Passage 2a	15	55	num	H
m0294	Passage 2a	16	14	num	M
m0294	Passage 2a	17	2	num	H
m0294	Passage 2a	18	19	num	H
m0294	Passage 2a	19	14	num	H
m0294	Passage 2a	20	5	num	H
m0294	Passage 2a	21	8	num	H
m0294	Passage 2a	22	17	num	H
m0294	Passage 2a	23	2	num	H
m0294	Passage 2a	24	19	num	H
m0294	Passage 2a	25	107±	num	M
