line	position	sign	confidence	source
c4a_L11	4	MISC-29	L	knn-xpage(share=0.80)
c4a_L11	5	MISC-29	L	knn-xpage(share=1.00)
c4a_L11	6	MISC-17	L	knn-xpage(share=0.40)
c4a_L11	7	MISC-33	L	knn-xpage(share=0.63)
c4a_L11	8	TRIPOD	M	knn-xpage(share=0.60)
c4a_L11	9	RHO	M	knn-xpage(share=0.81)
c4a_L11	10	MISC-71	L	knn-xpage(share=0.22)
c4a_L11	11	MISC-55	L	knn-xpage(share=0.60)
c4a_L12	1	MISC-29	L	knn-xpage(share=0.78)
c4a_L12	2	MISC-46	L	knn-xpage(share=0.20)
c4a_L12	3	PHI	M	knn-xpage(share=0.40)
c4a_L12	4	TRIPOD	M	knn-xpage(share=0.42)
c4a_L12	5	WAVE	M	knn-xpage(share=0.40)
c4a_L12	6	MISC-30	L	knn-xpage(share=0.23)
c4a_L12	7	X	M	knn-xpage(share=0.40)
c4a_L12	8	WAVE	M	knn-xpage(share=0.40)
c4a_L12	9	CROSS-T	M	knn-xpage(share=0.21)
c4a_L12	10	BAR-SOLID	M	knn-xpage(share=0.61)
c4a_L12	11	MISC-37	L	knn-xpage(share=0.43)
c4a_L12	12	Y-CURL	M	knn-xpage(share=0.40)
c4a_L12	13	X	M	knn-xpage(share=0.39)
c4a_L12	14	MISC-32	L	knn-xpage(share=0.23)
c4a_L12	15	_	M	knn-xpage(share=0.41)
c4a_L12	16	X	M	knn-xpage(share=0.40)
c4a_L12	17	MISC-17	L	knn-xpage(share=0.40)
c4a_L12	18	X	M	knn-xpage(share=1.00)
c4a_L12	19	MISC-31	L	knn-xpage(share=0.61)
c4a_L13	1	SUN	M	knn-xpage(share=1.00)
c4a_L13	2	X	M	knn-xpage(share=0.81)
c4a_L13	3	VENUS	M	knn-xpage(share=0.59)
c4a_L13	4	MISC-33	L	knn-xpage(share=0.40)
c4a_L13	5	X	M	knn-xpage(share=0.40)
c4a_L13	6	MISC-21	L	knn-xpage(share=0.20)
c4a_L13	7	MISC-07	L	knn-xpage(share=0.21)
c4a_L13	8	VEE	M	knn-xpage(share=1.00)
c4a_L13	9	DASH-H	M	knn-xpage(share=0.21)
c4a_L13	10	PCT	M	knn-xpage(share=1.00)
c4a_L13	11	DASH-H	M	knn-xpage(share=0.74)
c4a_L13	12	X	M	knn-xpage(share=1.00)
c4a_L13	13	LOOP-TAIL	M	knn-xpage(share=0.59)
c4a_L13	14	X	M	knn-xpage(share=0.40)
c4a_L13	15	MISC-21	L	knn-xpage(share=0.21)
c4a_L13	16	CIRC-O	M	knn-xpage(share=0.63)
c4a_L13	17	MISC-13	L	knn-xpage(share=0.43)
c4a_L14	1	_	M	knn-xpage(share=0.42)
c4a_L14	2	MISC-43	L	knn-xpage(share=0.20)
c4a_L14	3	X	M	knn-xpage(share=0.40)
c4a_L14	4	X	M	knn-xpage(share=1.00)
c4a_L14	5	X	M	knn-xpage(share=0.39)
c4a_L14	6	CROSS-T	M	knn-xpage(share=0.61)
c4a_L14	7	MISC-31	L	knn-xpage(share=0.61)
c4a_L14	8	MISC-05	L	knn-xpage(share=0.39)
c4a_L14	9	Y-CURL	M	knn-xpage(share=0.81)
c4a_L14	10	X	M	knn-xpage(share=0.61)
c4a_L14	11	MISC-29	L	knn-xpage(share=1.00)
c4a_L14	12	MISC-21	L	knn-xpage(share=0.22)
c4a_L14	13	MISC-55	L	knn-xpage(share=1.00)
c4b_L01	1	HOOK-L	M	knn-xpage(share=0.57)
c4b_L01	2	_	M	knn-xpage(share=0.40)
c4b_L01	3	X	M	knn-xpage(share=0.62)
c4b_L01	4	MISC-24	L	knn-xpage(share=0.40)
c4b_L01	5	MISC-46	L	knn-xpage(share=0.41)
c4b_L01	6	TRIPOD	M	knn-xpage(share=0.21)
c4b_L01	7	BAR-SOLID	M	knn-xpage(share=0.80)
c4b_L01	8	MISC-05	L	knn-xpage(share=0.80)
c4b_L01	9	PCT	M	knn-xpage(share=0.41)
c4b_L01	10	DELTA-TAIL	M	knn-xpage(share=0.39)
c4b_L01	11	MISC-40	L	knn-xpage(share=0.20)
c4b_L02	1	_	M	knn-xpage(share=0.44)
c4b_L02	2	MISC-05	L	knn-xpage(share=1.00)
c4b_L02	3	MISC-13	L	knn-xpage(share=0.62)
c4b_L02	4	MISC-05	L	knn-xpage(share=0.61)
c4b_L02	5	MISC-31	L	knn-xpage(share=0.21)
c4b_L02	6	X	M	knn-xpage(share=0.54)
c4b_L02	7	MISC-33	L	knn-xpage(share=0.62)
c4b_L02	8	PCT	M	knn-xpage(share=0.81)
c4b_L02	9	_	M	knn-xpage(share=0.43)
c4b_L02	10	AMP	M	knn-xpage(share=0.42)
c4b_L02	11	MISC-76	L	knn-xpage(share=0.22)
c4b_L02	12	Y-CURL	M	knn-xpage(share=0.41)
c4b_L02	13	PCT	M	knn-xpage(share=0.42)
c4b_L02	14	PCT	M	knn-xpage(share=0.81)
c4b_L02	15	DASH-H	M	knn-xpage(share=0.72)
c4b_L03	1	MISC-05	L	knn-xpage(share=0.38)
c4b_L03	2	MISC-36	L	knn-xpage(share=0.63)
c4b_L03	3	X	M	knn-xpage(share=0.40)
c4b_L03	4	HOOK-L	M	knn-xpage(share=0.79)
c4b_L03	5	EYE-DOT	M	knn-xpage(share=0.81)
c4b_L03	6	Y-CURL	M	knn-xpage(share=0.60)
c4b_L03	7	MISC-31	L	knn-xpage(share=0.80)
c4b_L03	8	MISC-20	L	knn-xpage(share=1.00)
c4b_L03	9	TRIPOD	M	knn-xpage(share=0.22)
c4b_L03	10	_	M	knn-xpage(share=0.78)
c4b_L03	11	_	M	knn-xpage(share=0.21)
c4b_L03	12	TRIPOD	M	knn-xpage(share=0.40)
c4b_L03	13	WAVE	M	knn-xpage(share=0.59)
c4b_L04	1	_	M	knn-xpage(share=0.40)
c4b_L04	2	_	M	knn-xpage(share=0.62)
c4b_L04	3	_	M	knn-xpage(share=0.39)
c4b_L04	4	X	M	knn-xpage(share=0.81)
c4b_L04	5	_	M	knn-xpage(share=0.80)
c4b_L04	6	_	M	knn-xpage(share=0.41)
c4b_L04	7	_	M	knn-xpage(share=0.59)
c4b_L04	8	HOOK-L	M	knn-xpage(share=0.84)
c4b_L04	9	HOOK-L	M	knn-xpage(share=0.81)
c4b_L04	10	EYE-DOT	M	knn-xpage(share=0.61)
c4b_L04	11	_	M	knn-xpage(share=0.40)
c4b_L04	12	MISC-13	L	knn-xpage(share=0.40)
c4b_L04	13	EYE-DOT	M	knn-xpage(share=0.39)
c4b_L04	14	_	M	knn-xpage(share=0.58)
c4b_L04	15	MISC-24	L	knn-xpage(share=0.38)
c4b_L04	16	PCT	M	knn-xpage(share=0.41)
c4b_L05	1	MISC-21	L	knn-xpage(share=0.21)
c4b_L05	2	_	M	knn-xpage(share=0.39)
c4b_L05	3	X	M	knn-xpage(share=0.81)
c4b_L05	4	TRIDENT	M	knn-xpage(share=0.62)
c4b_L05	5	PCT	M	knn-xpage(share=0.40)
c4b_L05	6	PCT	M	knn-xpage(share=0.20)
c4b_L05	7	MISC-17	L	knn-xpage(share=0.41)
c4b_L05	8	DELTA-TAIL	M	knn-xpage(share=1.00)
c4b_L05	9	_	M	knn-xpage(share=0.39)
c4b_L05	10	_	M	knn-xpage(share=0.60)
c4b_L05	11	MISC-36	L	knn-xpage(share=0.61)
c4b_L05	12	_	M	knn-xpage(share=0.22)
c4b_L05	13	X	M	knn-xpage(share=1.00)
c4b_L05	14	_	M	knn-xpage(share=0.22)
