line	position	sign	family	confidence	note	mark
c2a_L13	34	O	O-BAR-CC	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-CC
c2a_L13	35	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L13	36	CROSS-T	CROSS-T	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L13	37	O	O-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2a_L13	38	BUCKET	BUCKET	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L13	39	BAR-THIN	BAR-THIN	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	1	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	2	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	3	LOOP-STEM	LOOP-STEM	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	4	QQ	QQ-O	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c2a_L14	5	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	6	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	7	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	8	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	9	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	10	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	11	A-LOOP	A-LOOP	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	12	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	13	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	14	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	15	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	16	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	17	SLASH	SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	18	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	19	CC	CC-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2a_L14	20	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	21	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	22	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	23	O	O-BAR-CC	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-CC
c2a_L14	24	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	25	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	26	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	27	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	28	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	29	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	30	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L14	31	BAR-THIN	BAR-THIN	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	1	PICT-ANCHOR	PICT-ANCHOR	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	2	THREE	THREE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	3	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	4	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	5	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	6	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	7	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	8	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	9	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	10	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	11	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	12	II	II-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2a_L15	13	C	C-DOT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c2a_L15	14	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	15	O	O-DASH2	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c2a_L15	16	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	17	C	C-DOT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c2a_L15	18	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	19	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	20	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	21	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	22	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	23	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	24	X-SLASH	X-SLASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	25	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	26	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	27	CHEVRON2	CHEVRON2	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	28	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	29	O	O-BRACKET	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BRACKET
c2a_L15	30	AMP	AMP	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	31	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	32	DOUBLE-LOOP	DOUBLE-LOOP	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	33	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	34	DAGGER-O	DAGGER-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	35	X-SLASH	X-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L15	36	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	1	O	O-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2a_L16	2	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	3	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	4	PICT-CROWN	PICT-CROWN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	5	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	6	CC	CC-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2a_L16	7	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	8	OX	OX-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2a_L16	9	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	10	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	11	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	12	C	C-DOT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c2a_L16	13	HOOK-P	HOOK-P	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	14	A-LOOP	A-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	15	BLOB-LOOP	BLOB-LOOP	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	16	QQ	QQ-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c2a_L16	17	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	18	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	19	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	20	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	21	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	22	X	X-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2a_L16	23	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	24	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	25	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	26	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	27	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	28	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	29	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	30	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	31	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L16	32	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	1	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	2	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	3	CROSS-T	CROSS-T	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	4	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	5	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	6	PICT-ANCHOR	PICT-ANCHOR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	7	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	8	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	9	II	II-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2a_L17	10	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	11	C	C-BAR-X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-X
c2a_L17	12	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	13	BOX-X	BOX-X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	14	DBL-SLASH	DBL-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	15	LOOP-TAIL	LOOP-TAIL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	16	TILDE	TILDE-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2a_L17	17	C	C-DOT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DOT
c2a_L17	18	VENUS	VENUS	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	19	AMP	AMP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	20	OX	OX	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	21	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	22	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	23	M-LETTER	M-LETTER	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	24	NOTE	NOTE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	25	OX	OX-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2a_L17	26	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	27	NINE	NINE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	28	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	29	PICT-BIRD	PICT-BIRD	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	30	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2a_L17	31	DASH-V	DASH-V	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	1	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	2	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	3	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	4	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	5	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	6	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	7	PICT-LEAF	PICT-LEAF	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	8	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	9	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	10	CROSS-T	CROSS-T	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	11	DASH-H	DASH-H	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	12	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	13	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	14	A-LOOP	A-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	15	X	X-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L01	16	_	_	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	17	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	18	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	19	OX	OX-TILDE	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L01	20	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	21	PHI	PHI	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	22	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	23	CROSS-T	CROSS-T	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	24	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	25	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	26	DAGGER-O	DAGGER-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	27	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	28	CC	CC-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L01	29	TRIDENT	TRIDENT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	30	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	31	Z-CURL	Z-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	32	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	33	BOX-8	BOX-8	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	34	O	O-DASH2	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH2
c2b_L01	35	DOUBLE-LOOP	DOUBLE-LOOP	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L01	36	OO	OO-DASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L01	37	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	1	VEE	VEE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	2	PCT	PCT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	3	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	4	CC	CC-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L02	5	CHAIN	CHAIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	6	Y-CURL	Y-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	7	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	8	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	9	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	10	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	11	X	X-BAR-CC	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-CC
c2b_L02	12	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	13	BLOB	BLOB	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	14	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	15	CC	CC-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L02	16	X	X-BAR-CC	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-CC
c2b_L02	17	EIGHT	EIGHT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	18	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	19	OX	OX-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L02	20	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	21	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	22	BAR-SOLID	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	23	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	24	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	25	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L02	26	BAR-THIN	BAR-THIN	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	1	II	II-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L03	2	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	3	X-LOOP	X-LOOP	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	4	QQ	QQ-DASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L03	5	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	6	BAR-THIN	BAR-THIN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	7	SLASH3	SLASH3	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	8	CIRC-O	CIRC-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	9	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	10	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	11	O-SLASH	O-SLASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	12	SUN	SUN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	13	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	14	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	15	X-CURL	X-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	16	II	II-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c2b_L03	17	ARCH	ARCH-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L03	18	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	19	TRIDENT	TRIDENT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	20	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	21	E	E-BAR	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR
c2b_L03	22	II	II-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	O
c2b_L03	23	AMP	AMP	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	24	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	25	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	26	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	27	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	28	CIRC-O	CIRC-O	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	29	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	30	DBL-SLASH	DBL-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L03	31	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	1	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	2	BLOB	BLOB	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	3	O	O-DASHBELOW	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASHBELOW
c2b_L04	4	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	5	II	II-DASH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	DASH
c2b_L04	6	OX	OX-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L04	7	ARCH	ARCH	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	8	DAGGER-O	DAGGER-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	9	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	10	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	11	Y-CURL	Y-CURL	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	12	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	13	O	O-TILDE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L04	14	CRESCENT	CRESCENT	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	15	X	X	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	16	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	17	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	18	DAGGER-O	DAGGER-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	19	X-SLASH	X-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	20	CIRC-O	CIRC-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	21	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	22	VEE	VEE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	23	Y-CURL	Y-CURL	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	24	OX	OX-TILDE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	TILDE
c2b_L04	25	X	X	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	26	SEVEN	SEVEN	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	27	EIGHT	EIGHT	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L04	28	BUCKET	BUCKET	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	1	O-SLASH	O-SLASH	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	2	S-CURL	S-CURL	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	3	DAGGER-O	DAGGER-O	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	4	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	5	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	6	VEE	VEE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	7	VENUS	VENUS	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	8	OX	OX	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	9	MULTI	MULTI	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	10	AMP	AMP	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	11	WAVE	WAVE	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	12	PCT	PCT	H	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	13	PICT-D	PICT-D	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	14	NINE	NINE	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	15	X	X-BAR-CC	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	BAR-CC
c2b_L05	16	DBL-SLASH	DBL-SLASH	L	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
c2b_L05	17	CHEVRON	CHEVRON	M	single pass A (box_labels.tsv); blind pass B on this inventory pending	none
