letter	line	position	token	kind	grade	alt	why
1	f64R	64	se	clear	H		agree
1	f64R	65	souvenir	clear	H		agree
1	f64R	66	du	clear	H		agree
1	f64R	67	petit	clear	H		agree
1	f64R	68	memoire	clear	H		agree
1	f64R	69	que	clear	H		agree
1	f64R	70	je	clear	H		agree
1	f64R	71	pris	clear	H		agree
1	f64R	72	la	clear	H		agree
1	f64R	73	liberte	clear	M	A:liberte(clear,H)/B:liberté(clear,H)	differ
1	f64R	74	de	clear	H		agree
1	f64R	75	luy	clear	H		agree
1	f64R	76	envoyer	clear	H		agree
1	f64R	77	en	clear	H		agree
1	f64R	78	avril	clear	H		agree
1	f64R	79	1712	clear	H		agree
1	f64R	80	touchant	clear	H		agree
1	f64R	81	les	clear	H		agree
1	f64R	82	devoirs	clear	H		agree
1	f64R	83	d'un	clear	H		agree
1	f64R	84	consul	clear	H		agree
1	f64R	85	Elle	clear	H		agree
1	f64R	86	ne	clear	H		agree
1	f64R	87	douttera	clear	H		agree
1	f64R	88	pas	clear	H		agree
1	f64R	89	que	clear	H		agree
1	f64R	90	je	clear	H		agree
1	f64R	91	ne	clear	H		agree
1	f64R	92	le	clear	H		agree
1	f64R	93	sçache	clear	H		agree
1	f64R	94	executer	clear	H		agree
1	f64R	95	mais	clear	H		agree
1	f64R	96	quel	clear	H		agree
1	f64R	97	meilleur	clear	H		agree
1	f64R	98	memoire	clear	H		agree
1	f64R	99	peut-on	clear	H		agree
1	f64R	100	avoir	clear	H		agree
1	f64R	101	que	clear	H		agree
1	f64R	102	les	clear	H		agree
1	f64R	103	instructions	clear	H		agree
1	f64R	104	et	clear	H		agree
1	f64R	105	les	clear	H		agree
1	f64R	106	ordres	clear	H		agree
1	f64R	107	de	clear	H		agree
1	f64R	108	vostre	clear	M	A:vostre(clear,H)/B:Vostre(clear,H)	differ
1	f64R	109	Excellence	clear	M	A:Excellence(clear,H)/B:Excelence(clear,H)	differ
1	f64R	110	Elle	clear	H		agree
1	f64R	111	les	clear	H		agree
1	f64R	112	sçait	clear	H		agree
1	f64R	113	distribuer	clear	H		agree
1	f64R	114	avec	clear	H		agree
1	f64R	115	tant	clear	H		agree
1	f64R	116	de	clear	H		agree
1	f64R	117	bonte	clear	M	A:bonte(clear,H)/B:bonté(clear,H)	differ
1	f64R	118	qu'ils	clear	H		agree
1	f64R	119	donnent	clear	H		agree
1	f64R	120	une	clear	H		agree
1	f64R	121	entiere	clear	H		agree
1	f64R	122	emulation	clear	H		agree
1	f64R	123	a	clear	H		agree
1	f64R	124	ceux	clear	H		agree
1	f64R	125	qui	clear	H		agree
1	f64R	126	les	clear	H		agree
1	f64R	127	reçoivent	clear	H		agree
1	f65L	1	j'en	clear	H		agree
1	f65L	2	suis	clear	H		agree
1	f65L	3	tout	clear	H		agree
1	f65L	4	remply	clear	H		agree
1	f65L	5	et	clear	H		agree
1	f65L	6	l'excez	clear	H		agree
1	f65L	7	de	clear	H		agree
1	f65L	8	mon	clear	H		agree
1	f65L	9	zele	clear	H		agree
1	f65L	10	m'a	clear	H		agree
1	f65L	11	porte	clear	M	A:porte(clear,H)/B:porté(clear,H)	differ
1	f65L	12	a	clear	H		agree
1	f65L	13	communiquer	clear	H		agree
1	f65L	14	au	clear	H		agree
1	f65L	15	nouveau	clear	H		agree
1	f65L	16	vice	clear	H		agree
1	f65L	17	consul	clear	H		agree
1	f65L	18	que	clear	H		agree
1	f65L	19	le	clear	H		agree
1	f65L	20	Sr	clear	M	A:Sr(clear,H)/B:Sr.(clear,H)	differ
1	f65L	21	Aubert	clear	M	A:Aubert(clear,H)/B:Auber(clear,M)	differ
1	f65L	22	a	clear	H		agree
1	f65L	23	fait	clear	H		agree
1	f65L	24	venir	clear	H		agree
1	f65L	25	depuis	clear	H		agree
1	f65L	26	cinq	clear	H		agree
1	f65L	27	mois	clear	H		agree
1	f65L	28	les	clear	H		agree
1	f65L	29	demarches	clear	H		agree
1	f65L	30	qu'il	clear	H		agree
1	f65L	31	est	clear	H		agree
1	f65L	32	necesre	clear	M	A:necesre(clear,M)/B:necess.re(clear,H)	differ
1	f65L	33	d'observer	clear	H		agree
1	f65L	34	en	clear	H		agree
1	f65L	35	ce	clear	H		agree
1	f65L	36	pays-cy	clear	H		agree
1	f65L	37	pour	clear	H		agree
1	f65L	38	190	cipher	H		agree
1	f65L	39	175	cipher	H		agree
1	f65L	40	47	cipher	H		agree
1	f65L	41	212	cipher	H		agree
1	f65L	42	45	cipher	H		agree
1	f65L	43	77	cipher	H		agree
1	f65L	44	20	cipher	H		agree
1	f65L	45	penetrer	insertion-clear	H		agree
1	f65L	46	ce	insertion-clear	M	B-only:ce(insertion-clear,M)	gap-A
1	f65L	47	ceux	insertion-clear	M	A:ceux(insertion-clear,H)/B:qu'ils(insertion-clear,M)	differ
1	f65L	48	222	cipher	H		agree
1	f65L	49	191	cipher	H		agree
1	f65L	50	46	cipher	H		agree
1	f65L	51	221	cipher	H		agree
1	f65L	52	97	cipher	H		agree
1	f65L	53	221	cipher	H		agree
1	f65L	54	32	cipher	H		agree
1	f65L	55	212	cipher	H		agree
1	f65L	56	47	cipher	H		agree
1	f65L	57	Ce	clear	M	A:Ce(clear,H)/B:ce(clear,H)	differ
1	f65L	58	y	insertion-clear	H		agree
1	f65L	59	passe	insertion-clear	H		agree
1	f65L	60	en	insertion-clear	H		agree
1	f65L	61	secret	insertion-clear	H		agree
1	f65L	62	vice	clear	H		agree
1	f65L	63	consul	clear	H		agree
1	f65L	64	est	clear	H		agree
1	f65L	65	un	clear	H		agree
1	f65L	66	nomme	clear	M	A:nomme(clear,H)/B:nommé(clear,H)	differ
1	f65L	67	Laugier	clear	H		agree
1	f65L	68	de	clear	H		agree
1	f65L	69	Toulon	clear	H		agree
1	f65L	70	que	clear	H		agree
1	f65L	71	j'ay	clear	H		agree
1	f65L	72	remarque	clear	M	A:remarque(clear,H)/B:remarqué(clear,H)	differ
1	f65L	73	estre	clear	H		agree
1	f65L	74	fort	clear	H		agree
1	f65L	75	entendu	clear	H		agree
1	f65L	76	dans	clear	H		agree
1	f65L	77	les	clear	H		agree
1	f65L	78	affaires	clear	H		agree
1	f65L	79	et	clear	H		agree
1	f65L	80	dans	clear	H		agree
1	f65L	81	tout	clear	H		agree
1	f65L	82	ce	clear	H		agree
1	f65L	83	qui	clear	H		agree
1	f65L	84	regarde	clear	H		agree
1	f65L	85	la	clear	H		agree
1	f65L	86	marine	clear	H		agree
1	f65L	87	duquel	clear	H		agree
1	f65L	88	ce	clear	H		agree
1	f65L	89	consul	clear	H		agree
1	f65L	90	peut	clear	H		agree
1	f65L	91	retirer	clear	H		agree
1	f65L	92	un	clear	H		agree
1	f65L	93	grand	clear	H		agree
1	f65L	94	secours	clear	H		agree
1	f65L	95	pour	clear	H		agree
1	f65L	96	se	clear	H		agree
1	f65L	97	faire	clear	H		agree
1	f65L	98	honneur	clear	H		agree
1	f65L	99	aupres	clear	M	A:aupres(clear,H)/B:auprès(clear,H)	differ
1	f65L	100	de	clear	H		agree
1	f65L	101	vostre	clear	M	A:vostre(clear,H)/B:Vostre(clear,H)	differ
1	f65L	102	Excellence	clear	M	A:Excellence(clear,H)/B:Excelence(clear,H)	differ
1	f65L	103	a	clear	H		agree
1	f65L	104	moins	clear	H		agree
1	f65L	105	que	clear	H		agree
1	f65L	106	les	clear	H		agree
1	f65L	107	avantages	clear	H		agree
1	f65L	108	qu'il	clear	H		agree
1	f65L	109	luy	clear	H		agree
1	f65L	110	fait	clear	H		agree
1	f65L	111	ne	clear	H		agree
1	f65L	112	soient	clear	H		agree
1	f65L	113	pas	clear	H		agree
1	f65L	114	suffisants	clear	H		agree
1	f65L	115	pour	clear	H		agree
1	f65L	116	le	clear	H		agree
1	f65L	117	retenir	clear	H		agree
1	f65L	118	aupres	clear	M	A:aupres(clear,H)/B:auprès(clear,H)	differ
1	f65L	119	de	clear	H		agree
1	f65L	120	luy	clear	H		agree
1	f65L	121	Je	clear	H		agree
1	f65L	122	suis	clear	H		agree
1	f65L	123	avec	clear	H		agree
1	f65L	124	tres	clear	M	A:tres(clear,H)/B:très(clear,H)	differ
1	f65L	125	profond	clear	H		agree
1	f65L	126	respect	clear	H		agree
1	f65L	127	Monseigneur	clear/heading	M	A:Monseigneur(clear,H)/B:Monseigneur(heading,H)	differ
1	f65L	128	De	clear/heading	M	A:De(clear,H)/B:De(heading,H)	differ
1	f65L	129	Vostre	clear/heading	M	A:Vostre(clear,H)/B:Vostre(heading,H)	differ
1	f65L	130	Excellence	clear/heading	M	A:Excellence(clear,H)/B:Excelence(heading,H)	differ
1	f65L	131	Le	clear	H		agree
1	f65L	132	tres	clear	M	A:tres(clear,H)/B:très(clear,H)	differ
1	f65L	133	humble	clear	H		agree
1	f65L	134	et	clear	M	A:et(clear,H)/B:le(clear,H)	differ
1	f65L	135	tres	clear	M	A:tres(clear,H)/B:très(clear,H)	differ
1	f65L	136	obeissant	clear	H		agree
1	f65L	137	serviteur	clear	H		agree
1	f65L	138	Paget	signature	M	A-only:Paget(signature,H)	gap-B
1	f65L	139	a	dateline	H		agree
1	f65L	140	Genes	dateline	H		agree
1	f65L	141	le	dateline	H		agree
1	f65L	142	8e	dateline	H		agree
1	f65L	143	Avril	dateline	H		agree
1	f65L	144	1714	dateline	H		agree
1	f65L	145	Paget	signature	M	B-only:Paget(signature,H)	gap-A
2	f65R	1	Monseigneur	heading	H		agree
2	f65R	2	J'ay	clear	H		agree
2	f65R	3	receu	clear	H		agree
2	f65R	4	les	clear	H		agree
2	f65R	5	trois	clear	H		agree
2	f65R	6	lettres	clear	H		agree
2	f65R	7	qu'il	clear	H		agree
2	f65R	8	a	clear	H		agree
2	f65R	9	plu	clear	H		agree
2	f65R	10	a	clear	H		agree
2	f65R	11	Vostre	clear	H		agree
2	f65R	12	Excellence	clear	H		agree
2	f65R	13	me	clear	H		agree
2	f65R	14	faire	clear	H		agree
2	f65R	15	l'honneur	clear	H		agree
2	f65R	16	de	clear	H		agree
2	f65R	17	m'ecrire	clear	H		agree
2	f65R	18	le	clear	H		agree
2	f65R	19	13	clear	H		agree
2	f65R	20	de	clear	H		agree
2	f65R	21	ce	clear	H		agree
2	f65R	22	mois	clear	H		agree
2	f65R	23	a	clear	H		agree
2	f65R	24	deux	clear	H		agree
2	f65R	25	desquelles	clear	H		agree
2	f65R	26	Mr	clear	H		agree
2	f65R	27	Aubert	clear	H		agree
2	f65R	28	s'en	clear	H		agree
2	f65R	29	charge	clear	M	A:charge(clear,H)/B:chargé(clear,H)	differ
2	f65R	30	de	clear	H		agree
2	f65R	31	repondre	clear	H		agree
2	f65R	32	et	clear	H		agree
2	f65R	33	je	clear	H		agree
2	f65R	34	me	clear	H		agree
2	f65R	35	suis	clear	H		agree
2	f65R	36	reserve	clear	M	A:reserve(clear,H)/B:reservé(clear,H)	differ
2	f65R	37	de	clear	H		agree
2	f65R	38	luy	clear	H		agree
2	f65R	39	marquer	clear	H		agree
2	f65R	40	ce	clear	H		agree
2	f65R	41	qu'Elle	clear	H		agree
2	f65R	42	souhaitte	clear	H		agree
2	f65R	43	sçavoir	clear	H		agree
2	f65R	44	concernant	clear	H		agree
2	f65R	45	145	cipher	H		agree
2	f65R	46	198	cipher	H		agree
2	f65R	47	46	cipher	H		agree
2	f65R	48	221	cipher	H		agree
2	f65R	49	87	cipher	H		agree
2	f65R	50	201	cipher	H		agree
2	f65R	51	156	cipher	H		agree
2	f65R	52	52	cipher	H		agree
2	f65R	53	221	cipher	H		agree
2	f65R	54	46	cipher	H		agree
2	f65R	55	2	cipher	H		agree
2	f65R	56	185	cipher	H		agree
2	f65R	57	la	insertion-clear	H		agree
2	f65R	58	Princesse	insertion-clear	H		agree
2	f65R	59	de	insertion-clear	H		agree
2	f65R	60	Parme	insertion-clear	H		agree
2	f65R	61	et	insertion-clear	H		agree
2	f65R	62	ses	insertion-clear	H		agree
2	f65R	63	2	insertion-clear	H		agree
2	f65R	64	oncles	insertion-clear	H		agree
2	f65R	65	37	cipher	H		agree
2	f65R	66	146	cipher	H		agree
2	f65R	67	46	cipher	H		agree
2	f65R	68	84	cipher	H		agree
2	f65R	69	198	cipher	H		agree
2	f65R	70	46	cipher	H		agree
2	f65R	71	221	cipher	H		agree
2	f65R	72	204	cipher	H		agree
2	f65R	73	on	clear	H		agree
2	f65R	74	reconnoit	clear	H		agree
2	f65R	75	deja	clear	M	A:deja(clear,H)/B:déja(clear,H)	differ
2	f65R	76	de	insertion-clear	H		agree
2	f65R	77	cette	insertion-clear	H		agree
2	f65R	78	Princesse	insertion-clear	H		agree
2	f65R	79	qu'on	insertion-clear	H		agree
2	f65R	80	196	cipher	H		agree
2	f65R	81	212	cipher	H		agree
2	f65R	82	50	cipher	H		agree
2	f65R	83	175	cipher	H		agree
2	f65R	84	33	cipher	H		agree
2	f65R	85	103	cipher	H		agree
2	f65R	86	30	cipher	H		agree
2	f65R	87	237	cipher	H		agree
2	f65R	88	233	cipher	H		agree
2	f65R	89	46	cipher	H		agree
2	f65R	90	146	cipher	H		agree
2	f65R	91	46	cipher	H		agree
2	f65R	92	31	cipher	H		agree
2	f65R	93	99	cipher	H		agree
2	f65R	94	46	cipher	H		agree
2	f65R	95	pour	insertion-clear	H		agree
2	f65R	96	Reyne	insertion-clear	H		agree
2	f65R	97	d'Espagne	insertion-clear	H		agree
2	f65R	98	a	insertion-clear	H		agree
2	f65R	99	toutes	insertion-clear	H		agree
2	f65R	100	les	insertion-clear	H		agree
2	f65R	101	belles	insertion-clear	H		agree
2	f66L	1	208	cipher	H		agree
2	f66L	2	51	cipher	H		agree
2	f66L	3	206	cipher	H		agree
2	f66L	4	41	cipher	H		agree
2	f66L	5	peut	clear	H		agree
2	f66L	6	desirer	clear	H		agree
2	f66L	7	99	cipher	H		agree
2	f66L	8	56	cipher	H		agree
2	f66L	9	32	cipher	H		agree
2	f66L	10	126	cipher	H		agree
2	f66L	11	244	cipher	H		agree
2	f66L	12	211	cipher	H		agree
2	f66L	13	220	cipher	H		agree
2	f66L	14	qualites	insertion-clear	M	A:qualites(insertion-clear,H)/B:qualités(insertion-clear,M)	differ
2	f66L	15	qu'on	insertion-clear	H		agree
2	f66L	16	Elle	insertion-clear	H		agree
2	f66L	17	achevera	insertion-clear	H		agree
2	f66L	18	sa	insertion-clear	H		agree
2	f66L	19	22e	clear	H		agree
2	f66L	20	annee	clear	M	A:annee(clear,H)/B:année(clear,H)	differ
2	f66L	21	le	clear	H		agree
2	f66L	22	25	clear	H		agree
2	f66L	23	Octobre	clear	H		agree
2	f66L	24	prochain	clear	H		agree
2	f66L	25	22	cipher	H		agree
2	f66L	26	56	cipher	H		agree
2	f66L	27	41	cipher	H		agree
2	f66L	28	175	cipher	H		agree
2	f66L	29	34	cipher	H		agree
2	f66L	30	146	cipher	H		agree
2	f66L	31	25	cipher	H		agree
2	f66L	32	42	cipher	H		agree
2	f66L	33	32	cipher	H		agree
2	f66L	34	235	cipher	H		agree
2	f66L	35	31	cipher	H		agree
2	f66L	36	212	cipher	H		agree
2	f66L	37	43	cipher	H		agree
2	f66L	38	214	cipher	H		agree
2	f66L	39	32	cipher	M	A-only:32(cipher,M)	gap-B
2	f66L	40	125	cipher	M	A-only:125(cipher,M)	gap-B
2	f66L	41	38	cipher	H		agree
2	f66L	42	41	cipher	H		agree
2	f66L	43	estant	clear	H		agree
2	f66L	44	175	cipher	H		agree
2	f66L	45	34	cipher	H		agree
2	f66L	46	146	cipher	H		agree
2	f66L	47	165	cipher	H		agree
2	f66L	48	158	cipher	H		agree
2	f66L	49	38	cipher	H		agree
2	f66L	50	46	cipher	H		agree
2	f66L	51	95	cipher	H		agree
2	f66L	52	157	cipher	H		agree
2	f66L	53	39	cipher	M	A-only:39(cipher,M)	gap-B
2	f66L	54	692	cipher	M	A-only:692(cipher,M)	gap-B
2	f66L	55	nee	insertion-clear	M	A:nee(insertion-clear,H)/B:né(insertion-clear,M)	differ
2	f66L	56	le	insertion-clear	H		agree
2	f66L	57	meme	insertion-clear	M	A:meme(insertion-clear,H)/B:mesme(insertion-clear,M)	differ
2	f66L	58	mois	insertion-clear	H		agree
2	f66L	59	en	insertion-clear	H		agree
2	f66L	60	mil	insertion-clear	H		agree
2	f66L	61	six	insertion-clear	H		agree
2	f66L	62	cens	insertion-clear	M	A:cens(insertion-clear,M)/B:cent(insertion-clear,M)	differ
2	f66L	63	quatre	clear	H		agree
2	f66L	64	vingt	clear	H		agree
2	f66L	65	douze	clear	H		agree
2	f66L	66	Elle	clear	H		agree
2	f66L	67	est	clear	H		agree
2	f66L	68	bien	clear	H		agree
2	f66L	69	faite	clear	H		agree
2	f66L	70	blonde	clear	H		agree
2	f66L	71	le	clear	M	B-only:le(clear,H)	gap-A
2	f66L	72	Rome	clear	M	B-only:Rome(clear,H)	gap-A
2	f66L	73	les	clear	M	B-only:les(clear,H)	gap-A
2	f66L	74	traits	clear	M	B-only:traits(clear,H)	gap-A
2	f66L	75	Le	clear	M	A:Le(clear,H)/B:fins(clear,H)	differ
2	f66L	76	Visage	clear	M	A:Visage(clear,M)/B:et(clear,H)	differ
2	f66L	77	99	cipher	H		agree
2	f66L	78	96	cipher	H		agree
2	f66L	79	71	cipher	H		agree
2	f66L	80	105	cipher	H		agree
2	f66L	81	38	cipher	H		agree
2	f66L	82	233	cipher	H		agree
2	f66L	83	31	cipher	H		agree
2	f66L	84	148	cipher	H		agree
2	f66L	85	41	cipher	H		agree
2	f66L	86	87	cipher	H		agree
2	f66L	87	146	cipher	H		agree
2	f66L	88	245	cipher	H		agree
2	f66L	89	220	cipher	H		agree
2	f66L	90	116	cipher	M	A-only:116(cipher,M)	gap-B
2	f66L	91	Rousse	clear	M	A-only:Rousse(clear,M)	gap-B
2	f66L	92	les	clear	M	A-only:les(clear,H)	gap-B
2	f66L	93	traits	clear	M	A-only:traits(clear,H)	gap-B
2	f66L	94	fins	clear	M	A-only:fins(clear,H)	gap-B
2	f66L	95	et	clear	M	A-only:et(clear,H)	gap-B
2	f66L	96	214	cipher	H		agree
2	f66L	97	41	cipher	H		agree
2	f66L	98	33	cipher	H		agree
2	f66L	99	146	cipher	H		agree
2	f66L	100	46	cipher	H		agree
2	f66L	101	241	cipher	H		agree
2	f66L	102	46	cipher	H		agree
2	f66L	103	107	cipher	H		agree
2	f66L	104	41	cipher	H		agree
2	f66L	105	46	cipher	H		agree
2	f66L	106	52	cipher	H		agree
2	f66L	107	assez	clear	H		agree
2	f66L	108	reguliers	clear	H		agree
2	f66L	109	la	insertion-clear	M	A-only:la(insertion-clear,H)	gap-B
2	f66L	110	taille	insertion-clear	M	A-only:taille(insertion-clear,H)	gap-B
2	f66L	111	belle	insertion-clear	M	A-only:belle(insertion-clear,H)	gap-B
2	f66L	112	52	cipher	H		agree
2	f66L	113	145	cipher	H		agree
2	f66L	114	232	cipher	H		agree
2	f66L	115	53	cipher	H		agree
2	f66L	116	146	cipher	H		agree
2	f66L	117	31	cipher	H		agree
2	f66L	118	99	cipher	H		agree
2	f66L	119	quoy	clear	H		agree
2	f66L	120	que	clear	H		agree
2	f66L	121	164	cipher	H		agree
2	f66L	122	175	cipher	H		agree
2	f66L	123	La	insertion-clear	M	B-only:La(insertion-clear,M)	gap-A
2	f66L	124	72	cipher/insertion-clear	M	A:72(cipher,M)/B:taille(insertion-clear,M)	differ
2	f66L	125	35	cipher/insertion-clear	M	A:35(cipher,M)/B:belle(insertion-clear,M)	differ
2	f66L	126	Moyenne	insertion-clear	H		agree
2	f66L	127	beaucoup	insertion-clear	M	A-only:beaucoup(insertion-clear,M)	gap-B
2	f66L	128	d'esprit	clear	M	A-only:d'esprit(clear,H)	gap-B
2	f66L	129	et	clear	M	A-only:et(clear,H)	gap-B
2	f66L	130	un	clear	M	A-only:un(clear,H)	gap-B
2	f66L	131	air	clear	M	A-only:air(clear,H)	gap-B
2	f66L	132	96	cipher	H		agree
2	f66L	133	43	cipher	H		agree
2	f66L	134	213	cipher	H		agree
2	f66L	135	47	cipher	H		agree
2	f66L	136	52	cipher	H		agree
2	f66L	137	48	cipher	H		agree
2	f66L	138	41	cipher	H		agree
2	f66L	139	56	cipher	H		agree
2	f66L	140	38	cipher	H		agree
2	f66L	141	45	cipher	H		agree
2	f66L	142	fort	clear	H		agree
2	f66L	143	158	cipher	H		agree
2	f66L	144	87	cipher	H		agree
2	f66L	145	46	cipher	H		agree
2	f66L	146	d'esprit	insertion-clear	M	B-only:d'esprit(insertion-clear,M)	gap-A
2	f66L	147	et	insertion-clear	M	B-only:et(insertion-clear,M)	gap-A
2	f66L	148	un	insertion-clear	M	B-only:un(insertion-clear,M)	gap-A
2	f66L	149	233	cipher/insertion-clear	M	A:233(cipher,M)/B:air(insertion-clear,M)	differ
2	f66L	150	modeste	insertion-clear	H		agree
2	f66L	151	On	clear	H		agree
2	f66L	152	ne	clear	H		agree
2	f66L	153	luy	clear	H		agree
2	f66L	154	a	clear	H		agree
2	f66L	155	pas	clear	H		agree
2	f66L	156	reconnu	clear	H		agree
2	f66L	157	des	clear	H		agree
2	f66L	158	inclinations	clear	H		agree
2	f66L	159	particulieres	clear	H		agree
2	f66L	160	mais	clear	H		agree
2	f66L	161	une	clear	H		agree
2	f66L	162	entiere	clear	H		agree
2	f66L	163	soumission	clear	H		agree
2	f66L	164	et	clear	M	A-only:et(clear,M)	gap-B
2	f66L	165	Une	clear	M	A:Une(clear,H)/B:une(clear,H)	differ
2	f66L	166	complaisance	clear	H		agree
2	f66L	167	aveugle	clear	H		agree
2	f66L	168	pour	clear	H		agree
2	f66L	169	400	cipher	H		agree
2	f66L	170	4	cipher	H		agree
2	f66L	171	19	cipher	H		agree
2	f66L	172	600	cipher	M	A-only:600(cipher,M)	gap-B
2	f66L	173	Madame	clear	M	A-only:Madame(clear,H)	gap-B
2	f66L	174	la	clear	M	A-only:la(clear,H)	gap-B
2	f66L	175	Duchesse	clear	M	A-only:Duchesse(clear,H)	gap-B
2	f66L	176	sa	clear	M	A-only:sa(clear,H)	gap-B
2	f66L	177	Mere	clear	M	A-only:Mere(clear,H)	gap-B
2	f66L	178	qui	clear	M	A-only:qui(clear,H)	gap-B
2	f66L	179	l'a	clear	M	A-only:l'a(clear,H)	gap-B
2	f66L	180	toujours	clear	M	A:toujours(clear,H)/B:Envers(clear,M)	differ
2	f66L	181	155	cipher	H		agree
2	f66L	182	86	cipher	H		agree
2	f66L	183	145	cipher	H		agree
2	f66L	184	90	cipher	H		agree
2	f66L	185	32	cipher	H		agree
2	f66L	186	126	cipher	H		agree
2	f66L	187	46	cipher	H		agree
2	f66L	188	221	cipher	H		agree
2	f66L	189	20	cipher	H		agree
2	f66L	190	156	cipher	H		agree
2	f66L	191	212	cipher	H		agree
2	f66L	192	205	cipher	H		agree
2	f66L	193	145	cipher	H		agree
2	f66L	194	Madame	insertion-clear	M	B-only:Madame(insertion-clear,M)	gap-A
2	f66L	195	la	insertion-clear	M	B-only:la(insertion-clear,M)	gap-A
2	f66L	196	Duchesse	insertion-clear	M	B-only:Duchesse(insertion-clear,M)	gap-A
2	f66L	197	238	cipher/insertion-clear	M	A:238(cipher,M)/B:sa(insertion-clear,M)	differ
2	f66L	198	tenue	clear/insertion-clear	M	A:tenue(clear,H)/B:Mere(insertion-clear,M)	differ
2	f66L	199	sous	clear/insertion-clear	M	A:sous(clear,H)/B:qui(insertion-clear,M)	differ
2	f66L	200	les	clear/insertion-clear	M	A:les(clear,H)/B:l'a(insertion-clear,M)	differ
2	f66L	201	yeux	clear/insertion-clear	M	A:yeux(clear,H)/B:toujours(insertion-clear,M)	differ
2	f66L	202	233	cipher	H		agree
2	f66L	203	178	cipher	H		agree
2	f66L	204	34	cipher	H		agree
2	f66L	205	46	cipher	H		agree
2	f66L	206	184	cipher	H		agree
2	f66L	207	46	cipher	H		agree
2	f66L	208	221	cipher	H		agree
2	f66L	209	46	cipher	H		agree
2	f66L	210	50	cipher	H		agree
2	f66L	211	100	cipher	H		agree
2	f66L	212	et	clear	H		agree
2	f66L	213	s'en	clear	H		agree
2	f66L	214	fait	clear	M	B-only:fait(clear,M)	gap-A
2	f66L	215	tenüe	insertion-clear	M	B-only:tenüe(insertion-clear,M)	gap-A
2	f66L	216	sous	insertion-clear	M	B-only:sous(insertion-clear,M)	gap-A
2	f66L	217	les	insertion-clear	M	B-only:les(insertion-clear,M)	gap-A
2	f66L	218	faitte	clear/insertion-clear	M	A:faitte(clear,M)/B:yeux(insertion-clear,M)	differ
2	f66L	219	une	clear	M	A:une(clear,H)/B:Une(clear,H)	differ
2	f66L	220	attache	clear	H		agree
2	f66L	221	particuliere	clear	H		agree
2	f66L	222	a	clear	H		agree
2	f66L	223	156	cipher	M	A:156(cipher,H)/B:150(cipher,M)	differ
2	f66L	224	89	cipher	H		agree
2	f66L	225	41	cipher	H		agree
2	f66L	226	175	cipher	H		agree
2	f66L	227	45	cipher	H		agree
2	f66L	228	48	cipher	M	A-only:48(cipher,M)	gap-B
2	f66L	229	luy	insertion-clear	H		agree
2	f66L	230	donnent	insertion-clear	H		agree
2	f66L	231	une	insertion-clear	M	A-only:une(insertion-clear,M)	gap-B
2	f66L	232	175	cipher	H		agree
2	f66L	233	31	cipher	H		agree
2	f66L	234	99	cipher	H		agree
2	f66L	235	34	cipher	H		agree
2	f66L	236	90	cipher	H		agree
2	f66L	237	76	cipher	H		agree
2	f66L	238	240	cipher	H		agree
2	f66L	239	a	clear	H		agree
2	f66L	240	quoy	clear	H		agree
2	f66L	241	Elle	clear	H		agree
2	f66L	242	a	clear	H		agree
2	f66L	243	parfaitement	clear	M	A-only:parfaitement(clear,M)	gap-B
2	f66L	244	belle	insertion-clear	H		agree
2	f66L	245	Education	insertion-clear	H		agree
2	f66L	246	bien	clear	H		agree
2	f66L	247	reussy	clear	M	A:reussy(clear,H)/B:reüssy(clear,H)	differ
2	f66L	248	a	clear	H		agree
2	f66L	249	ce	clear	H		agree
2	f66L	250	qu'on	clear	H		agree
2	f66L	251	dit	clear	H		agree
2	f66L	252	Vostre	clear	H		agree
2	f66L	253	Excellence	clear	H		agree
2	f66L	254	n'ignore	clear	H		agree
2	f66L	255	pas	clear	H		agree
2	f66L	256	que	clear	H		agree
2	f66L	257	84	cipher	H		agree
2	f66L	258	156	cipher	H		agree
2	f66L	259	212	cipher	H		agree
2	f66L	260	apres	clear	M	A:apres(clear,H)/B:après(clear,H)	differ
2	f66L	261	la	clear	H		agree
2	f66L	262	mort	clear	H		agree
2	f66L	263	de	clear	M	A-only:de(clear,H)	gap-B
2	f66L	264	cette	insertion-clear	H		agree
2	f66L	265	mere	insertion-clear	H		agree
2	f66L	266	161	cipher	H		agree
2	f66L	267	146	cipher	H		agree
2	f66L	268	90	cipher	H		agree
2	f66L	269	32	cipher	H		agree
2	f66L	270	87	cipher	H		agree
2	f66L	271	201	cipher	H		agree
2	f66L	272	156	cipher	H		agree
2	f66L	273	222	cipher	H		agree
2	f66L	274	41	cipher	H		agree
2	f66L	275	155	cipher	H		agree
2	f66L	276	213	cipher	H		agree
2	f66L	277	34	cipher	H		agree
2	f66L	278	194	cipher	M	A-only:194(cipher,M)	gap-B
2	f66L	279	48	cipher	M	A:48(cipher,M)/B:19(cipher,M)	differ
2	f66L	280	M	insertion-clear	M	A:M(insertion-clear,H)/B:Mr(insertion-clear,M)	differ
2	f66L	281	le	insertion-clear	H		agree
2	f66L	282	Duc	insertion-clear	H		agree
2	f66L	283	de	insertion-clear	H		agree
2	f66L	284	Parme	insertion-clear	H		agree
2	f66L	285	son	insertion-clear	H		agree
2	f66L	286	Mari	insertion-clear	H		agree
2	f66L	287	epousa	insertion-clear	H		agree
2	f66L	288	220	cipher	H		agree
2	f66L	289	97	cipher	H		agree
