pass	crop	line_no	pass_row	code	page_line	after_sign_n
B	f28r_L11_s2.jpg	1	f28r_L11_s2.jpg:1:11	z	19	428
B	f28r_L11_s2.jpg	2	f28r_L11_s2.jpg:2:5	C20	20	477
B	f28r_L11_s2.jpg	2	f28r_L11_s2.jpg:2:6	C20	20	477
B	f28r_L12_s2.jpg	1	f28r_L12_s2.jpg:1:11	C10	21	529
B	f28r_L12_s2.jpg	1	f28r_L12_s2.jpg:1:12	C20	21	529
B	f28r_L12_s2.jpg	1	f28r_L12_s2.jpg:1:22	C19	21	538
B	f28r_L12_s2.jpg	1	f28r_L12_s2.jpg:1:31	C01	21	549
B	f28r_L12_s2.jpg	2	f28r_L12_s2.jpg:2:23	v	22	602
B	f28r_L14_s1.jpg	1	f28r_L14_s1.jpg:1:34	o	25	757
B	f28r_L14_s2.jpg	1	f28r_L14_s2.jpg:1:14	C11	25	758
B	f28r_L14_s2.jpg	2	f28r_L14_s2.jpg:2:16	E	26	800
B	f28r_L15_s2.jpg	1	f28r_L15_s2.jpg:1:13	C09	27	867
B	f28r_L15_s2.jpg	2	f28r_L15_s2.jpg:2:11	o	28	921
B	f28r_L18_s2.jpg	2	f28r_L18_s2.jpg:2:1	C07	34	
B	f28r_L18_s2.jpg	2	f28r_L18_s2.jpg:2:36	T	34	1263
B	f28r_L19_s2.jpg	2	f28r_L19_s2.jpg:2:20	C10	36	1369
B	f28r_L20_s2.jpg	1	f28r_L20_s2.jpg:1:24	C10	37	1425
B	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:3	C09	3	1544
B	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:4	C10	3	1544
B	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:5	f	3	1544
B	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:11	v	3	1549
B	f28v_L03_s1.jpg	1	f28v_L03_s1.jpg:1:12	C10	3	1549
B	f28v_L05_s1.jpg	1	f28v_L05_s1.jpg:1:9	o	7	1765
B	f28v_L05_s1.jpg	1	f28v_L05_s1.jpg:1:10	f	7	1765
B	f28v_L05_s2.jpg	1	f28v_L05_s2.jpg:1:9	I	7	1775
B	f28v_L06_s2.jpg	1	f28v_L06_s2.jpg:1:36	f	9	1910
B	f28v_L06_s2.jpg	2	f28v_L06_s2.jpg:2:3	C01	10	1934
B	f28v_L06_s2.jpg	2	f28v_L06_s2.jpg:2:4	x	10	1934
B	f28v_L06_s2.jpg	2	f28v_L06_s2.jpg:2:6	C10	10	1935
B	f28v_L07_s2.jpg	1	f28v_L07_s2.jpg:1:5	C01	11	1990
B	f28v_L13_s2.jpg	1	f28v_L13_s2.jpg:1:20	o	23	2666
B	f28v_L13_s2.jpg	1	f28v_L13_s2.jpg:1:21	C11	23	2666
B	f28v_L13_s2.jpg	2	f28v_L13_s2.jpg:2:41	I	24	2733
B	f28v_L14_s2.jpg	1	f28v_L14_s2.jpg:1:43	E	25	2789
B	f28v_L15_s2.jpg	2	f28v_L15_s2.jpg:2:1	C13	28	
B	f28v_L18_s1.jpg	2	f28v_L18_s1.jpg:2:17	ρ	34	3255
B	f28v_L19_s2.jpg	1	f28v_L19_s2.jpg:1:3	o	35	3314
B	f29r_L02_s1.jpg	1	f29r_L02_s1.jpg:1:20	ρ	1	3433
B	f29r_L05_s2.jpg	1	f29r_L05_s2.jpg:1:2	o	7	3789
B	f29r_L06_s1.jpg	1	f29r_L06_s1.jpg:1:4	o	9	3870
B	f29r_L06_s1.jpg	1	f29r_L06_s1.jpg:1:5	C11	9	3870
B	f29r_L08_s1.jpg	1	f29r_L08_s1.jpg:1:14	ρ	13	4093
B	f29r_L10_s1.jpg	2	f29r_L10_s1.jpg:2:20	o	18	4375
B	f29r_L10_s1.jpg	2	f29r_L10_s1.jpg:2:21	C11	18	4375
B	f29r_L11_s2.jpg	2	f29r_L11_s2.jpg:2:28	o	20	4509
B	f29r_L12_s1.jpg	2	f29r_L12_s1.jpg:2:17	ρ	22	4583
B	f29r_L12_s2.jpg	2	f29r_L12_s2.jpg:2:1	v	22	
B	f29r_L13_s1.jpg	1	f29r_L13_s1.jpg:1:15	o	23	4635
B	f29r_L13_s1.jpg	1	f29r_L13_s1.jpg:1:16	C11	23	4635
B	f29r_L13_s2.jpg	1	f29r_L13_s2.jpg:1:1	C09	23	
B	f29r_L13_s2.jpg	2	f29r_L13_s2.jpg:2:7	C11	24	4707
B	f29r_L13_s2.jpg	2	f29r_L13_s2.jpg:2:8	C06	24	4707
B	f29r_L14_s2.jpg	2	f29r_L14_s2.jpg:2:2	7	26	4788
B	f29r_L15_s1.jpg	2	f29r_L15_s1.jpg:2:27	ρ	28	4900
B	f29r_L15_s2.jpg	2	f29r_L15_s2.jpg:2:1	ρ	28	
B	f29r_L15_s2.jpg	2	f29r_L15_s2.jpg:2:2	C11	28	
B	f29r_L15_s2.jpg	2	f29r_L15_s2.jpg:2:8	ρ	28	4900
B	f29r_L17_s2.jpg	1	f29r_L17_s2.jpg:1:21	C26	31	5085
B	f29r_L19_s1.jpg	2	f29r_L19_s1.jpg:2:31	C11	36	5342
B	f29r_L19_s2.jpg	2	f29r_L19_s2.jpg:2:15	o	36	5345
B	f29r_L19_s2.jpg	2	f29r_L19_s2.jpg:2:16	C11	36	5345
B	f29v_L03_s2.jpg	1	f29v_L03_s2.jpg:1:21	v	3	5508
B	f29v_L03_s2.jpg	2	f29v_L03_s2.jpg:2:1	C10	4	
B	f29v_L05_s2.jpg	1	f29v_L05_s2.jpg:1:24	C11	7	5721
