sid	page	line	x	y	w	h	area	ncomp
2916	f28v	27	4320	3721	26	38	327	1
2917	f28v	28	990	3766	12	23	145	1
2918	f28v	28	1466	3755	103	82	1215	1
2919	f28v	28	1570	3786	49	43	805	1
2920	f28v	28	1635	3782	35	31	475	1
2921	f28v	28	1677	3756	61	55	920	1
2922	f28v	28	1731	3783	50	48	911	1
2923	f28v	28	1784	3779	44	41	724	1
2924	f28v	28	1841	3787	30	29	499	1
2925	f28v	28	1881	3792	44	54	744	1
2926	f28v	28	1926	3780	51	60	657	2
2927	f28v	28	1991	3790	26	38	560	1
2928	f28v	28	2034	3797	38	26	409	1
2929	f28v	28	2075	3792	32	34	460	1
2930	f28v	28	2121	3796	37	34	482	1
2931	f28v	28	2157	3794	47	44	829	1
2932	f28v	28	2198	3800	70	50	735	1
2933	f28v	28	2285	3801	48	51	797	1
2934	f28v	28	2328	3787	59	76	953	1
2935	f28v	28	2400	3805	30	57	677	1
2936	f28v	28	2439	3804	30	30	376	1
2937	f28v	28	2475	3802	58	47	947	1
2938	f28v	28	2526	3771	69	58	976	1
2939	f28v	28	2588	3800	57	45	933	1
2940	f28v	28	2657	3805	34	28	363	1
2941	f28v	28	2684	3799	46	37	615	1
2942	f28v	28	2743	3807	33	30	527	1
2943	f28v	28	2783	3808	29	26	371	1
2944	f28v	28	2815	3766	56	65	903	1
2945	f28v	28	2881	3807	27	30	450	1
2946	f28v	28	2917	3811	21	27	285	1
2947	f28v	28	2939	3809	63	63	999	2
2948	f28v	28	3002	3790	58	62	725	2
2949	f28v	28	3052	3808	41	38	663	1
2950	f28v	28	3117	3808	31	37	667	1
2951	f28v	28	3156	3816	43	26	517	1
2952	f28v	28	3196	3784	60	58	935	1
2953	f28v	28	3242	3801	57	59	875	1
2954	f28v	28	3318	3816	48	34	853	1
2955	f28v	28	3339	3824	71	47	701	1
2956	f28v	28	3441	3819	34	29	378	1
2957	f28v	28	3489	3816	43	44	708	1
2958	f28v	28	3538	3799	53	60	718	1
2959	f28v	28	3594	3817	33	36	589	1
2960	f28v	28	3637	3792	50	61	913	1
2961	f28v	28	3683	3818	49	48	798	1
2962	f28v	28	3736	3829	35	23	375	1
2963	f28v	28	3786	3829	36	23	386	1
2964	f28v	28	3836	3816	36	39	551	1
2965	f28v	28	3895	3821	38	29	354	1
2966	f28v	28	3948	3794	39	57	685	1
2967	f28v	28	3999	3818	39	37	725	1
2968	f28v	28	4050	3808	60	44	687	1
2969	f28v	28	4096	3814	55	63	838	1
2970	f28v	28	4156	3824	47	40	680	1
2971	f28v	28	4223	3823	27	28	318	1
2972	f28v	28	4254	3822	48	38	557	1
2973	f28v	29	1446	3889	106	66	1494	1
2974	f28v	29	1557	3866	63	78	1076	1
2975	f28v	29	1627	3895	43	45	793	1
2976	f28v	29	1674	3896	55	44	735	1
2977	f28v	29	1739	3895	28	25	419	1
2978	f28v	29	1779	3896	44	28	459	1
2979	f28v	29	1828	3884	30	49	774	1
2980	f28v	29	1869	3898	31	28	352	1
2981	f28v	29	1909	3899	54	24	551	1
2982	f28v	29	1974	3902	46	23	498	1
2983	f28v	29	2032	3900	45	24	554	1
2984	f28v	29	2076	3925	18	10	62	1
2985	f28v	29	2098	3891	39	41	698	1
2986	f28v	29	2141	3902	57	53	742	1
2987	f28v	29	2210	3904	33	23	467	1
2988	f28v	29	2242	3889	63	57	880	1
2989	f28v	29	2313	3888	64	43	866	1
2990	f28v	29	2397	3905	34	26	393	1
2991	f28v	29	2431	3872	56	59	912	1
2992	f28v	29	2493	3899	35	38	535	1
2993	f28v	29	2547	3905	47	53	891	1
2994	f28v	29	2607	3889	54	62	840	1
2995	f28v	29	2650	3898	51	43	776	1
2996	f28v	29	2729	3910	33	23	481	1
2997	f28v	29	2775	3906	39	25	552	1
2998	f28v	29	2802	3895	71	62	1011	1
2999	f28v	29	2879	3908	34	31	420	1
3000	f28v	29	2926	3913	42	24	568	1
3001	f28v	29	3005	3904	35	46	581	1
3002	f28v	29	3048	3915	48	58	939	1
3003	f28v	29	3101	3919	41	24	572	1
3004	f28v	29	3146	3905	55	56	801	2
3005	f28v	29	3190	3913	44	33	573	1
3006	f28v	29	3248	3890	50	55	857	1
3007	f28v	29	3255	3908	91	63	1015	1
3008	f28v	29	3352	3918	49	33	857	1
3009	f28v	29	3410	3918	55	42	878	1
3010	f28v	29	3472	3903	63	81	862	2
3011	f28v	29	3548	3928	47	46	718	1
3012	f28v	29	3613	3928	40	31	412	1
3013	f28v	29	3705	3930	39	29	612	1
3014	f28v	29	3758	3929	42	41	581	1
3015	f28v	29	3817	3934	29	48	539	1
3016	f28v	29	3858	3899	43	57	735	1
3017	f28v	29	3905	3931	56	36	690	1
3018	f28v	29	3978	3932	40	29	418	1
3019	f28v	29	4003	3923	58	42	654	1
3020	f28v	29	4072	3933	35	29	494	1
3021	f28v	29	4120	3931	26	30	346	1
3022	f28v	29	4155	3921	44	40	871	1
3023	f28v	29	4213	3933	30	40	442	1
3024	f28v	29	4258	3925	30	35	426	1
3025	f28v	29	4291	3890	45	64	764	1
3026	f28v	30	1516	3982	43	28	665	1
3027	f28v	30	1522	4045	39	73	1365	1
3028	f28v	30	1567	3986	40	28	615	1
3029	f28v	30	1599	3979	49	45	768	1
3030	f28v	30	1667	3981	41	38	671	1
3031	f28v	30	1719	3981	34	33	484	1
3032	f28v	30	1766	3980	50	47	920	1
3033	f28v	30	1831	3990	41	31	869	2
3034	f28v	30	1885	3991	46	41	735	1
3035	f28v	30	1933	3982	43	47	726	1
3036	f28v	30	1997	3959	46	60	925	1
3037	f28v	30	2037	3984	56	62	750	1
3038	f28v	30	2099	3995	46	29	580	1
3039	f28v	30	2154	3995	53	45	804	1
3040	f28v	30	2233	3997	30	35	515	1
3041	f28v	30	2273	4005	46	20	477	1
3042	f28v	30	2327	4003	32	26	344	1
3043	f28v	30	2358	3999	39	34	446	1
3044	f28v	30	2411	4004	41	24	477	1
3045	f28v	30	2470	4008	35	21	429	1
3046	f28v	30	2522	4005	31	26	363	1
3047	f28v	30	2553	4003	55	43	839	1
3048	f28v	30	2616	4001	37	34	448	1
3049	f28v	30	2685	3990	75	45	929	1
3050	f28v	30	2768	4007	54	43	909	1
3051	f28v	30	2830	4013	37	21	408	2
3052	f28v	30	2881	4008	35	29	550	1
3053	f28v	30	2935	4010	46	48	756	1
3054	f28v	30	3006	4021	30	21	381	1
3055	f28v	30	3039	4016	51	44	801	1
3056	f28v	30	3098	4021	30	32	396	1
3057	f28v	30	3148	4023	44	48	733	1
3058	f28v	30	3203	4027	38	30	379	1
3059	f28v	30	3275	4022	31	28	510	1
3060	f28v	30	3314	4023	34	32	485	1
3061	f28v	30	3367	4028	30	64	746	1
3062	f28v	30	3413	4027	28	26	332	1
3063	f28v	30	3450	4025	43	31	810	2
3064	f28v	30	3507	4026	34	30	511	1
3065	f28v	30	3554	4030	45	54	786	1
3066	f28v	30	3629	4036	30	53	637	1
3067	f28v	30	3658	3994	64	64	998	1
3068	f28v	30	3733	4014	55	47	1051	2
3069	f28v	30	3807	4036	34	27	435	1
3070	f28v	30	3854	4037	29	27	305	1
3071	f28v	30	3893	4033	44	32	701	1
3072	f28v	30	3895	4078	41	12	241	1
3073	f28v	30	3937	4041	51	45	481	1
3074	f28v	30	3998	4036	25	28	316	1
3075	f28v	30	4036	4036	25	25	381	1
3076	f28v	30	4082	4034	37	35	436	1
3077	f28v	30	4133	4036	46	47	697	1
3078	f28v	30	4167	3978	26	9	144	1
3079	f28v	30	4185	4037	48	42	688	1
3080	f28v	30	4243	4042	25	8	113	1
3081	f28v	30	4295	4037	46	27	470	1
3082	f28v	31	1559	4069	45	80	1015	1
3083	f28v	31	1616	4060	49	56	948	1
3084	f28v	31	1675	4093	36	48	652	1
3085	f28v	31	1722	4089	41	39	655	1
3086	f28v	31	1772	4085	37	34	571	1
3087	f28v	31	1826	4093	54	25	474	1
3088	f28v	31	1879	4057	66	63	1040	1
3089	f28v	31	1921	4084	68	72	1027	1
3090	f28v	31	1996	4100	48	32	841	1
3091	f28v	31	2059	4101	49	42	796	1
3092	f28v	31	2129	4079	76	50	914	1
3093	f28v	31	2218	4103	57	41	870	1
3094	f28v	31	2286	4109	30	23	436	1
3095	f28v	31	2309	4088	69	72	954	1
3096	f28v	31	2381	4111	35	64	760	1
3097	f28v	31	2436	4111	47	43	690	1
3098	f28v	31	2503	4114	40	30	392	1
3099	f28v	31	2540	4104	45	40	640	1
3100	f28v	31	2607	4106	48	38	838	1
3101	f28v	31	2649	4097	56	68	945	1
3102	f28v	31	2708	4110	36	36	525	1
3103	f28v	31	2762	4115	14	28	254	1
3104	f28v	31	2777	4114	12	20	116	1
3105	f28v	31	2803	4116	53	27	578	1
3106	f28v	31	2856	4106	43	40	680	1
3107	f28v	31	2909	4110	59	47	991	1
3108	f28v	31	2963	4109	40	46	650	1
3109	f28v	31	3018	4120	26	28	461	1
3110	f28v	31	3047	4165	30	10	196	1
3111	f28v	31	3056	4119	30	31	604	1
3112	f28v	31	3078	4121	47	50	572	1
3113	f28v	31	3141	4123	44	46	786	1
3114	f28v	31	3204	4131	37	31	366	1
3115	f28v	31	3232	4122	56	45	646	1
3116	f28v	31	3311	4132	32	28	483	1
3117	f28v	31	3354	4132	33	29	362	1
3118	f28v	31	3394	4093	60	66	904	1
3119	f28v	31	3459	4129	34	34	457	1
3120	f28v	31	3490	4185	37	12	256	1
3121	f28v	31	3503	4139	40	25	462	1
3122	f28v	31	3528	4143	61	49	560	1
3123	f28v	31	3616	4139	44	28	456	1
3124	f28v	31	3672	4137	46	48	753	1
3125	f28v	31	3727	4135	51	46	951	1
3126	f28v	31	3792	4139	37	31	444	1
3127	f28v	31	3840	4141	44	44	702	1
3128	f28v	31	3899	4143	36	32	450	1
3129	f28v	31	3938	4111	68	61	1148	1
3130	f28v	31	4002	4137	48	50	717	1
3131	f28v	31	4074	4150	11	9	64	1
3132	f28v	31	4106	4149	40	25	431	1
3133	f28v	31	4151	4141	42	36	477	1
3134	f28v	31	4211	4154	31	26	291	1
3135	f28v	31	4233	4135	56	70	685	1
3136	f28v	31	4300	4145	35	33	651	2
3137	f28v	32	1514	4191	37	34	480	1
3138	f28v	32	1546	4192	40	49	730	1
3139	f28v	32	1598	4203	44	46	704	1
3140	f28v	32	1653	4198	35	34	454	1
3141	f28v	32	1697	4204	45	25	541	1
3142	f28v	32	1744	4202	56	48	945	1
3143	f28v	32	1796	4202	43	44	698	1
3144	f28v	32	1852	4179	49	58	951	1
3145	f28v	32	1910	4210	33	29	514	1
3146	f28v	32	1955	4210	32	29	420	1
3147	f28v	32	1989	4172	52	68	1004	1
3148	f28v	32	2049	4203	62	41	799	1
3149	f28v	32	2131	4173	34	86	1450	1
3150	f28v	32	2184	4198	39	47	754	1
3151	f28v	32	2239	4222	25	24	380	1
3152	f28v	32	2275	4221	41	25	575	1
3153	f28v	32	2331	4220	37	30	433	1
3154	f28v	32	2381	4226	45	23	487	1
3155	f28v	32	2439	4224	31	29	539	1
3156	f28v	32	2489	4228	50	43	774	1
3157	f28v	32	2547	4206	55	66	888	1
3158	f28v	32	2596	4216	46	42	648	1
3159	f28v	32	2666	4223	37	31	743	1
3160	f28v	32	2712	4231	40	24	503	1
3161	f28v	32	2744	4188	64	67	1120	1
3162	f28v	32	2785	4214	59	63	841	1
3163	f28v	32	2864	4227	48	33	854	2
3164	f28v	32	2927	4235	39	22	391	1
3165	f28v	32	2976	4230	29	40	590	1
3166	f28v	32	3016	4238	45	25	377	1
3167	f28v	32	3049	4231	49	41	686	1
3168	f28v	32	3107	4204	58	61	939	1
3169	f28v	32	3175	4238	39	32	552	1
3170	f28v	32	3222	4239	34	28	355	1
3171	f28v	32	3267	4237	41	34	691	1
3172	f28v	32	3270	4286	39	15	284	1
3173	f28v	32	3310	4248	37	45	457	1
3174	f28v	32	3337	4251	61	51	632	1
3175	f28v	32	3416	4242	44	48	695	1
3176	f28v	32	3469	4243	32	34	459	1
3177	f28v	32	3517	4213	33	62	944	1
3178	f28v	32	3557	4251	43	23	599	1
3179	f28v	32	3592	4297	37	11	227	1
3180	f28v	32	3606	4248	34	29	434	1
3181	f28v	32	3630	4254	57	50	641	1
3182	f28v	32	3701	4253	29	58	693	1
3183	f28v	32	3735	4248	55	53	888	1
3184	f28v	32	3804	4257	36	11	201	1
3185	f28v	32	3859	4256	40	25	439	1
3186	f28v	32	3927	4250	26	34	455	1
3187	f28v	32	3994	4259	31	55	646	1
3188	f28v	32	4038	4255	45	39	644	1
3189	f28v	32	4071	4259	57	48	562	1
3190	f28v	32	4142	4257	41	57	777	1
3191	f28v	32	4195	4260	43	25	460	1
3192	f28v	32	4242	4255	58	43	686	1
3193	f28v	32	4310	4251	45	51	719	1
3194	f28v	33	954	4387	35	30	609	1
3195	f28v	33	1505	4305	38	31	456	1
3196	f28v	33	1511	4376	40	77	1437	1
3197	f28v	33	1531	4301	51	43	775	1
3198	f28v	33	1594	4310	44	28	490	1
3199	f28v	33	1640	4306	52	47	907	1
3200	f28v	33	1707	4307	46	49	830	1
3201	f28v	33	1758	4303	57	67	870	1
3202	f28v	33	1831	4318	33	54	701	1
3203	f28v	33	1871	4316	59	38	879	1
3204	f28v	33	1935	4281	53	60	920	1
3205	f28v	33	1960	4320	71	48	759	1
3206	f28v	33	2046	4317	42	46	684	1
3207	f28v	33	2099	4314	36	31	420	1
3208	f28v	33	2138	4311	47	45	913	1
3209	f28v	33	2205	4319	40	45	679	1
3210	f28v	33	2251	4318	31	36	473	1
3211	f28v	33	2276	4311	44	55	789	1
3212	f28v	33	2326	4326	48	63	948	1
3213	f28v	33	2378	4316	34	41	662	1
3214	f28v	33	2443	4328	28	27	440	1
3215	f28v	33	2483	4326	35	31	545	1
3216	f28v	33	2529	4328	29	31	406	1
3217	f28v	33	2566	4334	41	23	536	1
3218	f28v	33	2618	4332	24	28	442	1
3219	f28v	33	2666	4336	41	30	711	1
3220	f28v	33	2716	4337	56	40	856	1
3221	f28v	33	2778	4342	39	20	415	1
3222	f28v	33	2824	4343	45	28	654	1
3223	f28v	33	2864	4338	48	39	605	1
3224	f28v	33	2903	4347	71	57	827	1
3225	f28v	33	2987	4341	48	43	776	1
3226	f28v	33	3047	4330	33	48	726	1
3227	f28v	33	3095	4316	46	60	918	1
3228	f28v	33	3145	4348	30	39	579	1
3229	f28v	33	3188	4354	39	26	410	1
3230	f28v	33	3237	4352	35	32	467	1
3231	f28v	33	3300	4355	30	55	683	1
3232	f28v	33	3342	4349	43	51	751	1
3233	f28v	33	3399	4356	43	31	424	1
3234	f28v	33	3423	4359	53	42	575	1
3235	f28v	33	3487	4355	33	28	347	1
3236	f28v	33	3525	4353	38	33	488	1
3237	f28v	33	3586	4360	35	64	782	1
3238	f28v	33	3631	4335	30	59	925	1
3239	f28v	33	3660	4340	55	77	919	1
3240	f28v	33	3731	4361	26	29	442	1
3241	f28v	33	3756	4344	59	66	777	1
3242	f28v	33	3825	4366	34	28	321	1
3243	f28v	33	3881	4353	25	42	514	1
3244	f28v	33	3921	4364	33	29	466	1
3245	f28v	33	3963	4365	30	26	305	1
3246	f28v	33	4000	4326	49	62	791	1
3247	f28v	33	4051	4365	29	28	440	1
3248	f28v	33	4090	4364	31	30	367	1
3249	f28v	33	4108	4366	52	60	679	1
3250	f28v	33	4166	4345	40	68	703	1
3251	f28v	33	4225	4355	25	47	561	1
3252	f28v	33	4264	4356	38	39	726	1
3253	f28v	33	4281	4363	53	55	562	1
3254	f28v	34	1560	4416	41	53	796	1
3255	f28v	34	1608	4422	53	25	621	1
3256	f28v	34	1662	4406	43	47	778	1
3257	f28v	34	1718	4417	25	28	555	1
3258	f28v	34	1755	4423	42	52	853	1
3259	f28v	34	1805	4404	45	58	680	1
3260	f28v	34	1841	4420	39	44	696	1
3261	f28v	34	1907	4428	47	30	959	1
3262	f28v	34	1965	4430	45	40	685	1
3263	f28v	34	2009	4436	44	43	703	1
3264	f28v	34	2053	4436	52	56	1042	1
3265	f28v	34	2119	4437	48	27	653	1
3266	f28v	34	2139	4439	70	47	789	1
3267	f28v	34	2224	4434	43	27	602	1
3268	f28v	34	2283	4428	41	37	548	1
3269	f28v	34	2325	4400	65	65	1222	1
3270	f28v	34	2382	4435	58	50	996	1
3271	f28v	34	2449	4443	39	22	498	1
3272	f28v	34	2505	4441	27	27	465	1
3273	f28v	34	2544	4443	48	51	885	1
3274	f28v	34	2597	4425	61	71	986	1
3275	f28v	34	2645	4438	51	41	674	1
3276	f28v	34	2692	4452	72	48	1437	1
3277	f28v	34	2761	4444	46	42	676	1
3278	f28v	34	2815	4445	48	48	875	1
3279	f28v	34	2872	4455	29	25	410	1
3280	f28v	34	2910	4453	43	28	514	1
3281	f28v	34	2939	4435	72	74	1002	1
3282	f28v	34	3004	4459	49	29	772	2
3283	f28v	34	3073	4448	25	45	632	1
3284	f28v	34	3111	4455	45	32	671	1
3285	f28v	34	3185	4462	32	61	793	1
3286	f28v	34	3229	4463	45	48	757	1
3287	f28v	34	3286	4463	42	26	427	1
3288	f28v	34	3323	4461	55	49	993	1
3289	f28v	34	3379	4427	58	61	952	1
3290	f28v	34	3410	4452	74	65	1069	1
3291	f28v	34	3493	4473	32	54	686	1
3292	f28v	34	3533	4467	55	46	904	1
3293	f28v	34	3601	4467	44	48	741	1
3294	f28v	34	3677	4469	29	28	500	1
3295	f28v	34	3715	4469	31	32	410	1
3296	f28v	34	3757	4478	30	29	299	1
3297	f28v	34	3805	4470	43	29	707	2
3298	f28v	34	3840	4473	63	49	711	1
3299	f28v	34	3913	4467	44	47	718	1
3300	f28v	34	3969	4458	40	47	581	1
3301	f28v	34	4026	4471	26	32	374	1
3302	f28v	34	4053	4467	49	45	789	1
3303	f28v	34	4120	4473	37	30	680	2
3304	f28v	34	4147	4477	61	50	653	1
3305	f28v	34	4219	4472	43	48	624	1
3306	f28v	34	4276	4473	37	29	350	1
3307	f28v	34	4316	4474	21	23	251	1
3308	f28v	35	1482	4519	50	49	783	1
3309	f28v	35	1547	4535	28	31	598	1
3310	f28v	35	1595	4544	29	27	437	1
3311	f28v	35	1632	4545	34	29	430	1
3312	f28v	35	1674	4541	55	60	1102	2
3313	f28v	35	1732	4551	27	36	455	1
3314	f28v	35	1771	4546	40	28	590	1
3315	f28v	35	1821	4545	55	44	902	1
3316	f28v	35	1896	4549	43	45	755	1
3317	f28v	35	1948	4553	55	43	682	1
3318	f28v	35	2014	4551	34	29	470	1
3319	f28v	35	2051	4549	42	37	497	1
3320	f28v	35	2100	4512	61	69	1110	1
3321	f28v	35	2150	4550	50	47	856	1
3322	f28v	35	2213	4554	45	49	735	1
3323	f28v	35	2262	4542	49	62	839	1
3324	f28v	35	2329	4551	25	37	519	1
3325	f28v	35	2342	4560	71	53	681	1
3326	f28v	35	2420	4544	79	65	1254	1
3327	f28v	35	2502	4567	51	27	478	1
3328	f28v	35	2554	4569	33	25	442	1
3329	f28v	35	2603	4560	41	38	724	1
3330	f28v	35	2661	4566	31	38	480	1
3331	f28v	35	2696	4567	12	14	111	1
3332	f28v	35	2729	4570	31	26	413	1
3333	f28v	35	2771	4572	28	26	291	1
3334	f28v	35	2805	4566	43	35	731	1
3335	f28v	35	2870	4570	45	58	712	1
3336	f28v	35	2925	4572	30	32	451	1
3337	f28v	35	2957	4570	37	43	588	1
3338	f28v	35	3021	4579	28	64	683	1
3339	f28v	35	3065	4577	40	50	728	1
3340	f28v	35	3127	4577	44	31	848	2
3341	f28v	35	3183	4584	38	25	496	1
3342	f28v	35	3213	4570	54	69	941	1
3343	f28v	35	3277	4589	33	27	458	1
3344	f28v	35	3328	4586	47	31	911	1
3345	f28v	35	3389	4585	48	49	780	1
3346	f28v	35	3433	4574	58	77	907	1
3347	f28v	35	3503	4588	36	32	452	1
3348	f28v	35	3565	4589	34	41	572	1
3349	f28v	35	3615	4596	35	27	478	1
3350	f28v	35	3628	4599	65	48	704	1
3351	f28v	35	3722	4595	33	57	683	1
3352	f28v	35	3766	4595	32	30	395	1
3353	f28v	35	3810	4596	40	28	696	1
3354	f28v	35	3863	4599	29	25	382	1
3355	f28v	35	3904	4588	23	45	568	1
3356	f28v	35	3943	4597	42	31	605	1
3357	f28v	35	4011	4596	37	26	438	1
3358	f28v	35	4058	4594	34	27	367	1
3359	f28v	35	4100	4587	45	37	751	1
3360	f28v	35	4114	4634	31	14	241	1
3361	f28v	35	4146	4597	41	47	531	1
3362	f28v	35	4209	4598	27	41	464	1
3363	f28v	35	4252	4589	41	46	622	1
3364	f28v	35	4300	4587	28	28	327	1
3365	f28v	36	1483	4622	59	66	1328	1
3366	f28v	36	1549	4661	36	25	486	1
3367	f28v	36	1598	4660	20	29	286	1
3368	f28v	36	1618	4660	9	11	67	1
3369	f28v	36	1635	4650	48	51	873	1
3370	f28v	36	1695	4647	36	59	876	1
3371	f28v	36	1738	4659	54	41	1131	1
3372	f28v	36	1793	4659	44	47	717	1
3373	f28v	36	1855	4671	44	29	442	1
3374	f28v	36	1906	4676	30	24	434	1
3375	f28v	36	1947	4671	28	31	581	1
3376	f28v	36	1986	4675	46	48	757	1
3377	f28v	36	2042	4667	52	48	986	1
3378	f28v	36	2115	4674	45	27	885	1
3379	f28v	36	2160	4665	49	34	728	1
3380	f28v	36	2215	4668	33	38	590	1
3381	f28v	36	2260	4678	42	28	459	1
3382	f28v	36	2298	4673	47	40	664	1
3383	f28v	36	2362	4683	27	22	404	1
3384	f28v	36	2383	4667	59	65	950	1
3385	f28v	36	2430	4675	48	46	691	1
3386	f28v	36	2477	4739	12	10	61	1
3387	f28v	36	2510	4683	32	53	635	1
3388	f28v	36	2556	4679	29	32	394	1
3389	f28v	36	2595	4678	27	31	512	1
3390	f28v	36	2607	4687	69	56	697	1
3391	f28v	36	2686	4684	30	27	446	1
3392	f28v	36	2726	4684	45	27	564	1
3393	f28v	36	2784	4683	39	29	566	1
3394	f28v	36	2814	4687	61	59	950	1
3395	f28v	36	2882	4675	51	65	847	1
3396	f28v	36	2953	4683	26	42	472	1
3397	f28v	36	2998	4696	30	26	446	1
3398	f28v	36	3037	4697	29	28	363	1
3399	f28v	36	3057	4651	72	72	1247	1
3400	f28v	36	3074	4734	42	16	291	1
3401	f28v	36	3117	4700	36	38	496	1
3402	f28v	36	3165	4701	31	24	446	1
3403	f28v	36	3208	4699	34	27	407	1
3404	f28v	36	3248	4703	34	28	358	1
3405	f28v	36	3285	4693	46	42	685	1
3406	f28v	36	3348	4696	47	47	714	1
3407	f28v	36	3404	4702	59	24	635	1
3408	f28v	36	3464	4665	68	61	1045	1
3409	f28v	36	3535	4705	30	31	363	1
3410	f28v	36	3567	4688	54	61	733	1
3411	f28v	36	3628	4703	36	33	398	1
3412	f28v	36	3678	4701	42	52	741	1
3413	f28v	36	3730	4699	32	36	435	1
3414	f28v	36	3779	4705	45	27	432	1
3415	f28v	36	3829	4703	26	27	434	1
3416	f28v	36	3867	4701	24	28	460	1
3417	f28v	36	3901	4699	37	32	414	1
3418	f28v	36	3957	4707	32	28	434	1
3419	f28v	36	4004	4679	30	60	793	1
3420	f28v	36	4045	4701	41	36	622	1
3421	f28v	36	4095	4707	43	53	695	1
3422	f28v	36	4148	4703	32	35	438	1
3423	f28v	36	4177	4699	40	54	635	1
3424	f28v	36	4239	4713	28	53	530	1
3425	f28v	36	4275	4668	44	68	801	1
3426	f28v	36	4318	4704	39	35	452	1
3427	f28v	36	4352	4656	30	102	977	1
3428	f29r	1	5007	820	31	62	1066	1
3429	f29r	1	5056	847	28	70	790	1
3430	f29r	1	5090	852	39	28	657	1
3431	f29r	1	5138	848	28	42	596	1
3432	f29r	1	5177	852	43	33	505	1
3433	f29r	1	5228	838	41	47	827	1
3434	f29r	1	5277	843	48	49	975	1
3435	f29r	1	5318	837	49	46	708	1
3436	f29r	1	5375	850	21	25	381	1
3437	f29r	1	5393	828	45	69	731	2
3438	f29r	1	5444	845	47	33	881	1
3439	f29r	1	5506	849	41	43	680	1
3440	f29r	1	5568	850	32	37	423	1
3441	f29r	1	5587	845	48	44	593	1
3442	f29r	1	5658	852	26	28	432	1
3443	f29r	1	5693	850	30	33	393	1
3444	f29r	1	5723	849	29	38	541	1
3445	f29r	1	5762	825	30	56	903	1
3446	f29r	1	5800	847	45	41	797	1
3447	f29r	1	5850	850	69	54	722	1
3448	f29r	1	5858	850	36	24	337	1
3449	f29r	1	5929	843	28	34	390	1
3450	f29r	1	5958	842	37	36	466	1
3451	f29r	1	5990	849	69	60	938	1
3452	f29r	1	6072	844	41	49	655	1
3453	f29r	1	6127	841	26	36	430	1
3454	f29r	1	6153	844	49	46	814	1
3455	f29r	1	6228	849	28	27	453	1
3456	f29r	1	6265	843	23	33	467	1
3457	f29r	1	6299	849	27	53	647	1
3458	f29r	1	6329	817	47	57	921	1
3459	f29r	1	6376	843	57	49	872	1
3460	f29r	1	6453	844	28	46	587	1
3461	f29r	1	6497	838	43	44	751	1
3462	f29r	1	6561	838	45	31	961	1
3463	f29r	1	6625	833	44	36	851	1
3464	f29r	1	6655	830	41	63	704	1
3465	f29r	1	6695	820	17	8	95	1
3466	f29r	1	6713	839	31	30	534	1
3467	f29r	1	6756	837	29	32	461	1
3468	f29r	1	6797	833	26	30	493	1
3469	f29r	1	6811	808	62	81	931	2
3470	f29r	1	6880	826	24	40	519	1
3471	f29r	1	6912	793	48	70	937	1
3472	f29r	1	6971	795	31	68	1037	1
3473	f29r	1	7006	835	36	23	538	1
3474	f29r	1	7057	833	46	29	646	1
3475	f29r	1	7122	822	48	46	968	1
3476	f29r	1	7189	829	44	50	810	1
3477	f29r	1	7236	828	32	30	358	1
3478	f29r	1	7293	823	37	33	446	1
3479	f29r	1	7331	823	26	27	416	1
3480	f29r	1	7362	819	48	43	831	1
3481	f29r	1	7426	820	28	35	407	1
3482	f29r	1	7454	786	59	62	994	1
3483	f29r	1	7505	818	48	42	770	1
3484	f29r	1	7585	826	38	32	401	1
3485	f29r	1	7622	816	48	45	694	1
3486	f29r	1	7686	785	32	71	1200	1
3487	f29r	1	7711	806	48	72	1055	1
3488	f29r	1	7812	883	9	22	100	1
3489	f29r	1	7834	878	8	21	101	1
3490	f29r	2	5009	954	29	28	578	1
3491	f29r	2	5040	952	53	53	1046	1
3492	f29r	2	5102	957	21	34	481	1
3493	f29r	2	5134	920	50	68	1213	1
3494	f29r	2	5190	959	46	54	972	1
3495	f29r	2	5257	962	27	58	733	1
3496	f29r	2	5299	962	32	31	387	1
3497	f29r	2	5348	945	40	41	674	1
3498	f29r	2	5399	948	44	45	889	1
3499	f29r	2	5455	955	24	23	389	1
3500	f29r	2	5467	942	41	64	636	1
3501	f29r	2	5507	936	14	8	71	1
3502	f29r	2	5525	944	26	42	641	1
3503	f29r	2	5571	949	42	51	727	1
3504	f29r	2	5629	949	33	41	547	1
3505	f29r	2	5672	956	42	28	568	1
3506	f29r	2	5680	999	34	10	215	1
3507	f29r	2	5715	957	43	46	535	1
3508	f29r	2	5753	957	73	56	1486	1
3509	f29r	2	5844	951	31	35	693	1
3510	f29r	2	5882	955	22	27	422	1
3511	f29r	2	5919	941	22	40	555	1
3512	f29r	2	5946	953	41	61	894	1
3513	f29r	2	5985	933	51	61	825	1
3514	f29r	2	6036	938	40	42	625	1
3515	f29r	2	6083	948	41	31	609	1
3516	f29r	2	6157	947	51	33	574	1
3517	f29r	2	6212	947	30	29	495	1
3518	f29r	2	6243	946	51	49	824	1
3519	f29r	2	6318	939	31	39	620	1
3520	f29r	2	6361	908	44	67	990	1
3521	f29r	2	6403	945	52	27	673	1
3522	f29r	2	6470	938	44	55	809	1
3523	f29r	2	6551	942	32	38	497	1
3524	f29r	2	6599	941	37	60	1037	1
3525	f29r	2	6650	940	39	23	418	1
