sid	cluster	dist
3218	56	6.022
3219	44	4.428
3220	7	4.019
3221	28	4.802
3222	58	4.521
3223	8	4.036
3224	12	2.632
3225	8	3.486
3226	8	5.531
3227	35	4.120
3228	23	4.365
3229	4	3.674
3230	11	2.759
3231	66	3.985
3232	18	3.756
3233	10	5.771
3234	12	3.914
3235	50	5.150
3236	71	3.328
3237	66	3.661
3238	37	4.239
3239	43	4.031
3240	30	5.694
3241	43	4.886
3242	32	4.012
3243	13	4.706
3244	24	4.927
3245	62	2.852
3246	35	5.151
3247	24	4.416
3248	62	3.791
3249	1	5.046
3250	2	5.046
3251	13	3.924
3252	26	5.602
3253	12	4.682
3254	5	6.516
3255	57	8.033
3256	42	9.636
3257	0	9.040
3258	5	5.404
3259	34	7.183
3260	54	4.584
3261	14	5.200
3262	33	5.215
3263	33	6.459
3264	1	5.470
3265	58	5.123
3266	68	5.119
3267	48	6.354
3268	11	6.450
3269	34	4.785
3270	7	5.123
3271	28	4.352
3272	56	6.359
3273	5	3.354
3274	38	3.900
3275	54	5.389
3276	51	7.103
3277	54	3.729
3278	8	4.434
3279	6	7.721
3280	58	4.016
3281	38	5.738
3282	14	4.246
3283	65	4.378
3284	48	4.215
3285	39	4.243
3286	8	2.934
3287	4	4.079
3288	7	3.457
3289	35	3.415
3290	38	5.300
3291	66	3.388
3292	3	4.585
3293	8	3.249
3294	6	4.736
3295	62	4.124
3296	32	5.421
3297	53	3.277
3298	12	3.087
3299	25	4.273
3300	70	4.449
3301	50	3.571
3302	7	4.839
3303	53	5.110
3304	12	2.077
3305	8	3.419
3306	4	4.697
3307	21	7.618
3308	34	7.921
3309	56	8.028
3310	69	6.353
3311	0	5.782
3312	34	8.112
3313	65	6.690
3314	48	5.787
3315	33	4.144
3316	33	6.992
3317	51	7.907
3318	0	6.322
3319	11	6.429
3320	34	4.336
3321	33	3.829
3322	5	4.316
3323	38	4.787
3324	65	5.390
3325	68	4.755
3326	59	7.293
3327	4	5.311
3328	30	5.543
3329	36	4.927
3330	0	8.166
3331	41	6.847
3332	69	5.290
3333	0	4.001
3334	44	4.982
3335	5	4.960
3336	63	5.689
3337	55	3.383
3338	39	3.661
3339	5	3.263
3340	14	3.501
3341	10	4.013
3342	43	3.864
3343	69	4.418
3344	53	4.430
3345	25	4.140
3346	43	4.220
3347	71	3.453
3348	23	4.189
3349	10	6.731
3350	12	2.668
3351	39	4.410
3352	67	5.223
3353	53	3.182
3354	30	4.729
3355	13	5.705
3356	48	4.678
3357	60	4.429
3358	50	4.656
3359	44	5.297
3360	9	5.691
3361	47	4.763
3362	45	5.893
3363	25	4.119
3364	50	4.131
3365	34	7.987
3366	28	5.656
3367	67	8.695
3368	41	8.231
3369	61	7.075
3370	42	8.660
3371	44	5.900
3372	54	4.913
3373	4	3.904
3374	6	4.377
3375	56	5.125
3376	8	2.611
3377	7	3.917
3378	14	4.013
3379	42	5.698
3380	23	5.709
3381	4	2.920
3382	47	4.752
3383	6	4.769
3384	43	3.327
3385	8	3.385
3386	64	7.805
3387	45	5.246
3388	62	5.864
3389	56	3.953
3390	68	3.927
3391	30	3.947
3392	10	3.508
3393	36	5.540
3394	1	5.679
3395	43	3.370
3396	13	4.753
3397	24	4.000
3398	62	4.479
3399	17	4.468
3400	9	4.332
3401	45	4.865
3402	24	4.890
3403	50	5.716
3404	32	3.312
3405	47	3.939
3406	25	3.773
3407	40	6.745
3408	17	5.084
3409	32	5.009
3410	2	5.282
3411	71	4.346
3412	18	4.761
3413	11	4.512
3414	4	3.710
3415	6	6.832
3416	56	6.985
3417	71	3.462
3418	24	6.868
3419	37	5.224
3420	26	5.586
3421	18	4.404
3422	29	6.622
3423	20	4.881
3424	66	3.750
3425	35	5.086
3426	32	6.991
3427	39	7.688
3428	37	4.992
3429	39	4.648
3430	10	5.602
3431	23	6.032
3432	4	4.216
3433	42	7.092
3434	3	4.650
3435	47	5.236
3436	6	5.824
3437	2	3.780
3438	53	4.478
3439	25	3.164
3440	45	6.299
3441	8	3.800
3442	21	5.757
3443	50	6.288
3444	29	5.734
3445	37	5.734
3446	7	6.618
3447	68	4.227
3448	4	4.444
3449	50	3.555
3450	61	5.653
3451	12	3.833
3452	25	4.540
3453	50	6.098
3454	3	4.610
3455	6	4.753
3456	56	7.009
3457	66	3.894
3458	17	4.057
3459	3	4.517
3460	39	5.917
3461	25	2.908
3462	14	4.652
3463	26	6.624
3464	43	7.455
3465	41	6.192
3466	69	4.375
3467	50	5.002
3468	22	5.606
3469	38	4.968
3470	65	5.815
3471	34	4.336
3472	37	5.445
3473	28	4.430
3474	58	4.273
3475	8	4.598
3476	5	3.819
3477	71	7.670
3478	58	5.798
3479	22	5.839
3480	8	4.191
3481	23	6.432
3482	34	4.682
3483	8	4.766
3484	32	4.932
3485	8	4.567
3486	37	5.410
3487	43	4.458
3488	64	5.539
3489	64	5.541
3490	6	6.718
3491	3	4.324
3492	23	7.506
3493	17	4.090
3494	18	4.180
3495	39	4.546
3496	32	3.990
3497	55	4.130
3498	7	5.424
3499	6	5.464
3500	43	6.115
3501	41	7.377
3502	13	4.189
3503	25	3.698
3504	23	5.128
3505	10	3.505
3506	9	3.143
3507	47	5.325
3508	46	7.797
3509	21	5.536
3510	6	6.109
3511	13	5.186
3512	1	5.888
3513	2	3.300
3514	70	4.330
3515	48	4.631
3516	4	3.881
3517	6	5.909
3518	3	5.405
3519	19	5.436
3520	35	4.498
3521	40	6.787
3522	18	4.133
3523	45	5.175
3524	39	5.657
3525	28	2.966
3526	67	4.783
3527	44	4.438
3528	12	3.780
3529	12	3.568
3530	5	3.697
3531	50	4.948
3532	7	3.453
3533	58	6.075
3534	12	3.986
3535	22	5.859
3536	58	5.817
3537	7	3.816
3538	28	4.593
3539	58	3.783
3540	65	4.207
3541	32	4.627
3542	54	2.311
3543	60	6.304
3544	0	4.411
3545	26	5.534
3546	45	5.365
3547	48	5.141
3548	39	8.484
3549	37	4.265
3550	15	4.388
3551	68	4.517
3552	50	5.266
3553	66	4.166
3554	7	4.635
3555	42	7.440
3556	56	5.368
3557	18	3.635
3558	43	5.473
3559	13	3.628
3560	70	4.368
3561	7	5.144
3562	8	5.242
3563	4	3.088
3564	23	5.544
3565	10	6.515
3566	18	3.935
3567	67	3.662
3568	12	2.185
3569	48	3.289
3570	32	5.710
3571	71	3.839
3572	19	5.430
3573	3	4.629
3574	35	4.388
3575	6	7.021
3576	23	5.897
3577	56	5.869
3578	29	5.108
3579	39	5.846
3580	67	4.595
3581	70	5.198
3582	50	4.193
3583	61	6.349
3584	14	4.161
3585	60	3.228
3586	50	5.341
3587	17	6.212
3588	63	5.224
3589	50	7.324
3590	21	4.554
3591	52	5.427
3592	25	4.110
3593	14	4.608
3594	54	4.347
3595	48	4.062
3596	49	4.148
3597	5	2.821
3598	38	4.909
3599	67	5.971
3600	0	6.459
3601	32	5.878
3602	54	6.239
3603	12	5.732
3604	34	4.509
3605	8	5.190
3606	4	4.487
3607	26	5.904
3608	3	4.271
3609	35	3.804
3610	32	6.528
3611	47	4.891
3612	24	4.237
3613	16	6.742
3614	17	5.398
3615	46	6.390
3616	11	4.363
3617	6	4.453
3618	29	4.899
3619	1	5.356
3620	26	5.509
3621	43	4.378
3622	53	4.756
3623	8	3.779
3624	35	3.260
3625	20	3.509
3626	18	3.147
3627	29	4.374
3628	25	4.787
3629	23	4.786
3630	9	3.688
3631	21	4.884
3632	47	4.927
3633	28	4.739
3634	10	4.844
3635	55	4.376
3636	60	5.157
3637	67	5.283
3638	26	5.171
3639	68	4.049
3640	16	6.935
3641	2	5.714
3642	18	2.912
3643	63	4.866
3644	14	5.257
3645	6	4.447
3646	31	8.302
3647	41	6.362
3648	7	4.559
3649	56	7.115
3650	58	4.887
3651	19	6.392
3652	23	6.305
3653	58	5.152
3654	5	3.226
3655	67	4.876
3656	12	4.763
3657	57	6.528
3658	61	5.051
3659	22	5.557
3660	58	3.975
3661	33	4.535
3662	5	6.994
3663	4	5.421
3664	39	10.312
3665	15	5.500
3666	67	5.552
3667	7	4.437
3668	39	4.807
3669	17	5.113
3670	23	5.347
3671	15	5.276
3672	67	5.366
3673	7	4.382
3674	25	4.684
3675	3	4.344
3676	32	4.159
3677	38	5.060
3678	21	7.257
3679	15	3.809
3680	36	6.255
3681	18	3.807
3682	15	4.450
3683	4	3.777
3684	26	3.899
3685	2	3.544
3686	44	5.059
3687	15	4.608
3688	43	4.137
3689	39	5.442
3690	18	4.074
3691	20	5.117
3692	28	5.309
3693	62	6.184
3694	54	3.651
3695	35	6.203
3696	45	6.640
3697	4	5.767
3698	54	4.352
3699	30	4.428
3700	12	2.573
3701	44	6.180
3702	25	4.703
3703	32	5.196
3704	54	4.689
3705	56	5.138
3706	5	6.046
3707	63	6.594
3708	65	4.489
3709	5	7.672
3710	34	6.162
3711	23	5.944
3712	22	4.307
3713	57	4.976
3714	33	6.686
3715	70	6.758
3716	33	4.857
3717	59	6.491
3718	67	7.599
3719	32	4.593
3720	47	4.144
3721	30	5.508
3722	56	5.688
3723	39	3.184
3724	18	3.284
3725	32	4.205
3726	43	4.138
3727	53	4.335
3728	8	4.204
3729	24	3.700
3730	62	3.530
3731	26	4.308
3732	9	3.681
3733	45	5.510
3734	56	4.277
3735	20	3.814
3736	3	6.601
3737	25	3.757
3738	43	4.912
3739	54	5.458
3740	60	3.149
3741	50	4.383
3742	35	4.482
3743	39	2.978
3744	8	2.827
3745	12	4.182
3746	30	5.456
3747	58	6.358
3748	36	4.595
3749	35	7.344
3750	7	5.528
3751	45	6.066
3752	25	4.906
3753	66	4.367
3754	26	6.064
3755	14	4.221
3756	19	6.937
3757	33	7.321
3758	1	3.846
3759	33	7.394
3760	32	5.463
3761	54	4.505
3762	14	6.176
3763	22	5.663
3764	58	4.010
3765	8	4.143
3766	34	4.438
3767	31	7.998
3768	31	6.651
3769	0	4.612
3770	5	4.147
3771	49	5.441
3772	34	4.507
3773	49	4.484
3774	1	7.624
3775	34	6.358
3776	31	9.555
3777	61	4.687
3778	12	3.650
3779	25	4.333
3780	29	4.498
3781	53	4.449
3782	56	5.493
3783	23	7.085
3784	29	5.151
3785	55	2.567
3786	8	4.491
3787	21	6.193
3788	62	4.814
3789	12	3.813
3790	45	6.662
3791	39	3.125
3792	18	4.531
3793	7	5.757
3794	45	5.786
3795	47	4.630
3796	53	4.839
3797	7	3.428
3798	18	4.750
3799	23	6.398
3800	15	5.487
3801	8	5.506
3802	25	4.043
3803	12	2.174
3804	5	5.587
3805	63	4.000
3806	14	4.162
3807	56	5.834
3808	30	5.480
3809	29	6.568
3810	19	7.187
3811	34	4.799
3812	38	7.364
3813	22	4.897
3814	58	3.216
3815	38	4.291
3816	71	5.882
3817	61	4.433
3818	33	6.256
3819	0	6.386
3820	36	6.081
3821	34	5.268
3822	38	7.108
3823	65	3.810
3824	23	6.972
3825	58	3.333
3826	11	6.220
3827	61	6.518
3828	57	5.240
3829	9	7.662
3830	46	6.544
3831	31	6.885
3832	41	9.708
3833	33	5.380
3834	54	5.698
3835	34	4.628
3836	63	5.658
3837	31	5.906
3838	32	3.195
3839	47	4.311
3840	24	5.234
3841	62	4.772
3842	26	6.485
3843	61	5.075
3844	25	5.063
3845	10	5.799
3846	36	6.634
3847	17	5.319
3848	43	5.106
3849	47	3.994
3850	12	3.789
3851	18	4.206
3852	29	5.223
3853	35	4.060
3854	3	3.203
3855	23	6.369
3856	35	4.159
3857	43	3.811
3858	47	4.512
3859	30	4.947
3860	50	5.188
3861	39	3.082
3862	10	3.946
3863	14	4.538
3864	8	3.350
3865	52	6.195
3866	51	6.898
3867	32	4.695
3868	65	6.231
3869	22	5.756
3870	0	4.470
3871	39	3.787
3872	44	3.772
3873	14	3.305
3874	65	3.240
3875	59	8.697
3876	40	5.974
3877	22	4.425
3878	0	5.560
3879	36	6.799
3880	44	6.803
3881	49	7.590
3882	38	6.930
3883	14	5.041
3884	22	6.926
3885	0	8.289
3886	69	6.211
3887	0	4.004
3888	41	9.448
3889	65	6.635
3890	5	4.581
3891	49	3.832
3892	31	7.618
3893	44	6.134
3894	53	5.383
3895	8	4.275
3896	7	6.153
3897	59	5.868
3898	43	5.146
3899	18	4.893
3900	71	5.459
3901	17	3.514
3902	66	4.057
3903	18	3.586
3904	4	3.872
3905	36	4.436
3906	3	3.027
3907	55	3.598
3908	30	6.090
3909	63	5.553
3910	70	6.115
3911	32	5.196
3912	43	5.451
3913	67	6.692
3914	35	5.200
3915	7	3.463
3916	63	4.005
3917	68	4.530
3918	0	5.378
3919	56	5.048
3920	61	4.363
3921	58	4.479
3922	45	5.376
3923	25	5.821
3924	51	6.002
3925	34	4.541
3926	23	9.721
3927	5	6.963
3928	38	5.999
3929	54	7.091
3930	57	4.681
3931	65	5.824
3932	64	10.157
3933	60	6.574
3934	0	4.370
3935	34	4.394
3936	49	5.401
3937	5	4.775
3938	63	6.708
3939	52	7.703
3940	33	6.765
3941	34	7.451
3942	63	7.276
3943	49	4.491
3944	46	6.465
3945	33	11.563
3946	7	4.825
3947	66	3.344
3948	42	5.852
3949	36	7.755
3950	30	5.133
3951	43	5.227
3952	53	4.614
3953	8	4.855
3954	60	4.904
3955	50	7.282
3956	35	4.161
3957	68	3.701
3958	18	3.698
3959	66	3.616
3960	10	3.798
3961	53	3.328
3962	13	3.740
3963	38	5.766
3964	37	5.966
3965	13	5.994
3966	10	4.470
3967	18	4.903
3968	43	4.939
3969	39	3.243
3970	7	4.230
3971	28	4.808
3972	10	4.125
3973	19	4.948
3974	61	3.785
3975	39	5.070
3976	67	3.563
3977	11	5.894
3978	65	4.955
3979	61	5.022
3980	30	5.459
3981	58	4.083
3982	14	4.225
3983	70	5.054
3984	37	6.098
3985	64	7.898
3986	49	6.607
3987	52	6.784
3988	14	4.894
3989	56	6.415
3990	8	3.646
3991	61	5.925
3992	57	6.447
3993	38	8.045
3994	57	5.129
3995	22	4.317
3996	33	6.986
3997	68	5.926
3998	53	4.730
3999	30	6.421
4000	11	4.417
4001	32	3.390
4002	8	4.377
4003	46	5.184
4004	6	8.078
4005	15	4.339
4006	62	4.536
4007	12	3.965
4008	18	7.820
4009	64	8.277
4010	39	4.117
4011	10	3.375
4012	53	4.149
4013	13	5.309
4014	2	6.804
4015	37	6.832
4016	2	3.941
4017	25	4.741
4018	11	4.560
4019	35	3.848
4020	7	4.110
4021	15	4.791
4022	10	3.152
4023	19	4.949
4024	30	3.811
4025	52	2.795
4026	3	5.156
4027	25	4.430
4028	1	5.520
4029	21	5.110
4030	68	3.635
4031	5	3.857
4032	22	4.522
4033	63	4.897
4034	2	7.972
4035	23	6.411
4036	22	4.837
4037	58	5.530
4038	34	4.488
4039	61	5.867
4040	65	5.645
4041	5	4.495
4042	69	7.845
4043	46	7.678
4044	0	4.490
4045	38	7.331
4046	65	6.959
4047	0	7.375
4048	23	7.698
4049	58	4.960
4050	57	6.119
4051	65	5.827
4052	37	3.940
4053	43	5.494
4054	52	6.078
4055	30	5.578
4056	50	5.050
4057	70	5.739
4058	3	4.555
4059	35	3.679
4060	4	4.418
4061	36	5.273
4062	62	3.853
4063	3	4.111
4064	39	3.695
4065	67	4.209
4066	53	3.350
4067	69	5.634
4068	67	5.514
4069	44	4.315
4070	61	5.737
4071	62	4.476
4072	63	5.496
4073	55	5.420
4074	21	4.914
4075	52	3.260
4076	3	4.798
4077	35	4.925
4078	1	6.463
4079	22	7.217
4080	45	6.263
4081	5	6.019
4082	22	5.459
4083	65	4.382
4084	28	6.675
4085	0	4.680
4086	65	3.775
4087	33	4.975
4088	51	5.163
4089	58	4.451
4090	65	3.363
4091	5	7.138
4092	45	6.165
4093	44	6.954
4094	33	4.915
4095	57	5.399
4096	54	4.614
4097	69	6.707
4098	0	4.372
4099	14	5.521
4100	5	6.585
4101	33	6.795
4102	22	4.905
4103	46	8.972
4104	33	6.403
4105	0	7.068
4106	57	7.543
4107	61	5.328
4108	18	4.966
4109	23	4.888
4110	12	4.274
4111	15	6.222
4112	10	3.038
4113	13	5.463
4114	18	3.775
4115	11	4.198
4116	55	3.355
4117	3	4.155
4118	17	3.447
4119	68	3.834
4120	4	3.954
4121	67	5.991
4122	71	4.055
4123	6	5.358
4124	61	5.288
4125	15	4.593
4126	12	8.088
4127	4	3.520
4128	7	4.286
4129	15	3.533
4130	4	3.596
4131	42	7.544
4132	48	5.222
4133	60	4.798
4134	50	4.940
4135	34	5.496
4136	39	4.139
4137	5	3.009
4138	63	6.309
4139	8	3.921
4140	38	5.625
4141	37	5.668
4142	28	4.020
4143	0	5.328
4144	33	7.553
4145	0	8.053
4146	42	8.168
4147	58	4.261
4148	33	4.325
4149	61	6.381
4150	22	5.072
4151	57	5.805
4152	33	4.665
4153	8	5.943
4154	57	6.691
4155	49	7.430
4156	57	8.468
4157	34	6.720
4158	57	5.916
4159	31	9.399
4160	50	6.600
4161	3	4.769
4162	32	6.424
4163	47	4.495
4164	35	3.870
4165	43	5.343
4166	25	3.582
4167	29	4.797
4168	19	4.609
4169	3	4.592
4170	35	4.259
4171	20	3.444
4172	15	4.212
4173	67	5.103
4174	29	5.225
4175	10	4.271
4176	15	3.213
4177	67	5.042
4178	3	3.806
4179	71	2.722
4180	18	4.192
4181	2	2.670
4182	4	3.505
4183	18	2.387
4184	10	3.399
4185	43	6.388
4186	25	4.705
4187	39	3.919
4188	8	5.986
4189	0	4.404
4190	21	5.250
4191	20	5.376
4192	34	4.390
4193	5	3.853
4194	41	6.221
4195	65	3.464
4196	49	3.940
4197	5	4.805
4198	63	3.446
4199	33	4.899
4200	34	4.908
4201	38	5.549
4202	14	4.287
4203	5	2.927
4204	4	4.840
4205	42	6.005
4206	67	5.645
4207	33	3.872
4208	22	5.356
4209	0	3.881
4210	65	4.851
4211	49	6.473
4212	34	7.517
4213	65	7.426
4214	69	7.197
4215	0	5.386
4216	53	3.407
4217	56	5.306
4218	6	4.380
4219	53	4.055
4220	50	4.970
4221	43	5.696
4222	11	4.217
4223	18	3.139
4224	20	3.671
4225	10	3.535
4226	35	4.412
4227	43	3.698
4228	66	3.171
4229	3	3.667
4230	15	4.981
4231	10	3.044
4232	55	5.196
4233	55	4.768
4234	15	4.290
4235	67	5.504
4236	11	4.934
4237	44	5.027
4238	28	5.220
4239	62	4.739
4240	3	4.329
4241	11	3.849
4242	21	5.305
4243	3	4.349
4244	23	5.563
4245	35	6.544
4246	4	3.763
4247	36	6.223
4248	50	4.914
4249	7	5.358
4250	51	6.185
4251	22	6.637
4252	49	3.540
4253	28	5.700
4254	0	6.029
4255	21	6.563
4256	70	7.149
4257	34	6.037
4258	69	5.362
4259	50	6.647
4260	34	4.729
4261	9	5.906
4262	45	6.214
4263	28	4.462
4264	38	4.791
4265	22	7.396
4266	0	4.139
4267	33	4.166
4268	28	5.095
4269	57	4.768
4270	54	6.832
4271	57	5.765
4272	57	5.261
4273	64	10.074
4274	60	5.225
4275	50	3.098
4276	35	4.220
4277	30	4.234
4278	62	4.698
4279	66	3.739
4280	10	2.692
4281	53	4.472
4282	19	5.254
4283	53	4.010
4284	30	5.365
4285	11	3.595
4286	12	3.419
4287	15	4.069
4288	43	4.766
4289	2	4.364
4290	25	7.279
4291	6	8.751
4292	61	4.031
4293	35	3.867
4294	7	3.774
4295	15	4.399
4296	10	4.120
4297	47	4.971
4298	26	4.158
4299	30	3.820
4300	56	5.259
4301	21	4.039
4302	10	3.988
4303	35	5.596
4304	38	5.362
4305	39	2.977
4306	58	4.494
4307	14	4.180
4308	55	4.615
4309	69	4.631
4310	67	3.374
4311	9	6.999
4312	34	5.516
4313	21	7.329
4314	69	5.623
4315	37	4.048
4316	25	3.795
4317	14	3.392
4318	0	7.280
4319	28	4.128
4320	63	4.149
4321	17	7.364
4322	34	8.475
4323	42	8.336
4324	22	4.818
4325	11	5.479
4326	49	6.424
4327	11	6.366
4328	22	6.112
4329	31	7.026
4330	44	7.319
4331	43	5.155
4332	53	4.452
4333	20	4.134
4334	18	4.752
4335	20	3.898
4336	35	3.926
4337	11	5.261
4338	67	4.386
4339	7	5.322
4340	53	4.328
4341	25	4.782
4342	47	6.088
4343	46	8.230
4344	30	4.749
4345	50	5.333
4346	23	7.843
4347	42	7.396
4348	10	4.398
4349	43	6.109
4350	52	3.866
4351	11	4.427
4352	23	4.790
4353	30	4.309
4354	45	4.265
4355	69	5.331
4356	50	2.715
4357	35	5.093
4358	26	4.166
4359	21	5.409
4360	56	5.540
4361	4	2.849
4362	18	4.658
4363	62	5.365
4364	30	4.822
4365	69	3.771
4366	50	5.227
4367	42	5.354
4368	56	6.666
4369	44	5.569
4370	9	3.945
4371	8	4.287
4372	23	4.574
4373	6	4.705
4374	3	5.993
4375	5	4.451
4376	63	4.353
4377	4	4.497
4378	28	5.473
4379	43	7.774
4380	39	5.168
4381	0	4.889
4382	69	5.614
4383	67	6.005
4384	44	3.695
4385	31	7.875
4386	27	8.633
4387	47	5.988
4388	63	6.058
4389	35	4.477
4390	3	3.459
4391	15	3.036
4392	10	3.282
4393	55	4.111
4394	21	4.952
4395	10	4.570
4396	35	5.727
4397	43	5.615
4398	30	5.283
4399	39	4.165
4400	62	4.299
4401	32	3.416
4402	3	3.061
4403	19	4.643
4404	44	6.215
4405	3	2.744
4406	38	8.268
4407	59	6.367
4408	39	3.307
4409	25	4.779
4410	13	4.950
4411	15	5.110
4412	67	4.255
4413	19	7.620
4414	32	2.870
4415	47	4.899
4416	45	4.754
4417	10	5.191
4418	2	3.889
4419	55	4.090
4420	34	4.654
4421	38	4.721
4422	65	4.548
4423	4	4.880
4424	28	3.335
4425	38	5.067
4426	30	5.308
4427	69	3.705
4428	62	6.282
4429	42	6.132
4430	56	4.662
4431	11	4.635
4432	2	7.744
4433	63	5.733
4434	48	5.914
4435	58	5.427
4436	43	5.938
4437	14	4.878
4438	65	4.739
4439	34	4.064
4440	54	4.169
4441	18	3.268
4442	70	4.217
4443	18	3.163
4444	43	4.141
4445	39	3.167
4446	28	4.491
4447	10	4.360
4448	47	4.241
4449	4	3.073
4450	30	4.268
4451	3	4.066
4452	53	4.377
4453	8	3.422
4454	12	4.824
4455	1	4.304
4456	60	5.466
4457	50	4.056
4458	35	4.999
4459	71	3.284
4460	18	3.185
4461	46	5.954
4462	15	3.604
4463	12	5.316
4464	29	4.421
4465	42	3.807
4466	43	7.124
4467	66	4.371
4468	8	4.291
4469	7	4.488
4470	35	3.559
4471	43	4.793
4472	25	3.794
4473	63	4.020
4474	20	5.061
4475	69	6.128
4476	50	4.892
4477	32	4.323
4478	21	5.475
4479	28	4.371
4480	36	6.326
4481	34	5.236
4482	23	5.700
4483	22	4.278
4484	58	3.590
4485	61	4.671
4486	40	6.346
4487	37	5.491
4488	28	5.048
4489	0	4.503
4490	11	7.153
4491	11	5.935
4492	14	5.257
4493	39	8.201
4494	21	5.693
4495	50	4.079
4496	8	3.545
4497	18	5.549
4498	48	5.268
4499	20	2.819
4500	7	3.592
4501	35	5.562
4502	71	4.870
4503	21	5.227
4504	10	3.354
4505	17	6.135
4506	43	4.578
4507	51	8.258
4508	29	3.995
4509	10	2.914
4510	39	3.702
4511	18	3.281
4512	3	3.134
4513	35	3.811
4514	3	2.861
4515	11	4.817
4516	67	4.622
4517	7	3.021
4518	53	5.011
4519	18	3.033
4520	39	4.206
4521	10	4.359
4522	11	4.113
4523	14	4.382
4524	15	4.699
4525	50	3.783
4526	3	3.677
4527	11	4.135
4528	68	2.802
4529	25	3.902
4530	71	4.038
4531	4	4.089
4532	6	5.242
4533	7	4.491
4534	65	4.148
4535	48	3.786
4536	49	5.316
4537	58	2.968
4538	14	3.553
4539	34	4.803
4540	38	6.618
4541	50	7.336
4542	56	6.374
4543	69	5.141
4544	34	7.941
4545	44	6.670
4546	31	3.780
4547	18	6.701
4548	17	5.015
4549	62	5.141
4550	32	4.024
4551	43	4.332
4552	19	4.969
4553	35	3.408
4554	71	4.721
4555	8	4.220
4556	3	5.544
4557	32	4.130
4558	4	5.566
4559	3	4.711
4560	15	4.414
4561	53	3.824
4562	25	4.179
4563	45	6.043
4564	35	4.086
4565	48	4.749
4566	39	3.724
4567	18	3.670
4568	12	4.019
4569	26	6.572
4570	43	5.083
4571	50	3.019
4572	32	5.253
4573	43	3.646
4574	55	4.463
4575	10	3.393
4576	28	6.547
4577	38	4.068
4578	39	4.647
4579	18	3.813
4580	54	8.059
4581	51	7.028
4582	60	4.476
4583	50	4.340
4584	44	5.592
4585	71	3.965
4586	15	5.257
4587	62	4.197
4588	21	4.712
4589	48	3.717
4590	37	4.056
4591	23	6.136
4592	21	4.843
4593	3	6.225
4594	34	6.265
4595	39	3.752
4596	8	2.953
4597	14	3.636
4598	57	6.615
4599	34	9.953
4600	3	5.184
4601	10	3.467
4602	19	5.615
4603	18	4.030
4604	46	6.669
4605	35	3.518
4606	53	4.404
4607	56	5.813
4608	25	4.367
4609	3	4.490
4610	53	4.165
4611	56	6.514
4612	17	4.790
4613	60	4.261
4614	62	3.007
4615	38	7.573
4616	21	6.843
4617	6	4.614
4618	3	5.387
4619	62	4.097
4620	21	7.748
4621	43	4.231
4622	35	5.119
4623	39	3.752
4624	18	4.483
4625	29	4.662
4626	15	4.039
4627	2	4.551
4628	23	5.323
4629	30	4.183
4630	58	5.046
4631	61	4.639
4632	19	5.173
4633	3	3.874
4634	35	7.056
4635	32	3.261
4636	55	4.658
4637	39	2.998
4638	18	3.978
4639	13	4.539
4640	28	4.007
4641	67	4.475
4642	65	4.216
4643	12	3.054
4644	18	5.126
4645	23	4.029
4646	15	4.587
4647	43	4.342
4648	66	4.802
4649	17	3.593
4650	4	5.748
4651	28	5.129
4652	0	5.537
4653	59	8.648
4654	61	4.318
4655	6	6.966
4656	10	4.930
4657	3	3.501
4658	25	3.859
4659	52	3.995
4660	3	2.809
4661	6	4.090
4662	2	3.965
4663	55	4.631
4664	53	4.792
4665	25	4.088
4666	11	2.602
4667	19	4.938
4668	59	5.791
4669	59	6.334
4670	69	5.019
4671	67	3.508
4672	44	5.895
4673	9	2.767
4674	8	5.032
4675	18	4.378
4676	63	4.690
4677	4	4.280
4678	34	7.045
4679	3	3.949
4680	18	3.299
4681	11	3.028
4682	5	3.692
4683	51	5.849
4684	28	3.138
4685	38	4.601
4686	69	6.931
4687	50	6.450
4688	17	5.717
4689	65	5.319
4690	58	3.176
4691	8	4.042
4692	54	6.560
4693	32	5.563
4694	38	4.027
4695	65	5.559
4696	22	5.275
4697	0	4.357
4698	14	3.886
4699	0	5.202
4700	38	5.020
4701	11	5.592
4702	12	5.773
4703	57	5.555
4704	64	8.400
4705	39	4.835
4706	18	3.765
4707	3	7.292
4708	42	5.541
4709	10	3.334
4710	7	4.155
4711	61	5.193
4712	30	5.503
4713	10	3.077
4714	3	3.783
4715	18	4.551
4716	4	3.276
4717	30	4.598
4718	4	3.807
4719	35	5.447
4720	32	3.566
4721	19	5.061
4722	39	3.609
4723	25	3.867
4724	4	2.487
4725	15	3.518
4726	11	5.638
4727	18	4.379
4728	7	5.236
4729	63	3.620
4730	42	5.277
4731	43	6.749
4732	51	6.882
4733	23	5.053
4734	21	6.127
4735	26	5.287
4736	63	4.910
4737	37	6.538
4738	70	6.764
4739	3	4.657
4740	59	7.169
4741	5	4.162
4742	40	5.047
4743	31	5.354
4744	31	6.882
4745	37	6.311
4746	40	5.694
4747	51	7.548
4748	40	6.143
4749	59	6.895
4750	23	5.764
4751	6	4.244
4752	18	4.445
4753	2	5.521
4754	53	3.519
4755	3	4.125
4756	17	4.792
4757	71	3.753
4758	66	3.657
4759	26	6.072
4760	53	4.570
4761	19	4.999
4762	69	6.099
4763	62	2.467
4764	35	5.044
4765	51	8.302
4766	21	4.373
4767	10	4.167
4768	25	4.036
4769	2	3.875
4770	69	4.977
4771	62	4.015
