n	page	line	x	type	d1	passA	passB
2903	f28v	27	4319	rho	0.336	.	.
2904	f28v	27	4348	o	1.037	.	.
2905	f28v	28	1466	f	0.133	f	f
2906	f28v	28	1570	psi	0.728	phi	C13
2907	f28v	28	1635	lam	0.535	lam	C10
2908	f28v	28	1677	db	0.676	dag	-
2909	f28v	28	1731	arr	0.644	phi	T
2910	f28v	28	1784	sq	0.420	a	C10
2911	f28v	28	1841	E	0.126	eps	E
2912	f28v	28	1881	psi	0.235	phi	C13
2913	f28v	28	1926	f	0.468	f	f
2914	f28v	28	1991	l	0.310	lam	C04
2915	f28v	28	2034	T	0.464	T	T
2916	f28v	28	2074	H	0.511	H	H
2917	f28v	28	2121	v	0.692	v|v	v
2918	f28v	28	2157	arr	0.746	phi|phi	C10|C01
2919	f28v	28	2198	rho	0.529	rho|rho	C01
2920	f28v	28	2285	psi	0.168	phi	C13
2921	f28v	28	2328	f	0.251	f	f
2922	f28v	28	2400	q	0.567	rho	C01
2923	f28v	28	2438	v	0.532	v	v
2924	f28v	28	2474	arr	0.790	phi	C01
2925	f28v	28	2526	db	0.243	dag	C11
2926	f28v	28	2588	arr	0.247	phi	C01
2927	f28v	28	2657	7	0.197	7	7
2928	f28v	28	2684	l	0.269	lam	C04
2929	f28v	28	2743	n	0.250	n	n
2930	f28v	28	2783	v	0.498	v	v
2931	f28v	28	2815	db	0.456	dag	C11
2932	f28v	28	2881	n	0.265	n	n
2933	f28v	28	2917	v	1.068	v	v
2934	f28v	28	2939	ankh	0.916	phi	C01
2935	f28v	28	3002	f	0.270	f	-
2936	f28v	28	3052	l	0.734	lam	C04
2937	f28v	28	3117	th	0.338	theta	C19
2938	f28v	28	3155	I	0.349	I	-
2939	f28v	28	3196	db	0.361	dag	C11
2940	f28v	28	3242	f	0.268	f	f
2941	f28v	28	3318	X	0.759	star	x
2942	f28v	28	3339	rho	0.194	rho	-
2943	f28v	28	3441	lam	0.205	lam	C10
2944	f28v	28	3489	psi	0.738	phi	C13
2945	f28v	28	3538	f	0.195	f	f
2946	f28v	28	3593	Del	0.804	Delta	C07
2947	f28v	28	3637	db	0.692	dag	C11
2948	f28v	28	3683	arr	0.293	phi	C01
2949	f28v	28	3736	z	0.675	z	z
2950	f28v	28	3785	I	0.650	I	I
2951	f28v	28	3830	l	0.613	lam	C04
2952	f28v	28	3895	lam	0.617	n	C10
2953	f28v	28	3948	db	0.596	dag	C11
2954	f28v	28	3999	X	0.755	star	x
2955	f28v	28	4048	dbar	0.836	-	C11
2956	f28v	28	4096	f	0.511	f	f
2957	f28v	28	4156	psi	0.584	phi	C13
2958	f28v	28	4222	v	0.584	v	v
2959	f28v	28	4254	arr	0.696	phi	C01
2960	f28v	28	4323	rho	1.124	.	.
2961	f28v	29	1446	rho	0.934	rho	.
2962	f28v	29	1557	f	0.164	f	f
2963	f28v	29	1627	psi	0.153	phi	C13
2964	f28v	29	1674	rho	0.682	rho	C01
2965	f28v	29	1739	o	0.638	o	o
2966	f28v	29	1778	T	0.487	T	T
2967	f28v	29	1828	sq	0.812	a	C04
2968	f28v	29	1869	v	0.297	v	v
2969	f28v	29	1909	dash_o	0.143	o	o
2970	f28v	29	1974	z	0.705	z	z
2971	f28v	29	2032	I	0.240	I	I
2972	f28v	29	2097	l	0.699	lam|lam	C04
2973	f28v	29	2141	l	0.730	rho|rho	C01
2974	f28v	29	2209	z	0.699	z|z	z
2975	f28v	29	2242	f	0.436	f|f	f
2976	f28v	29	2313	dbar	0.215	dag	C11
2977	f28v	29	2397	v	0.298	v	v
2978	f28v	29	2431	db	0.210	dag	C11
2979	f28v	29	2493	S	0.322	S	s
2980	f28v	29	2547	psi	0.284	phi	C13
2981	f28v	29	2607	f	0.260	-	f
2982	f28v	29	2650	l	0.650	lam	C04
2983	f28v	29	2729	o	0.606	o	o
2984	f28v	29	2775	I	0.205	I	I
2985	f28v	29	2802	f	0.396	f	f
2986	f28v	29	2879	lam	0.620	lam	C10
2987	f28v	29	2926	I	0.536	I	I
2988	f28v	29	3005	S	0.917	S	s
2989	f28v	29	3047	ankh	0.463	rho	C01
2990	f28v	29	3101	I	0.353	I	I
2991	f28v	29	3146	f	0.742	f	f
2992	f28v	29	3190	l	0.721	eps	C04
2993	f28v	29	3248	db	0.311	dag	C11
2994	f28v	29	3255	rho	0.890	f	-
2995	f28v	29	3352	X	0.717	star	x
2996	f28v	29	3410	arr	0.294	phi	C10
2997	f28v	29	3472	f	0.709	f	f
2998	f28v	29	3548	psi	0.281	phi	C13
2999	f28v	29	3613	T	0.737	T	T
3000	f28v	29	3657	z	0.579	z	z
3001	f28v	29	3705	H	0.435	H	H
3002	f28v	29	3758	psi	0.689	phi	C13
3003	f28v	29	3817	q	0.686	rho	C01
3004	f28v	29	3858	db	0.461	dag	C11
3005	f28v	29	3905	arr	0.730	phi	C01
3006	f28v	29	3978	7	0.683	7	7
3007	f28v	29	4002	l	0.792	lam	C04
3008	f28v	29	4072	n	0.331	n	n
3009	f28v	29	4120	v	0.217	v	v
3010	f28v	29	4155	X	0.329	star	x
3011	f28v	29	4213	rho	0.332	rho	-
3012	f28v	29	4258	lam	0.359	I	C10
3013	f28v	29	4291	db	0.184	.	.
3014	f28v	29	4326	arr	0.725	.	.
3015	f28v	30	1516	z	0.584	z	z
3016	f28v	30	1567	I	0.619	I	I
3017	f28v	30	1599	l	0.637	lam	C04
3018	f28v	30	1667	Del	0.253	Delta	C07
3019	f28v	30	1719	H	0.397	A	C22
3020	f28v	30	1766	arr	0.542	phi	C13
3021	f28v	30	1831	box	0.674	box	C09
3022	f28v	30	1885	psi	0.546	phi	-
3023	f28v	30	1933	l	0.303	lam	C04
3024	f28v	30	1997	db	0.184	dag	C11
3025	f28v	30	2037	f	0.688	f	f
3026	f28v	30	2099	I	0.579	I|I	I|I
3027	f28v	30	2154	arr	0.544	phi|phi	C10|C01
3028	f28v	30	2233	l	0.773	lam|lam	C04|C04
3029	f28v	30	2273	z	0.674	z|z	z|z
3030	f28v	30	2327	v	0.298	v|v	v|v
3031	f28v	30	2358	lam	0.687	lam	C10
3032	f28v	30	2411	I	0.403	I	I
3033	f28v	30	2470	z	0.494	z	z
3034	f28v	30	2522	v	0.144	v	v
3035	f28v	30	2553	arr	0.582	phi	C01
3036	f28v	30	2616	lam	0.211	lam	C10
3037	f28v	30	2685	dbar	0.142	dag	C11
3038	f28v	30	2768	arr	0.556	phi	C01
3039	f28v	30	2829	z	0.387	z	z
3040	f28v	30	2881	H	0.218	H	H
3041	f28v	30	2935	psi	0.801	phi	C13
3042	f28v	30	3006	o	0.241	o	o
3043	f28v	30	3039	arr	0.232	phi	C01
3044	f28v	30	3098	S	0.799	S	s
3045	f28v	30	3148	psi	0.691	phi	C13
3046	f28v	30	3203	7	0.328	7	7
3047	f28v	30	3275	o	0.564	o	o
3048	f28v	30	3314	v	0.564	v	v
3049	f28v	30	3367	q	0.594	rho	C01
3050	f28v	30	3412	v	0.534	v	v
3051	f28v	30	3449	box	0.429	box	C09
3052	f28v	30	3507	E	0.434	eps	E
3053	f28v	30	3554	psi	0.726	phi	C13
3054	f28v	30	3629	q	0.506	rho	C01
3055	f28v	30	3658	db	0.695	dag	C11
3056	f28v	30	3733	hash	0.360	star	C08
3057	f28v	30	3807	n	0.753	n	n
3058	f28v	30	3854	v	0.552	v	v
3059	f28v	30	3893	X	0.727	star	x
3060	f28v	30	3927	rho	1.041	rho	C01
3061	f28v	30	3998	v	0.641	v	v
3062	f28v	30	4036	E	0.395	eps	E
3063	f28v	30	4082	lam	0.459	lam	C10
3064	f28v	30	4133	psi	0.699	phi	-
3065	f28v	30	4184	arr	0.568	A	C01
3066	f28v	30	4243	z	0.665	z	z
3067	f28v	30	4295	I	0.543	.	.
3068	f28v	30	4331	l	0.728	.	.
3069	f28v	31	1522	R	0.671	Rk	R
3070	f28v	31	1559	f	0.844	f	f
3071	f28v	31	1616	db	0.161	dag	C11
3072	f28v	31	1675	q	0.834	rho	C01
3073	f28v	31	1722	psi	0.690	phi	C13
3074	f28v	31	1772	lam	0.199	lam	C10
3075	f28v	31	1826	T	0.678	T	T
3076	f28v	31	1879	db	0.623	dag	C11
3077	f28v	31	1921	f	0.846	f	f
3078	f28v	31	1996	box	0.177	box	C09
3079	f28v	31	2059	psi	0.199	phi	C13
3080	f28v	31	2129	dbar	0.258	dag|dag	C11
3081	f28v	31	2218	arr	0.201	phi|phi	C01|C01
3082	f28v	31	2286	o	0.229	o|o	o|o
3083	f28v	31	2309	f	0.166	f|f	f|f
3084	f28v	31	2380	q	0.624	rho	C01
3085	f28v	31	2435	psi	0.603	phi	C13
3086	f28v	31	2503	7	0.293	7	7
3087	f28v	31	2539	l	0.344	lam	C04
3088	f28v	31	2607	X	0.172	star	x
3089	f28v	31	2649	f	0.220	f	f
3090	f28v	31	2708	lam	0.195	lam	C10
3091	f28v	31	2762	R	1.045	v	v
3092	f28v	31	2803	dash_o	0.253	o	o
3093	f28v	31	2856	sq	0.213	a	a
3094	f28v	31	2909	arr	0.289	phi	C10
3095	f28v	31	2963	l	0.219	lam	C04
3096	f28v	31	3018	o	0.619	o	o
3097	f28v	31	3056	th	0.302	theta	C19
3098	f28v	31	3089	rho	0.657	rho	C01
3099	f28v	31	3141	psi	0.631	phi	C13
3100	f28v	31	3204	7	0.138	7	7
3101	f28v	31	3232	l	0.678	lam	C04
3102	f28v	31	3310	n	0.671	n	n
3103	f28v	31	3354	v	0.742	v	v
3104	f28v	31	3393	db	0.756	dag	C11
3105	f28v	31	3458	lam	0.426	lam	C10
3106	f28v	31	3503	I	0.549	I	I
3107	f28v	31	3528	rho	0.662	rho	ρ
3108	f28v	31	3616	T	0.482	T	T
3109	f28v	31	3672	psi	0.599	phi	C13
3110	f28v	31	3727	arr	0.647	-	-
3111	f28v	31	3792	lam	0.480	lam	C10
3112	f28v	31	3840	psi	0.671	phi	C13
3113	f28v	31	3899	v	0.651	v	v
3114	f28v	31	3937	db	0.793	dag	C11
3115	f28v	31	4002	arr	0.749	A	C01
3116	f28v	31	4065	z	1.017	z	z
3117	f28v	31	4106	I	0.586	I	I
3118	f28v	31	4144	l	0.734	lam	C04
3119	f28v	31	4211	7	0.571	7	7
3120	f28v	31	4233	f	0.727	f	f
3121	f28v	31	4300	box	0.824	.	.
3122	f28v	31	4347	7	0.720	.	.
3123	f28v	32	1514	lam	0.612	.	C10
3124	f28v	32	1545	l	0.665	lam	C04
3125	f28v	32	1598	psi	0.723	phi	C13
3126	f28v	32	1653	lam	0.518	lam	C10
3127	f28v	32	1697	z	0.526	z	z
3128	f28v	32	1744	arr	0.556	phi	C01
3129	f28v	32	1796	l	0.584	lam	C04
3130	f28v	32	1852	db	0.204	dag	C11
3131	f28v	32	1910	n	0.697	n	n
3132	f28v	32	1955	v	0.155	v	v
3133	f28v	32	1989	db	0.243	dag	C11
3134	f28v	32	2049	lamL	0.243	lam	C10
3135	f28v	32	2131	yogh	0.407	y(?)|y	C25
3136	f28v	32	2184	Del	0.694	Delta|Delta	C07
3137	f28v	32	2239	o	0.551	o|o	o
3138	f28v	32	2275	I	0.066	I|I	I
3139	f28v	32	2331	lam	0.277	lam|lam	C10
3140	f28v	32	2380	z	0.342	z	z
3141	f28v	32	2439	E	0.151	eps	E
3142	f28v	32	2489	psi	0.447	phi	C13
3143	f28v	32	2547	f	0.235	f	f
3144	f28v	32	2595	l	0.472	lam	C04
3145	f28v	32	2665	th	0.667	theta	C19
3146	f28v	32	2712	I	0.316	I	I
3147	f28v	32	2744	db	0.636	dag	C11
3148	f28v	32	2785	f	0.490	f	f
3149	f28v	32	2864	box	0.524	box	C09
3150	f28v	32	2927	z	0.465	z	z
3151	f28v	32	2976	S	0.296	S	s
3152	f28v	32	3015	T	0.405	T	T
3153	f28v	32	3049	l	0.232	lam	C04
3154	f28v	32	3107	db	0.193	dag	C11
3155	f28v	32	3175	n	0.667	n	n
3156	f28v	32	3222	v	0.674	v	v
3157	f28v	32	3267	X	0.385	star	x
3158	f28v	32	3310	rho	0.495	rho	C01
3159	f28v	32	3337	rho	0.176	rho	C01
3160	f28v	32	3416	psi	0.797	phi	C13
3161	f28v	32	3469	lam	0.234	lam	C10
3162	f28v	32	3517	R	0.257	Rk	R
3163	f28v	32	3557	z	0.235	z	z
3164	f28v	32	3606	v	0.638	v	v
3165	f28v	32	3630	l	0.684	rho	C01
3166	f28v	32	3701	q	0.361	phi	C13
3167	f28v	32	3735	arr	0.311	phi	A
3168	f28v	32	3804	z	0.657	z	z
3169	f28v	32	3858	I	0.476	I	I
3170	f28v	32	3927	l	0.719	lam	C04
3171	f28v	32	3994	q	0.328	rho	C01
3172	f28v	32	4038	psi	0.706	phi	C13
3173	f28v	32	4071	x	0.226	x	x
3174	f28v	32	4142	ankh	0.716	rho	C01
3175	f28v	32	4195	I	0.565	I	I
3176	f28v	32	4242	arr	0.803	phi	A
3177	f28v	32	4310	psi	0.379	.	.
3178	f28v	33	927	q	1.122	.	.
3179	f28v	33	1505	7	0.161	.	.
3180	f28v	33	1531	l	0.595	lam	.
3181	f28v	33	1594	T	0.099	-	C10
3182	f28v	33	1640	arr	0.588	phi	C01
3183	f28v	33	1707	psi	0.602	phi	C01
3184	f28v	33	1758	f	0.635	f	f
3185	f28v	33	1831	q	0.155	rho	C13
3186	f28v	33	1871	arr	0.693	phi	C01
3187	f28v	33	1935	db	0.643	dag	C11
3188	f28v	33	1960	rho	0.369	rho	-
3189	f28v	33	2046	psi	0.655	phi	C13
3190	f28v	33	2099	v	0.656	v|v	v
3191	f28v	33	2138	arr	0.693	-	C01
3192	f28v	33	2205	psi	0.613	phi|phi	C13
3193	f28v	33	2250	lam	0.529	lam|lam	C10
3194	f28v	33	2276	l	0.620	rho	C04
3195	f28v	33	2326	ankh	0.342	phi	.
3196	f28v	33	2378	l	0.707	lam	.
3197	f28v	33	2443	o	0.189	o	o
3198	f28v	33	2483	n	0.690	n	n
3199	f28v	33	2529	v	0.614	v	v
3200	f28v	33	2566	z	0.602	z	z
3201	f28v	33	2617	E	0.709	eps	E
3202	f28v	33	2666	X	0.492	star	x
3203	f28v	33	2716	arr	0.270	phi	C10
3204	f28v	33	2778	z	0.640	z	z
3205	f28v	33	2824	I	0.634	I	I
3206	f28v	33	2864	l	0.753	lam	C04
3207	f28v	33	2902	rho	0.319	rho	ρ
3208	f28v	33	2987	psi	0.838	phi	C13
3209	f28v	33	3045	l	0.804	lam	C04
3210	f28v	33	3095	db	0.307	dag	C11
3211	f28v	33	3145	S	0.274	S	s
3212	f28v	33	3188	T	0.308	T	T
3213	f28v	33	3237	lam	0.121	lam	C10
3214	f28v	33	3300	q	0.219	rho	ρ
3215	f28v	33	3342	psi	0.381	phi	C13
3216	f28v	33	3399	T	0.725	T	T
3217	f28v	33	3423	rho	0.685	phi	ρ
3218	f28v	33	3487	v	0.583	v	v
3219	f28v	33	3525	lam	0.253	lam	C10
3220	f28v	33	3586	q	0.209	rho	ρ
3221	f28v	33	3631	R	0.348	Rk	R
3222	f28v	33	3660	f	0.460	f	f
3223	f28v	33	3731	o	0.625	o	o
3224	f28v	33	3756	f	0.677	f	f
3225	f28v	33	3825	7	0.574	z	7
3226	f28v	33	3881	l	0.266	lam	C04
3227	f28v	33	3921	n	0.572	n	n
3228	f28v	33	3963	v	0.360	v	v
3229	f28v	33	3997	db	0.619	dag	C11
3230	f28v	33	4051	n	0.367	n	n
3231	f28v	33	4090	v	0.382	v	v
3232	f28v	33	4108	ankh	0.449	-	ρ
3233	f28v	33	4166	f	0.658	f	f
3234	f28v	33	4225	l	0.300	lam	C04
3235	f28v	33	4264	X	0.751	box	x
3236	f28v	33	4281	rho	0.827	.	.
3237	f28v	33	4341	lam	1.170	.	.
3238	f28v	34	916	f	1.029	.	.
3239	f28v	34	960	o	1.056	.	.
3240	f28v	34	1511	R	0.671	Rk	R
3241	f28v	34	1560	psi	0.624	phi	C13
3242	f28v	34	1608	dash_o	0.141	-o	o
3243	f28v	34	1662	sq	0.808	a	a
3244	f28v	34	1717	E	0.990	eps	E
3245	f28v	34	1755	psi	0.663	phi	C13
3246	f28v	34	1805	f	0.821	f	f
3247	f28v	34	1840	l	0.200	lam	C04
3248	f28v	34	1907	box	0.580	box	C09
3249	f28v	34	1964	psi	0.791	phi	-
3250	f28v	34	2009	rho	0.827	rho	C01
3251	f28v	34	2053	ankh	0.761	phi	C13
3252	f28v	34	2119	I	0.657	I|I	I|I
3253	f28v	34	2139	rho	0.480	rho|rho	ρ|ρ
3254	f28v	34	2224	w	0.654	omg|omg	C14|C14
3255	f28v	34	2283	lam	0.533	v|v	C10|C10
3256	f28v	34	2325	db	0.187	dag	C11
3257	f28v	34	2382	arr	0.564	phi	A
3258	f28v	34	2449	z	0.199	z	z
3259	f28v	34	2505	E	0.706	eps	E
3260	f28v	34	2544	psi	0.123	phi	C13
3261	f28v	34	2597	f	0.119	f	f
3262	f28v	34	2645	l	0.668	lam	C04
3263	f28v	34	2691	L	0.346	box	C25
3264	f28v	34	2761	l	0.257	lam	C04
3265	f28v	34	2815	arr	0.802	phi	C01
3266	f28v	34	2872	o	0.725	o	o
3267	f28v	34	2909	I	0.456	I	I
3268	f28v	34	2939	f	0.757	f	f
3269	f28v	34	3004	box	0.566	box	C09
3270	f28v	34	3073	l	0.228	-	-
3271	f28v	34	3111	w	0.452	omg	C14
3272	f28v	34	3185	q	0.615	rho	ρ
3273	f28v	34	3228	psi	0.629	phi	C13
3274	f28v	34	3286	T	0.574	T	T
3275	f28v	34	3323	arr	0.217	phi	C01
3276	f28v	34	3379	db	0.205	dag	C11
3277	f28v	34	3409	f	0.611	f	f
3278	f28v	34	3493	q	0.158	rho	ρ
3279	f28v	34	3533	arr	0.633	phi	C01
3280	f28v	34	3601	psi	0.698	phi	C13
3281	f28v	34	3677	o	0.571	o	o
3282	f28v	34	3715	v	0.231	v	v
3283	f28v	34	3757	7	0.759	z	7
3284	f28v	34	3804	box	0.379	box	C09
3285	f28v	34	3840	rho	0.266	rho	ρ
3286	f28v	34	3913	psi	0.555	phi	C13
3287	f28v	34	3969	l	0.281	lam	C04
3288	f28v	34	4026	v	0.273	v	v
3289	f28v	34	4053	arr	0.700	phi	C01
3290	f28v	34	4119	box	0.690	box	C09
3291	f28v	34	4146	rho	0.427	rho	ρ
3292	f28v	34	4219	psi	0.704	phi	C13
3293	f28v	34	4276	T	0.660	T	T
3294	f28v	34	4316	o	0.870	.	.
3295	f28v	34	4342	psi	1.060	.	.
3296	f28v	34	4371	E	1.002	.	.
3297	f28v	35	1482	l	0.722	x	x
3298	f28v	35	1547	E	0.711	eps	E
3299	f28v	35	1595	n	0.702	n	n
3300	f28v	35	1632	v	0.658	v	v
3301	f28v	35	1674	X	0.750	star	x
3302	f28v	35	1732	rho	0.657	-	-
3303	f28v	35	1771	w	0.678	omg	C14
3304	f28v	35	1821	arr	0.584	phi	-
3305	f28v	35	1896	psi	0.752	phi	C13
3306	f28v	35	1948	x	0.286	x	x
3307	f28v	35	2014	v	0.675	v	v
3308	f28v	35	2051	lam	0.502	lam	-
3309	f28v	35	2100	db	0.154	dag|dag	C11
3310	f28v	35	2150	arr	0.589	-	-
3311	f28v	35	2213	psi	0.532	phi|phi	C13
3312	f28v	35	2262	f	0.112	f|f	f
3313	f28v	35	2327	l	0.658	rho|rho	C04
3314	f28v	35	2342	rho	0.465	o	ρ
3315	f28v	35	2420	f	1.137	f	f
3316	f28v	35	2501	T	0.648	T	T
3317	f28v	35	2554	o	0.593	o	o
3318	f28v	35	2603	H	0.247	H	H
3319	f28v	35	2661	psi	0.870	phi	C13
3320	f28v	35	2729	n	0.628	n	n
3321	f28v	35	2771	v	0.358	v	v
3322	f28v	35	2805	X	0.477	star	x
3323	f28v	35	2869	psi	0.574	phi	C13
3324	f28v	35	2925	lam	0.510	-	C10
3325	f28v	35	2957	l	0.337	lam	-
3326	f28v	35	3021	q	0.131	rho	ρ
3327	f28v	35	3065	psi	0.282	phi	C13
3328	f28v	35	3127	box	0.172	box	C09
3329	f28v	35	3183	I	0.575	I	I
3330	f28v	35	3212	f	0.406	f	f
3331	f28v	35	3277	n	0.346	n	n
3332	f28v	35	3328	box	0.237	box	C09
3333	f28v	35	3389	psi	0.601	phi	C13
3334	f28v	35	3433	f	0.252	-	f
3335	f28v	35	3503	lam	0.354	lam	C10
3336	f28v	35	3565	S	0.439	S	S
3337	f28v	35	3615	I	0.736	I	I
3338	f28v	35	3628	rho	0.163	rho	ρ
3339	f28v	35	3722	q	0.487	o	ρ
3340	f28v	35	3766	v	0.479	v	v
3341	f28v	35	3810	box	0.343	box	C09
3342	f28v	35	3863	o	0.331	-	-
3343	f28v	35	3904	l	0.597	-	C04
3344	f28v	35	3943	w	0.269	omg	C14
3345	f28v	35	4010	n	0.510	n	n
3346	f28v	35	4058	v	0.517	v	v
3347	f28v	35	4100	X	0.511	star	x
3348	f28v	35	4148	l	0.609	-	ρ
3349	f28v	35	4209	q	0.810	rho	ρ
3350	f28v	35	4252	psi	0.641	phi	C13
3351	f28v	35	4300	v	0.380	.	.
3352	f28v	35	4324	arr	0.770	.	.
3353	f28v	36	1483	zslash	0.703	.	C18
3354	f28v	36	1549	z	0.702	.	z
3355	f28v	36	1597	v	0.972	.	v
3356	f28v	36	1635	six	0.763	.	G
3357	f28v	36	1695	sq	0.296	.	x
3358	f28v	36	1738	X	0.773	.	x
3359	f28v	36	1793	l	0.635	.	C04
3360	f28v	36	1855	T	0.521	.	T
3361	f28v	36	1906	o	0.199	.	o
3362	f28v	36	1947	E	0.428	.	E
3363	f28v	36	1986	psi	0.706	.	C13
3364	f28v	36	2042	arr	0.251	.	C01
3365	f28v	36	2115	box	0.222	.	C09|C09
3366	f28v	36	2160	sq	0.222	.	-
3367	f28v	36	2215	S	0.149	.	s|s
3368	f28v	36	2260	T	0.290	.	T|T
3369	f28v	36	2298	l	0.209	.	C04
3370	f28v	36	2361	o	0.613	.	o
3371	f28v	36	2383	f	0.183	.	f
3372	f28v	36	2430	l	0.766	.	C04
3373	f28v	36	2510	rho	0.330	.	ρ
3374	f28v	36	2556	v	0.632	.	v
3375	f28v	36	2595	E	0.546	.	E
3376	f28v	36	2607	rho	0.177	.	ρ
3377	f28v	36	2686	o	0.295	.	o
3378	f28v	36	2726	I	0.308	.	I
3379	f28v	36	2784	H	0.272	.	H
3380	f28v	36	2814	ankh	0.767	.	ρ
3381	f28v	36	2882	f	0.175	.	f
3382	f28v	36	2952	l	0.347	.	C04
3383	f28v	36	2998	n	0.255	.	n
3384	f28v	36	3036	v	0.564	.	v
3385	f28v	36	3057	db	0.481	.	C11
3386	f28v	36	3117	rho	0.239	.	ρ
3387	f28v	36	3165	n	0.611	.	n
3388	f28v	36	3208	v	0.701	.	v
3389	f28v	36	3248	7	0.321	.	7
3390	f28v	36	3285	l	0.274	.	C04
3391	f28v	36	3348	psi	0.213	.	ψ
3392	f28v	36	3404	dash_o	0.359	.	-
3393	f28v	36	3464	db	0.629	.	C11
3394	f28v	36	3534	7	0.699	.	7
3395	f28v	36	3567	f	0.628	.	f
3396	f28v	36	3628	lam	0.281	.	C10
3397	f28v	36	3678	psi	0.630	.	C13
3398	f28v	36	3730	lam	0.468	.	C10
3399	f28v	36	3779	T	0.215	.	T
3400	f28v	36	3829	o	0.632	.	o
3401	f28v	36	3867	E	0.824	.	E
3402	f28v	36	3901	lam	0.334	.	C10
3403	f28v	36	3957	n	0.856	.	n
3404	f28v	36	4003	R	0.575	.	R
3405	f28v	36	4045	X	0.788	.	x
3406	f28v	36	4095	psi	0.591	.	C13
3407	f28v	36	4148	lam	0.588	.	C10
3408	f28v	36	4177	l	0.761	.	ρ
3409	f28v	36	4238	q	0.462	.	.
3410	f28v	36	4275	db	0.721	.	.
3411	f28v	36	4318	T	0.682	.	.
3412	f28v	36	4352	f	1.069	.	.
3413	f29r	1	5007	R	0.713	Rk	R
3414	f29r	1	5056	q	0.667	rho	ρ
3415	f29r	1	5090	I	0.778	I	I
3416	f29r	1	5138	S	0.598	S	S
3417	f29r	1	5177	T	0.652	T	T
3418	f29r	1	5228	sq	0.761	a	-
3419	f29r	1	5277	arr	0.673	phi	C01
3420	f29r	1	5318	l	0.652	lam	C04
3421	f29r	1	5375	o	0.578	o	o
3422	f29r	1	5393	f	0.292	f	f
3423	f29r	1	5444	box	0.683	box	C09
3424	f29r	1	5506	psi	0.442	phi	C13
3425	f29r	1	5568	7	0.895	7	7
3426	f29r	1	5587	l	0.714	lam	C04
3427	f29r	1	5658	o	0.693	o	o
3428	f29r	1	5692	v	0.628	v	v
3429	f29r	1	5723	lam	0.675	n	C10
3430	f29r	1	5762	R	0.760	Rk	R
3431	f29r	1	5800	arr	0.816	phi	C01
3432	f29r	1	5850	rho	0.685	-	-
3433	f29r	1	5858	T	0.608	T	T
3434	f29r	1	5929	v	0.238	v	v
3435	f29r	1	5958	lam	0.572	lam	C10
3436	f29r	1	5990	rho	0.634	rho	ρ
3437	f29r	1	6071	psi	0.627	phi|phi	C13|C13
3438	f29r	1	6127	v	0.741	v|v	v|v
3439	f29r	1	6153	arr	0.737	phi|phi	C01|C01
3440	f29r	1	6228	o	0.324	-	o|o
3441	f29r	1	6265	E	0.894	oe|oe	E|E
3442	f29r	1	6299	q	0.231	rho|rho	ρ|ρ
3443	f29r	1	6328	db	0.246	dag|dag	C11|C11
3444	f29r	1	6376	arr	0.696	phi|phi	C01|C01
3445	f29r	1	6453	q	0.709	rho|rho	ρ|ρ
3446	f29r	1	6497	psi	0.424	phi|phi	C13|C13
3447	f29r	1	6561	box	0.630	box|box	C09|C09
3448	f29r	1	6625	X	0.841	x|x	x|x
3449	f29r	1	6655	f	0.291	f|f	f|f
3450	f29r	1	6712	n	0.593	n	n
3451	f29r	1	6756	v	0.596	v	v
3452	f29r	1	6797	o	0.746	o	o
3453	f29r	1	6811	f	0.382	f	f
3454	f29r	1	6879	l	0.677	lam	C04
3455	f29r	1	6912	db	0.346	dag	C11
3456	f29r	1	6971	R	0.732	Rk	R
3457	f29r	1	7006	z	0.472	z	z
3458	f29r	1	7057	I	0.558	I	I
3459	f29r	1	7122	six	0.730	Co	G
3460	f29r	1	7188	psi	0.313	phi	C13
3461	f29r	1	7236	lam	0.794	lam	C10
3462	f29r	1	7293	T	0.608	T	T
3463	f29r	1	7331	o	0.751	o	o
3464	f29r	1	7361	arr	0.596	phi	C01
3465	f29r	1	7426	S	0.814	S	s
3466	f29r	1	7454	db	0.370	dag	C11
3467	f29r	1	7505	arr	0.763	phi	C01
3468	f29r	1	7585	7	0.575	7	7
3469	f29r	1	7622	l	0.724	lam	C04
3470	f29r	1	7686	R	0.648	Rk	R
3471	f29r	1	7711	f	0.158	f	f
3472	f29r	1	7774	db	1.132	z	7
3473	f29r	2	5009	o	0.768	o	o
3474	f29r	2	5040	arr	0.591	phi	C01
3475	f29r	2	5102	S	0.790	S	s
3476	f29r	2	5134	db	0.314	dag	C11
3477	f29r	2	5190	psi	0.639	phi	C13
3478	f29r	2	5257	q	0.580	rho	ρ
3479	f29r	2	5299	7	0.422	7	7
3480	f29r	2	5347	l	0.393	lam	C04
3481	f29r	2	5399	arr	0.840	phi	C01
3482	f29r	2	5455	o	0.765	o	o
3483	f29r	2	5466	f	0.878	f	f
3484	f29r	2	5525	l	0.253	lam	C04
3485	f29r	2	5571	psi	0.208	phi	C13
3486	f29r	2	5629	S	0.320	S	S
3487	f29r	2	5672	I	0.388	I	I
3488	f29r	2	5717	rho	0.751	rho	ρ
3489	f29r	2	5753	L	0.796	x	x
3490	f29r	2	5844	th	0.652	theta	C19
3491	f29r	2	5882	o	0.861	o	o
3492	f29r	2	5918	l	0.783	lam	C04
3493	f29r	2	5945	ankh	0.887	rho	-
