id	status	record_type	holder_raw	city	shelfmark_code	date_range	cleartext_lang	plaintext_lang	number_of_pages	source_page	ours_hit	bourdeau_hit	aymeloglu_hit	held_by
3680	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 188.	Paris	BNF_Français_3029_188	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3679	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 186.	Paris	BNF_Français_3029_186	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3678	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 182.	Paris	BNF_Français_3029_182	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3677	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 176.	Paris	BNF_Français_3029_176	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3676	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 174.	Paris	BNF_Français_3029_174	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3675	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 172.	Paris	BNF_Français_3029_172	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3674	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 168.	Paris	BNF_Français_3029_168	1530 - 1540		French?	1	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3673	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 166.	Paris	BNF_Français_3029_166	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3672	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3022 fol. 164.	Paris	BNF_Français_3029_164	1530 - 1540		French?	2	11	catalog	fr3029[already solved];fr3029f134[read];vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
3671	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 162.	Paris	BNF_Français_3029_162	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3670	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 134-135.	Paris	BNF_Français_3029_134-135	1530 - 1540		French?	3	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3669	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 105.	Paris	BNF_Français_3029_105	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3668	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 102-103.	Paris	BNF_Français_3029_102-103	1530 - 1540		French?	3	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3667	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 100.	Paris	BNF_Français_3029_100	1530 - 1540		French?	2	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3666	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3029 fol. 67.	Paris	BNF_Français_3029_67	1530 - 1540		French?	1	11		fr3029[already solved];fr3029f134[read]		bourdeau:fr3029
3663	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3022 fol. 39.	Paris	BNF_Français_3022_39	1520 - 1530	Spanish		2	11	catalog	vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
3662	Non-decrypted	Cipher	Paris ,Bibliotheque nationale de France (BnF), Français 3022 fol. 20.	Paris	BNF_Français_3022_20	1520 - 1530	Spanish		2	12	catalog	vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
3026	Non-decrypted	Cipher	London ,British Library, Add MS 4136 f 100-101.	London	BL_Add_MS_4136_100-101	1560 - 1560			2	12	catalog;queue;sp77-nicholas-1659	coligny1563[already solved];foix1563[read in part];lomer1563[already solved];middelmore1563[already solved];norreys1567[read in part];percy1559[not read];smith1562[read];throck1560[already solved];throckmorton[already solved];wod1568[read in part]	CATALOGUE.md;moray-1568/README.md	ours:catalog
2972	Non-decrypted	Cipher	London ,British Library, Add MS 32305 f 22-23.	London	BL_Add_MS_32305_022-023	1745 -			4	12	fr2980-gramont;queue	bl32305[not read]		ours:fr2980-gramont
2970	Non-decrypted	Cipher	London ,	London	BL_Add_MS_32305_014-017	1742 - 1742			5	12	fr2980-gramont;queue	bl32305[not read]		ours:fr2980-gramont
2968	Non-decrypted	Cipher	London ,British Library, Add MS 32305 f 11-12.	London	BL_Add_MS_32305_011-012	1742 - 1742			4	12	fr2980-gramont;queue	bl32305[not read]		ours:fr2980-gramont
2877	Non-decrypted	Cipher	New Haven ,Beinecke Rare Book and Manuscript Library, Mellon MS 29	New Haven	Yale_Beinecke_ Mellon_MS_29_Lumen_luminum	1525 - 1525	Latin		68	12		mellon29[not read]		bourdeau:mellon29
2876	Non-decrypted	Cipher	Heidelberg ,Universitätsbibliothek Heidelberg, Cod. Pal. germ. 597	Heidelberg	Codex_Palatinus_Germanicus_597	1426 - 1426			85	12		heidelberg597[already solved]		bourdeau:heidelberg597
2873	Non-decrypted	Cipher	New Haven ,Beinecke Rare Book and Manuscript Library, Mellon MS 136	New Haven	Yale_Beinecke_Mellon_MS_136	1798 - 1798	German, Hebrew, Latin		129	12		mellon136[read]		bourdeau:mellon136
2870	Non-decrypted	Cipher	New Haven ,Beinecke Rare Book and Manuscript Library, Osborn fc37 Box 03, Folder 10	New Haven	Yale_Beinecke_ OSB_fc37_box03_folder10	1699 - 1700	English		2	12	queue			ours:queue
2868	Non-decrypted	Cipher	New Haven ,Beinecke Rare Book and Manuscript Library, Osborn fc37 Box 03, Folder 02	New Haven	Yale_Beinecke_ OSB_fc37_box03_folder02	1700 - 1700	English		2	12	queue			ours:queue
2864	Non-decrypted	Cipher	New Haven ,Beinecke Rare Book and Manuscript Library, Osborn fc37 Box 08, Folder 40	New Haven	Yale_Beinecke_ OSB_fc37_box08_folder40	1702 - 1702	English		7	12	queue	stepney[offline only]		ours:queue
2789	Non-decrypted	Cipher	,		Charles_IX_to_Philibert_du_Croc	1550 - 1574		probably French	2	12		charlesixducroc[already solved]		bourdeau:charlesixducroc
2788	Non-decrypted	Cipher	,		Catherine_de_Medicis_to_Philibert_du_Croc	1567 - 1567	French	probably French	1	12				none
2754	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Baluze 156, f.157-158	Paris	BnF_Baluze156_f157	1636 -	French	probably French	1	12				none
2753	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Baluze 156, f.39-41	Paris	BnF_Baluze156_f40	1637 -		French or Italian?	1	12	bl-farnese-cipher	louis1615[already solved]		ours:bl-farnese-cipher
2748	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Baluze 155, f.79-80	Paris	BnF_Baluze155_f79	1631 -	French	probably French	1	12		louis1615[already solved]		bourdeau:louis1615
2734	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Melanges de Colbert 172, f.23-25	Paris	BnF_Mel172_f23	1673 -	French	probably French	1	12		colbert[not read]		bourdeau:colbert
2733	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Melanges de Colbert 168bis, f.553-554	Paris	BnF_Mel168bis_f553	1674 -	French	probably French	2	12		colbert[not read]		bourdeau:colbert
2678	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Melanges de Colbert 127, f.349-350	Paris	BnF_Mel127_f349	1665 - 1665	French	probably French	1	12				none
2322	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3081, f.41-42	Paris	BnF_fr3081_f41	1520 - 1530		French or Italian?	2	12		marechaux1520[read]		bourdeau:marechaux1520
2295	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 2988, f.9-11	Paris	BnF_fr2988_f09	1520 - 1540		Italian?	4	12	catalog;queue	sp53[not read];superscript[offline only]		ours:catalog
2294	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 2988, f.2	Paris	BnF_fr2988_f02	1520 - 1540		Italian?	2	12	catalog;queue	sp53[not read];superscript[offline only]		ours:catalog
2293	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3019, f.73-74	Paris	BnF_fr3019_f73	-		probably Italian	3	12	catalog;clair1161-avis-flandre-1688;fr2980-gramont;queue	gramont1529[read];selve1535[read in part]		ours:catalog
2292	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3022, f.44-47	Paris	BnF_fr3022_f44	1528 -	Italian	probably Italian	6	12	catalog	vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
2291	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3022, f.40-43, 39	Paris	BnF_fr3022_f40	1527 -	Spanish	probably Spanish	7	12	catalog	vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
2290	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3022, f.26-28	Paris	BnF_fr3022_f26	1527 -	Spanish	probably Spanish	4	12	catalog	vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
2289	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3022	Paris	BnF_fr3022_f16	1527 - 1527	Spanish	probably Spanish	3	12	catalog	vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
2288	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3022, f.12-15	Paris	BnF_fr3022_f12	1527 -	Spanish	probably Spanish	2	12	catalog	vasto1527[read in part]	catalogue/decode-ranked.md	ours:catalog
2287	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Clairambault 328, f.291-293	Paris	BnF_Clair328_f291	1528 -	French	probably French	1	12	queue			ours:queue
2285	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Clairambault 325, f.84	Paris	BnF_Clair325_f84	1526 -	French	probably French	1	12	clairambault351-paliano;queue	bayard1526[not read]		ours:clairambault351-paliano
2281	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Cinq Cents de Colbert 33, f.539-540	Paris	BnF_500Colbert33_f539	1594 -	French	probably French	1	12		joyeuse[not read]		bourdeau:joyeuse
2276	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 20974, p.1-3	Paris	BnF_fr20974_p1	1556 - 1556		Probably French	3	12	clair349-este-guise-1556;queue	r2276[read in part]		ours:clair349-este-guise-1556
2242	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Koning Willem I, inventarisnummer XVIII-3.	The Hague	KHA_A35_KWI_inr.XVIII-3_Prince_Frederick_to_ Heredary_Prince_1795-05-07	1795 -	Dutch	Dutch	4	12		r2242[read in part]		bourdeau:r2242
2239	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 337.	The Hague	KHA_A31_PWV_inr.337_hereditary_prince_to_Prince_William_V_1796-03-12	1796 -	French		3	12		fagel1804[not read];hereditary1796[read]		bourdeau:fagel1804
2238	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 337.	The Hague	KHA_A31_PWV_inr.337_Robert Fagel_to_His_Highness_1804-06-18	1804 -	French		3	12		fagel1804[not read]		bourdeau:fagel1804
2236	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 337.	The Hague	KHA_A31_PWV_inr.337_hereditary_prince_to_Prince_William_V_without date	1795 - 1799	Dutch		4	12		fagel1804[not read];hereditary1796[read]		bourdeau:fagel1804
2234	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 339.	The Hague	KHA_A31_PWV_inr.339_cipher_origin_unknown_1796-08-17	1796 -	French		1	12		r2234[read]		bourdeau:r2234
2232	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Wilhelmina Prinses van Pruisen, inventarisnummer 192.	The Hague	KHA_A32_inr. 192_Wolff_to_Wilhelmina_of_ Prussia_1801-07-25	1801 -	French		3	12		r2232[read]	catalogue/decode-ranked.md	bourdeau:r2232
2227	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. alt. Fasc. ad. 27. f := 30-40.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_altad_27_030-040	1816 -	...		20	12		loeschnen1816[not a cipher]		bourdeau:loeschnen1816
2223	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. alt. Fasc. ad. 27. f := 3.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_altad_27_003	1686 - 1877	...		2	12				none
2222	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. alt. Fasc. ad. 27. f := 2.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_altad_27_002	1686 - 1877			2	12				none
2184	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. Fasc. 27. f := 64-67.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_27_064-067	1686 - 1877			8	12				none
2183	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. Fasc. 27. f := 60-63.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_27_060-063	1686 - 1877			8	12				none
2182	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. Fasc. 27. f := 59.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_27_059	1684 - 1684			2	12				none
2181	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. Fasc. 27. f := 57-58.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_27_057-058	1684 - 1684			4	12				none
2180	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. Fasc. 27. f := 55-56.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_27_055-056	1670 - 1679			3	12				none
2179	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. Fasc. 27. f := 54.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_27_054	1686 - 1877	...		1	12	catalog			ours:catalog
2159	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 20. Fasc. 27. f := 18-19.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_27_018-019	1686 - 1877	...		2	12	catalog	lucca[read]		ours:catalog
2131	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 3.01.26 (L.P. van de Spiegel), inventaris nummer 212	The Hague	NA_3.01.26_inr.212_F.G._ van__Dedem_to_ L.P._vande_Spiegel_1793-02-09	1793 -	Dutch		4	12	queue	dedem1788[not read]		ours:queue
2122	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 3.01.26 (L.P. van de Spiegel), inventaris nummer 212	The Hague	NA_3.01.26_inr.212_F.G._van_Dedem_to_L.P._vande_Spiegel_1789-01-15	1789 -	Dutch		2	12	queue	dedem1788[not read];roell1809[not read]		ours:queue
2120	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 3.01.26 (L.P. van de Spiegel), inventaris nummer 212	The Hague	NA_3.01.26_inr.212_F.G._van_Dedem_to_L.P.vande_Spiegel_1788-10-11	1788 -	Dutch		3	13	queue	dedem1788[not read]		ours:queue
2115	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 1.01.02 (Staten-Generaal), inventaris nummer 6894	The Hague	NA_1.01.02._SG_inr.6894_Cornelis_Haga__to_HHMo_1620-05-04	1620 -	Dutch		4	13		haga1620[read]		bourdeau:haga1620
2113	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 1.01.02 (Staten-Generaal), inventaris nummer 6894	The Hague	NA_1.01.02._SG_inr.6894_Cornelis_Haga__to_HHMo_1620-02-01	1620 -	Dutch		3	13		haga1620[read]		bourdeau:haga1620
2082	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inventarisnummer 201.	The Hague	KHA_A31_PWV_inr.201_J.H..Kauderbach_to_ August Wilhelm II_1755-08-15	1755 -	French		2	13		kauderbach1754[read]		bourdeau:kauderbach1754
2081	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inventarisnummer 201.	The Hague	KHA_A31_PWV_inr.201_J.H..Kauderbach_to_ August Wilhelm II_1755-08-12	1755 -	French		3	13		kauderbach1754[read]		bourdeau:kauderbach1754
2080	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inventarisnummer 201.	The Hague	KHA_A31_PWV_inr.201_J.H..Kauderbach_to_ August Wilhelm II_1755-07-22	1755 -	French		4	13		kauderbach1754[read]		bourdeau:kauderbach1754
2079	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inventarisnummer 201.	The Hague	KHA_A31_PWV_inr.201_J.H..Kauderbach_to_ August Wilhelm II_1755-07-08	1755 -	French		2	13		kauderbach1754[read]		bourdeau:kauderbach1754
2078	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inventarisnummer 201.	The Hague	KHA_A31_PWV_inr201__J.H.Kauderbach_to_King_of_Saxony_1754-12-24	1754 -	French		5	13		kauderbach1754[read]		bourdeau:kauderbach1754
2076	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3789, f.19-20	Paris	BnF_fr3789_f19	1610 -	French	probably French	1	13		breves1610[not read]		bourdeau:breves1610
2075	Non-decrypted	Cipher	Paris ,Bibliothèque nationale de France, Français 3789, f.17-18	Paris	BnF_fr3789_f17	1610 -	French	probably French	1	13		breves1610[not read]		bourdeau:breves1610
2067	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 192.	The Hague	KHA_A31_PWV_inr192___L.A._ d&lsquot;Affry_to_F.A._d&lsquot;Usson_1758-01-17	1758 -		French	2	13		affry1757[read in part]		bourdeau:affry1757
2034	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 1.02.13, (Legatie Rusland), inventory number 208	The Hague	NA_1.02.13_Legatie_Rusland_inr.208_L.Toulon__to_D.v.Hogendorp_1803-07-30	1803 -	Dutch		1	13	queue	toulon1803[offline only]		ours:queue
1959	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 201.	The Hague	KHA_A31_PWV_inr.201_J.H..Kauderbach_to_ August Wilhelm II_1758-08-05_	1758 -	French		2	13		kauderbach1754[read]		bourdeau:kauderbach1754
1958	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 201.	The Hague	KHA_A31_PWV_inr.201_J.H..Kauderbach_to_ August Wilhelm II_1755-06-20	1755 -	French		2	13		kauderbach1754[read]		bourdeau:kauderbach1754
1957	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 198.	The Hague	KHA_A31_PWV_inr198__Frederick_the_Great_to_Michell_1751-12-28(2)	1751 -	French		2	13	queue	michell1751[already solved]		ours:queue
1955	Non-decrypted	Cipher	Berlin ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 198.	Berlin	KHA_A31_PWV_inr198__Frederick_the_Great_to_Michell_1751-12-28(1)	1751 -	French		2	13		michell1751[already solved]		bourdeau:michell1751
1954	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 201.	The Hague	KHA_A31_PWV_inr201__J.H.Kauderbach_to_King_of_Saxony_1756-03-16	1756 -	French		4	13		kauderbach1754[read]		bourdeau:kauderbach1754
1953	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 196.	The Hague	KHA_A31_PWV_inr196__W.B.vonderHellen_to_King_of_Prussia_1752-01-04_	1752 -	French		3	13		hellen1752[not read];michell1751[already solved]		bourdeau:hellen1752
1944	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 02.01.08., Ministerie van Buitenlandse Zaken, 1796-1810, inv. nr. 257	The Hague	NA_2.01.08_BuZa1796-1810_inr257_ Bourdeaux_to_Agent_van_Staat_1801-01-31	1801 -	Dutch		2	13	queue	R1944[already solved];toulon1803[offline only]		ours:queue
1942	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 02.01.08., Ministerie van Buitenlandse Zaken, 1796-1810, inv. nr. 318	The Hague	NA_2.01.08_BuZa1796-1810_inr318_ D.vanHogendorp_to_M.vanderGoes_1803-07-05	1803 -	Dutch		2	13		R1942[already solved];toulon1803[offline only]		bourdeau:R1942
1895	Non-decrypted	Cipher	The Hague ,Nationaal Archief, 02.01.08. Ministerie van Buitenlandse Zaken, 1796-1810, inv. nr. 346	The Hague	NA_2.01.08_BuZa1796-1810_invnr_346_F.G. _van_Dedem_to_Agent_van_Staat_1799-08-26	1799 -	Dutch		4	13	queue	dedem1788[not read]		ours:queue
1894	Non-decrypted	Cipher	Paris ,Bibliotheque National Ancien Fonds inv.nr. 2988	Paris	BNdF__AncienFonds_invnr.2988ff9-11	1520 - 1529		Italian	4	13		vasto1527[read in part]		bourdeau:vasto1527
1893	Non-decrypted	Cipher	The Hague ,Nationaal Archief, i.01.02 (Staten-Generaal), inventaris nummer 6695	The Hague	NA_1.01.02._SG_inr.6695_A.W._van_Reede__to_Secret_Committee_1793-03-24	1793 -	Dutch		4	13		vanreede1787[read in part]		bourdeau:vanreede1787
1892	Non-decrypted	Cipher	The Hague ,Koninklijk Huisarchief (KHA), Prins Willem V, inv.nr. 339.	The Hague	KHA_A31_PWV_inv.nr._339_cipher_origin_unknown	1795 - 1799	Dutch and French	Dutch and French	2	13		r1892[read in part];r2242[read in part]		bourdeau:r1892
1890	Non-decrypted	Cipher	Brussels ,Algemeen Rijksarchief, Sécretairerie d&lsquot;État Allemande, inv.nr. 540	Brussels	ARA_Brus_SEA_inr.540_1640-02-22_Ferdinand III_to_ Cardinal-Infant_Ferdinand	1640 -	Latin		2	13	catalog		README.md;TARGETS.md;ferdinand-1635-1640/README.md;ferdinand-1635-1640/sources/README.md;ferdinand-1635-1640/transcriptions/README.md	ours:catalog
1889	Non-decrypted	Cipher	Brussels ,Algemeen Rijksarchief, Sécretairerie d&lsquot;État Allemande, inv.nr. 540	Brussels	ARA_Brus_SEA_inr.540_1635-11-16_ Cardinal-Infant_Ferdinand_to_Emperor_FerdinandIII	1635 -	Latin		2	13	catalog		README.md;TARGETS.md;cipherkit/README.md;ferdinand-1635-1640/README.md;ferdinand-1635-1640/sources/README.md;ferdinand-1635-1640/transcriptions/README.md	ours:catalog
1887	Non-decrypted	Cipher	Brussels ,Algemeen Rijksarchief, Sécretairerie d&lsquot;État Allemande, inv.nr. 540	Brussels	ARA_Brus_SEA_inr.540_1634-10-28_Ferdinand III_to_ Cardinal-Infant_Ferdinand	1634 -	Latin	Latin	4	13	catalog		README.md;TARGETS.md;ferdinand-1634/README.md	ours:catalog
1876	Non-decrypted	Cipher	New Haven ,Beinecke Rare Book & Manuscript Library, MS 408	New Haven	Voynich Manuscript	1400 - 1599			205	13				none
1875	Non-decrypted	Cipher	Venice ,State Archives of Venice, IT ASVe 0045 010 (Serie) Busta 30 f 178.	Venice	SAV_IT_ASVe_B30_178	1761 -	Italian		5	13		r1862[read];r1871[already solved];r1874[already solved];r1875[already solved]		bourdeau:r1862
1874	Non-decrypted	Cipher	Venice ,State Archives of Venice, IT ASVe 0045 010 (Serie) Busta 30 f 174.	Venice	SAV_IT_ASVe_B30_174	-	Italian		14	13		r1862[read];r1871[already solved];r1874[already solved];r1875[already solved]		bourdeau:r1862
1873	Non-decrypted	Cipher	Venice ,State Archives of Venice, IT ASVe 0045 010 (Serie) Busta 30 f 4-6.	Venice	SAV_IT_ASVe_B30_4-6	1558 -	Italian		5	13		r1862[read];r1871[already solved];r1874[already solved];r1875[already solved]		bourdeau:r1862
1871	Non-decrypted	Cipher	Venice ,State Archives of Venice, IT ASVe 0045 010 (Serie) Busta 30 f 4.	Venice	SAV_IT_ASVe_B30_4	1555 - 1555	Italian		1	13		r1862[read];r1871[already solved];r1874[already solved];r1875[already solved]		bourdeau:r1862
1862	Non-decrypted	Cipher	Venice ,State Archives of Venice, IT ASVe 0045 010 (Serie) Busta 27 f 354.	Venice	SAV_IT_ASVe_B27_354	1628 -	Italian		4	13		r1862[read];r1874[already solved]		bourdeau:r1862
1818	Non-decrypted	Cipher	Umeå ,Folkrörelsearkivet i Västerbotten	Umeå	Sami	-			2	13		r1818[not read]		bourdeau:r1818
1579	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-,Hof- und Staatsarchiv,Familienkorrespondenz, A, Karton 11,	Vienna	ÖStA_HHStA_Familycorrespondence_A_box11_ FerdinandIII_to Leopold Wilhelm_1640-07-20	1640 -	German		4	13	catalog			ours:catalog
1470	Non-decrypted	Cipher	The Hague ,Nationaal Archief, legatie Turkije, inv.nr. 804.	The Hague	NA_1.02.04_legatie_Turkije_inr._804_W.T._Roell_to_F.G._van_Dedem_van_Gelder_1809_02-09-2	1809 -	French		6	13		roell1809[not read]		bourdeau:roell1809
1469	Non-decrypted	Cipher	The Hague ,Nationaal Archief, legatie Turkije, inv.nr. 804.	The Hague	NA_1.02.04_legatie_Turkije_inr._804_W.T._Roell_to_F.G._van_Dedem_van_Gelder_1809_02-09-1	1809 -	French		7	13		roell1809[not read]		bourdeau:roell1809
1410	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 14. Fasc. 20. f 181.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_20_kt14_181	1600 - 1799			2	13				none
1408	Non-decrypted	Cipher	Vienna ,Österreichisches Staatsarchiv, Haus-, Hof- und Staatsarchiv, Staatskanzlei Interiora, Chiffrenschlüssel, Kt. 14. Fasc. 20. f 176.	Vienna	ÖStA_HHStA_Stk_Int_Chiffrenschlüssel_fasc_20_kt14_176	1600 - 1799			1	13	catalog	warsaw[read]		ours:catalog
