line	pos	group	conf	gloss
BLA190_p5_L03	7	941	H	r
BLA190_p5_L04	1	659	H	l'
BLA190_p5_L04	2	111	H	autre
BLA190_p5_L04	3	592	H	fo-
BLA190_p5_L04	4	1143	H	u-
BLA190_p5_L04	5	941	H	r
BLA190_p5_L04	6	1250	H	
BLA190_p5_L04	7	580	H	ge
BLA190_p5_L05	1	26	H	ai
BLA190_p5_L05	2	974	H	repondu
BLA190_p5_L05	3	926	H	que
BLA190_p5_L05	4	759	H	non
BLA190_p5_L05	5	846	M	garecque
BLA190_p5_L06	1	756	H	ne
BLA190_p5_L06	2	1038	H	scavoi-
BLA190_p5_L06	3	1013	H	s
BLA190_p5_L06	4	922	H	qu'
BLA190_p5_L06	5	399	H	ecrire
BLA190_p5_L06	6	1243	H	
BLA190_p5_L06	7	588	H	il
BLA190_p5_L06	8	18	H	a
BLA190_p5_L06	9	109	H	aussitot
BLA190_p5_L06	10	943	H	re-
BLA190_p5_L06	11	900	H	pris
BLA190_p5_L06	12	926	H	que
BLA190_p5_L06	13	560	H	je
BLA190_p5_L06	14	474	H	fais-
BLA190_p5_L07	1	791	H	-sois
BLA190_p5_L07	2	137	H	bien
BLA190_p5_L07	3	910	H	puisque
BLA190_p5_L08	1	756	H	ne
BLA190_p5_L08	2	833	H	point
BLA190_p5_L08	3	970	H	rencontre-
BLA190_p5_L08	4	941	H	r
BLA190_p5_L08	5	661	H	le
BLA190_p5_L08	6	1182	H	vray
BLA190_p5_L08	7	435	H	etat
BLA190_p5_L08	8	282	H	des
BLA190_p5_L08	9	53	H	affaire-
BLA190_p5_L08	10	1012	H	s
BLA190_p5_L08	11	757	H	ni
BLA190_p5_L08	12	661	H	le
BLA190_p5_L08	13	331	H	dessein
BLA190_p5_L09	1	1261	M	a
BLA190_p5_L09	2	18	H	quoy
BLA190_p5_L09	3	926	H	je
BLA190_p5_L09	4	580	H	dit
BLA190_p5_L09	5	345	H	
BLA190_p5_L10	1	163	H	ce
BLA190_p5_L10	2	753	H	n'
BLA190_p5_L10	3	386	H	est-
BLA190_p5_L10	4	792	H	oit
BLA190_p5_L10	5	824	H	pas
BLA190_p5_L10	6	691	H	ma
BLA190_p5_L10	7	477	H	faute
BLA190_p5_L11	1	926	H	que
BLA190_p5_L11	2	691	H	ma
BLA190_p5_L11	3	140	H	bonne
BLA190_p5_L11	4	613	H	inclination
BLA190_p5_L12	1	695	H	me
BLA190_p5_L12	2	971	H	rendre
BLA190_p5_L12	3	390	H	ex-
BLA190_p5_L12	4	174	H	ou-
BLA190_p5_L12	5	1014	H	sa-
BLA190_p5_L12	6	130	H	ble
BLA190_p5_L12	7	387	H	et
BLA190_p5_L12	8	922	H	qu'
BLA190_p5_L12	9	381	H	en
BLA190_p5_L12	10	1114	H	tout
BLA190_p5_L12	11	133	H	cas
BLA190_p5_L12	12	575	H	Il
BLA190_p5_L13	1	26	H	ai-
BLA190_p5_L13	2	701	H	mo-
BLA190_p5_L13	3	594	H	oit
BLA190_p5_L13	4	732	H	mieux
BLA190_p5_L13	5	1154	H	vous
BLA190_p5_L13	6	694	H	oran-
BLA190_p5_L13	7	281	H	der
BLA190_p5_L14	1	867	H	pense-
BLA190_p5_L14	2	385	H	es
BLA190_p5_L14	3	18	H	a
BLA190_p5_L14	4	1154	H	vous
BLA190_p5_L14	5	928	H	qui
BLA190_p5_L14	6	113	H	ayant
BLA190_p5_L14	7	278	H	de
BLA190_p5_L14	8	659	H	l'
BLA190_p5_L14	9	54	H	affection
BLA190_p5_L14	10	835	H	pour
BLA190_p5_L14	11	702	H	moi
BLA190_p5_L14	12	1121	H	tache-
BLA190_p5_L14	13	942	H	ri-
BLA190_p5_L15	1	385	H	-est
BLA190_p5_L15	2	278	H	de
BLA190_p5_L15	3	473	H	faire
BLA190_p5_L15	4	1158	H	valoir
BLA190_p5_L15	5	691	H	ma
BLA190_p5_L15	6	140	H	bonne
BLA190_p5_L15	7	425	H	envie
BLA190_p5_L15	8	1250	H	
BLA190_p5_L15	9	157	H	c'
BLA190_p5_L15	10	386	H	est
BLA190_p5_L15	11	600	H	icy
BLA190_p5_L15	12	802	H	ou
BLA190_p5_L16	1	588	H	il
BLA190_p5_L16	2	690	H	m'
BLA190_p5_L16	3	18	H	a
BLA190_p5_L16	4	1033	H	sur-
BLA190_p5_L16	5	900	H	pris
BLA190_p5_L16	6	381	H	on
BLA190_p5_L16	7	695	H	me
BLA190_p5_L16	8	346	H	quant
BLA190_p5_L16	9	926	H	que
BLA190_p5_L16	10	580	H	je
BLA190_p5_L16	11	900	H	pris
BLA190_p5_L16	12	520	H	garde
BLA190_p5_L17	1	18	H	a
BLA190_p5_L17	2	1154	H	vous
BLA190_p5_L17	3	399	H	ecrire
BLA190_p5_L17	4	162	H	car
BLA190_p5_L17	5	1176	H	votre
BLA190_p5_L17	6	532	H	gouvernement
BLA190_p5_L17	7	1121	H	tache-
BLA190_p5_L17	8	792	H	oit
BLA190_p5_L17	9	18	H	a
BLA190_p5_L17	10	307	H	decouvir
BLA190_p5_L17	11	192	H	certain-
BLA190_p5_L17	12	369	H	e
BLA190_p5_L17	13	256	H	Correspondance
BLA190_p5_L17	14	928	H	que
BLA190_p5_L18	1	756	H	ne
BLA190_p5_L19	1	829	H	qu'
BLA190_p5_L19	2	26	H	ai-
BLA190_p5_L19	3	1022	H	so-
BLA190_p5_L19	4	595	H	it
BLA190_p5_L19	5	833	H	point
BLA190_p5_L20	1	791	H	c'est
BLA190_p5_L20	2	597	H	jalouse
BLA190_p5_L20	3	563	H	humeur
BLA190_p5_L20	4	928	H	qui
