line	pos	group	conf	alt	rule	gloss
BLA190_p5_L17	6	532	H		agree	gouvernement
BLA190_p5_L17	7	1121	H		agree	tache
BLA190_p5_L17	8	792	H		agree	oit
BLA190_p5_L17	9	18	H		agree	a
BLA190_p5_L17	10	307	H		agree	decouvrir
BLA190_p5_L17	11	192	H		agree	certain
BLA190_p5_L17	12	369	H		agree	e
BLA190_p5_L17	13	256	H		agree	correspondance
BLA190_p5_L17	14	928	H		agree	que
BLA190_p5_L18	1	756	H		agree	ne
BLA190_p5_L19	1	829	H		agree	je
BLA190_p5_L19	2	26	H		agree	ai
BLA190_p5_L19	3	1022	H		agree	so
BLA190_p5_L19	4	595	H		agree	it
BLA190_p5_L19	5	833	H		agree	point
BLA190_p5_L20	1	291	M	B:791	undecided	c'est
BLA190_p5_L20	2	597	H		agree	jalouse
BLA190_p5_L20	3	563	H		agree	humeur
BLA190_p5_L20	4	928	H		agree	qui
BLA190_p6_L01	1	387	H		agree	et
BLA190_p6_L01	2	922	H		agree	que
BLA190_p6_L01	3	38	H		agree	au
BLA190_p6_L01	4	674	H		agree	lieu
BLA190_p6_L01	5	278	H		agree	de
BLA190_p6_L01	6	271	H		agree	d'
BLA190_p6_L01	7	406	H		agree	employ
BLA190_p6_L01	8	384	H		agree	er
BLA190_p6_L01	9	28	H		agree	au
BLA190_p6_L01	10	157	M	B:131	undecided	
BLA190_p6_L01	11	909	H		agree	public
BLA190_p6_L01	12	659	H		agree	l'
BLA190_p6_L02	1	43	H		agree	acces
BLA190_p6_L02	2	929	H		agree	quil
BLA190_p6_L02	3	695	H		agree	me
BLA190_p6_L02	4	1150	H		agree	vo
BLA190_p6_L02	5	595	H		agree	it
BLA190_p6_L02	6	67	H	65	key-consistent	avoir
BLA190_p6_L02	7	106	H	186	key-consistent	auprez
BLA190_p6_L02	8	278	H		agree	de
BLA190_p6_L02	9	737	H		agree	monsieur
BLA190_p6_L02	10	822	H		agree	pa
BLA190_p6_L02	11	1109	H		agree	ti
BLA190_p6_L02	12	506	H		agree	g
BLA190_p6_L03	1	758	H		agree	no
BLA190_p6_L04	1	1020	H		agree	si
BLA190_p6_L04	2	580	H		agree	je
BLA190_p6_L04	3	842	H		agree	puis
BLA190_p6_L04	4	169	H		agree	com
BLA190_p6_L04	5	821	H		agree	p
BLA190_p6_L04	6	1107	M		agree-flagged	ter
BLA190_p6_L04	7	1033	H		agree	sur
BLA190_p6_L04	8	932	H		agree	quelque
BLA190_p6_L04	9	34	H		agree	ar
BLA190_p6_L04	10	508	H		agree	ge
BLA190_p6_L04	11	754	H		agree-flagged,key-consistent	n
BLA190_p6_L05	1	1099	H		agree	t
BLA190_p6_L05	2	278	H		agree	de
BLA190_p6_L05	3	1176	H		agree	votre
BLA190_p6_L05	4	851	H		agree	part
BLA190_p6_L05	5	823	H		agree	par
BLA190_p6_L05	6	54	H		agree	affection
BLA190_p6_L05	7	381	H		agree-flagged,key-consistent	en
BLA190_p6_L05	8	113	H		agree	ayant
BLA190_p6_L05	9	533	H		agree	grand
BLA190_p6_L05	10	136	H		agree	besoin
BLA190_p6_L05	11	588	H		agree	il
BLA190_p6_L06	1	756	H		agree	ne
BLA190_p6_L06	2	1017	H		agree	se
BLA190_p6_L06	3	942	H		agree	ra
BLA190_p6_L06	4	833	H		agree	point
BLA190_p6_L06	5	869	H		agree	perdu
BLA190_p6_L06	6	719	H		agree	marque
BLA190_p6_L06	7	1013	H		agree	s
BLA190_p6_L06	8	702	H		agree-flagged,key-consistent	moi
BLA190_p6_L06	9	1033	H		agree	sur
BLA190_p6_L06	10	928	H		agree	qui
BLA190_p6_L06	11	580	H		agree	se
BLA190_p6_L07	1	842	H		agree	puis
BLA190_p6_L07	2	1109	H		agree	ti
BLA190_p6_L07	3	943	H		agree	ve
BLA190_p6_L07	4	941	H		agree	r
BLA190_p6_L07	5	38	H		agree	au
BLA190_p6_L07	6	880	H		agree	plustot
BLA191_p5_L01	1	659	H		agree	
BLA191_p5_L01	2	805	H		agree	
BLA191_p5_L01	3	926	H		agree	
BLA191_p5_L01	4	580	H		agree	
BLA191_p5_L01	5	1154	H		agree	
BLA191_p5_L01	6	26	H		agree	
BLA191_p5_L01	7	697	H	B:697	image:69> =697	
BLA191_p5_L01	8	665	H		agree	
BLA191_p5_L01	9	941	M		image:final stroke reads 1 not >;passes both 947	
BLA191_p5_L01	10	270	H	B:270	image:2>0 =270	
BLA191_p5_L01	11	386	M	B:786	image:first digit overwritten, bold 3 over another figure	
BLA191_p5_L02	1	137	H		image:13> =137;passes both 135	
BLA191_p5_L02	2	533	H		agree	
BLA191_p5_L02	3	369	H		agree	
BLA191_p5_L02	4	835	H		agree	
BLA191_p5_L02	5	1176	H		agree	
BLA191_p5_L02	6	672	H		agree	
BLA191_p5_L02	7	289	H		agree	
BLA191_p5_L02	8	6	H		agree	
BLA191_p5_L02	9	575	H		agree	
BLA191_p5_L02	10	1201	H		agree	
BLA191_p5_L02	11	26	H		agree	
BLA191_p5_L03	1	924	H		agree	
BLA191_p5_L03	2	163	H		agree	
BLA191_p5_L03	3	1210	H		agree	
BLA191_p5_L03	4	278	H		agree	
BLA191_p5_L03	5	689	H		agree	
BLA191_p5_L03	6	34	H		agree	
BLA191_p5_L03	7	1013	H		agree	
BLA191_p5_L03	8	18	H		agree	
BLA191_p5_L03	9	660	H		agree	
BLA191_p5_L03	10	892	H		agree	
BLA191_p5_L03	11	369	H		agree	
BLA191_p5_L04	1	21	H		agree	
BLA191_p5_L04	2	945	H		agree	
BLA191_p5_L04	3	1017	H		image:101>	
BLA191_p5_L04	4	1250	H		agree	
BLA191_p5_L04	5	924	H		agree	
BLA191_p5_L04	6	1154	H		agree	
BLA191_p5_L04	7	695	H		agree	
BLA191_p5_L04	8	460	H		agree	
BLA191_p5_L04	9	945	H		agree	
BLA191_p5_L04	10	1038	H		agree	
BLA191_p5_L05	1	208	H		agree	
BLA191_p5_L05	2	580	H		agree	
BLA191_p5_L05	3	285	H		agree	
BLA191_p5_L05	4	594	H		agree	
BLA191_p5_L05	5	58	H		agree	
BLA191_p5_L05	6	84	H		agree	
BLA191_p5_L05	7	661	H		agree	
BLA191_p5_L05	8	278	H		image:2>8 =278;passes both 258	
BLA191_p5_L05	9	823	H		agree	
BLA191_p5_L05	10	1099	M		image:second figure small, reads 0;passA 1899 out of range	
BLA191_p5_L05	11	289	H		agree	
BLA191_p5_L06	1	214	M	B:274	image:middle glyph 1 or 7;passB 274	
BLA191_p5_L06	2	162	H		agree	
BLA191_p5_L06	3	737	H		image:clear	
BLA191_p5_L06	4	647	H		image:clear	
BLA191_p5_L06	5	756	H		image:clear	
BLA191_p5_L06	6	690	H		agree	
BLA191_p5_L06	7	65	H		agree	
BLA191_p5_L06	8	692	H		agree	
BLA191_p5_L06	9	588	H		agree	
BLA191_p5_L06	10	754	H		image:clear	
BLA191_p5_L06	11	18	H		agree	
BLA191_p5_L07	1	100	H		agree	
BLA191_p5_L07	2	816	H		agree	
BLA191_p5_L07	3	282	H		agree	
BLA191_p5_L07	4	1019	H		agree	
BLA191_p5_L07	5	711	H		agree	
BLA191_p5_L07	6	1013	H		agree	
BLA191_p5_L07	7	835	H		agree	
BLA191_p5_L07	8	702	H		agree	
BLA191_p5_L07	9	937	M		image:93) final glyph as in 186 p3 737;passes both 933	
BLA191_p5_L07	10	275	H		image:clear	
BLA191_p5_L07	11	659	H		agree	
BLA191_p5_L08	1	53	H		agree	
BLA191_p5_L08	2	824	H		agree	
BLA191_p5_L08	3	1017	H		image:clear	
BLA191_p5_L08	4	369	H		agree	
BLA191_p5_L08	5	580	H		agree	
BLA191_p5_L08	6	666	H		agree	
BLA191_p5_L08	7	576	H		image:clear	
BLA191_p5_L08	8	26	H		agree	
BLA191_p5_L08	9	461	H		agree	
BLA191_p5_L08	10	1118	H		agree	
BLA191_p5_L08	11	122	H		agree	
BLA191_p5_L09	1	1052	H		image:line eye-checked clear	
BLA191_p5_L09	2	163	H		image:line eye-checked clear	
BLA191_p5_L09	3	1016	H		image:line eye-checked clear	
BLA191_p5_L09	4	929	H		image:line eye-checked clear	
BLA191_p5_L09	5	690	H		image:line eye-checked clear	
BLA191_p5_L09	6	26	H		image:line eye-checked clear	
BLA191_p5_L09	7	1099	H		image:line eye-checked clear	
BLA191_p5_L09	8	599	H		image:line eye-checked clear	
BLA191_p5_L09	9	345	H		image:line eye-checked clear	
BLA191_p5_L09	10	163	H		image:line eye-checked clear	
BLA191_p5_L09	11	926	H		image:line eye-checked clear	
BLA191_p5_L10	1	580	H		image:line eye-checked clear	
BLA191_p5_L10	2	831	H		image:line eye-checked clear	
BLA191_p5_L10	3	1143	H		image:line eye-checked clear	
BLA191_p5_L10	4	1150	H		image:line eye-checked clear	
BLA191_p5_L10	5	594	H		image:line eye-checked clear	
BLA191_p5_L10	6	493	H		image:line eye-checked clear	
BLA191_p5_L10	7	835	H		image:line eye-checked clear	
BLA191_p5_L10	8	661	H		image:line eye-checked clear	
BLA191_p5_L10	9	732	H		image:line eye-checked clear	
BLA191_p5_L10	10	18	H		image:line eye-checked clear	
BLA191_p5_L10	11	659	H		image:line eye-checked clear	
BLA191_p5_L11	1	46	H		image:line eye-checked clear	
BLA191_p5_L11	2	836	H		image:line eye-checked clear	
BLA191_p5_L11	3	385	H		image:line eye-checked clear	
BLA191_p5_L11	4	575	H		image:line eye-checked clear	
BLA191_p5_L11	5	585	H		image:line eye-checked clear	
BLA191_p5_L11	6	758	H		image:line eye-checked clear	
BLA191_p5_L11	7	943	H		image:line eye-checked clear	
BLA191_p5_L11	8	1152	H		image:line eye-checked clear	
BLA191_p5_L11	9	623	H		image:line eye-checked clear	
BLA191_p5_L11	10	1013	H		image:line eye-checked clear	
BLA191_p5_L11	11	387	H	B:387	image:38> =387	
BLA191_p5_L12	1	580	H		image:line eye-checked clear	
BLA191_p5_L12	2	1018	M		agree-flagged	
BLA191_p5_L12	3	26	M		agree-flagged	
BLA191_p5_L12	4	591	M		agree-flagged	
BLA191_p5_L12	5	1185	M		agree-flagged	
BLA191_p5_L12	6	275	M		agree-flagged	
BLA191_p5_L12	7	659	M		agree-flagged	
BLA191_p5_L12	8	585	M		agree-flagged	
BLA191_p5_L12	9	758	M		agree-flagged	
BLA191_p5_L12	10	942	M		agree-flagged	
BLA191_p5_L12	11	754	M		agree-flagged	
BLA191_p5_L12	12	163	M		agree-flagged	
BLA191_p5_L13	1	694	H		agree	
BLA191_p5_L13	2	282	H		agree	
BLA191_p5_L13	3	702	H		image:clear	
BLA191_p5_L13	4	357	H	B:357	image:35> =357	
BLA191_p5_L13	5	932	H		agree	
BLA191_p5_L13	6	816	H		agree	
BLA191_p5_L13	7	835	H		agree	
BLA191_p5_L13	8	691	H		agree	
BLA191_p5_L13	9	222	H		agree	
BLA194_p1_L01	1	837	M	B:534	undecided	monsieur
BLA194_p1_L01	2	822	H		agree	raligno
BLA194_p1_L01	3	1109	H		agree	
BLA194_p1_L01	4	506	H		agree	
BLA194_p1_L01	5	758	H		agree	
BLA194_p1_L01	6	101	H		agree	avec
BLA194_p1_L01	7	928	H		agree	qui
BLA194_p1_L02	1	580	H		agree	le
BLA194_p1_L02	2	1032	H		agree	fu
BLA194_p1_L02	3	594	H		agree	is
BLA194_p1_L02	4	495	H		agree	favorable
BLA194_p1_L02	5	696	H		agree	ment
BLA194_p1_L02	6	695	H		agree	me
BLA194_p1_L03	1	1049	H		agree	semble
BLA194_p1_L03	2	351	H		agree	dispose'
BLA194_p1_L03	3	18	H		agree	a
BLA194_p1_L03	4	34	M	A:-	gap	
BLA194_p1_L03	5	692	M	A:?	undecided	
BLA194_p1_L03	6	1013	H		agree	s'entendre
BLA194_p1_L03	7	416	M	B:916	undecided	s'entendre
BLA194_p1_L04	1	101	H		agree	avec
BLA194_p1_L04	2	1154	H	1194	key-consistent	vous
BLA194_p1_L04	3	381	H		agree	en
BLA194_p1_L04	4	290	M		agree-flagged	d
BLA194_p1_L04	5	918	H		agree	ro
BLA194_p1_L04	6	536	M	B:576	undecided	
BLA194_p1_L04	7	1120	H		agree	su
BLA194_p1_L04	8	943	H	918	key-consistent	ve
BLA194_p1_L05	1	588	H	508	key-consistent	il
BLA194_p1_L05	2	695	H		agree	ne
BLA194_p1_L05	3	659	H		agree	l'
BLA194_p1_L05	4	18	H		agree	a
BLA194_p1_L05	5	395	H		agree	dit
BLA194_p1_L05	6	692	H		agree	mais
BLA194_p1_L05	7	588	H		agree	il
BLA194_p1_L05	8	754	H		agree	n
BLA194_p1_L05	9	65	H		agree	ame
BLA194_p1_L06	1	824	H		agree	pas
BLA194_p1_L06	2	278	H		agree	de
BLA194_p1_L06	3	425	M		agree-flagged	faire
BLA194_p1_L06	4	660	H		agree	la
BLA194_p1_L06	5	892	H		agree	premier
BLA194_p1_L06	6	907	H		agree	proposition
BLA194_p1_L06	7	1250	H		agree	
BLA194_p1_L07	1	1020	H		agree	si
BLA194_p1_L07	2	396	H		agree	on
BLA194_p1_L07	3	1199	M	B:1159	undecided	veu
BLA194_p1_L07	4	1099	H		agree	h
BLA194_p1_L07	5	60	H		agree	agreable
BLA194_p1_L07	6	475	H		agree	faire
BLA194_p1_L07	7	278	H	298	key-consistent	de
BLA194_p1_L07	8	1176	H		agree	votre
BLA194_p1_L08	1	258	H		agree	cotes
BLA194_p1_L08	2	385	H	389	key-consistent	et
BLA194_p1_L08	3	1069	H		agree	soutenir
BLA194_p1_L08	4	387	H		agree	et
BLA194_p1_L08	5	891	H		agree	perfection
BLA194_p1_L08	6	381	H		agree	perfectioner
BLA194_p1_L08	7	639	M		agree-flagged	l'
BLA194_p1_L08	8	53	H		agree	affaire
BLA194_p1_L09	1	282	H		agree	des
BLA194_p1_L09	2	521	H		agree	garnison
BLA194_p1_L09	3	1018	H		agree	s
BLA194_p1_L09	4	271	M	B:291	undecided	d'
BLA194_p1_L09	5	638	H		agree	italie
BLA194_p1_L09	6	575	M	B:595	undecided	j'
BLA194_p1_L09	7	433	H		agree	espera
BLA194_p1_L10	1	926	H		agree	que
BLA194_p1_L10	2	655	M		agree-flagged	l'arrondissement
BLA194_p1_L10	3	96	H		agree	
BLA194_p1_L10	4	1013	H		agree	se
BLA194_p1_L10	5	942	H		agree	ve
BLA194_p1_L10	6	109	H		agree	aussitot
BLA194_p1_L10	7	991	H		agree	faite
BLA194_p1_L11	1	385	H	389	key-consistent	et
BLA194_p1_L11	2	555	H		agree	heureux
BLA194_p1_L11	3	1290	H		agree	
BLA194_p1_L11	4	704	H		agree	mon
BLA194_p1_L11	5	890	M		agree-flagged	pro
BLA194_p1_L11	6	482	H		agree	jet
BLA194_p1_L11	7	289	H		agree	du
BLA194_p1_L11	8	691	H		agree	ma
BLA194_p1_L12	1	943	H		agree	vi
BLA194_p1_L12	2	18	H		agree	a
BLA194_p1_L12	3	508	H		agree	ge
BLA194_p1_L12	4	829	H		agree	peu
BLA194_p1_L12	5	1013	H		agree	pou
BLA194_p1_L12	6	991	H		agree	s'execute
BLA194_p1_L12	7	921	M		agree-flagged	r
BLA194_p1_L12	8	16	H		agree	a
BLA194_p1_L12	9	660	H		agree	la
BLA194_p1_L12	10	1081	H		agree	fuite
BLA194_p1_L13	1	101	H		agree	avec
BLA194_p1_L13	2	98	H		agree	avantage
BLA194_p1_L13	3	295	H		agree	dans
BLA194_p1_L13	4	659	H		agree	l'alliance
BLA194_p1_L13	5	91	H		agree	
BLA194_p1_L13	6	1240	H		agree	
BLA194_p1_L13	7	692	H		agree	mais
BLA194_p1_L13	8	205	H		agree	comme
BLA194_p1_L13	9	1154	H	1159	key-consistent	vous
BLA194_p1_L13	10	756	H		agree	ne
BLA194_p1_L14	1	695	H		agree	me
BLA194_p1_L14	2	461	H	161	key-consistent	fait
BLA194_p1_L14	3	381	H		agree	as
BLA194_p1_L14	4	100	H		agree	aucun
BLA194_p1_L14	5	369	H		agree	e
BLA194_p1_L14	6	?	M	B:?	undecided	
BLA194_p1_L14	7	991	H		agree	reponse
BLA194_p1_L14	8	163	H		agree	cen
BLA194_p1_L14	9	1118	H		agree	
BLA194_p1_L14	10	704	H		agree	mon
BLA194_p2_L01	1	1135	H		agree	travaille
BLA194_p2_L01	2	386	H		agree	est
BLA194_p2_L01	3	869	H		agree	perdu
BLA194_p2_L01	4	939	M	B:935	undecided	quoyque
BLA194_p2_L01	5	595	H		agree	j'
BLA194_p2_L01	6	381	H		agree	en
BLA194_p2_L01	7	491	H		agree	tire
BLA194_p2_L02	1	135	H		agree	remarque
BLA194_p2_L02	2	835	H		agree	pour
BLA194_p2_L02	3	660	H		agree	la
BLA194_p2_L02	4	843	H		agree-flagged,key-consistent	paix
BLA194_p2_L02	5	208	H		agree	comme
BLA194_p2_L02	6	735	H		agree	monsieur
BLA194_p2_L02	7	695	M	B:649	undecided	ken
BLA194_p2_L03	1	956	M	B:556	undecided	ne
BLA194_p2_L03	2	835	H		agree	par
BLA194_p2_L03	3	592	H		agree	oit
BLA194_p2_L03	4	1125	H		agree	temoigne
BLA194_p2_L03	5	1243	H		agree	
BLA194_p2_L03	6	1260	H		agree	
