sid	page	line	pos	sign	family	confidence	source
c2b_01_025	c2b	1	25	BAR-SOLID	BLOB	M	cluster-map:45
c2b_01_026	c2b	1	26	DAGGER-O	DAGGER-O	H	eye-resplit:DELTA-TAIL
c2b_01_027	c2b	1	27	X	X	H	cluster-map:47
c2b_01_028	c2b	1	28	CC-DASH	CC-DASH	M	eye-split:MISC-07
c2b_01_029	c2b	1	29	TRIDENT	TRIDENT	H	cluster-map:39
c2b_01_030	c2b	1	30	PCT-SLASH	PCT	M	eye-resplit:TRIPOD
c2b_01_031	c2b	1	31	Z-CURL	Z-CURL	H	eye-split:MISC-03
c2b_01_032	c2b	1	32	BAR-THIN	BAR-THIN	M	cluster-map:12
c2b_01_033	c2b	1	33	BOX-8	BOX-8	H	eye-split:MISC-13
c2b_01_034	c2b	1	34	O-DASH2	O-DASH2	M	eye-resplit:CRESCENT
c2b_01_035	c2b	1	35	DOUBLE-LOOP	DOUBLE-LOOP	H	eye-split:MISC-82
c2b_01_036	c2b	1	36	OO-DASH	OO-DASH	M	eye-split:MISC-24
c2b_01_037	c2b	1	37	BAR-THIN	BAR-THIN	M	cluster-map:51
c2b_02_001	c2b	2	1	VEE	VEE	M	eye-split:MISC-75
c2b_02_002	c2b	2	2	PCT	PCT	M	cluster-map:57
c2b_02_003	c2b	2	3	MULTI	MULTI	L	eye-split:MISC-43
c2b_02_004	c2b	2	4	CC-DASH	CC-DASH	H	eye-split:MISC-41
c2b_02_005	c2b	2	5	CHAIN	CHAIN	M	eye-split:MISC-29
c2b_02_006	c2b	2	6	Y-CURL	Y-CURL	L	eye-split:MISC-40
c2b_02_007	c2b	2	7	X	X	H	cluster-map:4
c2b_02_008	c2b	2	8	O-SLASH	O-SLASH	M	eye-resplit:LOOP-TAIL
c2b_02_009	c2b	2	9	BAR-SOLID	BLOB	M	cluster-map:45
c2b_02_010	c2b	2	10	Y-CURL	Y-CURL	M	cluster-map:88
c2b_02_011	c2b	2	11	X-BAR-CC	X-BAR-CC	M	eye-split:MISC-07
c2b_02_012	c2b	2	12	MULTI	MULTI	L	eye-split:MISC-29
c2b_02_013	c2b	2	13	BLOB	BLOB	L	eye-resplit:CIRC-TAIL
c2b_02_014	c2b	2	14	X	X	M	cluster-map:26
c2b_02_015	c2b	2	15	CC-DASH	CC-DASH	H	eye-split:MISC-05
c2b_02_016	c2b	2	16	X-BAR-CC	X-BAR-CC	M	eye-split:MISC-07
c2b_02_017	c2b	2	17	EIGHT	EIGHT	M	eye-split:MISC-13
c2b_02_018	c2b	2	18	X	X	M	cluster-map:53
c2b_02_019	c2b	2	19	OX-TILDE	OX-TILDE	H	eye-split:MISC-31
c2b_02_020	c2b	2	20	X	X	H	cluster-map:4
c2b_02_021	c2b	2	21	BLOB	BLOB	M	eye-split:MISC-55
c2b_02_022	c2b	2	22	BAR-SOLID	BLOB	M	cluster-map:10
c2b_02_023	c2b	2	23	BLOB	BLOB	M	eye-split:MISC-55
c2b_02_024	c2b	2	24	Y-CURL	Y-CURL	M	cluster-map:88
c2b_02_025	c2b	2	25	BLOB	BLOB	M	eye-split:MISC-32
c2b_02_026	c2b	2	26	BAR-THIN	BAR-THIN	L	eye-split:MISC-50
c2b_03_001	c2b	3	1	II-DASH	II-DASH	H	eye-split:MISC-30
c2b_03_002	c2b	3	2	X	X	M	cluster-map:14
c2b_03_003	c2b	3	3	X-LOOP	X-LOOP	M	eye-split:MISC-13
c2b_03_004	c2b	3	4	QQ-DASH	QQ-DASH	L	eye-split:MISC-40
c2b_03_005	c2b	3	5	X	X	M	cluster-map:14
c2b_03_006	c2b	3	6	BAR-THIN	BAR-THIN	M	cluster-map:51
c2b_03_007	c2b	3	7	SLASH3	SLASH3	H	eye-split:MISC-13
c2b_03_008	c2b	3	8	CIRC-O	CIRC-O	H	cluster-map:42
c2b_03_009	c2b	3	9	X	X	H	cluster-map:25
c2b_03_010	c2b	3	10	X	X	M	cluster-map:22
c2b_03_011	c2b	3	11	O-SLASH	O-SLASH	H	eye-split:MISC-78
c2b_03_012	c2b	3	12	SUN	SUN	M	eye-split:SUN
c2b_03_013	c2b	3	13	X	X	M	cluster-map:22
c2b_03_014	c2b	3	14	O-SLASH	O-SLASH	M	eye-resplit:LOOP-TAIL
c2b_03_015	c2b	3	15	X-CURL	X-CURL	M	eye-split:MISC-37
c2b_03_016	c2b	3	16	II-O	II-O	H	eye-split:MISC-07
c2b_03_017	c2b	3	17	ARCH-DASH	ARCH-DASH	H	eye-split:MISC-21
c2b_03_018	c2b	3	18	X	X	M	cluster-map:26
c2b_03_019	c2b	3	19	TRIDENT	TRIDENT	H	cluster-map:39
c2b_03_020	c2b	3	20	VEE	VEE	H	cluster-map:59
c2b_03_021	c2b	3	21	E-BAR	E-BAR	M	eye-resplit:CRESCENT
c2b_03_022	c2b	3	22	II-O	II-O	H	eye-split:MISC-07
c2b_03_023	c2b	3	23	AMP	AMP	H	cluster-map:69
c2b_03_024	c2b	3	24	WAVE	WAVE	H	eye-resplit:WAVE
c2b_03_025	c2b	3	25	PCT	PCT	H	cluster-map:66
c2b_03_026	c2b	3	26	Y-CURL	Y-CURL	H	cluster-map:19
c2b_03_027	c2b	3	27	BLOB	BLOB	M	eye-split:MISC-55
c2b_03_028	c2b	3	28	CIRC-O	CIRC-O	M	eye-resplit:GEAR-DOT
c2b_03_029	c2b	3	29	X	X	H	eye-split:MISC-80
c2b_03_030	c2b	3	30	DBL-SLASH	DBL-SLASH	M	eye-resplit:HOOK-L
c2b_03_031	c2b	3	31	O-SLASH	O-SLASH	M	eye-resplit:LOOP-TAIL
c2b_04_001	c2b	4	1	Y-CURL	Y-CURL	H	cluster-map:19
c2b_04_002	c2b	4	2	BLOB	BLOB	M	eye-split:MISC-32
c2b_04_003	c2b	4	3	O-DASHBELOW	O-DASHBELOW	M	eye-resplit:LOOP-TAIL
c2b_04_004	c2b	4	4	X	X	H	cluster-map:25
c2b_04_005	c2b	4	5	II-DASH	II-DASH	H	eye-split:MISC-40
c2b_04_006	c2b	4	6	OX-TILDE	OX-TILDE	H	eye-split:MISC-31
c2b_04_007	c2b	4	7	ARCH	ARCH	H	eye-split:MISC-46
c2b_04_008	c2b	4	8	DAGGER-O	DAGGER-O	H	eye-resplit:DELTA-TAIL
c2b_04_009	c2b	4	9	MULTI	MULTI	L	eye-split:MISC-30
c2b_04_010	c2b	4	10	VEE	VEE	H	cluster-map:59
c2b_04_011	c2b	4	11	Y-CURL	Y-CURL	M	cluster-map:88
c2b_04_012	c2b	4	12	X	X	H	cluster-map:47
c2b_04_013	c2b	4	13	O-TILDE	O-TILDE	M	eye-split:MISC-31
c2b_04_014	c2b	4	14	CRESCENT	CRESCENT	M	eye-split:MISC-75
c2b_04_015	c2b	4	15	X	X	H	cluster-map:47
c2b_04_016	c2b	4	16	PCT	PCT	H	cluster-map:66
c2b_04_017	c2b	4	17	WAVE	WAVE	H	eye-resplit:WAVE
c2b_04_018	c2b	4	18	DAGGER-O	DAGGER-O	H	eye-resplit:DELTA-TAIL
c2b_04_019	c2b	4	19	X-SLASH	X-SLASH	M	eye-split:MISC-41
c2b_04_020	c2b	4	20	CIRC-O	CIRC-O	H	cluster-map:42
c2b_04_021	c2b	4	21	X	X	M	cluster-map:52
c2b_04_022	c2b	4	22	VEE	VEE	H	cluster-map:59
c2b_04_023	c2b	4	23	Y-CURL	Y-CURL	H	cluster-map:19
c2b_04_024	c2b	4	24	OX-TILDE	OX-TILDE	H	eye-split:MISC-31
c2b_04_025	c2b	4	25	X	X	M	cluster-map:28
c2b_04_026	c2b	4	26	SEVEN	SEVEN	M	eye-split:MISC-00
c2b_04_027	c2b	4	27	EIGHT	EIGHT	L	eye-split:MISC-30
c2b_04_028	c2b	4	28	BUCKET	BUCKET	M	eye-split:MISC-33
c2b_05_001	c2b	5	1	O-SLASH	O-SLASH	M	eye-split:MISC-76
c2b_05_002	c2b	5	2	S-CURL	S-CURL	L	eye-split:MISC-76
c2b_05_003	c2b	5	3	DAGGER-O	DAGGER-O	H	eye-resplit:DELTA-TAIL
c2b_05_004	c2b	5	4	PCT	PCT	H	cluster-map:9
c2b_05_005	c2b	5	5	WAVE	WAVE	H	eye-resplit:WAVE
c2b_05_006	c2b	5	6	VEE	VEE	M	eye-resplit:PHI
c2b_05_007	c2b	5	7	VENUS	VENUS	H	cluster-map:49
c2b_05_008	c2b	5	8	OX	OX	M	eye-split:MISC-24
c2b_05_009	c2b	5	9	MULTI	MULTI	L	eye-split:MISC-24
c2b_05_010	c2b	5	10	AMP	AMP	H	cluster-map:69
c2b_05_011	c2b	5	11	WAVE	WAVE	H	eye-resplit:WAVE
c2b_05_012	c2b	5	12	PCT	PCT	H	cluster-map:66
c2b_05_013	c2b	5	13	PICT-D	PICT-D	L	eye-split:MISC-29
c2b_05_014	c2b	5	14	NINE	NINE	M	eye-resplit:LOOP-TAIL
c2b_05_015	c2b	5	15	X-BAR-CC	X-BAR-CC	M	eye-split:MISC-36
c2b_05_016	c2b	5	16	DBL-SLASH	DBL-SLASH	L	eye-resplit:HOOK-L
c2b_05_017	c2b	5	17	CHEVRON	CHEVRON	M	eye-resplit:HOOK-L
c2b_05_018	c2b	5	18	CIRC-O	CIRC-O	H	cluster-map:42
c2b_05_019	c2b	5	19	X	X	H	cluster-map:84
c2b_05_020	c2b	5	20	PCT	PCT	H	eye-split:MISC-05
c2b_05_021	c2b	5	21	CIRC-O	CIRC-O	L	eye-resplit:CIRC-TAIL
c2b_05_022	c2b	5	22	O-SLASH	O-SLASH	M	eye-split:MISC-37
c2b_05_023	c2b	5	23	BAR-THIN	BAR-THIN	M	cluster-map:51
c2b_06_001	c2b	6	1	WAVE	WAVE	M	eye-resplit:WAVE
c2b_06_002	c2b	6	2	GEAR-DOT	GEAR-DOT	M	eye-resplit:GEAR-DOT
c2b_06_003	c2b	6	3	X	X	M	eye-split:MISC-87
c2b_06_004	c2b	6	4	ARCH-O	ARCH-O	H	eye-split:MISC-21
c2b_06_005	c2b	6	5	X	X	M	cluster-map:26
c2b_06_006	c2b	6	6	X	X	H	cluster-map:84
c2b_06_007	c2b	6	7	PHI	PHI	H	eye-resplit:PHI
c2b_06_008	c2b	6	8	X-SLASH	X-SLASH	M	eye-split:MISC-81
c2b_06_009	c2b	6	9	O-DASH2	O-DASH2	H	eye-split:MISC-33
c2b_06_010	c2b	6	10	CROSS-T	CROSS-T	H	cluster-map:48
c2b_06_011	c2b	6	11	VENUS	VENUS	H	eye-split:MISC-06
c2b_06_012	c2b	6	12	OX-TILDE	OX-TILDE	M	eye-resplit:WAVE
c2b_06_013	c2b	6	13	X	X	H	cluster-map:4
c2b_06_014	c2b	6	14	QQ-O	QQ-O	M	eye-split:MISC-50
c2b_06_015	c2b	6	15	CROSS-T	CROSS-T	M	cluster-map:68
c2b_06_016	c2b	6	16	PICT-FACE	PICT-FACE	H	eye-split:MISC-71
c2b_06_017	c2b	6	17	X	X	M	cluster-map:52
c2b_06_018	c2b	6	18	NINE	NINE	M	eye-resplit:LOOP-TAIL
c2b_06_019	c2b	6	19	WAVE	WAVE	H	eye-resplit:WAVE
c2b_06_020	c2b	6	20	PCT	PCT	M	cluster-map:57
c2b_06_021	c2b	6	21	CROSS-T	CROSS-T	L	eye-split:MISC-32
c2b_06_022	c2b	6	22	PHI	PHI	H	eye-resplit:PHI
c2b_06_023	c2b	6	23	ARROW-O	ARROW-O	L	eye-split:MISC-11
c2b_06_024	c2b	6	24	X	X	H	cluster-map:25
c2b_06_025	c2b	6	25	X	X	M	cluster-map:62
c2b_06_026	c2b	6	26	O-SLASH	O-SLASH	M	eye-split:MISC-37
c2b_06_027	c2b	6	27	_	_	L	eye-resplit:BAR-SERIF
c2b_06_028	c2b	6	28	_	_	L	eye-split:MISC-32
c2b_06_029	c2b	6	29	J-DOTS	J-DOTS	L	eye-split:MISC-37
c2b_06_030	c2b	6	30	A-LOOP	A-LOOP	M	eye-split:MISC-30
c2b_06_031	c2b	6	31	BAR-THIN	BAR-THIN	M	cluster-map:51
c2b_07_001	c2b	7	1	SUN	SUN	H	eye-split:SUN
c2b_07_002	c2b	7	2	VENUS	VENUS	H	cluster-map:49
c2b_07_003	c2b	7	3	CROSS-T	CROSS-T	H	cluster-map:48
c2b_07_004	c2b	7	4	CC-DASH	CC-DASH	H	eye-split:MISC-05
c2b_07_005	c2b	7	5	CHEVRON2	CHEVRON2	M	eye-resplit:HOOK-L
c2b_07_006	c2b	7	6	CHEVRON2	CHEVRON2	M	eye-resplit:HOOK-L
c2b_07_007	c2b	7	7	DASH-H	DASH-H	H	cluster-map:61
c2b_07_008	c2b	7	8	MULTI	MULTI	L	eye-split:MISC-29
c2b_07_009	c2b	7	9	X	X	M	cluster-map:22
c2b_07_010	c2b	7	10	O-TILDE	O-TILDE	H	eye-split:MISC-33
c2b_07_011	c2b	7	11	Y-CURL	Y-CURL	H	cluster-map:19
c2b_07_012	c2b	7	12	X	X	H	cluster-map:56
c2b_07_013	c2b	7	13	E-BAR	E-BAR	H	eye-split:MISC-33
c2b_07_014	c2b	7	14	S-CURL	S-CURL	L	eye-split:MISC-83
c2b_07_015	c2b	7	15	V-PCT-BLOB	V-PCT-BLOB	L	eye-split:MISC-60
c2b_07_016	c2b	7	16	CC-DASH	CC-DASH	M	eye-split:MISC-21
c2b_07_017	c2b	7	17	X	X	M	cluster-map:28
c2b_07_018	c2b	7	18	DASH-H	DASH-H	M	eye-resplit:CIRC-TAIL
c2b_07_019	c2b	7	19	DASH-H	DASH-H	M	eye-resplit:CIRC-TAIL
c2b_07_020	c2b	7	20	QUESTION	QUESTION	L	eye-split:MISC-41
c2b_07_021	c2b	7	21	O-SLASH	O-SLASH	M	eye-resplit:LOOP-TAIL
c2b_07_022	c2b	7	22	C-DOT	C-DOT	H	eye-resplit:CRESCENT
c2b_07_023	c2b	7	23	X	X	M	cluster-map:53
c2b_07_024	c2b	7	24	MULTI	MULTI	L	eye-split:MISC-30
c2b_07_025	c2b	7	25	Z-CURL	Z-CURL	L	eye-split:MISC-24
c2b_07_026	c2b	7	26	WAVE-V	WAVE-V	M	eye-split:MISC-79
c2b_08_001	c2b	8	1	DOTS-TILDE	DOTS-TILDE	M	eye-split:MISC-07
c2b_08_002	c2b	8	2	DAGGER-O	DAGGER-O	H	eye-resplit:DELTA-TAIL
c2b_08_003	c2b	8	3	X	X	H	eye-split:MISC-46
c2b_08_004	c2b	8	4	TRIDENT	TRIDENT	H	cluster-map:39
c2b_08_005	c2b	8	5	PCT	PCT	H	cluster-map:9
c2b_08_006	c2b	8	6	O-SLASH	O-SLASH	H	eye-split:MISC-78
c2b_08_007	c2b	8	7	VEE	VEE	H	cluster-map:59
c2b_08_008	c2b	8	8	X	X	M	cluster-map:14
c2b_08_009	c2b	8	9	PCT	PCT	H	cluster-map:9
c2b_08_010	c2b	8	10	S-CURL	S-CURL	M	eye-split:MISC-17
c2b_08_011	c2b	8	11	CIRC-O	CIRC-O	M	eye-resplit:EYE-DOT
c2b_08_012	c2b	8	12	PICT-FACE	PICT-FACE	H	eye-split:MISC-60
c2b_08_013	c2b	8	13	STAR	STAR	H	eye-split:MISC-11
c2b_09_001	c2b	9	1	_	_	L	eye-resplit:BAR-SERIF
c2b_09_002	c2b	9	2	_	_	M	eye-split:MISC-17
c2b_09_003	c2b	9	3	_	_	L	eye-resplit:BAR-SERIF
c2b_09_004	c2b	9	4	_	_	L	eye-split:MISC-32
c2b_09_005	c2b	9	5	DBL-SLASH	DBL-SLASH	M	eye-resplit:CIRC-TAIL
c2b_09_006	c2b	9	6	X	X	M	cluster-map:26
c2b_09_007	c2b	9	7	_	_	M	eye-split:MISC-71
c2b_09_008	c2b	9	8	CC-DASH	CC-DASH	H	eye-split:MISC-82
c2b_09_009	c2b	9	9	X	X	M	cluster-map:28
c2b_09_010	c2b	9	10	WAVE	WAVE	H	eye-resplit:WAVE
c2b_09_011	c2b	9	11	PCT	PCT	H	cluster-map:66
c2b_09_012	c2b	9	12	DOUBLE-LOOP	DOUBLE-LOOP	M	eye-split:MISC-64
c2b_09_013	c2b	9	13	CROSS-T	CROSS-T	H	cluster-map:48
c2b_09_014	c2b	9	14	PICT-ARROW	PICT-ARROW	M	eye-split:MISC-83
c3_01_001	c3	1	1	PICT-RUNNER	PICT-RUNNER	H	eye-split:SUN
c3_01_002	c3	1	2	OX-TILDE	OX-TILDE	M	eye-split:MISC-37
c3_01_003	c3	1	3	PCT	PCT	H	cluster-map:9
c3_01_004	c3	1	4	CC-DASH	CC-DASH	L	eye-resplit:CIRC-TAIL
c3_01_005	c3	1	5	NINE-DASH	NINE-DASH	L	eye-split:MISC-40
c3_01_006	c3	1	6	PHI	PHI	H	eye-split:MISC-54
c3_01_007	c3	1	7	O-DASH2	O-DASH2	M	eye-split:MISC-33
c3_01_008	c3	1	8	PCT-SLASH	PCT	H	eye-split:MISC-46
c3_01_009	c3	1	9	HOOK-P	HOOK-P	L	eye-split:MISC-20
c3_01_010	c3	1	10	X	X	H	cluster-map:47
c3_01_011	c3	1	11	II-DASH	II-DASH	M	eye-split:MISC-13
c3_01_012	c3	1	12	X	X	M	cluster-map:53
c3_01_013	c3	1	13	LAMBDA	LAMBDA	M	eye-split:MISC-05
c3_01_014	c3	1	14	X-CURL	X-CURL	M	eye-resplit:WAVE
c3_01_015	c3	1	15	PCT	PCT	M	cluster-map:57
c3_01_016	c3	1	16	X	X	M	cluster-map:22
c3_01_017	c3	1	17	CROSS-T	CROSS-T	M	cluster-map:68
c3_01_018	c3	1	18	PICT-TREE	PICT-TREE	M	eye-split:MISC-35
c3_01_019	c3	1	19	CHEVRON2	CHEVRON2	M	eye-resplit:HOOK-L
c3_01_020	c3	1	20	O-BAR-O	O-BAR-O	M	eye-split:MISC-79
c3_01_021	c3	1	21	Y-CURL	Y-CURL	M	eye-split:MISC-06
c3_01_022	c3	1	22	WAVE	WAVE	H	eye-resplit:WAVE
c3_01_023	c3	1	23	CIRC-O	CIRC-O	M	eye-resplit:EYE-DOT
c3_01_024	c3	1	24	X-DOT	X-DOT	L	eye-resplit:TRIPOD
c3_01_025	c3	1	25	ARCH-O	ARCH-O	M	eye-split:MISC-05
c3_01_026	c3	1	26	PICT-HORSE	PICT-HORSE	H	eye-split:MISC-29
c3_01_027	c3	1	27	X	X	H	cluster-map:47
c3_01_028	c3	1	28	CIRC-O	CIRC-O	L	eye-split:MISC-46
c3_01_029	c3	1	29	X	X	M	cluster-map:28
c3_01_030	c3	1	30	O-II	O-II	L	eye-split:MISC-20
c3_01_031	c3	1	31	_	_	L	eye-resplit:BAR-SERIF
c3_01_032	c3	1	32	HOOK-O	HOOK-O	L	eye-split:MISC-76
c3_01_033	c3	1	33	PCT-SLASH	PCT	L	eye-split:MISC-17
c3_01_034	c3	1	34	BLOB	BLOB	L	eye-split:MISC-32
c3_01_035	c3	1	35	BAR-THIN	BAR-THIN	M	cluster-map:51
c3_02_001	c3	2	1	PCT	PCT	M	cluster-map:57
c3_02_002	c3	2	2	SUN	SUN	H	eye-split:SUN
c3_02_003	c3	2	3	A-LOOP	A-LOOP	M	eye-split:MISC-54
c3_02_004	c3	2	4	BAR-SOLID	BLOB	M	cluster-map:8
c3_02_005	c3	2	5	PCT	PCT	M	cluster-map:57
c3_02_006	c3	2	6	X	X	M	eye-split:MISC-80
c3_02_007	c3	2	7	U-CROSS	U-CROSS	M	eye-split:MISC-46
c3_02_008	c3	2	8	Y-CURL	Y-CURL	M	cluster-map:88
c3_02_009	c3	2	9	PHI	PHI	H	eye-resplit:PHI
c3_02_010	c3	2	10	II-DASH	II-DASH	H	eye-split:MISC-75
c3_02_011	c3	2	11	ARCH-DASH	ARCH-DASH	H	eye-split:MISC-21
c3_02_012	c3	2	12	NOTE	NOTE	H	cluster-map:63
c3_02_013	c3	2	13	O-DASH-DOTS	O-DASH-DOTS	L	eye-split:MISC-67
c3_02_014	c3	2	14	II-SLASH	II-SLASH	M	eye-split:MISC-36
c3_02_015	c3	2	15	O-DASHBELOW	O-DASHBELOW	M	eye-split:MISC-40
c3_02_016	c3	2	16	X	X	H	cluster-map:84
c3_02_017	c3	2	17	Y-CURL	Y-CURL	M	eye-split:MISC-17
c3_02_018	c3	2	18	CIRC-O	CIRC-O	L	eye-resplit:CIRC-TAIL
c3_02_019	c3	2	19	A-DASH	A-DASH	M	eye-split:MISC-21
c3_02_020	c3	2	20	PHI	PHI	H	eye-resplit:PHI
c3_02_021	c3	2	21	II-SLASH	II-SLASH	M	eye-split:MISC-13
c3_02_022	c3	2	22	VEE	VEE	H	eye-split:MISC-74
c3_02_023	c3	2	23	X	X	M	cluster-map:26
c3_02_024	c3	2	24	Y-CURL	Y-CURL	H	cluster-map:19
c3_02_025	c3	2	25	Z-CURL	Z-CURL	L	eye-split:MISC-05
c3_02_026	c3	2	26	X	X	H	cluster-map:47
c3_02_027	c3	2	27	OX-TILDE	OX-TILDE	M	eye-resplit:WAVE
c3_02_028	c3	2	28	PCT	PCT	H	cluster-map:9
c3_02_029	c3	2	29	II-O	II-O	M	eye-split:MISC-05
c3_02_030	c3	2	30	X-O	X-O	L	eye-split:MISC-81
c3_02_031	c3	2	31	WAVE	WAVE	H	eye-resplit:WAVE
c3_02_032	c3	2	32	X	X	M	cluster-map:14
c3_02_033	c3	2	33	BOX-M	BOX-M	M	eye-split:MISC-64
c3_03_001	c3	3	1	X-O	X-O	M	eye-split:MISC-13
c3_03_002	c3	3	2	X-CURL	X-CURL	M	eye-split:MISC-40
c3_03_003	c3	3	3	X	X	H	cluster-map:25
c3_03_004	c3	3	4	TRIDENT	TRIDENT	H	cluster-map:39
c3_03_005	c3	3	5	Y-CURL	Y-CURL	H	cluster-map:19
c3_03_006	c3	3	6	U-DASH	U-DASH	M	eye-resplit:DELTA-TAIL
c3_03_007	c3	3	7	X	X	H	cluster-map:47
c3_03_008	c3	3	8	PCT	PCT	H	cluster-map:9
c3_03_009	c3	3	9	II-O	II-O	M	eye-split:MISC-05
c3_03_010	c3	3	10	X-SLASH	X-SLASH	M	eye-split:MISC-46
c3_03_011	c3	3	11	O-TILDE	O-TILDE	M	eye-split:MISC-13
c3_03_012	c3	3	12	DIAMOND	DIAMOND	H	eye-split:MISC-71
c3_03_013	c3	3	13	II-TILDE	II-TILDE	M	eye-split:MISC-31
c3_03_014	c3	3	14	Y-CURL	Y-CURL	M	cluster-map:88
c3_03_015	c3	3	15	X	X	M	cluster-map:53
c3_03_016	c3	3	16	EIGHT	EIGHT	L	eye-split:MISC-54
c3_03_017	c3	3	17	BLOB	BLOB	M	eye-split:MISC-55
c3_03_018	c3	3	18	O-SLASH	O-SLASH	H	eye-split:MISC-46
c3_03_019	c3	3	19	X	X	M	cluster-map:26
c3_03_020	c3	3	20	C-DOT	C-DOT	M	eye-split:MISC-17
c3_03_021	c3	3	21	BLOB	BLOB	M	eye-split:MISC-55
c3_03_022	c3	3	22	SUN	SUN	H	eye-split:SUN
c3_03_023	c3	3	23	MULTI	MULTI	L	eye-split:MISC-43
c3_03_024	c3	3	24	X-CURL	X-CURL	M	eye-split:MISC-36
c3_03_025	c3	3	25	PCT	PCT	H	eye-split:MISC-05
c3_03_026	c3	3	26	TRIDENT	TRIDENT	H	cluster-map:39
c3_03_027	c3	3	27	X	X	H	cluster-map:4
c3_03_028	c3	3	28	Y-CURL	Y-CURL	H	cluster-map:19
c3_03_029	c3	3	29	X	X	M	cluster-map:53
c3_03_030	c3	3	30	SCROLL-X	SCROLL-X	M	eye-split:MISC-41
c3_03_031	c3	3	31	X-DOT	X-DOT	M	eye-split:MISC-35
c3_03_032	c3	3	32	DAGGER-O	DAGGER-O	M	eye-split:MISC-54
c3_04_001	c3	4	1	LOOP-STEM	LOOP-STEM	L	eye-split:MISC-41
c3_04_002	c3	4	2	CIRC-O	CIRC-O	M	eye-resplit:GEAR-DOT
c3_04_003	c3	4	3	PCT	PCT	H	cluster-map:66
c3_04_004	c3	4	4	II-O	II-O	M	eye-split:MISC-21
c3_04_005	c3	4	5	A-LOOP	A-LOOP	H	eye-resplit:TRIPOD
c3_04_006	c3	4	6	WAVE	WAVE	M	eye-split:MISC-20
c3_04_007	c3	4	7	Y-CURL	Y-CURL	M	cluster-map:88
c3_04_008	c3	4	8	CHEVRON2	CHEVRON2	M	eye-resplit:HOOK-L
c3_04_009	c3	4	9	DASH-H	DASH-H	H	cluster-map:61
c3_04_010	c3	4	10	NINE-BAR	NINE-BAR	M	eye-resplit:LOOP-TAIL
c3_04_011	c3	4	11	X	X	M	cluster-map:26
c3_04_012	c3	4	12	S-CURL	S-CURL	L	eye-split:MISC-07
c3_04_013	c3	4	13	Y-CURL	Y-CURL	M	cluster-map:88
c3_04_014	c3	4	14	C-BAR-X	C-BAR-X	M	eye-split:MISC-36
c3_04_015	c3	4	15	QUESTION	QUESTION	M	eye-resplit:PHI
c3_04_016	c3	4	16	BAR-SOLID	BLOB	M	cluster-map:10
c3_04_017	c3	4	17	BAR-SOLID	BLOB	M	cluster-map:10
c3_04_018	c3	4	18	BAR-THIN	BAR-THIN	M	eye-resplit:BAR-SERIF
c4a_01_001	c4a	1	1	PICT-HEART	PICT-HEART	M	eye-split:c4-knn-MISC-05
c4a_01_002	c4a	1	2	Y-CURL	Y-CURL	M	eye-split:c4-knn-_
c4a_01_003	c4a	1	3	II-DASH	II-DASH	H	eye-check:X
c4a_01_004	c4a	1	4	O-SLASH	O-SLASH	M	eye-check:PHI
c4a_01_005	c4a	1	5	S-CURL	S-CURL	L	eye-check:X
c4a_01_006	c4a	1	6	NOTE	NOTE	H	eye-split:c4-knn-MISC-05
c4a_01_007	c4a	1	7	EIGHT	EIGHT	L	eye-split:c4-knn-MISC-17
c4a_01_008	c4a	1	8	QUESTION	QUESTION	M	eye-check:BAR-SERIF
c4a_01_009	c4a	1	9	VENUS	VENUS	H	eye-check:LOOP-TAIL
c4a_01_010	c4a	1	10	X	X	H	eye-check:X
c4a_01_011	c4a	1	11	TAURUS	TAURUS	M	eye-check:X
c4a_01_012	c4a	1	12	PCT-SLASH	PCT	H	eye-check:X
c4a_01_013	c4a	1	13	Y-CURL	Y-CURL	M	eye-check:PCT
c4a_01_014	c4a	1	14	WAVE	WAVE	H	eye-check:WAVE
c4a_02_001	c4a	2	1	CC-DASH	CC-DASH	L	eye-split:c4-knn-MISC-24
c4a_02_002	c4a	2	2	PCT-SLASH	PCT	H	eye-check:PCT
c4a_02_003	c4a	2	3	S-CURL	S-CURL	L	eye-check:X
c4a_02_004	c4a	2	4	X	X	H	eye-check:X
c4a_02_005	c4a	2	5	X	X	H	eye-check:X
c4a_02_006	c4a	2	6	LAMBDA	LAMBDA	H	eye-split:c4-knn-MISC-54
c4a_02_007	c4a	2	7	CROSS-T	CROSS-T	H	eye-check:CROSS-T
c4a_02_008	c4a	2	8	O-SLASH	O-SLASH	M	eye-split:c4-knn-MISC-21
c4a_02_009	c4a	2	9	O-TILDE	O-TILDE	H	eye-split:c4-knn-MISC-33
c4a_02_010	c4a	2	10	STAR	STAR	H	eye-split:c4-knn-MISC-67
c4a_02_011	c4a	2	11	VENUS	VENUS	H	eye-check:VENUS
c4a_02_012	c4a	2	12	X	X	H	eye-check:X
c4a_02_013	c4a	2	13	DASH-H	DASH-H	L	eye-check:CIRC-TAIL
c4a_03_001	c4a	3	1	SUN	SUN	H	eye-check:SUN
c4a_03_002	c4a	3	2	MULTI	MULTI	L	eye-check:VEE
c4a_03_003	c4a	3	3	BLOB	BLOB	M	eye-split:c4-knn-MISC-55
c4a_03_004	c4a	3	4	X	X	H	eye-check:X
c4a_03_005	c4a	3	5	OO-TILDE	OO-TILDE	H	eye-split:c4-knn-MISC-31
