source_catalogue	ark	shelfmark	title	date	content_check	verdict	reason
gallica.bnf.fr SRU (BnF Manuscrits)	https://mediatheques.quimper-bretagne-occidentale.bzh/iguana/www.main.cls?sUrl=search#recordId=1.374272	Médiathèques de Quimper Bretagne Occidentale, Fi 43	Plan géométrique de la ville de Carhaix et de ses environs fait l'an mcclxxii / par p.j. bernard ingénieur		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	doi:10.5076/e-codices-fmb-ms-Rimbaud-R-028-003	https://www.e-codices.ch/fr/list/one/fmb/ms-Rimbaud-R-028-003	Cologny, Fondation Martin Bodmer, R-28.3 : Arthur Rimbaud, <i>Jeunesse</i> II-IV, manuscrit autographe	non daté :: notBefore 1854 :: notAfter 1891	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b55014515x	Bibliothèque nationale de France, département Musique, VM FONDS 218 ARR-45 (2)	Tres Poemas // de la // Villa Adriana // Jorge Arriagada // poemas de Waldo Rojas (manuscrit autographe)	1983-1985	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	doi:10.5076/e-codices-bcj-A60	https://www.e-codices.ch/fr/list/one/bcj/A60	Porrentruy, Bibliothèque cantonale jurassienne, A60 : Formulare curiae Basileensis; « Mémoire instructif pour instruire une procédure criminelle »	1753 :: notBefore 1753 :: notAfter 1753	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/18188	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Recueil de sermons		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/18056	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Copies de chartes et privilèges en faveur de l'abbaye de Saint-Bertin		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b550145131	Bibliothèque nationale de France, département Musique, VM FONDS 218 ARR-3 (1-15)	[L'oeil qui ment : musique originale pour le film de Raúl Ruiz] (manuscrit en partie autographe) / Jorge Arriagada]	1992	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001102657710	Bibliothèque municipale de Lyon, Rés 357375	Missale sc&#039;m ritum ecclesie Lugduñ. nouissime impressum : qd&#039; ab oîbus retro impressoribus euasit incastigatum : maxima lucubratione emêdatum atqz oridnatu ; cû multis officijs ac prosis pro	1530.	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	ark:/15733/pmx6	Bibliothèque interuniversitaire de la Sorbonne, cote : A 507-2. Pièce 20 | Description bibliographique (SUDOC)	Deutschlanndt. Germaniae typus. Per Franciscum Hogenbergium concinnatus.	1602	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	http://patrimoine.bm-dijon.fr/pleade/ead.html?c=FR212316101_citeaux_D11011175	Bibliothèque municipale de Dijon, Ms 497, (288)	Oeuvres des poètes latins. Corpus poetarum latinorum	1240/1275	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.inha.fr/idurl/1/60579	<U>Cote de l'original</U> : 4 RES 1431 | Ex-libris manuscrit Van Drooghenbroeck | NUM 4 RES 1431	Pompa funebris optimi potentissimiq. principis Alberti Pii [...] | Pompa funebris optimi potentissimiq. principis Alberti Pii archiducis Austriae, ducis Burg. Bra. &c. Veris imaginibus expressa a Jaco	17... | 1623-01-01	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/22074	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Description sommaire de tous les actes qui sont conservés dans les archives de l'abbaye de Saint-Bertin | Inventorium Sithiense, seu summaria descriptio omnium instrumentorum ecclesiasticorum, regaliu		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	ark:/15733/mg63	Description analytique établie dans le cadre du programme LEGETIMAM | Description hiérarchisée dans le catalogue des archives et manuscrits Calames | Bibliothèque interuniversitaire de la Sorbonne, cote : MS 169	Rabanus Maurus, Commentarium in libros Regum ; Petrus Venerabilis, Responsoria in transfiguratione Domini ad vesperas	1130/1170	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/22105	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Description sommaire de tous les actes qui sont conservés dans les archives de l'abbaye de Saint-Bertin | Inventorium Sithiense, seu summaria descriptio omnium instrumentorum ecclesiasticorum, regaliu		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/22078	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Description sommaire de tous les actes qui sont conservés dans les archives de l'abbaye de Saint-Bertin | Inventorium Sithiense, seu summaria descriptio omnium instrumentorum ecclesiasticorum, regaliu		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/21944	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Recueil de sermons		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/22601	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Recueil		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://bibliotheque-numerique.bibliotheque-agglo-stomer.fr/idurl/1/18472	Bibliothèque de l’Agglomération du Pays de Saint-Omer	Recueil de vies de saints		noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b90006916	Bibliothèque nationale de France. Département des Manuscrits. Clairambault 325	Documents originaux et copies, mémoires et extraits tirés de la Bibliothèque du Roi, fonds de Béthune, Brienne, etc., pour servir aux études d'histoire du Dauphin sous la direction de Bossuet, et conc	1501-1800	noise-foliation/numeral/date	excluded	bourdeau:bnf clairambault 325
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9000680d	Bibliothèque nationale de France. Département des Manuscrits. Clairambault 351	Documents originaux et copies, mémoires et extraits tirés de la Bibliothèque du Roi, fonds de Béthune, Brienne, etc., pour servir aux études d'histoire du Dauphin sous la direction de Bossuet, et conc	1501-1800	genuine-cipher-scored-this-sweep	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9001048f	Bibliothèque nationale de France. Département des Manuscrits. Clairambault 361	Documents originaux et copies, mémoires et extraits tirés de la Bibliothèque du Roi, fonds de Béthune, Brienne, etc., pour servir aux études d'histoire du Dauphin sous la direction de Bossuet, et conc	1601-1800	genuine-cipher-scored-this-sweep	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9001034d	Bibliothèque nationale de France. Département des Manuscrits. Clairambault 1225	Volumes consacrés à l'histoire de l'Ordre du Saint-Esprit. I-CXX « Minutes du Recueil pour servir à l'histoire de l'Ordre et des commandeurs, chevaliers et officiers de l'Ordre du Saint-Esprit, par Cl	1501-1800	genuine-cipher-scored-this-sweep	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b9001052b	Bibliothèque nationale de France. Département des Manuscrits. Clairambault 360	Documents originaux et copies, mémoires et extraits tirés de la Bibliothèque du Roi, fonds de Béthune, Brienne, etc., pour servir aux études d'histoire du Dauphin sous la direction de Bossuet, et conc	1601-1700	noise-on-inspection	excluded	bourdeau:bnf clairambault 360
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100340145	Bibliothèque nationale de France. Département des Manuscrits. Mélanges de Colbert 149	Correspondance de Colbert d'octobre-décembre 1668.		noise-on-inspection	excluded	decode:bnf colbert 149
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10032042t	Bibliothèque nationale de France. Département des Manuscrits. Mélanges de Colbert 133	Correspondance de Colbert de novembre 1665.		noise-on-inspection	excluded	decode:bnf colbert 133
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100319205	Bibliothèque nationale de France. Département des Manuscrits. Mélanges de Colbert 133	Correspondance de Colbert de novembre 1665.		noise-on-inspection	excluded	decode:bnf colbert 133
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100339414	Bibliothèque nationale de France. Département des Manuscrits. Cinq cents de Colbert 369	« Registre des instructions, pouvoirs et dépesches baillées à Monsieur [André Hurault] de Maisse par le deffunt roy Henry troisiesme, le renvoyant pour la seconde fois ambassadeur ordinaire vers la Se	1501-1600	genuine-cipher-scored-this-sweep	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10033936z	Bibliothèque nationale de France. Département des Manuscrits. Cinq cents de Colbert 472	Recueil de la correspondance originale adressée à Michel de Castelnau de Mauvissiere, commissaire général près de l'armée des réîtres du comte Palatin Casimir (1568), gouverneur de Saint-Dizier (1569)	1501-1700	noise-on-inspection	excluded	decode:bnf colbert 472
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10033440s	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 3	Bible répartie en trois volumes, en catalan. Tome II	1401-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10036663r	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 335	Espagnol 335	1601-1700	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100841143	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 11	"""Flos mundi"", en catalan"	1401-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10084113n	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 11	"""Flos mundi"", en catalan"	1401-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b100334434	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 11	"""Flos mundi"", en catalan"	1401-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10868679p	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 216	Alphonse XI , Libro de la monteria et autres textes poétiques et diplomatiques.	1401-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b8438664c	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 216	Alphonse XI , Libro de la monteria et autres textes poétiques et diplomatiques.	1401-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b55002479t	Bibliothèque nationale de France. Département des Manuscrits. italien 1710	Atlas de cartes marines de l’océan Atlantique, de la mer Méditerranée et de la mer Noire.	1480	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b108668715	Bibliothèque nationale de France. Département des Manuscrits. italien 1710	Atlas de cartes marines de l’océan Atlantique, de la mer Méditerranée et de la mer Noire.	1480	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b55002485f	Bibliothèque nationale de France. Département des Manuscrits. Italien 1698	Atlas de cartes marines de la Méditerranée et de la mer Noire. | Portulano italiano: 1470-1482 (Membran.).	1471-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10866870q	Bibliothèque nationale de France. Département des Manuscrits. Italien 1698	Atlas de cartes marines de la Méditerranée et de la mer Noire. | Portulano italiano: 1470-1482 (Membran.).	1471-1500	noise-foliation/numeral/date	survives	
gallica.bnf.fr SRU (BnF Manuscrits)	https://gallica.bnf.fr/ark:/12148/btv1b10034811v	Bibliothèque nationale de France. Département des Manuscrits. Dupuy 111	Recueil de lettres italiennes et latines de frà Paolo SARPI, d'octobre 1608 à juillet 1617.	1601-1700	genuine-cipher-scored-this-sweep	survives	
