catalogue	reference	title_or_desc	date	held_by_or_source	verdict	cipher_note	decipher_note	digitised	edition_risk	score
BL Archives and Manuscripts	Add MS 20318-20319	 LETTERS of [Jean Baptiste Colbert, Marquis de] Torcy [French Secretary of State for Foreign Affairs] to Card. Gualterio; 19 July, 1700-17 Dec. 1726. Fr. Signed, or holograph. Many in cipher, with dec	1700-1727	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20338-20339	 LETTERS of [Henri Charles Arnaud], Abbé de Pomponne [French Ambassador at Venice], to Card. Gualterio; dat. Venice, to the end of 1709, and subsequently at Paris, Versailles, etc., 10 Dec. 1706-5 Jan	10 Dec 1706-5 Jan 1730	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20365-20366	 LETTERS of [Michel] Amelot [afterwards Marquis de Gournay] to Card. Gualterio; dated from Madrid, 22 Sept. 1705- 7 March, 1709, while he was French Ambassador in Spain; from Rome, 2 March-31 July, 17	22 Sep 1705-8 May 1724	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20369-20370	 LETTERS of [Joseph] de la Tour Guion, Bishop of Cavaillon [afterwards Archbishop of Avignon], to Card. Gualterio; Rome, 5 Jan. 1707-4 Dec. 1725. Fr. Holograph. Partly in cipher, with decipherings. Tw	5 Jan 1707-4 Dec 1725	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20371-20380	 LETTERS of Alessandro Abbate Tamisier, to Card. Gualterio, on political and personal matters; Ravenna, Paris, etc., 23 June, 1706-30 Aug. 1728. Fr. and Ital. Holograph, or in a secretary's hand. Some	23 Jun 1706-30 Aug 1728	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20416-20420	 LETTERS of Cardinal Francesco Acquaviva [Papal Nuncio in Spain in 1706, and afterwards Cardinal Protector of Spain and Minister of the King of Spain at Rome] to Card. Gualterio; 4 July, 1706-12 Dec. 	14 Feb 1706-12 Dec 1724	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20466-20467	 LETTERS of Card. Pietro Otthoboni [Bishop of Ostia, Protector of France at the Court of Rome, etc.] to Card. Gualterio; Rome, etc., 15 June, 1706-5 Oct. 1726. Ital. Holograph, or signed; many in ciph	15 Jun 1706-5 Oct 1726	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20473-20474	 LETTERS of the Abbate Rainiero Simonetti [Auditor of the Nunciature of Naples, Governor of Masserano, subsequently Cardinal] to Card. Gualterio; Brussels, Naples, Osimo, Masserano, Rome, etc., 24 Apr	24 Apr 1706-11 Jun 1724	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20510-20511	 LETTERS of [Luigi] Marquis of Bentivoglio, to Card. Gualterio; Ferrara, 13 August, 1707-15 Dec. 1717. Ital. Holograph, or in a secretary's hand. Many in cipher. Two volumes. Included are letters from	13 Aug 1707-15 Dec 1717	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20532-20533	 LETTERS of the Princesse des Ursins [Anne Marie, daughter of Louis de Trémoille, Duc de Noirmoutier, and wife successively of Adrien Blaise de Taleyran, Prince de Chalais, and of Flavio Orsini, Duke 	10 Mar 1703-14 Dec 1724	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20554-20556	 LETTERS of Count F de Vernon [Sardinian Minister in France, 1719-1723] to Card. Gualterio; Turin, Paris, etc., 31 Jan. 1713-15 Jan. 1727. Ital. Holograph, or signed; many in cipher. Included are a fe	31 Jan 1713-12 Feb 1727	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20567-20568	 LETTERS of D. Carlos Felipe Antonio Spinola Colonna [Marques de los Balbases, Viceroy of Sicily, etc.] to Card. Gualterio; Genoa, Palermo, Messina, Madrid, etc., 8 Jan. 1706-19 Feb. 1721. Span. Signe	8 Jan 1706-25 Jan 1727	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20570-20571	 LETTERS of the Marques de Villamayor [Spanish Ambassador at Turin, etc.] to Card. Gualterio; Turin and Genoa, 15 Sept. 1703, 5 Aug., 2, 9 Sept. 1704, 25 Nov. 1713-10 Sept. 1721. Spanish. Holograph or	15 Sep 1703-10 Sep 1721	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 21375	 THREE dispatches of General [Marquis Conrad de] Rosen, in command of James II.'s army in Ireland; two of which are duplicates, the other being dated, Dublin, 16 May, 1689; and a dispatch of M. de la 	16 May 1689-25 Aug 1690	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 21385	 PIÈCES relatives à la marine Française, 1712-1776, viz.: 1. Letter from [Michel] Le Peletier [de Sousi, Director General of Fortifications] to M. Le Blanc; concerning the recapture of the fort of Kno	18th century	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 21521	 AUTOGRAPH letters and documents of the reigning houses of Burgundy, Austria, etc.; from 1436 to 1626, viz.: 1. Philip the Good, Duke of Burgundy, to Louis, Count of Würtemberg, extending the term for	1436-1683	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 23206	 MISCELLANEOUS English and foreign original letters, etc.; [circa 1492]-1817. The writers are 1. [Frà Girolamo Savonarola?] to Charles [VIII.] of France; n.d. [circa 1492 ?]. Ital. f. 1. 2. [Sir] Adry	[c 1492]-1817	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 24157-24166	 ORIGINAL letters from, and a few drafts of letters to, members of the Home Government, chiefly the Earl of Rochford, Viscount Stormont, and Viscount Weymouth, Secretaries of State, and to ministers a	1771-1779	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 28621	 ORIGINAL letters by English and foreign writers, and miscellaneous papers; 1517-1757, viz.:- 1. Drafts of letters from Queen Elizabeth to Christian IV., King of Denmark; Greenwich, 27 Apr. a. r. 32 [	1517-1757	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 29315	" HISTORICAL papers and letters chiefly relating to England; 1436-1721, viz:- 1. ""La moustre de vint lances a cheval et soysante archers de la retenue de Monsieur de Talbot chevalier banneret;"" Andely-"	1436-1721	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 37999	 MISCELLANE0US official papers and letters, many of them being demands or orders for payment for public services, as carrying council letters, victualling ships for Ireland, etc.; 1446, 1561-1718. Amo	1446-1718	Western Manuscripts	survives					
BL Archives and Manuscripts	Egerton MS 1863	 MISCELLANEOUS autograph letters, with accompanying papers; 1525-1787 :- 1. Desiderius Erasmus to Nicholas Everard, President of Holland, relating to Luther's marriage; Basle, 24 Dec. 1525. Lat.; with	1525-1787	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 4125		1584-1657	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 4365		1654-1714	Western Manuscripts	survives					
BL Archives and Manuscripts	Cotton MS Vespasian F VI	Correspondence and other records (originals and transcripts) concerning England and France, 1572, including letters of Queen Elizabeth I of England (1558–1603), King Charles IX of France (1560–1574), 	1572-1st half of the 17th century	Western Manuscripts	survives				very high	25
BL Archives and Manuscripts	Cotton MS Caligula C IV	Records and papers (originals and copies) concerning England and Scotland, 1568–1575	1573-1st half of the 17th century	Western Manuscripts	survives				very high	25
BL Archives and Manuscripts	Cotton MS Vespasian C VII	Correspondence and other records (originals and transcripts) concerning England and Spain, May 1471–June 1588, including letters of King Henry VIII of England (1509–1547), Charles V, king of Spain (15	1st quarter of the 16th century-1st half of the 17th century	Western Manuscripts	survives				very high	25
BL Archives and Manuscripts	Cotton MS Vitellius B II	Records and papers concerning England and Rome, 1509–1515	1509-1515	Western Manuscripts	survives				very high	25
BL Archives and Manuscripts	Mss Eur D623/29		6 Mar 1800	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/37		9 Jul 1800	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/19		6 May 1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/21		10 May 1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/41		Unspecified	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/33		8 Jun 1800	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Add MS 20802		1744-1749	Western Manuscripts	survives					
BL Archives and Manuscripts	Mss Eur D623/9		12 Aug 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/26		20 Dec 1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/34		8 Jun 1800	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Add MS 20313		1719-1727	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 8693-8695	 SACCHETTI CORRESPONDENCE AND PAPERS, VOLS. I-III: secret dispatches, diplomatic and other letters, and papers of Cardinal Giulio Sacchetti, arranged in three registers; 1624-1626. The recipients of t	1624-1626	Western Manuscripts	survives	registers of secret dispatches, 'partly in cipher' per top-level scope note			high	33
BL Archives and Manuscripts	Add MS 8696		27 Feb 1624-22 Apr 1626	Western Manuscripts	survives					
BL Archives and Manuscripts	Mss Eur D623/13		12 Nov 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/16		22 Apr 1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/40		17 Feb 1810	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Add MS 8530		31 Mar 1703-13 Feb 1717	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 8698		1623-1626	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20429		3 Jul 1709-31 Dec 1710	Western Manuscripts	survives					
BL Archives and Manuscripts	Mss Eur D623/2		20 Jun 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/12		12 Nov 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/15		16 Mar 1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/17		6 May 1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/18		6 May 1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/25		1799	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/38		7 Mar 1801	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/39		4 Feb 1803	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Add MS 8527		23 Aug 1721-27 Oct 1725	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 8528		30 Sep 1709-24 Dec 1712	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 8529		23 Aug 1706-21 Dec 1726	Western Manuscripts	survives					
BL Archives and Manuscripts	Mss Eur D623/7		13 Jul 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/20		10 May 1788	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/31		29 Apr 1800	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/32		29 Apr 1800	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/1		1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/3		20 Jun 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/6		10 Jul 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/8		1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Mss Eur D623/14		21 Nov 1798	India Office Records and Private Papers	survives					
BL Archives and Manuscripts	Add MS 4274		c 1551-1721	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20246		3 May 1701-26 Jul 1701	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 26853		Dec 1653-Aug 1658	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20331		21 Aug 1719-1 May 1721	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20427		2 Jul 1707-31 Dec 1707	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20428		11 Jan 1708-29 Jun 1709	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20430		3 Jan 1711-20 Aug 1718	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20431		1707-1718	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 26851		Dec 1653-Aug 1658	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 26852		Dec 1653-Aug 1658	Western Manuscripts	survives					
BL Archives and Manuscripts	Cotton MS Caligula B VII	Records and papers (originals and copies) concerning England and Scotland, 1525–1556	16th century-17th century	Western Manuscripts	survives				very high	25
BL Archives and Manuscripts	Cotton MS Caligula D I	Records and papers concerning England and Scotland, 1587–1589	1587-1589	Western Manuscripts	survives				very high	25
BL Archives and Manuscripts	Cotton MS Titus B VII	Letters to the Earls of Leicester, Sussex and others	1558-1625	Western Manuscripts	survives				very high (see N40)	
BL Archives and Manuscripts	Add MS 8693		13 Apr 1624-30 Jul 1625	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 8694		1624-1626	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 8695		Feb 1624-Jun 1626	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20426		1 Jan 1707-29 Jun 1707	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 26854		Dec 1653-Aug 1658	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20652		7 May 1755-31 Dec 1755	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 20655		1 Jun 1757-15 Aug 1759	Western Manuscripts	survives					
BL Archives and Manuscripts	Mss Eur F699/1/1/1/17	 Letters from the Governor of Bombay 	10 Apr 1860-10 Aug 1861	India Office Records and Private Papers	survives				not assessed (1 of 5 opened: see N/A note, item 30 in Mss Eur F699/1/1/3/4 is a genuine cipher message to Outram, 10 Nov 1857)	
BL Archives and Manuscripts	Sloane MS 1519		17th century	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 6874	Letters of various distinguished persons (royal, aristocratic, papal) of continental Europe (France, Italy, Poland, Spain, Hungary, Austria)	1592-1616	Western Manuscripts	survives					
BL Archives and Manuscripts	Harley MS 6531	Notebook of Humfrey Wanley	c 1683-1687	Western Manuscripts	survives					
BL Archives and Manuscripts	Harley MS 1284	A theological tract, titled ‘The English hipochrite And the Romish Pharisie, unmasked’ by John Walker	c 1621	Western Manuscripts	survives					
BL Archives and Manuscripts	Mss Eur F699/1/1/2/15	Copy Letters to Members of Council in India	17 Mar 1856-1 Mar 1862	India Office Records and Private Papers	survives				not assessed (1 of 5 opened: see N/A note, item 30 in Mss Eur F699/1/1/3/4 is a genuine cipher message to Outram, 10 Nov 1857)	
BL Archives and Manuscripts	Harley MS 565	 Chronicle of London; an English poem on the expedition of Henry V into France; John Lydgate, King Henry VI's Triumphal Entry into London 	c 1444	Western Manuscripts	survives					
BL Archives and Manuscripts	Harley MS 632	 John of Wales, Ordinarium sive Alphabetum vite religiose, Communiloquium, Summa Justiciae, and other works 	1438	Western Manuscripts	survives					
BL Archives and Manuscripts	Photo 911(15)	 Reproduction of plate (magnesium flash) (undeciphered) Indian inscription at 'Penha Verde', Cintra, near Lisbon. Photographer: Unknown 	1920s	Visual Arts	survives					
BL Archives and Manuscripts	Seal CXLVI 60	 Seal of unidentified Byzantine official 	6th century-7th century	Western Manuscripts	survives					
BL Archives and Manuscripts	Seal CLIII 16	Seal of Zosimas	6th century-7th century	Western Manuscripts	survives					
BL Archives and Manuscripts	Photo 2/1(47)	 [Unidentified portrait.] Photographer: Unknown 	1880s	Visual Arts	survives	unrelated portrait photograph (false match)			n/a (not a cipher)	
BL Archives and Manuscripts	Photo 2/1(51)	 [Unidentified man.] Photographer: Unknown 	1880s	Visual Arts	survives	unrelated portrait photograph (false match)			n/a (not a cipher)	
BL Archives and Manuscripts	Photo 2/1(53)	 [Unidentified man, possibly 'Urqhuart'.] Photographer: Unknown 	1890s	Visual Arts	survives	unrelated portrait photograph (false match)			n/a (not a cipher)	
BL Archives and Manuscripts	Mss Eur F223/110(36)	 [?]Eiltisan, Kaghan Valley. Photographer: Muspratt, Sydney Frederick 	1906-1907	Visual Arts	survives					
BL Archives and Manuscripts	Seal XL 88	 Seal of an unknown Byzantine official 	Late 7th century - Early 8th century	Western Manuscripts	survives					
BL Archives and Manuscripts	Johnson 58,7	 A young Muslim courtier 	1770-1780	Visual Arts	survives					
BL Archives and Manuscripts	Mss Eur F223/111(3)	 [Military group] Zakha Khel Expedition. Photographer: Holmes, William (James) Dacia 	1908	Visual Arts	survives					
BL Archives and Manuscripts	Add MS 81805(1)	 Portrait of Lord Alfred Douglas, taken in Cairo. Photographer: Unknown 	c 1893	Western Manuscripts	survives					
BL Archives and Manuscripts	Photo 911(16)	 [Indian inscription found at Penha Verde, Cintra, near Lisbon.] Photographer: Unknown 	1920s	Visual Arts	survives					
BL Archives and Manuscripts	Add MS 57945	 JOHN STOW (d.1605): list of English and Welsh parish livings and religious establishments; circa 1541. Autograph. This work, which was compiled late 16th cent., is based on an unidentified source to 	c 1541	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 63742	 HENRY STANLEY, 4TH EARL OF DERBY: collection of letters and papers on affairs of state, etc.; circa 1583-1589. Copies in the hand of a secretary in Derby's household. A description of the manuscript,	1578-1589	Western Manuscripts	survives					
BL Archives and Manuscripts	Add MS 78167	 WILLIAM SMITH, ROUGE DRAGON PURSUIVANT: Description of Nuremberg; 20 Aug. 1594. Autograph. The full title (f. 7) reads ‘A Breef Description Of The Famous and Bewtifull Cittie of Noremberg, In Germany	20 Aug 1594	Western Manuscripts	survives					
BL Archives and Manuscripts	Mss Eur F197/653(43)	 Gulmarg [word undeciphered] and the snowy ranges to the south. Photographer: Unknown 	c 1905	Visual Arts	survives					
BL Archives and Manuscripts	Mss Eur F197/655(11)	 Mustagh P. and K2, Baltoro gl. on sunset from the glacier [word undeciphered] below [?]Chogolisa-lattel. Photographer: Sella, Vittorio 	1909	Visual Arts	survives					
BL Archives and Manuscripts	16100.c.30	Seiashō 井蛙抄	1648	Oriental Manuscripts	survives					
BL Archives and Manuscripts	Or 12258	Ḥayyim Vital's Sheʿarim	1805-1808	Oriental Manuscripts	survives					
BL Archives and Manuscripts	16006.c.26	[Ikkyū mizukagami] [一休水鏡]	[1615-1644]	Oriental Manuscripts	survives					
BL Archives and Manuscripts	16027.d.16	Chadō benmōshō 茶道便蒙抄	1690	Oriental Manuscripts	survives					
BL Archives and Manuscripts	16055.c.32	Ketsugishō 闕疑抄	1668	Oriental Manuscripts	survives					
BL Archives and Manuscripts	Delhi Persian 861	Miscellaneous works on alchemy, medicine, and genealogy, 8 items (a-h)	1769-1831	Oriental Manuscripts	survives					
BL Archives and Manuscripts	16107.h.14	Kanninki 堪忍記	1664	Oriental Manuscripts	survives					
BL Archives and Manuscripts	16084.d.2	Yōshū fushi 雍州府志	1686	Oriental Manuscripts	survives					
BL Archives and Manuscripts	16055.c.43	Utsuho monogatari うつほ物語	1660	Oriental Manuscripts	survives					
BL Archives and Manuscripts	16055.cc.2	Yamato&nbsp;monogatari&nbsp;shusho&nbsp;大和物語首書&nbsp;	1657	Oriental Manuscripts	survives					
BL Archives and Manuscripts	Harley MS 4146	An English Alphabet of Arms	1572	Western Manuscripts	survives					
BL Archives and Manuscripts	16125.d.34	Chie kagami 知惠鑑 [知恵鑑]	1660	Oriental Manuscripts	survives					
BL Archives and Manuscripts	Or.75.b.4	Heike monogatari 平家物語	[1600-1615]	Oriental Manuscripts	survives					
BL Archives and Manuscripts	Or.75.g.1	Genkō shakusho 元亨釋書 [元亨釈書]	1624	Oriental Manuscripts	survives					
BL Archives and Manuscripts	Or 1526	 'Ajāʾib al-dunyā عجائب الدنيا Ibn Waṣīf Shāh, Ibrāhīm ابن وصيف شاه، إبراهيم 	24 Shawwāl 1093	Oriental Manuscripts	survives					
BL Archives and Manuscripts	Add MS 47682	Bible (the 'Holkham Bible Picture Book')	c 1327-1335	Western Manuscripts	survives					
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b53289618m	[Recueil de chansons populaires]	1840-1860	Bibliothèque nationale de France. Département des Manuscrits. Supplément Persan 1134	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b100874237	[Recueil de chansons populaires]	1840-1860	Bibliothèque nationale de France. Département des Manuscrits. Supplément Persan 1134	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b100765570	Homeliarum (partie d'hiver)	1150-1200	Bibliothèque nationale de France. Département des Manuscrits. Latin 794	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10033706z	Cartulaire ( Livre noir ) de l'abbaye de Saint-Florent-lès-Saumur .	1001-1200	Bibliothèque nationale de France. Département des manuscrits. NAL 1930	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b90661947	Euclides, Geometria	1301-1400	Bibliothèque nationale de France. Département des Manuscrits. Latin 7374	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b107208810	Evrart de Conty, Le livre des Problemes de Aristote. Le livre des Problemes de Aristote - Ire partie	1380-1385	Bibliothèque nationale de France. Département des Manuscrits. Français 24281	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10539585h	Bible. A.T. Prophètes (hébreu) נביאים		Bibliothèque nationale de France. Département des Manuscrits. Hébreu 86	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b8438665s	Theodoric Borgognoni , Cyrurgia , traduit en catalan par Galien de Majorque ; Giordano Ruffo de Calabre , Cirurgia dels cavals ; Llibre dell nodriment i de la cura dells ocels ; Razi , Llibre d'Almans	1350-1400	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 212	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10547732g	Gregorius Magnus, Regula pastoralis.	1001-1050	Bibliothèque nationale de France. Département des Manuscrits. Latin 2799	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b105507721	Latin 2137	0901-0950 1051-1100	Bibliothèque nationale de France. Département des Manuscrits. Latin 2137	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10866577q	Infortiatum, cum glossis	1201-1300	Bibliothèque nationale de France. Département des Manuscrits. Latin 4472	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b8452649c	Infortiatum, cum glossis	1201-1300	Bibliothèque nationale de France. Département des Manuscrits. Latin 4472	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b8452772z	Priscianus Caesariensis, Ars grammatica (sive Institutiones grammaticae), libri I-XV.	1101-1200	Bibliothèque nationale de France. Département des Manuscrits. Latin 7511	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b9059601z	Honorius Augustodunensis, Lucidaire ; Horloge de Sapience ; Jean Petit, Justification de monseigneur de Bourgogne .	1401-1500	Bibliothèque nationale de France. Département des manuscrits. Français 991	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b100773401	Nicolau de Pachs, Doctrina moral ; Francesc Eximenis, Doctrina compendiosa de viure justament ; Bernat Metge, Apologia ; Jafuda Bonsenyor, Libro de palabras y dichos de sabios y filósofos ; Arnau de C	1401-1500	Bibliothèque nationale de France. Département des Manuscrits. Espagnol 55	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b6000302j	Roman de la rose	1390-1410	Bibliothèque nationale de France. Département des Manuscrits. Français 797	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10866374m	Roman de la rose	1390-1410	Bibliothèque nationale de France. Département des Manuscrits. Français 797	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b90599470	Jean Mansel, La Fleur des histoires (tome II)	1470-1475	Bibliothèque nationale de France. Département des Manuscrits. Français 300	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10842584s	Hanūmān nāṭaka, par Hridā Rāma Bhallā	1843	Bibliothèque nationale de France. Département des Manuscrits. Indien 692	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b10866437p	Wauchier de Denain , Histoire ancienne .	1280-1320	Bibliothèque nationale de France. Département des Manuscrits. Français 1386	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b52507502j	Dante, La divina commedia	1389	Bibliothèque nationale de France. Département des Manuscrits. italien 75	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b90645673	Bible. A.T. Prophètes (hébreu) נביאים		Bibliothèque nationale de France. Département des Manuscrits. Hébreu 86	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
Gallica SRU	https://gallica.bnf.fr/ark:/12148/btv1b9072542x	Gregorius Magnus, Regula pastoralis.	1001-1050	Bibliothèque nationale de France. Département des Manuscrits. Latin 2799	survives	matched on 'chiffre' phrase query but title is a literary/liturgical manuscript or an unrelated printed book, not a cipher letter			n/a (not a cipher candidate)	
