line	position	value	grade	reason
f124v-2	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	9	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	23	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	25	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	28	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-2	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-3	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-3	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-3	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-4	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-4	8	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-4	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-4	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-4	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-5	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-5	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-5	14	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-5	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-6	4	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-6	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-6	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-6	30	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-7	7	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-7	25	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-9	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-9	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-9	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-9	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-9	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-9	37	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-10	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-10	17	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-10	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-11	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-11	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-11	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-11	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-11	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-11	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-11	33	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-12	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-12	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-13	12	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-13	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-13	26	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-13	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-14	1	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-14	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-14	10	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-14	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-14	19	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-14	21	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-14	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-15	14	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-16	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-16	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-16	32	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-17	13	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-17	14	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-17	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-17	25	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-18	8	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-18	27	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-19	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-19	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-20	7	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-20	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-20	14	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-21	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-21	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-21	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-22	20	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f124v-22	21	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-1	3	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-1	14	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-1	17	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-1	20	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-2	2	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-2	7	a	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-2	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-2	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-2	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	1	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	9	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	14	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	16	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	29	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	32	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-3	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-4	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-4	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-4	18	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-4	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-4	27	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-5	3	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-5	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-5	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-5	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-5	26	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-6	12	a	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-6	13	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-6	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-6	30	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-6	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-6	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	9	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	13	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	16	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	18	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	29	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-7	32	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-9	2	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-9	34	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-10	2	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-10	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-10	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-10	21	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-10	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-10	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-11	1	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-11	3	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-11	13	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-11	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-11	35	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-12	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-12	12	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-12	15	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-12	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-12	24	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-12	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-13	4	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-13	10	a	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-13	14	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-13	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	2	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	8	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	12	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	23	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	28	g	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	31	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-14	36	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-15	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-15	7	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-15	12	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-15	18	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-15	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-16	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-16	10	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-16	13	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-16	20	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-16	21	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-16	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-16	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-17	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-17	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-17	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-17	21	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-17	28	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	6	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	8	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	14	g	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	16	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	20	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	22	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	27	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-18	31	e	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	1	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	5	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	7	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	16	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	18	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	22	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	30	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-19	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-20	4	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-20	10	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-20	11	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-20	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-20	28	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-20	30	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-21	1	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-21	6	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-21	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-21	15	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-21	17	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143r-21	27	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	3	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	7	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	11	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	23	a	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	24	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	25	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-1	31	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	15	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	27	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	30	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	33	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-2	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	11	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	15	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	27	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	28	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	31	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-3	34	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-4	20	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-4	24	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-4	25	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-5	7	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-5	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-5	19	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	7	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	8	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	10	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-6	33	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	8	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	9	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	10	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	21	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	24	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	25	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-7	33	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-8	2	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-8	9	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-8	25	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-8	28	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-8	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-9	2	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-9	5	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-9	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-9	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-9	27	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-9	32	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-9	33	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-10	3	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-10	14	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-10	23	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-10	34	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-10	36	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-10	37	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-11	10	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-11	11	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-12	7	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-12	12	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-12	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-12	35	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-13	7	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-13	12	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-13	21	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-13	32	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-14	15	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-14	30	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-15	19	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-15	23	ss	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-16	8	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-16	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-16	27	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-17	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-17	9	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-17	10	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-17	25	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-17	26	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-18	2	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-18	5	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-18	9	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-18	17	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-18	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-18	31	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-19	7	o	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-19	8	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-19	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-20	6	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-20	13	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-20	21	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-20	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-20	34	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-21	17	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-22	11	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-23	5	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-23	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-23	21	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-23	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-25	16	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-25	18	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-25	23	s	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-25	32	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-26	6	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-26	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-26	22	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-26	35	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-27	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-27	8	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-28	1	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-28	14	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-28	16	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-28	29	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-29	4	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-29	6	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-29	14	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-29	19	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-29	25	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-29	26	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-29	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-30	11	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-30	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-30	28	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-30	33	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-30	34	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-31	18	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-31	19	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-31	36	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-32	1	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-32	4	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-32	10	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-32	19	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-32	28	mm	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-33	13	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f143v-33	29	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-1	13	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-1	18	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-1	22	i	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-1	27	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-2	12	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-2	17	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-2	22	u	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-2	29	y	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-2	36	m	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-3	3	n	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
f150-3	29	c	S	bMATBEAM fr16 6-gram beam, known-answer control 0.83
