line	position	sign
hstam_4_h_1411_0023_L40	36	84
hstam_4_h_1411_0023_L40	37	83
hstam_4_h_1411_0023_L40	38	21
hstam_4_h_1411_0023_L40	39	16
hstam_4_h_1411_0023_L41	1	48
hstam_4_h_1411_0023_L41	2	83
hstam_4_h_1411_0023_L41	3	27
hstam_4_h_1411_0023_L41	4	16
hstam_4_h_1411_0023_L41	5	97
hstam_4_h_1411_0023_L41	6	39
hstam_4_h_1411_0023_L41	7	11
hstam_4_h_1411_0023_L41	8	29
hstam_4_h_1411_0023_L41	9	31
hstam_4_h_1411_0023_L41	10	55
hstam_4_h_1411_0023_L41	11	26
hstam_4_h_1411_0023_L41	12	62
hstam_4_h_1411_0023_L41	13	73
hstam_4_h_1411_0023_L41	14	83
hstam_4_h_1411_0023_L41	15	58
hstam_4_h_1411_0023_L41	16	73
hstam_4_h_1411_0023_L41	17	83
hstam_4_h_1411_0023_L42	1	36
hstam_4_h_1411_0023_L42	2	72
hstam_4_h_1411_0023_L42	3	31
hstam_4_h_1411_0023_L42	4	23
hstam_4_h_1411_0023_L42	5	25
hstam_4_h_1411_0023_L42	6	70
hstam_4_h_1411_0023_L42	7	29
hstam_4_h_1411_0023_L42	8	60
hstam_4_h_1411_0023_L42	9	73
hstam_4_h_1411_0023_L42	10	16
hstam_4_h_1411_0023_L42	11	56
hstam_4_h_1411_0023_L42	12	55
hstam_4_h_1411_0023_L42	13	22
hstam_4_h_1411_0023_L42	14	32
hstam_4_h_1411_0023_L42	15	39
hstam_4_h_1411_0023_L42	16	86
hstam_4_h_1411_0023_L42	17	27
hstam_4_h_1411_0023_L42	18	61
hstam_4_h_1411_0023_L42	19	83
hstam_4_h_1411_0023_L42	20	51
hstam_4_h_1411_0023_L42	21	71
hstam_4_h_1411_0023_L42	22	31
hstam_4_h_1411_0023_L42	23	23
hstam_4_h_1411_0023_L43	1	95
hstam_4_h_1411_0023_L43	2	43
hstam_4_h_1411_0023_L43	3	28
hstam_4_h_1411_0023_L43	4	63
hstam_4_h_1411_0023_L43	5	79
hstam_4_h_1411_0023_L43	6	25
hstam_4_h_1411_0023_L43	7	84
hstam_4_h_1411_0023_L43	8	44
hstam_4_h_1411_0023_L43	9	72
hstam_4_h_1411_0023_L43	10	39
hstam_4_h_1411_0023_L43	11	25
hstam_4_h_1411_0023_L43	12	94
hstam_4_h_1411_0023_L43	13	33
hstam_4_h_1411_0023_L43	14	27
hstam_4_h_1411_0023_L43	15	49
hstam_4_h_1411_0023_L43	16	25
hstam_4_h_1411_0023_L43	17	60
hstam_4_h_1411_0023_L43	18	25
hstam_4_h_1411_0023_L43	19	77
hstam_4_h_1411_0023_L43	20	26
hstam_4_h_1411_0023_L43	21	54
hstam_4_h_1411_0023_L43	22	79
hstam_4_h_1411_0023_L43	23	37
hstam_4_h_1411_0023_L43	24	11
hstam_4_h_1411_0023_L43	25	74
hstam_4_h_1411_0023_L43	26	56
hstam_4_h_1411_0023_L43	27	16
hstam_4_h_1411_0023_L43	28	38
hstam_4_h_1411_0023_L43	29	72
hstam_4_h_1411_0023_L43	30	60
hstam_4_h_1411_0023_L43	31	66
hstam_4_h_1411_0023_L43	32	5
hstam_4_h_1411_0023_L44	1	74
hstam_4_h_1411_0023_L44	2	22
hstam_4_h_1411_0023_L44	3	92
hstam_4_h_1411_0023_L44	4	73
hstam_4_h_1411_0023_L44	5	83
hstam_4_h_1411_0023_L44	6	26
hstam_4_h_1411_0023_L44	7	16
hstam_4_h_1411_0023_L44	8	77
hstam_4_h_1411_0023_L44	9	35
hstam_4_h_1411_0023_L44	10	52
hstam_4_h_1411_0023_L44	11	11
hstam_4_h_1411_0023_L44	12	72
hstam_4_h_1411_0023_L44	13	79
hstam_4_h_1411_0023_L44	14	94
hstam_4_h_1411_0023_L44	15	56
hstam_4_h_1411_0023_L44	16	70
hstam_4_h_1411_0023_L44	17	83
hstam_4_h_1411_0023_L44	18	32
hstam_4_h_1411_0023_L44	19	16
hstam_4_h_1411_0023_L44	20	84
hstam_4_h_1411_0023_L44	21	71
hstam_4_h_1411_0023_L44	22	15
hstam_4_h_1411_0023_L44	23	27
hstam_4_h_1411_0023_L44	24	78
hstam_4_h_1411_0023_L44	25	30
hstam_4_h_1411_0023_L44	26	74
hstam_4_h_1411_0023_L44	27	77
hstam_4_h_1411_0023_L44	28	35
hstam_4_h_1411_0023_L44	29	97
hstam_4_h_1411_0023_L44	30	29
hstam_4_h_1411_0023_L44	31	49
hstam_4_h_1411_0023_L44	32	39
hstam_4_h_1411_0023_L44	33	15
hstam_4_h_1411_0023_L45	1	42
hstam_4_h_1411_0023_L45	2	70
hstam_4_h_1411_0023_L45	3	22
hstam_4_h_1411_0023_L45	4	23
hstam_4_h_1411_0023_L45	5	32
hstam_4_h_1411_0023_L45	6	66
hstam_4_h_1411_0023_L45	7	70
hstam_4_h_1411_0023_L45	8	54
hstam_4_h_1411_0023_L45	9	84
hstam_4_h_1411_0023_L45	10	99
hstam_4_h_1411_0023_L45	11	27
hstam_4_h_1411_0023_L45	12	16
hstam_4_h_1411_0023_L45	13	30
hstam_4_h_1411_0023_L45	14	92
hstam_4_h_1411_0023_L45	15	31
hstam_4_h_1411_0023_L45	16	29
hstam_4_h_1411_0023_L45	17	16
hstam_4_h_1411_0023_L45	18	37
hstam_4_h_1411_0023_L45	19	11
hstam_4_h_1411_0023_L45	20	84
hstam_4_h_1411_0023_L45	21	22
hstam_4_h_1411_0023_L45	22	79
hstam_4_h_1411_0023_L45	23	39
hstam_4_h_1411_0023_L45	24	94
hstam_4_h_1411_0023_L45	25	52
hstam_4_h_1411_0023_L45	26	58
hstam_4_h_1411_0023_L45	27	58
hstam_4_h_1411_0023_L45	28	70
hstam_4_h_1411_0023_L45	29	84
hstam_4_h_1411_0023_L45	30	44
hstam_4_h_1411_0023_L45	31	2
hstam_4_h_1411_0023_L45	32	55
hstam_4_h_1411_0023_L46	1	15
hstam_4_h_1411_0023_L46	2	28
hstam_4_h_1411_0023_L46	3	15
hstam_4_h_1411_0023_L46	4	13
hstam_4_h_1411_0023_L46	5	37
hstam_4_h_1411_0023_L46	6	70
hstam_4_h_1411_0023_L46	7	84
hstam_4_h_1411_0023_L46	8	22
hstam_4_h_1411_0023_L46	9	48
hstam_4_h_1411_0023_L46	10	83
hstam_4_h_1411_0023_L46	11	11
hstam_4_h_1411_0023_L47	1	39
hstam_4_h_1411_0023_L47	2	83
hstam_4_h_1411_0023_L47	3	41
hstam_4_h_1411_0023_L47	4	23
hstam_4_h_1411_0023_L47	5	57
hstam_4_h_1411_0023_L47	6	73
hstam_4_h_1411_0023_L47	7	83
hstam_4_h_1411_0023_L47	8	39
hstam_4_h_1411_0023_L47	9	26
hstam_4_h_1411_0023_L47	10	29
hstam_4_h_1411_0023_L47	11	84
hstam_4_h_1411_0023_L47	12	56
hstam_4_h_1411_0023_L47	13	55
hstam_4_h_1411_0023_L47	14	94
hstam_4_h_1411_0023_L47	15	72
hstam_4_h_1411_0023_L47	16	16
hstam_4_h_1411_0023_L47	17	48
hstam_4_h_1411_0023_L47	18	26
hstam_4_h_1411_0023_L47	19	70
hstam_4_h_1411_0023_L47	20	77
hstam_4_h_1411_0023_L47	21	90
hstam_4_h_1411_0023_L47	22	58
hstam_4_h_1411_0023_L48	1	39
hstam_4_h_1411_0023_L48	2	30
hstam_4_h_1411_0023_L48	3	26
hstam_4_h_1411_0023_L48	4	25
hstam_4_h_1411_0023_L48	5	79
hstam_4_h_1411_0023_L48	6	94
hstam_4_h_1411_0023_L48	7	36
hstam_4_h_1411_0023_L48	8	83
hstam_4_h_1411_0023_L48	9	12
hstam_4_h_1411_0023_L48	10	95
hstam_4_h_1411_0023_L48	11	38
hstam_4_h_1411_0023_L48	12	19
hstam_4_h_1411_0023_L48	13	28
hstam_4_h_1411_0023_L48	14	97
hstam_4_h_1411_0023_L48	15	42
hstam_4_h_1411_0023_L48	16	69
hstam_4_h_1411_0023_L48	17	90
hstam_4_h_1411_0023_L48	18	58
hstam_4_h_1411_0023_L48	19	77
hstam_4_h_1411_0023_L48	20	70
hstam_4_h_1411_0023_L48	21	16
hstam_4_h_1411_0023_L48	22	44
hstam_4_h_1411_0023_L48	23	92
hstam_4_h_1411_0023_L48	24	73
hstam_4_h_1411_0023_L48	25	79
hstam_4_h_1411_0023_L48	26	31
hstam_4_h_1411_0023_L48	27	27
hstam_4_h_1411_0023_L48	28	55
hstam_4_h_1411_0023_L48	29	13
hstam_4_h_1411_0023_L48	30	16
hstam_4_h_1411_0023_L48	31	15
hstam_4_h_1411_0023_L48	32	10
hstam_4_h_1411_0023_L48	33	50
hstam_4_h_1411_0023_L48	34	30
hstam_4_h_1411_0023_L49	1	32
hstam_4_h_1411_0023_L49	2	61
hstam_4_h_1411_0023_L49	3	32
hstam_4_h_1411_0023_L49	4	84
hstam_4_h_1411_0023_L49	5	83
hstam_4_h_1411_0023_L49	6	94
hstam_4_h_1411_0023_L49	7	97
hstam_4_h_1411_0023_L49	8	89
hstam_4_h_1411_0023_L49	9	80
hstam_4_h_1411_0023_L49	10	92
hstam_4_h_1411_0023_L49	11	66
hstam_4_h_1411_0023_L49	12	25
hstam_4_h_1411_0023_L49	13	48
hstam_4_h_1411_0023_L49	14	42
hstam_4_h_1411_0023_L49	15	13
hstam_4_h_1411_0023_L49	16	35
hstam_4_h_1411_0023_L49	17	15
hstam_4_h_1411_0023_L49	18	26
hstam_4_h_1411_0023_L49	19	84
hstam_4_h_1411_0023_L49	20	83
hstam_4_h_1411_0023_L49	21	32
hstam_4_h_1411_0023_L49	22	90
hstam_4_h_1411_0023_L49	23	22
hstam_4_h_1411_0023_L49	24	52
hstam_4_h_1411_0023_L49	25	58
hstam_4_h_1411_0023_L49	26	1
hstam_4_h_1411_0023_L49	27	28
hstam_4_h_1411_0023_L49	28	72
hstam_4_h_1411_0023_L49	29	73
hstam_4_h_1411_0023_L49	30	30
hstam_4_h_1411_0023_L49	31	16
hstam_4_h_1411_0023_L49	32	26
hstam_4_h_1411_0023_L49	33	56
hstam_4_h_1411_0023_L49	34	55
hstam_4_h_1411_0023_L49	35	44
hstam_4_h_1411_0023_L49	36	58
hstam_4_h_1411_0023_L49	37	35
hstam_4_h_1411_0023_L49	38	44
hstam_4_h_1411_0023_L50	1	92
hstam_4_h_1411_0023_L50	2	22
hstam_4_h_1411_0023_L50	3	48
hstam_4_h_1411_0023_L50	4	42
hstam_4_h_1411_0023_L50	5	29
hstam_4_h_1411_0023_L50	6	49
hstam_4_h_1411_0023_L50	7	77
hstam_4_h_1411_0023_L50	8	32
hstam_4_h_1411_0023_L50	9	83
hstam_4_h_1411_0023_L50	10	60
hstam_4_h_1411_0023_L50	11	16
hstam_4_h_1411_0023_L50	12	44
hstam_4_h_1411_0023_L50	13	27
hstam_4_h_1411_0023_L50	14	31
hstam_4_h_1411_0023_L50	15	30
hstam_4_h_1411_0023_L50	16	67
hstam_4_h_1411_0023_L50	17	79
hstam_4_h_1411_0023_L50	18	74
hstam_4_h_1411_0023_L50	19	18
hstam_4_h_1411_0023_L50	20	84
hstam_4_h_1411_0023_L50	21	29
hstam_4_h_1411_0023_L50	22	84
hstam_4_h_1411_0023_L50	23	83
hstam_4_h_1411_0023_L50	24	27
hstam_4_h_1411_0023_L50	25	70
hstam_4_h_1411_0023_L50	26	11
hstam_4_h_1411_0023_L50	27	83
hstam_4_h_1411_0023_L50	28	92
hstam_4_h_1411_0023_L50	29	35
hstam_4_h_1411_0023_L50	30	16
hstam_4_h_1411_0023_L50	31	22
hstam_4_h_1411_0023_L50	32	13
hstam_4_h_1411_0023_L50	33	35
hstam_4_h_1411_0023_L50	34	15
hstam_4_h_1411_0023_L50	35	94
hstam_4_h_1411_0023_L50	36	49
hstam_4_h_1411_0023_L51	1	26
hstam_4_h_1411_0023_L51	2	39
hstam_4_h_1411_0023_L51	3	72
hstam_4_h_1411_0023_L51	4	1
hstam_4_h_1411_0023_L51	5	12
hstam_4_h_1411_0023_L51	6	73
hstam_4_h_1411_0023_L51	7	83
hstam_4_h_1411_0023_L51	8	72
hstam_4_h_1411_0023_L51	9	32
hstam_4_h_1411_0023_L51	10	84
hstam_4_h_1411_0023_L51	11	99
hstam_4_h_1411_0023_L51	12	52
hstam_4_h_1411_0023_L51	13	34
hstam_4_h_1411_0023_L51	14	58
hstam_4_h_1411_0023_L51	15	70
hstam_4_h_1411_0023_L51	16	30
hstam_4_h_1411_0023_L51	17	27
hstam_4_h_1411_0023_L51	18	90
hstam_4_h_1411_0023_L51	19	24
hstam_4_h_1411_0023_L51	20	11
hstam_4_h_1411_0023_L51	21	24
hstam_4_h_1411_0023_L51	22	87
hstam_4_h_1411_0023_L51	23	83
hstam_4_h_1411_0023_L51	24	51
hstam_4_h_1411_0023_L51	25	35
hstam_4_h_1411_0023_L51	26	84
hstam_4_h_1411_0023_L51	27	24
hstam_4_h_1411_0023_L51	28	77
hstam_4_h_1411_0023_L52	1	31
hstam_4_h_1411_0023_L52	2	30
hstam_4_h_1411_0023_L52	3	73
hstam_4_h_1411_0023_L52	4	11
hstam_4_h_1411_0023_L52	5	26
hstam_4_h_1411_0023_L52	6	73
hstam_4_h_1411_0023_L52	7	63
hstam_4_h_1411_0023_L52	8	23
hstam_4_h_1411_0023_L52	9	56
hstam_4_h_1411_0023_L52	10	70
hstam_4_h_1411_0023_L52	11	30
hstam_4_h_1411_0023_L52	12	29
hstam_4_h_1411_0023_L52	13	54
hstam_4_h_1411_0023_L52	14	97
hstam_4_h_1411_0023_L52	15	28
hstam_4_h_1411_0023_L52	16	13
hstam_4_h_1411_0023_L52	17	11
hstam_4_h_1411_0023_L52	18	43
hstam_4_h_1411_0023_L52	19	72
hstam_4_h_1411_0023_L52	20	27
hstam_4_h_1411_0023_L52	21	44
hstam_4_h_1411_0023_L52	22	28
hstam_4_h_1411_0023_L52	23	22
hstam_4_h_1411_0023_L52	24	58
hstam_4_h_1411_0023_L52	25	89
hstam_4_h_1411_0023_L52	26	24
hstam_4_h_1411_0023_L52	27	91
hstam_4_h_1411_0023_L52	28	30
hstam_4_h_1411_0023_L52	29	70
hstam_4_h_1411_0023_L52	30	22
hstam_4_h_1411_0023_L52	31	27
hstam_4_h_1411_0023_L52	32	49
hstam_4_h_1411_0023_L52	33	83
