string	fixed_rule_output	a_fixed_name6	b_freeops_name6	b_freeops_name7	c_family_name7	d_family_name6	d_name6_labels
MBR+8E8F8^MVT	MZMUHNZV	False	False	False	False	False	
RDE+8V8J8^QHW		False	False	False	True	True	ANDREW
WNC+8G8H8^SLE		False	False	False	True	False	
HXA+8T8P8^VOR	HOVWOKJO	False	False	False	True	False	
CYO+8I8A8^KMM	CHIWAZAM	False	False	False	True	False	
DEQ+8C8A8^SRB	DYTPLBTR	False	False	False	True	False	
EOT+8Z8S8^SWF		False	False	False	True	False	
PBP+8G8Z8^YYY		False	False	False	False	False	
UTV+8B8X8^TWD		False	False	False	True	False	
LAW+8J8Y8^TNH		False	False	False	True	False	
EIF+8N8A8^FPN		False	False	False	True	False	
NGE+8O8D8^ELD		False	False	False	True	True	AMELIA;DONALD;NELSON;WILSON
MSV+8S8W8^GCN	MZFFTYIC	False	False	False	True	False	
PQJ+8A8Z8^QSU		False	False	False	True	False	
WNB+8V8E8^KQP		False	False	False	True	False	
YJH+8J8T8^FXF		False	False	False	True	False	
BVZ+8D8E8^MTD	BKNAWOZT	False	False	False	True	True	DWIGHT
MKK+8C8S8^OPH		False	False	False	True	False	
XJB+8S8D8^GAZ	XGLGYTIA	False	False	False	True	False	
IMO+8B8F8^ICT		False	False	False	True	False	
DXG+8I8J8^ZTP	DYVYTFFT	False	False	False	True	False	
VPL+8F8H8^WGG		False	False	False	True	False	
JMZ+8I8D8^UIW		False	False	False	True	False	
VEC+8J8R8^GZH	VJTDRUIZ	False	False	False	True	False	
GYK+8Z8V8^BKT	GIIOWAKK	False	False	False	True	False	
XPJ+8W8M8^FAM	XGSIESUA	False	False	False	True	False	
ASC+8B8E8^INU		False	False	False	True	False	
TZA+8I8B8^ZHB		False	False	False	True	False	
GJS+8N8T8^FXX	GILEIJUX	False	False	True	True	False	
RTX+8T8B8^DOJ		False	False	False	True	False	
YKX+8I8Z8^LTN		False	False	False	True	False	
QRA+8O8V8^LFH		False	False	False	True	True	CALVIN
AHJ+8R8V8^IRY		False	False	False	True	False	
RMD+8G8T8^EGS		False	False	False	True	True	AMANDA
XTC+8V8S8^CDL	XGUDRUHD	False	False	False	True	False	
FEW+8V8J8^USU		False	False	False	True	False	
NSM+8G8H8^VKC	NLFJIEJK	False	False	False	True	True	MARCUS
FTM+8H8U8^DRH	FUUJIEYR	False	False	False	True	True	GERALD
CHR+8I8K8^TNU		False	False	False	True	True	CURTIS
YTB+8Q8S8^TSS		False	False	False	False	False	
BNM+8V8F8^VJL	BKNJIEJJ	False	False	False	True	True	RONALD
GUI+8D8M8^TJW		False	False	False	True	False	
NYQ+8H8E8^JNB	NLIPLBPN	False	False	False	True	False	
ALO+8O8V8^CBQ	ARXWAZHB	False	False	False	True	False	
YZG+8K8K8^RUI		False	False	False	True	True	MARCUS
MML+8E8E8^MZO	MZBPQPZZ	False	False	False	True	False	
LBE+8P8H8^TSF		False	False	False	True	False	
TWC+8Q8K8^YNA		False	False	False	True	False	
IYK+8F8B8^PTM		False	False	False	True	False	
YRO+8R8G8^ILF		False	False	False	True	False	
VSB+8Y8U8^TDV		False	False	False	True	False	
EOZ+8A8B8^PRE		False	False	False	True	False	
EOW+8X8Y8^VNF		False	False	False	True	False	
PDF+8Y8U8^CGX		False	False	False	True	False	
IIL+8L8C8^YEN		False	False	False	True	False	
PNB+8G8B8^BPU		False	False	False	True	False	
IPJ+8Q8C8^KML		False	False	False	True	True	RACHEL
ZHO+8H8H8^OAT		False	False	False	True	False	
EGB+8Q8E8^PKC		False	False	False	True	False	
ARB+8D8Z8^DCQ	ARYGYTYC	False	False	False	True	False	
ARO+8H8U8^VZT	ARYWAZJZ	False	False	False	False	False	
GYW+8J8Q8^CYB	GIIOKNHY	False	False	False	True	False	
IXV+8G8O8^DYR		False	False	False	True	True	ROLAND
TUJ+8I8A8^MCO		False	False	False	True	True	JULIAN
MAI+8F8J8^MNJ	MZDESXZN	False	False	True	True	True	MARTHA
DAY+8Z8M8^KUC	DYDTFVAU	False	False	False	True	False	
KOL+8Y8R8^CUN	KAAPQPHU	False	False	False	True	False	
KZZ+8L8T8^ACL	KACAWORC	False	False	False	True	False	
QNR+8E8A8^AWK		False	False	True	True	True	MARGARET;MARGIE
ARS+8U8F8^YED		False	False	False	True	False	
OIN+8U8O8^LQL		False	False	False	True	True	VIOLET
JSQ+8Y8T8^TPF		False	False	False	True	False	
GQE+8A8L8^BOJ	GIEIJMKO	False	False	False	True	True	NELSON
JRJ+8U8M8^IMN		False	False	False	True	False	
QQT+8Z8S8^BGK		False	False	False	False	False	
OJF+8A8E8^MAC		False	False	False	True	True	HERMAN
KWU+8P8Y8^GVA	KARRDCIV	False	False	False	True	True	CARMEN;GENEVA
CNG+8R8B8^UDP		False	False	False	True	True	RODNEY
GNV+8Z8B8^FPM	GINFTYUP	False	False	False	True	True	LELAND
OVA+8J8G8^IDS		False	False	False	True	True	REGINA
RWG+8F8V8^JAG		False	False	False	True	False	
SKY+8M8I8^IHV		False	False	False	False	False	
MTV+8P8X8^JJU	MZUFTYPJ	False	False	False	True	True	ROLAND
DRD+8B8W8^TOJ		False	False	False	True	True	ELOISE
GMA+8G8K8^GKO	GIBWOKIK	False	False	False	True	True	ANDREA;GEORGE
ITL+8N8M8^CEX		False	False	False	True	False	
JOH+8U8E8^ZMP	JPAURDFM	False	False	False	True	False	
QLC+8Q8H8^WQA		False	False	False	True	False	
JWH+8A8R8^XHH	JPRURDGH	False	False	False	True	True	NATALIE;WINIFRED
YWZ+8J8G8^PSD		False	False	False	True	False	
VFS+8E8X8^TQN		False	False	False	True	False	
IRS+8Q8P8^CJG		False	False	False	True	False	
XFE+8N8O8^NIX	XGHIJMLI	False	False	False	True	False	
VBL+8E8U8^JIV	VJMPQPPI	False	False	False	True	False	
JJN+8A8O8^ZFJ	JPLHURFF	False	False	False	True	True	HATTIE
HHQ+8Q8V8^VUF	HOKPLBJU	False	False	False	True	False	
IQE+8P8Q8^WTA		False	False	False	True	True	PAULINE
WEW+8C8H8^UXA		False	False	False	True	True	RACHEL
WPG+8A8W8^BXY		False	False	False	True	True	EUGENE;MIRIAM
