# KEY-DESIGN-PRIORS.tsv -- tools/design_prior.py --unkeyed: every ciphertext in an open/partial folder that no usable key claims as its own text. A design prior to choose the first attack family, never a reading. Lead = nearest key in the same office (shared name or folder), same decade, same sign inventory.
ciphertext_path	folder	status	decade	n_tokens	distinct	inventory	plausible	excluded	not_above_null	class_ranking	family_ranking_advisory	fp_rate	nearest_keys	nearest_office_decade	same_office_decade_lead	note
ciphers/koehler-1944/ciphertext-variants.tsv	koehler-1944	open	1940s	91	56	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.25; mixed (partial table)=0.63; letter-for-letter=1.01; code=1.17	nomenclator=0.26; homophonic=0.27; syllabary=0.56; mixed=0.63; alphabet substitution=1.01; code numbers=1.17	0.115	ciphers/lodewijk-van-nassau-1573-74/key_full.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.22; synthetic; inv=digits; num_in_range=0.86] || ciphers/malsburg-hessen-1636/keys/key_519.tsv [homophonic; (folder) malsburg-hessen-1636; 1636; d=0.26; real; inv=digits; num_in_range=0.24] || ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.27; synthetic; inv=digits; num_in_range=0.86]	Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.22 || (folder) malsburg-hessen-1636 (1630s) d=0.26 || Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution) (1590s) d=0.29		
ciphers/koehler-1944/ciphertext.txt	koehler-1944	open	1940s	2	2	letters										short: 2 tokens < 30, no statistics
ciphers/la-garde-1577/ciphertext_6179.tsv	la-garde-1577	open	1570s	193	35	digits	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary)=0.15; code=0.74; letter-for-letter=0.87; mixed (partial table)=1.02	syllabary=0.15; homophonic=0.27; nomenclator=0.27; code numbers=0.74; alphabet substitution=0.87; mixed=1.02	0.085	ciphers/fr5160-letellier-1653/key_1659_ext.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1653-1661 (volume sp; d=0.10; synthetic; inv=mixed; num_in_range=1.00] || ciphers/fr3986-nevers-revol-1593/key.tsv [syllabary; same office (Nevers Rome embassy), same cipher no.60; 23 Oct 1593; d=0.16; synthetic; inv=mixed; num_in_range=1.00] || ciphers/clair349-este-guise-1556/key_decode.tsv [nomenclator; (folder) clair349-este-guise-1556; 1556; d=0.18; real; inv=mixed; num_in_range=0.90]	French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fil (1650s) d=0.10 || same office (Nevers Rome embassy), same cipher no.60 (1590s) d=0.16 || (folder) clair349-este-guise-1556 (1550s) d=0.18		
ciphers/la-garde-1577/ciphertext_6179_L1.tsv	la-garde-1577	open	1570s	193	35	digits	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)		letter-for-letter	multi-sign (homophonic/nomenclator/syllabary)=0.15; code=0.74; letter-for-letter=0.87; mixed (partial table)=1.02	syllabary=0.15; homophonic=0.27; nomenclator=0.27; code numbers=0.74; alphabet substitution=0.87; mixed=1.02	0.085	ciphers/fr5160-letellier-1653/key_1659_ext.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1653-1661 (volume sp; d=0.10; synthetic; inv=mixed; num_in_range=1.00] || ciphers/fr3986-nevers-revol-1593/key.tsv [syllabary; same office (Nevers Rome embassy), same cipher no.60; 23 Oct 1593; d=0.16; synthetic; inv=mixed; num_in_range=1.00] || ciphers/clair349-este-guise-1556/key_decode.tsv [nomenclator; (folder) clair349-este-guise-1556; 1556; d=0.18; real; inv=mixed; num_in_range=0.90]	French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fil (1650s) d=0.10 || same office (Nevers Rome embassy), same cipher no.60 (1590s) d=0.16 || (folder) clair349-este-guise-1556 (1550s) d=0.18		
ciphers/la-garde-1577/ciphertext_6179_v2.tsv	la-garde-1577	open	1570s	199	42	mixed	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)			multi-sign (homophonic/nomenclator/syllabary)=0.08; letter-for-letter=0.93; code=1.00; mixed (partial table)=1.09	nomenclator=0.16; syllabary=0.17; homophonic=0.21; alphabet substitution=0.93; code numbers=1.00; mixed=1.09	0.080	ciphers/clair349-este-guise-1556/key_alpha.tsv [homophonic; (folder) clair349-este-guise-1556; 1556; d=0.05; synthetic; inv=mixed; num_in_range=0.91] || ciphers/matignon-mayenne-1586/key.tsv [nomenclator; (folder) matignon-mayenne-1586; 1585; d=0.08; synthetic; inv=mixed; num_in_range=0.91] || ciphers/clair1108-duvergier/key_1696.tsv [syllabary; Saint-Cyran/Jansenist-adjacent correspondence, collected in ; Letter A: 26 Mar 169; d=0.12; synthetic; inv=digits; num_in_range=0.70]	(folder) clair349-este-guise-1556 (1550s) d=0.05 || (folder) matignon-mayenne-1586 (1580s) d=0.08 || Saint-Cyran/Jansenist-adjacent correspondence, collected in Clairambau (1690s) d=0.12		
ciphers/la-garde-1577/ciphertext_6467.tsv	la-garde-1577	open	1570s	45	22	digits	code,mixed (partial table)		letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.26; letter-for-letter=0.62; mixed (partial table)=0.71; code=0.77	syllabary=0.28; nomenclator=0.30; homophonic=0.43; alphabet substitution=0.62; mixed=0.71; code numbers=0.77	0.140	ciphers/fr5160-letellier-1653/key_1659.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1653-1661 (volume sp; d=0.25; synthetic; inv=mixed; num_in_range=1.00] || ciphers/fr5160-letellier-1653/key_1659_ext.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1653-1661 (volume sp; d=0.26; synthetic; inv=mixed; num_in_range=1.00] || ciphers/thurloe-printed/key_johnson2.tsv [nomenclator; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.27; synthetic; inv=digits; num_in_range=0.00]	French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fil (1650s) d=0.25 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.27 || Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat (1630s) d=0.31		
ciphers/la-garde-1577/ciphertext_6467_L1.tsv	la-garde-1577	open	1570s	45	22	digits	code,mixed (partial table)		letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.26; letter-for-letter=0.62; mixed (partial table)=0.71; code=0.77	syllabary=0.28; nomenclator=0.30; homophonic=0.43; alphabet substitution=0.62; mixed=0.71; code numbers=0.77	0.140	ciphers/fr5160-letellier-1653/key_1659.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1653-1661 (volume sp; d=0.25; synthetic; inv=mixed; num_in_range=1.00] || ciphers/fr5160-letellier-1653/key_1659_ext.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1653-1661 (volume sp; d=0.26; synthetic; inv=mixed; num_in_range=1.00] || ciphers/thurloe-printed/key_johnson2.tsv [nomenclator; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.27; synthetic; inv=digits; num_in_range=0.00]	French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere et fil (1650s) d=0.25 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.27 || Abel Servien's Italian mission (envoye to Savoie/Italy) secretariat (1630s) d=0.31		
ciphers/la-garde-1577/ciphertext_6467_v2.tsv	la-garde-1577	open	1570s	46	25	mixed	code,mixed (partial table)		letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.17; mixed (partial table)=0.46; code=0.66; letter-for-letter=0.78	syllabary=0.23; homophonic=0.26; nomenclator=0.26; mixed=0.46; code numbers=0.66; alphabet substitution=0.78	0.125	ciphers/clair349-este-guise-1556/key_decode.tsv [nomenclator; (folder) clair349-este-guise-1556; 1556; d=0.12; real; inv=mixed; num_in_range=0.94] || ciphers/thurloe-printed/key_johnson1.tsv [mixed; Cromwellian Secretary of State's intelligence network (John ; 1650s; d=0.18; synthetic; inv=digits; num_in_range=0.00] || ciphers/clair1108-duvergier/key_1696.tsv [syllabary; Saint-Cyran/Jansenist-adjacent correspondence, collected in ; Letter A: 26 Mar 169; d=0.18; synthetic; inv=digits; num_in_range=0.50]	(folder) clair349-este-guise-1556 (1550s) d=0.12 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.18 || Saint-Cyran/Jansenist-adjacent correspondence, collected in Clairambau (1690s) d=0.18		
ciphers/lodewijk-van-nassau-1573-74/ax4612tr/ciphertext_5811_cut833.tsv	lodewijk-van-nassau-1573-74	partial	1570s	882	121	digits	multi-sign (homophonic/nomenclator/syllabary)	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)=0.43; code=1.43; letter-for-letter=1.52; mixed (partial table)=1.87	nomenclator=0.44; homophonic=0.57; syllabary=0.59; code numbers=1.43; alphabet substitution=1.52; mixed=1.87	0.045	ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.43; synthetic; inv=mixed] || ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.43; synthetic; inv=digits; num_in_range=0.84] || ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.44; synthetic; inv=digits; num_in_range=1.00]	Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.43 || (folder) castelcicala-1816 (1810s) d=0.43 || Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.44	same folder: ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv (d=0.44, nomenclator)	
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4503.tsv	lodewijk-van-nassau-1573-74	partial	1570s	237	73	digits	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)			multi-sign (homophonic/nomenclator/syllabary)=0.22; code=0.72; letter-for-letter=1.07; mixed (partial table)=1.16	syllabary=0.23; homophonic=0.39; nomenclator=0.43; code numbers=0.72; alphabet substitution=1.07; mixed=1.16	0.075	ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.20; synthetic; inv=digits; num_in_range=0.85] || ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.21; synthetic; inv=digits; num_in_range=0.92] || ciphers/fr3985-nevers-revol-1593/key.tsv [nomenclator; Duke of Nevers' Rome embassy (seeking Henri IV's papal absol; Aug-Sep 1593 (letter; d=0.25; real; inv=mixed; num_in_range=0.82]	(folder) castelcicala-1816 (1810s) d=0.20 || English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.21 || Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution) (1590s) d=0.25		
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v2.tsv	lodewijk-van-nassau-1573-74	partial	1570s	1030	121	digits	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.77; letter-for-letter=1.24; mixed (partial table)=1.42; code=1.66	syllabary=0.87; homophonic=0.88; nomenclator=0.93; alphabet substitution=1.24; mixed=1.42; code numbers=1.66	0.045	ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.73; synthetic; inv=digits; num_in_range=0.90] || ciphers/na-schonenberg-1678-1716/key.tsv [homophonic; (folder) na-schonenberg-1678-1716; 1678-1716; d=0.74; synthetic; inv=mixed; num_in_range=0.88] || ciphers/august-van-saksen-1561-64/key.tsv [nomenclator; Ernestine Saxon court (August, Elector of Saxony) <-> Willia; 1561-1564; d=0.84; synthetic; inv=mixed; num_in_range=0.12]	English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.73 || (folder) na-schonenberg-1678-1716 (1670s) d=0.74 || Ernestine Saxon court (August, Elector of Saxony) <-> William of Orang (1560s) d=0.84		
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4612_v3.tsv	lodewijk-van-nassau-1573-74	partial	1570s	1029	122	digits	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.70; letter-for-letter=1.23; mixed (partial table)=1.44; code=1.60	syllabary=0.74; homophonic=0.82; nomenclator=0.93; alphabet substitution=1.23; mixed=1.44; code numbers=1.60	0.045	ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.58; synthetic; inv=digits; num_in_range=0.90] || ciphers/na-schonenberg-1678-1716/key.tsv [homophonic; (folder) na-schonenberg-1678-1716; 1678-1716; d=0.75; synthetic; inv=mixed; num_in_range=0.88] || ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.77; synthetic; inv=digits; num_in_range=0.81]	English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.58 || (folder) na-schonenberg-1678-1716 (1670s) d=0.75 || (folder) castelcicala-1816 (1810s) d=0.77		
ciphers/lodewijk-van-nassau-1573-74/ciphertext_4614.tsv	lodewijk-van-nassau-1573-74	partial	1570s	2456	128	digits	multi-sign (homophonic/nomenclator/syllabary)	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)=0.30; letter-for-letter=1.19; mixed (partial table)=1.75; code=2.25	nomenclator=0.32; homophonic=0.44; syllabary=0.56; alphabet substitution=1.19; mixed=1.75; code numbers=2.25	0.045	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.28; synthetic; inv=digits; num_in_range=1.00] || ciphers/lodewijk-van-nassau-1573-74/key_full.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.28; synthetic; inv=digits; num_in_range=1.00] || ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.35; synthetic; inv=digits; num_in_range=0.84]	Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.28 || (folder) castelcicala-1816 (1810s) d=0.35 || Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution) (1590s) d=0.41	same folder: ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv (d=0.28, nomenclator)	
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5797.tsv	lodewijk-van-nassau-1573-74	partial	1570s	73	64	digits		letter-for-letter,code	multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.24; code=1.55; mixed (partial table)=1.56; letter-for-letter=1.61	syllabary=0.24; homophonic=0.70; nomenclator=0.79; code numbers=1.55; mixed=1.56; alphabet substitution=1.61	0.135	ciphers/huntington-luzerne-destouches-1781/key.tsv [syllabary; French crown's American-theatre naval/diplomatic corresponde; 16 and 31 Jan 1781; d=0.02; real; inv=digits; num_in_range=1.00] || ciphers/huntington-blathwayt-madrid-1728/key.tsv [syllabary; English diplomatic-intelligence network at Madrid/Port Ste M; 1725-1729; d=0.28; real; inv=digits; num_in_range=0.95] || ciphers/na-janssens-java-1811/key.tsv [syllabary; (folder) na-janssens-java-1811; 1811; d=0.41; real; inv=digits; num_in_range=1.00]	French crown's American-theatre naval/diplomatic correspondence (Ameri (1780s) d=0.02 || English diplomatic-intelligence network at Madrid/Port Ste Marie (1720s) d=0.28 || (folder) na-janssens-java-1811 (1810s) d=0.41		
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5799.tsv	lodewijk-van-nassau-1573-74	partial	1570s	181	80	digits	letter-for-letter,multi-sign (homophonic/nomenclator/syllabary)		mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=0.16; letter-for-letter=1.09; code=1.20; mixed (partial table)=1.31	homophonic=0.18; nomenclator=0.18; syllabary=0.61; alphabet substitution=1.09; code numbers=1.20; mixed=1.31	0.080	ciphers/na-schonenberg-1678-1716/key.tsv [homophonic; (folder) na-schonenberg-1678-1716; 1678-1716; d=0.13; real; inv=mixed; num_in_range=0.66] || ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.16; synthetic; inv=digits; num_in_range=0.99] || ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.18; synthetic; inv=digits; num_in_range=0.99]	(folder) na-schonenberg-1678-1716 (1670s) d=0.13 || Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.16 || (folder) malsburg-hessen-1636 (1630s) d=0.18	same folder: ciphers/lodewijk-van-nassau-1573-74/key_7206.tsv (d=0.16, nomenclator)	
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5801.tsv	lodewijk-van-nassau-1573-74	partial	1570s	3008	184	digits	multi-sign (homophonic/nomenclator/syllabary)	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)=0.44; letter-for-letter=1.61; mixed (partial table)=2.05	nomenclator=0.44; homophonic=0.66; syllabary=0.77; alphabet substitution=1.61; mixed=2.05	0.045	ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.43; synthetic; inv=mixed] || ciphers/fr3985-nevers-revol-1593/key.tsv [nomenclator; Duke of Nevers' Rome embassy (seeking Henri IV's papal absol; Aug-Sep 1593 (letter; d=0.45; synthetic; inv=mixed; num_in_range=0.70] || tools/keys/key60.tsv [nomenclator; Duke of Nevers' Rome embassy (seeking Henri IV's papal absol; Aug-Sep 1593 (letter; d=0.45; synthetic; inv=mixed; num_in_range=0.70]	Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.43 || Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution) (1590s) d=0.45 || Cromwellian Secretary of State's intelligence network (John Thurloe's  (1650s) d=0.47		
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5810.tsv	lodewijk-van-nassau-1573-74	partial	1570s	3096	147	digits	multi-sign (homophonic/nomenclator/syllabary)	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)=0.33; letter-for-letter=1.27; mixed (partial table)=1.78	nomenclator=0.34; homophonic=0.44; syllabary=0.60; alphabet substitution=1.27; mixed=1.78	0.045	ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.29; synthetic; inv=digits; num_in_range=1.00] || ciphers/lodewijk-van-nassau-1573-74/key_full.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.30; synthetic; inv=digits; num_in_range=1.00] || ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.39; synthetic; inv=digits; num_in_range=0.86]	Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.29 || (folder) castelcicala-1816 (1810s) d=0.39 || Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution) (1590s) d=0.41	same folder: ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv (d=0.29, nomenclator)	
ciphers/lodewijk-van-nassau-1573-74/ciphertext_5811.tsv	lodewijk-van-nassau-1573-74	partial	1570s	1542	126	digits	multi-sign (homophonic/nomenclator/syllabary)	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)=0.32; letter-for-letter=1.30; mixed (partial table)=1.68; code=1.77	nomenclator=0.39; homophonic=0.44; syllabary=0.51; alphabet substitution=1.30; mixed=1.68; code numbers=1.77	0.045	ciphers/castelcicala-1816/key.tsv [syllabary; (folder) castelcicala-1816; 1816; d=0.29; synthetic; inv=digits; num_in_range=0.84] || ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.34; synthetic; inv=digits; num_in_range=1.00] || ciphers/lodewijk-van-nassau-1573-74/key_full.tsv [nomenclator; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.34; synthetic; inv=digits; num_in_range=1.00]	(folder) castelcicala-1816 (1810s) d=0.29 || Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.34 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=0.42	same folder: ciphers/lodewijk-van-nassau-1573-74/axmerge3/key_full_v2.tsv (d=0.34, nomenclator)	
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7205.tsv	lodewijk-van-nassau-1573-74	partial	1570s	4087	201	digits		letter-for-letter,mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)	multi-sign (homophonic/nomenclator/syllabary)=0.75; letter-for-letter=2.18; mixed (partial table)=2.53	nomenclator=0.75; syllabary=1.13; homophonic=1.36; alphabet substitution=2.18; mixed=2.53	0.045	ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.45; synthetic; inv=mixed] || ciphers/dupuy452-carpi-1520/key.tsv [nomenclator; French embassy to Rome (Francois Ier's diplomatic correspond; 1520-1528 (fonds spa; d=0.87; real; inv=letters; num_in_range=0.01] || tools/keys/key60.tsv [nomenclator; Duke of Nevers' Rome embassy (seeking Henri IV's papal absol; Aug-Sep 1593 (letter; d=0.93; synthetic; inv=mixed; num_in_range=0.79]	Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.45 || French embassy to Rome (Francois Ier's diplomatic correspondence re Ca (1520s) d=0.87 || Duke of Nevers' Rome embassy (seeking Henri IV's papal absolution) (1590s) d=0.93		
ciphers/lodewijk-van-nassau-1573-74/ciphertext_7206.tsv	lodewijk-van-nassau-1573-74	partial	1570s	979	154	digits	multi-sign (homophonic/nomenclator/syllabary)	letter-for-letter,mixed (partial table)		multi-sign (homophonic/nomenclator/syllabary)=0.44; code=1.47; letter-for-letter=1.71; mixed (partial table)=2.23	nomenclator=0.47; homophonic=0.54; syllabary=0.94; code numbers=1.47; alphabet substitution=1.71; mixed=2.23	0.045	ciphers/vanbeuningen-dewitt-1657/key.tsv [nomenclator; Dutch States-General diplomatic circle around the Grand Pens; 19/29 Sept 1657; d=0.31; synthetic; inv=mixed] || ciphers/jan-van-nassau-1572-75/key_5549.tsv [homophonic; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; within 1572-1575 spa; d=0.50; real; inv=digits; num_in_range=1.00] || ciphers/lodewijk-van-nassau-1573-74/key_7205.tsv [homophonic; Nassau-Orange chancery (Lodewijk van Nassau <-> William of O; 1573-1574 (four lett; d=0.50; synthetic; inv=digits; num_in_range=1.00]	Dutch States-General diplomatic circle around the Grand Pensionary (1650s) d=0.31 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=0.50 || Nassau-Orange chancery (Lodewijk van Nassau <-> William of Orange) (1570s) d=0.50	cross-folder: ciphers/jan-van-nassau-1572-75/key_5549.tsv (d=0.50, homophonic)	
ciphers/matignon-mayenne-1586/ciphertext.txt	matignon-mayenne-1586	partial	1580s	12994	112	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=1.32; letter-for-letter=2.00; mixed (partial table)=2.51	syllabary=1.32; nomenclator=1.86; alphabet substitution=2.00; homophonic=2.13; mixed=2.51	0.045	ciphers/clair1108-duvergier/key_1696.tsv [syllabary; Saint-Cyran/Jansenist-adjacent correspondence, collected in ; Letter A: 26 Mar 169; d=1.23; synthetic; inv=digits; num_in_range=0.34] || ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=1.26; synthetic; inv=digits; num_in_range=1.00] || ciphers/clair1067-brienne-poland-1646/key_brienne_1651.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1651; d=1.30; synthetic; inv=mixed; num_in_range=0.98]	Saint-Cyran/Jansenist-adjacent correspondence, collected in Clairambau (1690s) d=1.23 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=1.26 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere) (1650s) d=1.30		
ciphers/matignon-mayenne-1586/control/seed1/ciphertext.txt	matignon-mayenne-1586	partial	1580s	12994	112	mixed			letter-for-letter,multi-sign (homophonic/nomenclator/syllabary),mixed (partial table)	multi-sign (homophonic/nomenclator/syllabary)=1.32; letter-for-letter=2.00; mixed (partial table)=2.51	syllabary=1.32; nomenclator=1.86; alphabet substitution=2.00; homophonic=2.13; mixed=2.51	0.045	ciphers/clair1108-duvergier/key_1696.tsv [syllabary; Saint-Cyran/Jansenist-adjacent correspondence, collected in ; Letter A: 26 Mar 169; d=1.23; synthetic; inv=digits; num_in_range=0.34] || ciphers/jan-van-nassau-1572-75/key_1572.tsv [alphabet substitution; Nassau-Orange chancery (Jan van Nassau <-> William of Orange; 1572-1575 (seven let; d=1.26; synthetic; inv=digits; num_in_range=1.00] || ciphers/clair1067-brienne-poland-1646/key_brienne_1651.tsv [syllabary; French Secretaire d'Etat aux Affaires Etrangeres (Brienne, p; 1651; d=1.30; synthetic; inv=mixed; num_in_range=0.98]	Saint-Cyran/Jansenist-adjacent correspondence, collected in Clairambau (1690s) d=1.23 || Nassau-Orange chancery (Jan van Nassau <-> William of Orange) (1570s) d=1.26 || French Secretaire d'Etat aux Affaires Etrangeres (Brienne, pere) (1650s) d=1.30		
