page	line	pos	code	uncertain	value	grade
f28v	05	49	db	0	e	H
f28v	05	50	lam	0	s	H
f28v	05	51	ankh	0	a	H
f28v	05	52	I	1	i	M
f28v	05	53	f	1	n	M
f28v	06	1	box	0	c	H
f28v	06	2	l	0	t	H
f28v	06	3	psi	0	e	H
f28v	06	4	l	0	t	H
f28v	06	5	db	0	e	H
f28v	06	6	f	0	n	H
f28v	06	7	psi	0	e	H
f28v	06	8	box	0	c	H
f28v	06	9	arr	0	r	H
f28v	06	10	z	0	o	H
f28v	06	11	I	0	i	H
f28v	06	12	arr	0	r	H
f28v	06	13	db	0	e	H
f28v	06	14	n	0	q	H
f28v	06	15	v	0	u	H
f28v	06	16	X	0	i	H
f28v	06	17	rho	0	l	H
f28v	06	18	psi	0	e	H
f28v	06	19	v	0	u	H
f28v	06	20	lam	0	s	H
f28v	06	21	l	0	t	H
f28v	06	22	Del	0	f	H
f28v	06	23	o	0	a	H
f28v	06	24	I	0	i	H
f28v	06	25	box	0	c	H
f28v	06	26	l	0	t	H
f28v	06	27	rho	0	l	H
f28v	06	28	o	0	a	H
f28v	06	29	T	1	p	M
f28v	06	30	arr	0	r	H
f28v	06	31	I	0	i	H
f28v	06	32	f	0	n	H
f28v	06	33	lam	0	s	H
f28v	06	34	db	0	e	H
f28v	06	35	q	0	d	H
f28v	06	36	v	0	u	H
f28v	06	37	S	0	m	H
f28v	06	38	z	0	o	H
f28v	06	39	arr	0	r	H
f28v	06	40	z	0	o	H
f28v	06	41	f	0	n	H
f28v	06	42	lam	0	s	H
f28v	06	43	o	0	a	H
f28v	06	44	f	0	n	H
f28v	06	45	lam	0	s	H
f28v	06	46	L	1	[con]	M
f28v	06	47	lam	0	s	H
f28v	06	48	v	0	u	H
f28v	06	49	v	0	u	H
f28v	06	50	rho	0	l	H
f28v	06	51	l	0	t	H
f28v	06	52	o	0	a	H
f28v	06	53	l	0	t	H
f28v	06	54	X	0	i	H
f28v	06	55	psi	0	e	H
f28v	07	1	f	0	n	H
f28v	07	2	q	0	d	H
f28v	07	3	v	0	u	H
f28v	07	4	q	1	d	M
f28v	07	5	X	0	i	H
f28v	07	6	box	0	c	H
f28v	07	7	l	0	t	H
f28v	07	8	plus	0	[duc de Bar]	C
f28v	07	9	cross4	1	<cross4>	U
f28v	07	10	7	0	e	H
f28v	07	11	l	0	t	H
f28v	07	12	l	0	t	H
f28v	07	13	z	0	o	H
f28v	07	14	v	0	u	H
f28v	07	15	l	0	t	H
f28v	07	16	T	0	p	H
f28v	07	17	rho	0	l	H
f28v	07	18	o	0	a	H
f28v	07	19	pi	1	[Madame]	M
f28v	07	20	q	0	d	H
f28v	07	21	o	0	a	H
f28v	07	22	v	0	u	H
f28v	07	23	l	0	t	H
f28v	07	24	arr	0	r	H
f28v	07	25	db	0	e	H
f28v	07	26	lam	0	s	H
f28v	07	27	th	0	b	H
f28v	07	28	psi	0	e	H
f28v	07	29	six	0	x	C
f28v	07	30	db	0	e	H
f28v	07	31	lam	0	s	H
f28v	07	32	T	0	p	H
f28v	07	33	o	0	a	H
f28v	07	34	arr	0	r	H
f28v	07	35	z	0	o	H
f28v	07	36	six	1	x	M
f28v	07	37	db	0	e	H
f28v	07	38	lam	0	s	H
f28v	07	39	o	0	a	H
f28v	07	40	v	0	u	H
f28v	07	41	six	0	x	C
f28v	07	42	Del	0	f	H
f28v	07	43	I	0	i	H
f28v	07	44	f	0	n	H
f28v	07	45	lam	0	s	H
f28v	07	46	n	0	q	H
f28v	07	47	v	0	u	H
f28v	07	48	db	0	e	H
f28v	07	49	q	0	d	H
f28v	07	50	psi	0	e	H
f28v	07	51	H	0	s	H
f28v	07	52	v	0	u	H
f28v	08	1	o	0	a	H
f28v	08	2	v	0	u	H
f28v	08	3	H	0	s	H
f28v	08	4	I	0	i	H
f28v	08	5	T	0	p	H
f28v	08	6	z	0	o	H
f28v	08	7	v	0	u	H
f28v	08	8	arr	0	r	H
f28v	08	9	S	0	m	H
f28v	08	10	psi	0	e	H
f28v	08	11	box	0	c	H
f28v	08	12	l	0	t	H
f28v	08	13	arr	0	r	H
f28v	08	14	psi	0	e	H
f28v	08	15	lam	0	s	H
f28v	08	16	I	0	i	H
f28v	08	17	rho	0	l	H
f28v	08	18	Del	0	f	H
f28v	08	19	psi	0	e	H
f28v	08	20	v	0	u	H
f28v	08	21	lam	0	s	H
f28v	08	22	l	0	t	H
f28v	08	23	T	0	p	H
f28v	08	24	z	0	o	H
f28v	08	25	H	0	s	H
f28v	08	26	I	0	i	H
f28v	08	27	th	0	b	H
f28v	08	28	rho	0	l	H
f28v	08	29	psi	0	e	H
f28v	08	30	n	0	q	H
f28v	08	31	v	0	u	H
f28v	08	32	db	0	e	H
f28v	08	33	rho	0	l	H
f28v	08	34	n	0	q	H
f28v	08	35	v	0	u	H
f28v	08	36	db	0	e	H
f28v	08	37	l	0	t	H
f28v	08	38	psi	0	e	H
f28v	08	39	S	0	m	H
f28v	08	40	T	0	p	H
f28v	08	41	lam	0	s	H
f28v	08	42	7	0	e	H
f28v	08	43	f	0	n	H
f28v	08	44	box	0	c	H
f28v	08	45	psi	0	e	H
f28v	08	46	n	0	q	H
f28v	08	47	v	0	u	H
f28v	08	48	X	0	i	H
f28v	08	49	rho	0	l	H
f28v	08	50	w	0	z	H
f28v	08	51	T	0	p	H
f28v	08	52	sq	1	o	M
f28v	08	53	v	0	u	H
f28v	08	54	dash_o	0	r	H
f28v	09	1	sq	1	o	M
f28v	09	2	E	0	y	H
f28v	09	3	psi	0	e	H
f28v	09	4	f	0	n	H
f28v	09	5	l	0	t	H
f28v	09	6	7	0	e	H
f28v	09	7	six	0	x	C
f28v	09	8	psi	0	e	H
f28v	09	9	box	0	c	H
f28v	09	10	v	0	u	H
f28v	09	11	l	0	t	H
f28v	09	12	db	0	e	H
f28v	09	13	arr	0	r	H
f28v	09	14	o	0	a	H
f28v	09	15	v	0	u	H
f28v	09	16	T	0	p	H
f28v	09	17	arr	0	r	H
f28v	09	18	psi	0	e	H
f28v	09	19	lam	1	s	M
f28v	09	20	db	0	e	H
f28v	09	21	f	0	n	H
f28v	09	22	l	0	t	H
f28v	09	23	o	0	a	H
f28v	09	24	box	0	c	H
f28v	09	25	l	0	t	H
f28v	09	26	psi	0	e	H
f28v	09	27	f	0	n	H
f28v	09	28	q	0	d	H
f28v	09	29	o	0	a	H
f28v	09	30	f	0	n	H
f28v	09	31	l	0	t	H
f28v	09	32	R	0	u	H
f28v	09	33	z	0	o	H
f28v	09	34	lam	1	s	M
f28v	09	35	l	0	t	H
f28v	09	36	arr	0	r	H
f28v	09	37	db	0	e	H
f28v	09	38	q	0	d	H
f28v	09	39	I	0	i	H
f28v	09	40	box	0	c	H
f28v	09	41	l	0	t	H
f28v	09	42	psi	0	e	H
f28v	09	43	arr	0	r	H
f28v	09	44	db	0	e	H
f28v	09	45	lam	0	s	H
f28v	09	46	T	0	p	H
f28v	09	47	z	0	o	H
f28v	09	48	n	1	q	M
f28v	09	49	box	0	c	H
f28v	09	50	psi	0	e	H
f28v	09	51	v	1	u	M
f28v	09	52	rho	0	l	H
f28v	09	53	o	0	a	H
f28v	09	54	n	0	q	H
f28v	09	55	v	0	u	H
f28v	09	56	q	1	d	M
f28v	10	1	six	0	x	C
f28v	10	2	psi	0	e	H
f28v	10	3	pi	0	[Madame]	C
f28v	10	4	lamL	1	-	M
f28v	10	5	X	0	i	H
f28v	10	6	psi	0	e	H
f28v	10	7	rho	0	l	H
f28v	10	8	v	0	u	H
f28v	10	9	E	0	y	H
f28v	10	10	o	0	a	H
f28v	10	11	E	0	y	H
f28v	10	12	q	0	d	H
f28v	10	13	X	0	i	H
f28v	10	14	box	0	c	H
f28v	10	15	l	0	t	H
f28v	10	16	box	0	c	H
f28v	10	17	arr	0	r	H
f28v	10	18	sq	1	o	M
f28v	10	19	I	0	i	H
f28v	10	20	arr	0	r	H
f28v	10	21	psi	0	e	H
f28v	10	22	psi	0	e	H
f28v	10	23	lam	0	s	H
f28v	10	24	l	0	t	H
f28v	10	25	arr	0	r	H
f28v	10	26	db	0	e	H
f28v	10	27	th	0	b	H
f28v	10	28	I	0	i	H
f28v	10	29	psi	0	e	H
f28v	10	30	f	0	n	H
f28v	10	31	l	0	t	H
f28v	10	32	z	0	o	H
f28v	10	33	lam	0	s	H
f28v	10	34	l	0	t	H
f28v	10	35	I	0	i	H
f28v	10	36	box	0	c	H
f28v	10	37	E	0	y	H
f28v	10	38	z	0	o	H
f28v	10	39	v	0	u	H
f28v	10	40	T	0	p	H
f28v	10	41	o	0	a	H
f28v	10	42	arr	0	r	H
f28v	10	43	box	0	c	H
f28v	10	44	z	0	o	H
f28v	10	45	v	0	u	H
f28v	10	46	dash_o	1	r	M
f28v	10	47	X	0	i	H
f28v	10	48	psi	0	e	H
f28v	10	49	arr	0	r	H
f28v	10	50	psi	0	e	H
f28v	10	51	six	1	x	M
f28v	11	1	T	0	p	H
f28v	11	2	arr	0	r	H
f28v	11	3	psi	0	e	H
f28v	11	4	lam	0	s	H
f28v	11	5	z	0	o	H
f28v	11	6	v	0	u	H
f28v	11	7	n	0	q	H
f28v	11	8	v	0	u	H
f28v	11	9	db	0	e	H
f28v	11	10	T	0	p	H
f28v	11	11	o	0	a	H
f28v	11	12	arr	0	r	H
f28v	11	13	rho	0	l	H
f28v	11	14	psi	0	e	H
f28v	11	15	box	0	c	H
f28v	11	16	E	0	y	H
f28v	11	17	psi	0	e	H
f28v	11	18	v	0	u	H
f28v	11	19	rho	0	l	H
f28v	11	20	o	0	a	H
f28v	11	21	I	0	i	H
f28v	11	22	db	0	e	H
f28v	11	23	arr	1	r	M
f28v	11	24	q	0	d	H
f28v	11	25	psi	0	e	H
f28v	11	26	box	0	c	H
f28v	11	27	o	0	a	H
f28v	11	28	lam	0	s	H
f28v	11	29	ankh	0	a	H
f28v	11	30	rho	0	l	H
f28v	11	31	n	0	q	H
f28v	11	32	v	0	u	H
f28v	11	33	I	0	i	H
f28v	11	34	psi	0	e	H
f28v	11	35	lam	0	s	H
f28v	11	36	l	0	t	H
f28v	11	37	z	0	o	H
f28v	11	38	I	0	i	H
f28v	11	39	l	0	t	H
f28v	11	40	T	0	p	H
f28v	11	41	z	0	o	H
f28v	11	42	v	0	u	H
f28v	11	43	arr	0	r	H
f28v	11	44	psi	0	e	H
f28v	11	45	lam	0	s	H
f28v	11	46	l	0	t	H
f28v	11	47	arr	0	r	H
f28v	11	48	db	0	e	H
f28v	11	49	q	0	d	H
f28v	11	50	psi	0	e	H
f28v	11	51	T	0	p	H
f28v	11	52	db	0	e	H
f28v	11	53	lam	0	s	H
f28v	11	54	box	1	c	M
f28v	12	1	E	0	y	H
f28v	12	2	psi	0	e	H
f28v	12	3	q	0	d	H
f28v	12	4	psi	0	e	H
f28v	12	5	R	0	u	H
f28v	12	6	z	0	o	H
f28v	12	7	v	0	u	H
f28v	12	8	lam	0	s	H
f28v	12	9	rho	0	l	H
f28v	12	10	psi	1	e	M
f28v	12	11	lam	1	s	M
f28v	12	12	psi	0	e	H
f28v	12	13	X	0	i	H
f28v	12	14	w	0	z	H
f28v	12	15	I	0	i	H
f28v	12	16	psi	0	e	H
f28v	12	17	lam	0	s	H
f28v	12	18	S	0	m	H
f28v	12	19	db	0	e	H
f28v	12	20	z	0	o	H
f28v	12	21	v	0	u	H
f28v	12	22	q	0	d	H
f28v	12	23	X	0	i	H
f28v	12	24	six	0	x	C
f28v	12	25	lam	0	s	H
f28v	12	26	psi	0	e	H
f28v	12	27	T	0	p	H
f28v	12	28	l	0	t	H
f28v	12	29	I	0	i	H
f28v	12	30	psi	0	e	H
f28v	12	31	lam	0	s	H
f28v	12	32	S	0	m	H
f28v	12	33	db	0	e	H
f28v	12	34	o	0	a	H
f28v	12	35	X	0	i	H
f28v	12	36	f	0	n	H
f28v	12	37	lam	0	s	H
f28v	12	38	I	0	i	H
f28v	12	39	n	0	q	H
f28v	12	40	v	0	u	H
f28v	12	41	db	0	e	H
f28v	12	42	oplus	0	i	C
f28v	12	43	o	0	a	H
f28v	12	44	v	0	u	H
f28v	12	45	z	0	o	H
f28v	12	46	E	0	y	H
f28v	12	47	psi	0	e	H
f28v	12	48	7	0	e	H
f28v	12	49	f	0	n	H
f28v	12	50	l	0	t	H
f28v	12	51	db	0	e	H
f28v	12	52	f	0	n	H
f28v	12	53	q	0	d	H
f28v	12	54	z	0	o	H
f28v	13	1	X	0	i	H
f28v	13	2	l	1	t	M
f28v	13	3	psi	0	e	H
f28v	13	4	f	0	n	H
f28v	13	5	l	0	t	H
f28v	13	6	db	0	e	H
f28v	13	7	f	0	n	H
f28v	13	8	rho	0	l	H
f28v	13	9	arr	0	r	H
f28v	13	10	z	0	o	H
f28v	13	11	I	0	i	H
f28v	13	12	l	0	t	H
f28v	13	13	R	0	u	H
f28v	13	14	f	0	n	H
f28v	13	15	psi	1	e	M
f28v	13	16	th	0	b	H
f28v	13	17	z	0	o	H
f28v	13	18	A	1	n	M
f28v	13	19	psi	0	e	H
f28v	13	20	T	0	p	H
f28v	13	21	o	0	a	H
f28v	13	22	arr	0	r	H
f28v	13	23	l	0	t	H
f28v	13	24	I	0	i	H
f28v	13	25	psi	0	e	H
f28v	13	26	q	0	d	H
f28v	13	27	psi	0	e	H
f28v	13	28	R	0	u	H
f28v	13	29	z	0	o	H
f28v	13	30	lam	0	s	H
f28v	13	31	l	0	t	H
f28v	13	32	arr	0	r	H
f28v	13	33	psi	0	e	H
f28v	13	34	arr	0	r	H
f28v	13	35	db	0	e	H
f28v	13	36	lam	0	s	H
f28v	13	37	z	0	o	H
f28v	13	38	l	1	t	M
f28v	13	39	v	0	u	H
f28v	13	40	l	0	t	H
f28v	13	41	I	0	i	H
f28v	13	42	z	0	o	H
f28v	13	43	f	0	n	H
f28v	13	44	S	0	m	H
f28v	13	45	o	0	a	H
f28v	13	46	I	0	i	H
f28v	13	47	lam	0	s	H
f28v	13	48	n	0	q	H
f28v	13	49	v	0	u	H
f28v	13	50	db	0	e	H
f28v	13	51	box	0	c	H
f28v	13	52	psi	0	e	H
f28v	13	53	T	0	p	H
f28v	13	54	7	0	e	H
f28v	14	1	f	0	n	H
f28v	14	2	q	0	d	H
f28v	14	3	o	0	a	H
f28v	14	4	f	0	n	H
f28v	14	5	l	0	t	H
f28v	14	6	I	0	i	H
f28v	14	7	rho	0	l	H
f28v	14	8	psi	0	e	H
f28v	14	9	lam	0	s	H
f28v	14	10	l	0	t	H
f28v	14	11	z	0	o	H
f28v	14	12	I	0	i	H
f28v	14	13	l	0	t	H
f28v	14	14	l	0	t	H
f28v	14	15	arr	0	r	H
f28v	14	16	db	0	e	H
f28v	14	17	lam	0	s	H
f28v	14	18	arr	0	r	H
f28v	14	19	db	0	e	H
f28v	14	20	n	0	q	H
f28v	14	21	v	0	u	H
f28v	14	22	X	0	i	H
f28v	14	23	lam	0	s	H
f28v	14	24	n	0	q	H
f28v	14	25	v	0	u	H
f28v	14	26	db	0	e	H
f28v	14	27	rho	0	l	H
f28v	14	28	psi	0	e	H
f28v	14	29	T	0	p	H
f28v	14	30	rho	0	l	H
f28v	14	31	o	0	a	H
f28v	14	32	X	0	i	H
f28v	14	33	lam	0	s	H
f28v	14	34	I	0	i	H
f28v	14	35	arr	0	r	H
f28v	14	36	q	0	d	H
f28v	14	37	psi	0	e	H
f28v	14	38	lam	1	s	M
f28v	14	39	o	0	a	H
f28v	14	40	lam	0	s	H
f28v	14	41	ankh	1	a	M
f28v	14	42	I	0	i	H
f28v	14	43	f	0	n	H
f28v	14	44	box	0	c	H
f28v	14	45	l	1	t	M
f28v	14	46	psi	0	e	H
f28v	14	47	l	0	t	H
f28v	14	48	db	0	e	H
f28v	14	49	Del	0	f	H
f28v	14	50	psi	0	e	H
f28v	14	51	v	0	u	H
f28v	14	52	lam	0	s	H
f28v	14	53	l	0	t	H
f28v	14	54	q	1	d	M
f28v	14	55	sq	0	o	H
f28v	14	56	l	1	t	M
f28v	15	1	psi	0	e	H
f28v	15	2	arr	0	r	H
f28v	15	3	th	0	b	H
f28v	15	4	z	0	o	H
f28v	15	5	f	0	n	H
f28v	15	6	box	0	c	H
f28v	15	7	v	0	u	H
f28v	15	8	psi	0	e	H
f28v	15	9	v	0	u	H
f28v	15	10	arr	0	r	H
f28v	15	11	psi	0	e	H
f28v	15	12	l	0	t	H
f28v	15	13	l	0	t	H
f28v	15	14	db	0	e	H
f28v	15	15	f	0	n	H
f28v	15	16	I	0	i	H
f28v	15	17	arr	1	r	M
f28v	15	18	psi	0	e	H
f28v	15	19	f	0	n	H
f28v	15	20	T	0	p	H
f28v	15	21	X	0	i	H
f28v	15	22	psi	0	e	H
f28v	15	23	q	0	d	H
f28v	15	24	lam	0	s	H
f28v	15	25	yogh	0	[Véniciens]	C
f28v	15	26	m	0	-	H
f28v	15	27	7	0	e	H
f28v	15	28	l	0	t	H
f28v	15	29	n	0	q	H
f28v	15	30	v	0	u	H
f28v	15	31	db	0	e	H
f28v	15	32	rho	0	l	H
f28v	15	33	psi	0	e	H
f28v	15	34	v	0	u	H
f28v	15	35	arr	0	r	H
f28v	15	36	o	0	a	H
f28v	15	37	S	0	m	H
f28v	15	38	th	0	b	H
f28v	15	39	ankh	1	a	M
f28v	15	40	H	0	s	H
f28v	15	41	o	0	a	H
f28v	15	42	q	0	d	H
f28v	15	43	psi	0	e	H
f28v	15	44	v	0	u	H
f28v	15	45	arr	1	r	M
f28v	15	46	n	0	q	H
f28v	15	47	v	0	u	H
f28v	15	48	X	0	i	H
f28v	15	49	psi	0	e	H
f28v	15	50	lam	0	s	H
f28v	15	51	l	0	t	H
f28v	15	52	z	0	o	H
f28v	15	53	I	0	i	H
f28v	15	54	l	0	t	H
f28v	15	55	R	1	u	M
f28v	16	1	yogh	1	[Véniciens]	M
f28v	16	2	7	0	e	H
f28v	16	3	f	0	n	H
f28v	16	4	v	0	u	H
f28v	16	5	E	0	y	H
f28v	16	6	E	0	y	H
f28v	16	7	psi	0	e	H
f28v	16	8	arr	0	r	H
f28v	16	9	lam	0	s	H
f28v	16	10	z	0	o	H
f28v	16	11	I	0	i	H
f28v	16	12	arr	1	r	M
f28v	16	13	q	0	d	H
f28v	16	14	psi	0	e	H
f28v	16	15	R	0	u	H
f28v	16	16	psi	0	e	H
f28v	16	17	arr	0	r	H
f28v	16	18	lam	0	s	H
f28v	16	19	zslash	0	u	H
f28v	16	20	lamL	0	-	H
f28v	16	21	lam	0	s	H
f28v	16	22	db	0	e	H
f28v	16	23	rho	0	l	H
f28v	16	24	z	0	o	H
f28v	16	25	f	0	n	H
f28v	16	26	n	0	q	H
f28v	16	27	v	0	u	H
f28v	16	28	db	0	e	H
f28v	16	29	rho	0	l	H
f28v	16	30	n	0	q	H
f28v	16	31	v	0	u	H
f28v	16	32	7	0	e	H
f28v	16	33	T	0	p	H
f28v	16	34	arr	1	r	M
f28v	16	35	z	0	o	H
f28v	16	36	T	0	p	H
f28v	16	37	sq	1	o	M
f28v	16	38	w	0	z	H
f28v	16	39	n	0	q	H
f28v	16	40	v	0	u	H
f28v	16	41	7	0	e	H
f28v	16	42	X	0	i	H
f28v	16	43	psi	0	e	H
f28v	16	44	rho	0	l	H
f28v	16	45	v	0	u	H
f28v	16	46	E	0	y	H
f28v	16	47	sq	1	o	M
f28v	16	48	E	0	y	H
f28v	16	49	lam	1	s	M
f28v	16	50	l	1	t	M
f28v	16	51	psi	0	e	H
f28v	16	52	f	0	n	H
f28v	16	53	X	0	i	H
f28v	16	54	arr	0	r	H
f28v	16	55	S	0	m	H
f28v	16	56	z	0	o	H
f28v	16	57	f	0	n	H
f28v	17	1	lam	0	s	H
f28v	17	2	l	0	t	H
f28v	17	3	arr	0	r	H
f28v	17	4	z	0	o	H
f28v	17	5	I	0	i	H
f28v	17	6	l	0	t	H
f28v	17	7	o	0	a	H
f28v	17	8	v	0	u	H
f28v	17	9	H	1	s	M
f28v	17	10	X	0	i	H
f28v	17	11	arr	0	r	H
f28v	17	12	R	0	u	H
f28v	17	13	f	0	n	H
f28v	17	14	psi	0	e	H
f28v	17	15	l	0	t	H
f28v	17	16	arr	0	r	H
f28v	17	17	db	0	e	H
f28v	17	18	lam	0	s	H
f28v	17	19	dbar	0	g	H
f28v	17	20	arr	0	r	H
f28v	17	21	z	0	o	H
f28v	17	22	H	0	s	H
f28v	17	23	db	0	e	H
f28v	17	24	T	0	p	H
f28v	17	25	psi	0	e	H
f28v	17	26	v	0	u	H
f28v	17	27	arr	0	r	H
f28v	17	28	o	0	a	H
f28v	17	29	n	0	q	H
f28v	17	30	v	0	u	H
f28v	17	31	sq	0	o	H
f28v	17	32	E	1	y	M
f28v	17	33	lam	0	s	H
f28v	17	34	o	0	a	H
f28v	17	35	lam	0	s	H
f28v	17	36	ankh	1	a	M
f28v	17	37	I	0	i	H
f28v	17	38	f	0	n	H
f28v	17	39	box	0	c	H
f28v	17	40	l	0	t	H
f28v	17	41	db	0	e	H
f28v	17	42	l	0	t	H
f28v	17	43	psi	0	e	H
f28v	17	44	S	0	m	H
f28v	17	45	o	0	a	H
f28v	17	46	arr	0	r	H
f28v	17	47	db	0	e	H
f28v	17	48	lam	0	s	H
f28v	17	49	T	0	p	H
f28v	17	50	z	0	o	H
f28v	17	51	f	0	n	H
f28v	17	52	q	0	d	H
f28v	17	53	v	0	u	H
f28v	17	54	n	0	q	H
f28v	17	55	v	0	u	H
f28v	17	56	yogh	1	[Véniciens]	M
f28v	18	1	rho	0	l	H
f28v	18	2	psi	0	e	H
f28v	18	3	q	0	d	H
f28v	18	4	I	0	i	H
f28v	18	5	box	0	c	H
f28v	18	6	l	0	t	H
f28v	18	7	o	0	a	H
f28v	18	8	S	0	m	H
f28v	18	9	th	0	b	H
f28v	18	10	ankh	1	a	M
f28v	18	11	H	0	s	H
f28v	18	12	o	0	a	H
f28v	18	13	q	0	d	H
f28v	18	14	psi	0	e	H
f28v	18	15	v	0	u	H
f28v	18	16	arr	0	r	H
f28v	18	17	7	0	e	H
f28v	18	18	l	0	t	H
f28v	18	19	rho	0	l	H
f28v	18	20	psi	0	e	H
f28v	18	21	lam	1	s	M
f28v	18	22	q	1	d	M
f28v	18	23	I	0	i	H
f28v	18	24	box	0	c	H
f28v	18	25	l	0	t	H
f28v	18	26	w	0	z	H
f28v	18	27	yogh	0	[Véniciens]	C
f28v	18	28	S	0	m	H
f28v	18	29	z	0	o	H
f28v	18	30	f	0	n	H
f28v	18	31	lam	0	s	H
f28v	18	32	l	0	t	H
f28v	18	33	arr	0	r	H
f28v	18	34	z	0	o	H
f28v	18	35	E	0	y	H
f28v	18	36	psi	0	e	H
f28v	18	37	f	0	n	H
f28v	18	38	l	0	t	H
f28v	18	39	o	0	a	H
f28v	18	40	v	0	u	H
f28v	18	41	sq	1	o	M
f28v	18	42	I	0	i	H
f28v	18	43	arr	0	r	H
f28v	18	44	T	0	p	H
f28v	18	45	rho	1	l	M
f28v	18	46	v	0	u	H
f28v	18	47	lam	0	s	H
f28v	18	48	dbar	0	g	H
f28v	18	49	arr	0	r	H
f28v	18	50	z	0	o	H
f28v	18	51	H	0	s	H
f28v	18	52	db	0	e	H
f28v	18	53	T	0	p	H
f28v	18	54	psi	0	e	H
f28v	18	55	v	0	u	H
f28v	18	56	arr	0	r	H
f28v	19	1	T	1	p	M
f28v	19	2	v	0	u	H
f28v	19	3	rho	0	l	H
f28v	19	4	X	0	i	H
f28v	19	5	w	0	z	H
f28v	19	6	f	0	n	H
f28v	19	7	o	0	a	H
f28v	19	8	v	0	u	H
f28v	19	9	sq	1	o	M
f28v	19	10	E	0	y	H
f28v	19	11	psi	0	e	H
f28v	19	12	f	0	n	H
f28v	19	13	l	0	t	H
f28v	19	14	ankh	1	a	M
f28v	19	15	f	0	n	H
f28v	19	16	I	0	i	H
f28v	19	17	f	0	n	H
f28v	19	18	q	0	d	H
f28v	19	19	psi	0	e	H
f28v	19	20	rho	0	l	H
f28v	19	21	db	0	e	H
f28v	19	22	Del	0	f	H
f28v	19	23	o	0	a	H
f28v	19	24	I	0	i	H
f28v	19	25	arr	0	r	H
f28v	19	26	db	0	e	H
f28v	19	27	psi	0	e	H
f28v	19	28	f	0	n	H
f28v	19	29	l	0	t	H
f28v	19	30	arr	0	r	H
f28v	19	31	psi	0	e	H
f28v	19	32	arr	0	r	H
f28v	19	33	7	0	e	H
f28v	19	34	f	0	n	H
f28v	19	35	n	0	q	H
f28v	19	36	v	0	u	H
f28v	19	37	db	0	e	H
f28v	19	38	rho	0	l	H
f28v	19	39	n	0	q	H
f28v	19	40	v	0	u	H
f28v	19	41	7	0	e	H
f28v	19	42	th	0	b	H
f28v	19	43	th	0	b	H
f28v	19	44	rho	0	l	H
f28v	19	45	box	0	c	H
f28v	19	46	psi	0	e	H
f28v	19	47	n	0	q	H
f28v	19	48	v	0	u	H
f28v	19	49	X	0	i	H
f28v	19	50	rho	1	l	M
f28v	19	51	f	0	n	H
f28v	19	52	o	0	a	H
f28v	19	53	R	0	u	H
f28v	19	54	sq	0	o	H
f28v	19	55	I	0	i	H
f28v	19	56	l	0	t	H
f28v	19	57	dbar	0	g	H
f28v	20	1	dash_o	1	r	M
f28v	20	2	o	0	a	H
f28v	20	3	arr	0	r	H
f28v	20	4	q	1	d	M
f28v	20	5	psi	0	e	H
f28v	20	6	q	0	d	H
f28v	20	7	db	0	e	H
f28v	20	8	Del	0	f	H
f28v	20	9	o	0	a	H
f28v	20	10	I	0	i	H
f28v	20	11	arr	0	r	H
f28v	20	12	psi	0	e	H
f28v	20	13	f	0	n	H
f28v	20	14	psi	0	e	H
f28v	20	15	R	0	u	H
f28v	20	16	z	0	o	H
f28v	20	17	E	0	y	H
f28v	20	18	o	0	a	H
f28v	20	19	f	0	n	H
f28v	20	20	l	0	t	H
f28v	20	21	q	0	d	H
f28v	20	22	psi	0	e	H
f28v	20	23	R	0	u	H
f28v	20	24	z	0	o	H
f28v	20	25	v	0	u	H
f28v	20	26	lam	0	s	H
f28v	20	27	pi	0	[Madame]	C
f28v	20	28	lam	0	s	H
f28v	20	29	o	0	a	H
f28v	20	30	v	0	u	H
f28v	20	31	l	0	t	H
f28v	20	32	arr	0	r	H
f28v	20	33	psi	0	e	H
f28v	20	34	q	0	d	H
f28v	20	35	db	0	e	H
f28v	20	36	rho	0	l	H
f28v	20	37	I	0	i	H
f28v	20	38	th	0	b	H
f28v	20	39	db	0	e	H
f28v	20	40	arr	1	r	M
f28v	20	41	o	0	a	H
f28v	20	42	l	0	t	H
f28v	20	43	X	0	i	H
f28v	20	44	z	0	o	H
f28v	20	45	f	0	n	H
f28v	20	46	7	0	e	H
f28v	20	47	l	0	t	H
f28v	20	48	n	0	q	H
f28v	20	49	v	0	u	H
f28v	20	50	db	0	e	H
f28v	20	51	f	0	n	H
f28v	20	52	psi	0	e	H
f28v	20	53	R	0	u	H
f28v	20	54	psi	0	e	H
f28v	20	55	f	1	n	M
f28v	20	56	q	1	d	M
f28v	21	1	X	0	i	H
f28v	21	2	H	0	s	H
f28v	21	3	I	0	i	H
f28v	21	4	psi	0	e	H
f28v	21	5	w	0	z	H
f28v	21	6	o	0	a	H
f28v	21	7	Del	0	f	H
f28v	21	8	ankh	1	a	M
f28v	21	9	I	0	i	H
f28v	21	10	arr	0	r	H
f28v	21	11	psi	0	e	H
f28v	21	12	T	0	p	H
f28v	21	13	o	0	a	H
f28v	21	14	arr	1	r	M
f28v	21	15	psi	0	e	H
f28v	21	16	x	1	f	M
f28v	21	17	db	0	e	H
f28v	21	18	box	0	c	H
f28v	21	19	l	0	t	H
f28v	21	20	box	0	c	H
f28v	21	21	psi	0	e	H
f28v	21	22	n	0	q	H
f28v	21	23	v	0	u	H
