crop_file	line_no	token_no	token	note
f28v_L16_s1.jpg	2	5	[C22]	
f28v_L16_s1.jpg	2	6	[C13]	
f28v_L16_s1.jpg	2	7	[C09]	
f28v_L16_s1.jpg	2	8	[C04]	
f28v_L16_s1.jpg	2	9	[C11]	
f28v_L16_s1.jpg	2	10	f	
f28v_L16_s1.jpg	2	11	I	
f28v_L16_s1.jpg	2	12	[C10]	
f28v_L16_s1.jpg	2	13	[C04]	
f28v_L16_s1.jpg	2	14	z	
f28v_L16_s1.jpg	2	15	v	line cut at crop edge, continues s2
f28v_L16_s2.jpg	1	1	v	overlap-continuation, new tokens begin
f28v_L16_s2.jpg	1	2	[C11]	
f28v_L16_s2.jpg	1	3	s	
f28v_L16_s2.jpg	1	4	[C13]	
f28v_L16_s2.jpg	1	5	f	
f28v_L16_s2.jpg	1	6	[C04]	
f28v_L16_s2.jpg	1	7	o	
f28v_L16_s2.jpg	1	8	I	
f28v_L16_s2.jpg	1	9	f	
f28v_L16_s2.jpg	1	10	[C10]	
f28v_L16_s2.jpg	1	11	I	
f28v_L16_s2.jpg	1	12	s	
f28v_L16_s2.jpg	1	13	[C01]	
f28v_L16_s2.jpg	1	14	I	
f28v_L16_s2.jpg	1	15	f	
f28v_L16_s2.jpg	1	16	[C04]	
f28v_L16_s2.jpg	1	17	[C11]	
f28v_L16_s2.jpg	1	18	x	
f28v_L16_s2.jpg	1	19	[C10]	
f28v_L16_s2.jpg	1	20	f	
f28v_L16_s2.jpg	1	21	[C13]	
f28v_L16_s2.jpg	1	22	T	
f28v_L16_s2.jpg	1	23	z	
f28v_L16_s2.jpg	1	24	H	
f28v_L16_s2.jpg	1	25	[C13]	
f28v_L16_s2.jpg	1	26	[C01]	
f28v_L16_s2.jpg	1	27	[C11]	
f28v_L16_s2.jpg	1	28	[C01]	
f28v_L16_s2.jpg	1	29	7	
f28v_L16_s2.jpg	1	30	[C04]	
f28v_L16_s2.jpg	1	31	n	
f28v_L16_s2.jpg	1	32	v	
f28v_L16_s2.jpg	1	33	x	
f28v_L16_s2.jpg	1	34	[C10]	line ends at crop right margin
f28v_L16_s2.jpg	2	1	I	overlap-continuation, new tokens begin
f28v_L16_s2.jpg	2	2	[C01]	
f28v_L16_s2.jpg	2	3	[C04]	
f28v_L16_s2.jpg	2	4	z	
f28v_L16_s2.jpg	2	5	v	
f28v_L16_s2.jpg	2	6	[C10]	
f28v_L16_s2.jpg	2	7	I	
f28v_L16_s2.jpg	2	8	z	
f28v_L16_s2.jpg	2	9	v	
f28v_L16_s2.jpg	2	10	[C01]	
f28v_L16_s2.jpg	2	11	[C10]	
f28v_L16_s2.jpg	2	12	[C11]	
f28v_L16_s2.jpg	2	13	[C01]	
f28v_L16_s2.jpg	2	14	z	
f28v_L16_s2.jpg	2	15	H	
f28v_L16_s2.jpg	2	16	[C13]	
f28v_L16_s2.jpg	2	17	o	
f28v_L16_s2.jpg	2	18	[C01]	
f28v_L16_s2.jpg	2	19	s	
f28v_L16_s2.jpg	2	20	[C13]	
f28v_L16_s2.jpg	2	21	7	
f28v_L16_s2.jpg	2	22	o	
f28v_L16_s2.jpg	2	23	v	
f28v_L16_s2.jpg	2	24	[C01]	
f28v_L16_s2.jpg	2	25	v	
f28v_L16_s2.jpg	2	26	[C09]	
f28v_L16_s2.jpg	2	27	E	
f28v_L16_s2.jpg	2	28	[C13]	
f28v_L16_s2.jpg	2	29	[C01]	
f28v_L16_s2.jpg	2	30	[C11]	
f28v_L16_s2.jpg	2	31	[C08]	hash-like double-cross mark, kept as C08 variant
f28v_L16_s2.jpg	2	32	n	
f28v_L16_s2.jpg	2	33	v	
f28v_L16_s2.jpg	2	34	x	
f28v_L16_s2.jpg	2	35	[C01]	
f28v_L16_s2.jpg	2	36	v	
f28v_L16_s2.jpg	2	37	E	
f28v_L16_s2.jpg	2	38	[C10]	
f28v_L16_s2.jpg	2	39	[C01]	
f28v_L16_s2.jpg	2	40	z	line ends at crop right margin
f28v_L17_s1.jpg	1	1	R	
f28v_L17_s1.jpg	1	2	f	
f28v_L17_s1.jpg	1	3	[C11]	
f28v_L17_s1.jpg	1	4	[C01]	
f28v_L17_s1.jpg	1	5	[C13]	
f28v_L17_s1.jpg	1	6	[C10]	
f28v_L17_s1.jpg	1	7	T	
f28v_L17_s1.jpg	1	8	[C11]	
f28v_L17_s1.jpg	1	9	f	
f28v_L17_s1.jpg	1	10	[C09]	
f28v_L17_s1.jpg	1	11	[C13]	
f28v_L17_s1.jpg	1	12	[C11]	
f28v_L17_s1.jpg	1	13	[C01]	
f28v_L17_s1.jpg	1	14	o	
f28v_L17_s1.jpg	1	15	f	line cut at crop edge, continues s2
f28v_L17_s1.jpg	2	1	[C10]	
f28v_L17_s1.jpg	2	2	[C04]	
f28v_L17_s1.jpg	2	3	[C13]	
f28v_L17_s1.jpg	2	4	[C10]	
f28v_L17_s1.jpg	2	5	z	
f28v_L17_s1.jpg	2	6	[C01]	
f28v_L17_s1.jpg	2	7	[C04]	
f28v_L17_s1.jpg	2	8	[C11]	
f28v_L17_s1.jpg	2	9	n	
f28v_L17_s1.jpg	2	10	v	
f28v_L17_s1.jpg	2	11	[C11]	
f28v_L17_s1.jpg	2	12	[C10]	
f28v_L17_s1.jpg	2	13	[C25]	figure-9/hook loop, new code
f28v_L17_s1.jpg	2	14	[C07]	
f28v_L17_s1.jpg	2	15	o	
f28v_L17_s1.jpg	2	16	I	
f28v_L17_s1.jpg	2	17	[C10]	line cut at crop edge, continues s2
f28v_L17_s2.jpg	1	1	[C01]	overlap-continuation, new tokens begin
f28v_L17_s2.jpg	1	2	o	
f28v_L17_s2.jpg	1	3	f	
f28v_L17_s2.jpg	1	4	[C01]	
f28v_L17_s2.jpg	1	5	[C13]	
f28v_L17_s2.jpg	1	6	7	
f28v_L17_s2.jpg	1	7	[C04]	
f28v_L17_s2.jpg	1	8	x	
f28v_L17_s2.jpg	1	9	f	
f28v_L17_s2.jpg	1	10	[C10]	
f28v_L17_s2.jpg	1	11	v	
f28v_L17_s2.jpg	1	12	o	
f28v_L17_s2.jpg	1	13	a	
f28v_L17_s2.jpg	1	14	[C10]	
f28v_L17_s2.jpg	1	15	[C04]	
f28v_L17_s2.jpg	1	16	o	
f28v_L17_s2.jpg	1	17	[C19]	
f28v_L17_s2.jpg	1	18	[C01]	
f28v_L17_s2.jpg	1	19	[C13]	
f28v_L17_s2.jpg	1	20	7	
f28v_L17_s2.jpg	1	21	[C04]	
f28v_L17_s2.jpg	1	22	n	
f28v_L17_s2.jpg	1	23	v	
f28v_L17_s2.jpg	1	24	[C11]	
f28v_L17_s2.jpg	1	25	[C10]	
f28v_L17_s2.jpg	1	26	I	
f28v_L17_s2.jpg	1	27	ρ	
f28v_L17_s2.jpg	1	28	T	
f28v_L17_s2.jpg	1	29	[C13]	
f28v_L17_s2.jpg	1	30	[C10]	
f28v_L17_s2.jpg	1	31	[C13]	
f28v_L17_s2.jpg	1	32	v	
f28v_L17_s2.jpg	1	33	[C11]	
f28v_L17_s2.jpg	1	34	[C01]	
f28v_L17_s2.jpg	1	35	z	
f28v_L17_s2.jpg	1	36	I	
f28v_L17_s2.jpg	1	37	[C04]	
f28v_L17_s2.jpg	1	38	7	
f28v_L17_s2.jpg	1	39	f	line ends at crop right margin
f28v_L17_s2.jpg	2	1	z	overlap-continuation, new tokens begin
f28v_L17_s2.jpg	2	2	E	
f28v_L17_s2.jpg	2	3	[C13]	
f28v_L17_s2.jpg	2	4	f	
f28v_L17_s2.jpg	2	5	[C04]	
f28v_L17_s2.jpg	2	6	[C19]	
f28v_L17_s2.jpg	2	7	I	
f28v_L17_s2.jpg	2	8	[C11]	
f28v_L17_s2.jpg	2	9	f	
f28v_L17_s2.jpg	2	10	[C09]	
f28v_L17_s2.jpg	2	11	z	
f28v_L17_s2.jpg	2	12	s	
f28v_L17_s2.jpg	2	13	T	
f28v_L17_s2.jpg	2	14	[C04]	
f28v_L17_s2.jpg	2	15	[C11]	
f28v_L17_s2.jpg	2	16	n	
f28v_L17_s2.jpg	2	17	v	
f28v_L17_s2.jpg	2	18	x	
f28v_L17_s2.jpg	2	19	[C01]	
f28v_L17_s2.jpg	2	20	[C01]	
f28v_L17_s2.jpg	2	21	[C13]	
f28v_L17_s2.jpg	2	22	[C10]	
f28v_L17_s2.jpg	2	23	R	
f28v_L17_s2.jpg	2	24	z	
f28v_L17_s2.jpg	2	25	v	
f28v_L17_s2.jpg	2	26	[C01]	
f28v_L17_s2.jpg	2	27	[C13]	
f28v_L17_s2.jpg	2	28	A	
f28v_L17_s2.jpg	2	29	z	
f28v_L17_s2.jpg	2	30	I	
f28v_L17_s2.jpg	2	31	[C04]	
f28v_L17_s2.jpg	2	32	[C01]	
f28v_L17_s2.jpg	2	33	[C13]	
f28v_L17_s2.jpg	2	34	x	
f28v_L17_s2.jpg	2	35	[C01]	
f28v_L17_s2.jpg	2	36	I	
f28v_L17_s2.jpg	2	37	A	line ends at crop right margin
f28v_L18_s1.jpg	1	1	[C10]	
f28v_L18_s1.jpg	1	2	[C01]	
f28v_L18_s1.jpg	1	3	[C01]	
f28v_L18_s1.jpg	1	4	f	
f28v_L18_s1.jpg	1	5	[C13]	
f28v_L18_s1.jpg	1	6	[C01]	
f28v_L18_s1.jpg	1	7	[C11]	
f28v_L18_s1.jpg	1	8	[C13]	
f28v_L18_s1.jpg	1	9	v	
f28v_L18_s1.jpg	1	10	[C01]	
f28v_L18_s1.jpg	1	11	[C13]	
f28v_L18_s1.jpg	1	12	[C10]	
f28v_L18_s1.jpg	1	13	[C04]	line cut at crop edge, continues s2
f28v_L18_s1.jpg	2	1	R	
f28v_L18_s1.jpg	2	2	[C13]	
f28v_L18_s1.jpg	2	3	(dash)	
f28v_L18_s1.jpg	2	4	o	
f28v_L18_s1.jpg	2	5	a	
f28v_L18_s1.jpg	2	6	E	
f28v_L18_s1.jpg	2	7	[C13]	
f28v_L18_s1.jpg	2	8	f	
f28v_L18_s1.jpg	2	9	[C04]	
f28v_L18_s1.jpg	2	10	[C09]	
f28v_L18_s1.jpg	2	11	[C01]	
f28v_L18_s1.jpg	2	12	[C13]	
f28v_L18_s1.jpg	2	13	I	
f28v_L18_s1.jpg	2	14	ρ	
f28v_L18_s1.jpg	2	15	[C14]	
f28v_L18_s1.jpg	2	16	[C10]	
f28v_L18_s1.jpg	2	17	ρ	line cut at crop edge, continues s2
f28v_L18_s2.jpg	1	1	o	overlap-continuation, new tokens begin
f28v_L18_s2.jpg	1	2	n	
f28v_L18_s2.jpg	1	3	v	
f28v_L18_s2.jpg	1	4	z	
f28v_L18_s2.jpg	1	5	E	
f28v_L18_s2.jpg	1	6	x	
f28v_L18_s2.jpg	1	7	[C10]	
f28v_L18_s2.jpg	1	8	z	
f28v_L18_s2.jpg	1	9	I	
f28v_L18_s2.jpg	1	10	[C04]	
f28v_L18_s2.jpg	1	11	ρ	
f28v_L18_s2.jpg	1	12	[C13]	
f28v_L18_s2.jpg	1	13	[C04]	
f28v_L18_s2.jpg	1	14	[C11]	
f28v_L18_s2.jpg	1	15	s	
f28v_L18_s2.jpg	1	16	T	
f28v_L18_s2.jpg	1	17	[C10]	
f28v_L18_s2.jpg	1	18	ρ	
f28v_L18_s2.jpg	1	19	[C13]	
f28v_L18_s2.jpg	1	20	T	
f28v_L18_s2.jpg	1	21	ρ	
f28v_L18_s2.jpg	1	22	v	
f28v_L18_s2.jpg	1	23	[C10]	
f28v_L18_s2.jpg	1	24	ρ	
f28v_L18_s2.jpg	1	25	R	
f28v_L18_s2.jpg	1	26	f	
f28v_L18_s2.jpg	1	27	o	
f28v_L18_s2.jpg	1	28	f	
f28v_L18_s2.jpg	1	29	7	
f28v_L18_s2.jpg	1	30	[C04]	
f28v_L18_s2.jpg	1	31	n	
f28v_L18_s2.jpg	1	32	v	
f28v_L18_s2.jpg	1	33	[C11]	
f28v_L18_s2.jpg	1	34	n	
f28v_L18_s2.jpg	1	35	v	
f28v_L18_s2.jpg	1	36	ρ	
f28v_L18_s2.jpg	1	37	f	
f28v_L18_s2.jpg	1	38	[C04]	
f28v_L18_s2.jpg	1	39	x	line ends at crop right margin
f28v_L18_s2.jpg	2	1	I	overlap-continuation, new tokens begin
f28v_L18_s2.jpg	2	2	ρ	
f28v_L18_s2.jpg	2	3	[C14]	
f28v_L18_s2.jpg	2	4	[C10]	
f28v_L18_s2.jpg	2	5	[C11]	
f28v_L18_s2.jpg	2	6	A	
f28v_L18_s2.jpg	2	7	z	
f28v_L18_s2.jpg	2	8	E	
f28v_L18_s2.jpg	2	9	[C13]	
f28v_L18_s2.jpg	2	10	f	
f28v_L18_s2.jpg	2	11	[C04]	
f28v_L18_s2.jpg	2	12	[C25]	
f28v_L18_s2.jpg	2	13	[C04]	
f28v_L18_s2.jpg	2	14	[C01]	
f28v_L18_s2.jpg	2	15	o	
f28v_L18_s2.jpg	2	16	I	
f28v_L18_s2.jpg	2	17	f	
f28v_L18_s2.jpg	2	18	[C09]	
f28v_L18_s2.jpg	2	19	[C14]	
f28v_L18_s2.jpg	2	20	ρ	
f28v_L18_s2.jpg	2	21	[C13]	
f28v_L18_s2.jpg	2	22	T	
f28v_L18_s2.jpg	2	23	[C01]	
f28v_L18_s2.jpg	2	24	[C11]	
f28v_L18_s2.jpg	2	25	f	
f28v_L18_s2.jpg	2	26	ρ	
f28v_L18_s2.jpg	2	27	[C01]	
f28v_L18_s2.jpg	2	28	[C13]	
f28v_L18_s2.jpg	2	29	o	
f28v_L18_s2.jpg	2	30	v	
f28v_L18_s2.jpg	2	31	7	
f28v_L18_s2.jpg	2	32	[C09]	
f28v_L18_s2.jpg	2	33	ρ	
f28v_L18_s2.jpg	2	34	[C13]	
f28v_L18_s2.jpg	2	35	[C04]	
f28v_L18_s2.jpg	2	36	v	
f28v_L18_s2.jpg	2	37	[C01]	
f28v_L18_s2.jpg	2	38	[C09]	
f28v_L18_s2.jpg	2	39	ρ	
f28v_L18_s2.jpg	2	40	[C13]	
f28v_L18_s2.jpg	2	41	T	line ends at crop right margin
f28v_L19_s1.jpg	1	1	x	
f28v_L19_s1.jpg	1	2	E	
f28v_L19_s1.jpg	1	3	n	
f28v_L19_s1.jpg	1	4	v	
f28v_L19_s1.jpg	1	5	x	
f28v_L19_s1.jpg	1	6	[C14]	
f28v_L19_s1.jpg	1	7	[C13]	
f28v_L19_s1.jpg	1	8	x	
f28v_L19_s1.jpg	1	9	v	
f28v_L19_s1.jpg	1	10	[C11]	
f28v_L19_s1.jpg	1	11	[C13]	
f28v_L19_s1.jpg	1	12	f	line cut at crop edge, continues s2; most of crop area above is blank margin
f28v_L19_s1.jpg	2	1	[C18]	
f28v_L19_s1.jpg	2	2	z	
f28v_L19_s1.jpg	2	3	v	
f28v_L19_s1.jpg	2	4	G	
f28v_L19_s1.jpg	2	5	x	
f28v_L19_s1.jpg	2	6	x	
f28v_L19_s1.jpg	2	7	[C04]	
f28v_L19_s1.jpg	2	8	T	
f28v_L19_s1.jpg	2	9	o	
f28v_L19_s1.jpg	2	10	E	
f28v_L19_s1.jpg	2	11	[C13]	
f28v_L19_s1.jpg	2	12	[C01]	
f28v_L19_s1.jpg	2	13	[C09]	
f28v_L19_s1.jpg	2	14	s	
f28v_L19_s1.jpg	2	15	T	line cut at crop edge, continues s2
f28v_L19_s2.jpg	1	1	[C04]	overlap-continuation, new tokens begin
f28v_L19_s2.jpg	1	2	ρ	
f28v_L19_s2.jpg	1	3	o	
f28v_L19_s2.jpg	1	4	f	
f28v_L19_s2.jpg	1	5	T	
f28v_L19_s2.jpg	1	6	o	
f28v_L19_s2.jpg	1	7	H	
f28v_L19_s2.jpg	1	8	[C13]	
f28v_L19_s2.jpg	1	9	n	
f28v_L19_s2.jpg	1	10	v	
f28v_L19_s2.jpg	1	11	x	
f28v_L19_s2.jpg	1	12	[C13]	
f28v_L19_s2.jpg	1	13	[C10]	
f28v_L19_s2.jpg	1	14	ρ	
f28v_L19_s2.jpg	1	15	[C13]	
f28v_L19_s2.jpg	1	16	[C09]	
f28v_L19_s2.jpg	1	17	I	
f28v_L19_s2.jpg	1	18	f	
f28v_L19_s2.jpg	1	19	n	
f28v_L19_s2.jpg	1	20	[C09]	
f28v_L19_s2.jpg	1	21	[C13]	
f28v_L19_s2.jpg	1	22	f	
f28v_L19_s2.jpg	1	23	[C10]	
f28v_L19_s2.jpg	1	24	S	
f28v_L19_s2.jpg	1	25	I	
f28v_L19_s2.jpg	1	26	ρ	
f28v_L19_s2.jpg	1	27	ρ	
f28v_L19_s2.jpg	1	28	v	
f28v_L19_s2.jpg	1	29	[C09]	
f28v_L19_s2.jpg	1	30	[C04]	
f28v_L19_s2.jpg	1	31	[C14]	
f28v_L19_s2.jpg	1	32	n	
f28v_L19_s2.jpg	1	33	v	
f28v_L19_s2.jpg	1	34	x	
f28v_L19_s2.jpg	1	35	ρ	
f28v_L19_s2.jpg	1	36	ρ	
f28v_L19_s2.jpg	1	37	[C13]	line ends at crop right margin
f28v_L19_s2.jpg	2	1	[C09]	overlap-continuation, new tokens begin
f28v_L19_s2.jpg	2	2	s	
f28v_L19_s2.jpg	2	3	T	
f28v_L19_s2.jpg	2	4	[C04]	
f28v_L19_s2.jpg	2	5	o	
f28v_L19_s2.jpg	2	6	f	
f28v_L19_s2.jpg	2	7	[C04]	
f28v_L19_s2.jpg	2	8	ρ	
f28v_L19_s2.jpg	2	9	v	
f28v_L19_s2.jpg	2	10	E	
f28v_L19_s2.jpg	2	11	ρ	
f28v_L19_s2.jpg	2	12	o	
f28v_L19_s2.jpg	2	13	I	
f28v_L19_s2.jpg	2	14	H	
f28v_L19_s2.jpg	2	15	ρ	
f28v_L19_s2.jpg	2	16	f	
f28v_L19_s2.jpg	2	17	[C04]	
f28v_L19_s2.jpg	2	18	n	
f28v_L19_s2.jpg	2	19	v	
f28v_L19_s2.jpg	2	20	[C11]	
f28v_L19_s2.jpg	2	21	ρ	
f28v_L19_s2.jpg	2	22	n	
f28v_L19_s2.jpg	2	23	v	
f28v_L19_s2.jpg	2	24	7	
f28v_L19_s2.jpg	2	25	[C04]	
f28v_L19_s2.jpg	2	26	ψ	small mark similar to C13 trident, kept close
f28v_L19_s2.jpg	2	27	(dash)	
f28v_L19_s2.jpg	2	28	[C11]	
f28v_L19_s2.jpg	2	29	7	
f28v_L19_s2.jpg	2	30	f	
f28v_L19_s2.jpg	2	31	[C10]	
f28v_L19_s2.jpg	2	32	[C13]	
f28v_L19_s2.jpg	2	33	[C10]	
f28v_L19_s2.jpg	2	34	T	
f28v_L19_s2.jpg	2	35	o	
f28v_L19_s2.jpg	2	36	E	
f28v_L19_s2.jpg	2	37	[C10]	
f28v_L19_s2.jpg	2	38	n	
f28v_L19_s2.jpg	2	39	R	
f28v_L19_s2.jpg	2	40	x	
f28v_L19_s2.jpg	2	41	[C13]	
f28v_L19_s2.jpg	2	42	[C10]	
f28v_L19_s2.jpg	2	43	ρ	line ends at crop right margin; this is the last text on f28v, remainder of the page below is blank margin
f28v_L20_s1.jpg	1	1	(blank)	bottom margin of verso, faint ink-blot/smudge only near top of crop, no legible text
f28v_L20_s2.jpg	1	1	(blank)	bottom margin of verso, no text, faint marks only
f29r_L01_s1.jpg	1	1	(blank)	top margin of recto, no text, faint pencil marks only
f29r_L01_s2.jpg	1	1	[PLAIN: "d."]	small isolated flourish with a dot, top margin, not body text
f29r_L01_s2.jpg	1	2	29	foliation number written in margin (folio 29), not body text
f29r_L02_s1.jpg	1	1	R	
f29r_L02_s1.jpg	1	2	ρ	
f29r_L02_s1.jpg	1	3	I	
f29r_L02_s1.jpg	1	4	S	
f29r_L02_s1.jpg	1	5	T	
f29r_L02_s1.jpg	1	6	[C01]	
f29r_L02_s1.jpg	1	7	[C04]	
f29r_L02_s1.jpg	1	8	o	
f29r_L02_s1.jpg	1	9	f	
f29r_L02_s1.jpg	1	10	[C09]	
f29r_L02_s1.jpg	1	11	[C13]	
f29r_L02_s1.jpg	1	12	7	
f29r_L02_s1.jpg	1	13	[C04]	
f29r_L02_s1.jpg	1	14	o	
f29r_L02_s1.jpg	1	15	v	
f29r_L02_s1.jpg	1	16	[C10]	
f29r_L02_s1.jpg	1	17	R	
f29r_L02_s1.jpg	1	18	[C01]	
f29r_L02_s1.jpg	1	19	T	
f29r_L02_s1.jpg	1	20	ρ	
f29r_L02_s1.jpg	1	21	v	
f29r_L02_s1.jpg	1	22	[C10]	
f29r_L02_s1.jpg	1	23	ρ	
f29r_L02_s1.jpg	1	24	[C13]	
f29r_L02_s1.jpg	1	25	v	
f29r_L02_s1.jpg	1	26	[C01]	
f29r_L02_s1.jpg	1	27	o	
f29r_L02_s1.jpg	1	28	E	
f29r_L02_s1.jpg	1	29	ρ	
f29r_L02_s1.jpg	1	30	[C11]	
f29r_L02_s1.jpg	1	31	[C01]	
f29r_L02_s1.jpg	1	32	ρ	
f29r_L02_s1.jpg	1	33	[C13]	
f29r_L02_s1.jpg	1	34	[C09]	
f29r_L02_s1.jpg	1	35	x	
f29r_L02_s1.jpg	1	36	f	line cut at crop edge, continues s2
f29r_L02_s1.jpg	2	1	o	
f29r_L02_s1.jpg	2	2	[C01]	
f29r_L02_s1.jpg	2	3	s	
f29r_L02_s1.jpg	2	4	[C11]	
f29r_L02_s1.jpg	2	5	[C13]	
f29r_L02_s1.jpg	2	6	ρ	
f29r_L02_s1.jpg	2	7	7	
f29r_L02_s1.jpg	2	8	[C04]	
f29r_L02_s1.jpg	2	9	[C01]	
f29r_L02_s1.jpg	2	10	o	
f29r_L02_s1.jpg	2	11	f	
f29r_L02_s1.jpg	2	12	[C04]	
f29r_L02_s1.jpg	2	13	[C13]	
f29r_L02_s1.jpg	2	14	S	
f29r_L02_s1.jpg	2	15	I	
f29r_L02_s1.jpg	2	16	ρ	
f29r_L02_s1.jpg	2	17	x	
f29r_L02_s1.jpg	2	18	[C19]	
f29r_L02_s1.jpg	2	19	o	
f29r_L02_s1.jpg	2	20	[C04]	
f29r_L02_s1.jpg	2	21	f	
f29r_L02_s1.jpg	2	22	[C04]	
f29r_L02_s1.jpg	2	23	[C14]	
f29r_L02_s1.jpg	2	24	T	
f29r_L02_s1.jpg	2	25	o	
f29r_L02_s1.jpg	2	26	[C01]	
f29r_L02_s1.jpg	2	27	[C04]	
f29r_L02_s1.jpg	2	28	[C11]	
f29r_L02_s1.jpg	2	29	(dash)	
f29r_L02_s1.jpg	2	30	[C13]	
f29r_L02_s1.jpg	2	31	ρ	
f29r_L02_s1.jpg	2	32	7	line cut at crop edge, continues s2
f29r_L02_s2.jpg	1	1	[C13]	overlap-continuation, new tokens begin
f29r_L02_s2.jpg	1	2	v	
f29r_L02_s2.jpg	1	3	[C01]	
f29r_L02_s2.jpg	1	4	o	
f29r_L02_s2.jpg	1	5	E	
f29r_L02_s2.jpg	1	6	ρ	
f29r_L02_s2.jpg	1	7	[C11]	
f29r_L02_s2.jpg	1	8	[C01]	
f29r_L02_s2.jpg	1	9	ρ	
f29r_L02_s2.jpg	1	10	[C13]	
f29r_L02_s2.jpg	1	11	[C09]	
f29r_L02_s2.jpg	1	12	x	
f29r_L02_s2.jpg	1	13	f	
f29r_L02_s2.jpg	1	14	n	
f29r_L02_s2.jpg	1	15	v	
f29r_L02_s2.jpg	1	16	o	
f29r_L02_s2.jpg	1	17	f	
f29r_L02_s2.jpg	1	18	[C04]	
f29r_L02_s2.jpg	1	19	[C11]	
f29r_L02_s2.jpg	1	20	R	
f29r_L02_s2.jpg	1	21	z	
f29r_L02_s2.jpg	1	22	I	
f29r_L02_s2.jpg	1	23	G	
f29r_L02_s2.jpg	1	24	[C13]	
f29r_L02_s2.jpg	1	25	[C10]	
f29r_L02_s2.jpg	1	26	T	
f29r_L02_s2.jpg	1	27	o	
f29r_L02_s2.jpg	1	28	[C01]	
f29r_L02_s2.jpg	1	29	s	
f29r_L02_s2.jpg	1	30	[C11]	
f29r_L02_s2.jpg	1	31	[C01]	
f29r_L02_s2.jpg	1	32	7	
f29r_L02_s2.jpg	1	33	[C04]	
f29r_L02_s2.jpg	1	34	R	
f29r_L02_s2.jpg	1	35	f	
f29r_L02_s2.jpg	1	36	7	line ends at crop right margin
f29r_L02_s2.jpg	2	1	[C14]	overlap-continuation, new tokens begin
f29r_L02_s2.jpg	2	2	T	
f29r_L02_s2.jpg	2	3	o	
f29r_L02_s2.jpg	2	4	[C01]	
f29r_L02_s2.jpg	2	5	[C04]	
f29r_L02_s2.jpg	2	6	[C11]	
f29r_L02_s2.jpg	2	7	(dash)	
f29r_L02_s2.jpg	2	8	o	
f29r_L02_s2.jpg	2	9	ψ	
f29r_L02_s2.jpg	2	10	ρ	
f29r_L02_s2.jpg	2	11	ɟ	
f29r_L02_s2.jpg	2	12	z	
f29r_L02_s2.jpg	2	13	v	
f29r_L02_s2.jpg	2	14	x	
f29r_L02_s2.jpg	2	15	ρ	
f29r_L02_s2.jpg	2	16	ρ	
f29r_L02_s2.jpg	2	17	[C13]	
f29r_L02_s2.jpg	2	18	v	
f29r_L02_s2.jpg	2	19	[C01]	
f29r_L02_s2.jpg	2	20	T	
f29r_L02_s2.jpg	2	21	ρ	
f29r_L02_s2.jpg	2	22	o	
f29r_L02_s2.jpg	2	23	I	
f29r_L02_s2.jpg	2	24	[C01]	
f29r_L02_s2.jpg	2	25	z	
f29r_L02_s2.jpg	2	26	I	
f29r_L02_s2.jpg	2	27	[C04]	
f29r_L02_s2.jpg	2	28	7	
f29r_L02_s2.jpg	2	29	[C04]	
f29r_L02_s2.jpg	2	30	n	
f29r_L02_s2.jpg	2	31	v	
f29r_L02_s2.jpg	2	32	x	
f29r_L02_s2.jpg	2	33	ρ	
f29r_L02_s2.jpg	2	34	[C14]	line ends at crop right margin
f29r_L03_s1.jpg	1	1	R	
f29r_L03_s1.jpg	1	2	z	
f29r_L03_s1.jpg	1	3	v	
f29r_L03_s1.jpg	1	4	ρ	
f29r_L03_s1.jpg	1	5	A	
f29r_L03_s1.jpg	1	6	E	
f29r_L03_s1.jpg	1	7	[C13]	
f29r_L03_s1.jpg	1	8	f	
f29r_L03_s1.jpg	1	9	[C04]	
f29r_L03_s1.jpg	1	10	[C04]	
f29r_L03_s1.jpg	1	11	A	
f29r_L03_s1.jpg	1	12	T	
f29r_L03_s1.jpg	1	13	S	
f29r_L03_s1.jpg	1	14	I	
f29r_L03_s1.jpg	1	15	[C13]	
f29r_L03_s1.jpg	1	16	v	
f29r_L03_s1.jpg	1	17	ρ	
f29r_L03_s1.jpg	1	18	[C14]	
f29r_L03_s1.jpg	1	19	7	
f29r_L03_s1.jpg	1	20	[C10]	
f29r_L03_s1.jpg	1	21	[C04]	
f29r_L03_s1.jpg	1	22	A	
f29r_L03_s1.jpg	1	23	[C11]	
f29r_L03_s1.jpg	1	24	o	
f29r_L03_s1.jpg	1	25	s	
f29r_L03_s1.jpg	1	26	E	
f29r_L03_s1.jpg	1	27	[C10]	
f29r_L03_s1.jpg	1	28	ρ	
f29r_L03_s1.jpg	1	29	v	
f29r_L03_s1.jpg	1	30	[C04]	
f29r_L03_s1.jpg	1	31	v	line cut at crop edge, continues s2
f29r_L03_s1.jpg	2	1	S	
f29r_L03_s1.jpg	2	2	T	
f29r_L03_s1.jpg	2	3	x	
f29r_L03_s1.jpg	2	4	A	
f29r_L03_s1.jpg	2	5	[C11]	
f29r_L03_s1.jpg	2	6	7	
f29r_L03_s1.jpg	2	7	[C04]	
f29r_L03_s1.jpg	2	8	n	
f29r_L03_s1.jpg	2	9	v	
f29r_L03_s1.jpg	2	10	[C11]	
f29r_L03_s1.jpg	2	11	ρ	
f29r_L03_s1.jpg	2	12	[C10]	
f29r_L03_s1.jpg	2	13	o	
f29r_L03_s1.jpg	2	14	[C10]	
