sid	page	line	pos	x	y	w	h	rh	rw	dy	marks
f107_01_009	f107	1	9	452	59	39	50	2.439	1.902	0.488	
f107_01_010	f107	1	10	510	59	40	52	2.537	1.951	0.537	f107_01_m0001|f107_01_m0002|f107_01_m0003
f107_01_011	f107	1	11	579	44	41	52	2.537	2.000	-0.195	
f107_01_012	f107	1	12	640	41	31	68	3.317	1.512	0.049	
f107_01_013	f107	1	13	693	61	47	29	1.415	2.293	0.073	
f107_01_014	f107	1	14	765	59	63	34	1.659	3.073	0.098	
f107_01_015	f107	1	15	840	62	47	45	2.195	2.293	0.512	
f107_01_016	f107	1	16	913	43	41	62	3.024	2.000	0.000	
f107_01_017	f107	1	17	979	56	44	40	1.951	2.146	0.098	f107_01_m0004
f107_01_018	f107	1	18	1044	61	31	50	2.439	1.512	0.585	
f107_01_019	f107	1	19	1069	60	14	24	1.171	0.683	-0.098	
f107_01_020	f107	1	20	1109	48	48	49	2.390	2.341	-0.073	
f107_01_021	f107	1	21	1155	49	37	57	2.780	1.805	0.171	
f107_01_022	f107	1	22	1206	54	53	34	1.659	2.585	-0.146	
f107_01_023	f107	1	23	1276	24	19	64	3.122	0.927	-0.878	
f107_01_024	f107	1	24	1326	37	54	52	2.537	2.634	-0.537	f107_01_m0009
f107_02_001	f107	2	1	18	197	7	10	0.488	0.341	1.610	
f107_02_002	f107	2	2	33	132	28	81	3.951	1.366	0.171	
f107_02_003	f107	2	3	59	194	22	19	0.927	1.073	1.683	f107_02_m0010
f107_02_004	f107	2	4	115	134	28	30	1.463	1.366	-0.976	
f107_02_005	f107	2	5	171	151	15	13	0.634	0.732	-0.561	f107_02_m0011
f107_02_006	f107	2	6	283	153	39	39	1.902	1.902	0.171	
f107_02_007	f107	2	7	369	143	31	43	2.098	1.512	-0.220	
f107_02_008	f107	2	8	459	151	7	22	1.073	0.341	-0.341	
f107_02_009	f107	2	9	513	145	35	33	1.610	1.707	-0.366	
f107_02_010	f107	2	10	587	142	27	32	1.561	1.317	-0.537	
f107_02_011	f107	2	11	638	157	34	19	0.927	1.659	-0.122	
f107_02_012	f107	2	12	690	227	13	5	0.244	0.634	2.951	
f107_02_013	f107	2	13	703	159	20	15	0.732	0.976	-0.122	
f107_02_014	f107	2	14	756	161	19	14	0.683	0.927	-0.049	
f107_02_015	f107	2	15	828	159	29	47	2.293	1.415	0.659	
f107_02_016	f107	2	16	895	167	19	48	2.341	0.927	1.073	
f107_02_017	f107	2	17	968	169	25	17	0.829	1.220	0.415	
f107_02_018	f107	2	18	1033	164	20	28	1.366	0.976	0.439	
f107_02_019	f107	2	19	1108	163	26	28	1.366	1.268	0.390	
f107_02_020	f107	2	20	1150	160	21	29	1.415	1.024	0.268	
f107_02_021	f107	2	21	1192	172	34	44	2.146	1.659	1.220	
f107_02_022	f107	2	22	1248	212	13	10	0.488	0.634	2.341	
f107_02_023	f107	2	23	1257	167	27	50	2.439	1.317	1.122	
f107_02_024	f107	2	24	1303	163	59	66	3.220	2.878	1.317	
f107_03_001	f107	3	1	0	218	1	130	6.341	0.049	-1.024	
f107_03_002	f107	3	2	4	315	2	7	0.341	0.098	0.707	
f107_03_003	f107	3	3	31	297	15	13	0.634	0.732	-0.024	
f107_03_004	f107	3	4	47	296	46	47	2.293	2.244	0.756	
f107_03_005	f107	3	5	90	292	29	19	0.927	1.415	-0.122	
f107_03_006	f107	3	6	120	302	12	8	0.390	0.585	0.098	
f107_03_007	f107	3	7	133	295	13	15	0.732	0.634	-0.073	f107_03_m0014
f107_03_008	f107	3	8	147	283	33	30	1.463	1.610	-0.293	
f107_03_009	f107	3	9	182	297	20	16	0.780	0.976	0.049	
f107_03_010	f107	3	10	312	279	53	48	2.341	2.585	-0.049	f107_03_m0012|f107_03_m0013
f107_04_001	f107	4	1	0	365	1	65	3.171	0.049	0.707	f107_04_m0015
f107_04_002	f107	4	2	2	364	23	28	1.366	1.122	-0.244	
f107_04_003	f107	4	3	26	367	15	20	0.976	0.732	-0.293	
f107_04_004	f107	4	4	44	374	43	38	1.854	2.098	0.488	f107_04_m0017
f107_04_005	f107	4	5	80	358	83	95	4.634	4.049	1.098	
f107_04_006	f107	4	6	145	375	37	17	0.829	1.805	0.024	
f107_04_007	f107	4	7	183	369	29	23	1.122	1.415	-0.122	
f107_04_008	f107	4	8	305	360	78	51	2.488	3.805	0.122	f107_04_m0016
f107_05_001	f107	5	1	43	440	58	113	5.512	2.829	-1.000	f107_05_m0018|f107_05_m0019
f107_05_002	f107	5	2	81	451	93	110	5.366	4.537	-0.537	f107_05_m0020
f107_05_003	f107	5	3	280	523	60	49	2.390	2.927	1.488	
f107_05_004	f107	5	4	550	511	22	23	1.122	1.073	0.268	
f107_05_005	f107	5	5	576	524	13	6	0.293	0.634	0.488	
f107_05_006	f107	5	6	616	468	19	61	2.976	0.927	-0.902	
f107_05_007	f107	5	7	641	513	13	16	0.780	0.634	0.195	
f107_05_008	f107	5	8	657	511	14	18	0.878	0.683	0.146	
f107_05_009	f107	5	9	674	476	62	58	2.829	3.024	-0.585	
f107_05_010	f107	5	10	755	498	61	44	2.146	2.976	0.146	
f107_05_011	f107	5	11	933	491	44	54	2.634	2.146	0.049	
f107_05_012	f107	5	12	992	539	9	13	0.634	0.439	1.390	
f107_05_013	f107	5	13	1000	486	57	58	2.829	2.780	-0.098	
f107_06_001	f107	6	1	21	612	16	15	0.732	0.780	-0.024	
f107_06_002	f107	6	2	41	614	26	38	1.854	1.268	0.634	
f107_06_003	f107	6	3	100	620	14	7	0.341	0.683	0.171	
f107_06_004	f107	6	4	118	613	45	42	2.049	2.195	0.683	
f107_06_005	f107	6	5	162	615	17	13	0.634	0.829	0.073	
f107_06_006	f107	6	6	180	617	46	15	0.732	2.244	0.220	f107_06_m0022
f107_06_007	f107	6	7	298	605	75	45	2.195	3.659	0.366	f107_06_m0021
f107_07_001	f107	7	1	38	698	5	12	0.585	0.244	-0.098	
f107_07_002	f107	7	2	45	697	18	13	0.634	0.878	-0.122	
f107_07_003	f107	7	3	111	694	25	43	2.098	1.220	0.463	f107_07_m0023
f107_07_004	f107	7	4	138	673	39	42	2.049	1.902	-0.585	
f107_07_005	f107	7	5	179	700	22	14	0.683	1.073	0.049	
f107_07_006	f107	7	6	202	687	15	28	1.366	0.732	-0.244	
f107_07_007	f107	7	7	220	699	42	15	0.732	2.049	0.024	
f107_07_008	f107	7	8	263	701	12	15	0.732	0.585	0.122	
f107_07_009	f107	7	9	269	696	12	18	0.878	0.585	-0.049	
f107_07_010	f107	7	10	306	683	77	71	3.463	3.756	0.610	
f107_07_011	f107	7	11	714	713	28	28	1.366	1.366	1.024	
f107_08_001	f107	8	1	17	770	13	16	0.780	0.634	-0.537	
f107_08_002	f107	8	2	35	766	73	50	2.439	3.561	0.098	
f107_08_003	f107	8	3	110	775	29	14	0.683	1.415	-0.341	
f107_08_004	f107	8	4	150	758	94	38	1.854	4.585	-0.585	
f107_08_005	f107	8	5	249	746	33	53	2.585	1.610	-0.805	
f107_08_006	f107	8	6	275	752	34	47	2.293	1.659	-0.659	
f107_08_007	f107	8	7	313	785	10	12	0.585	0.488	0.098	
f107_08_008	f107	8	8	324	784	13	16	0.780	0.634	0.146	
f107_08_009	f107	8	9	338	785	67	46	2.244	3.268	0.927	
f107_08_010	f107	8	10	407	789	7	14	0.683	0.341	0.341	
f107_08_011	f107	8	11	420	788	15	16	0.780	0.732	0.341	
f107_08_012	f107	8	12	455	795	14	11	0.537	0.683	0.561	
f107_08_013	f107	8	13	470	785	21	27	1.317	1.024	0.463	
f107_09_001	f107	9	1	17	849	24	14	0.683	1.171	-0.195	
f107_09_002	f107	9	2	43	850	28	39	1.902	1.366	0.463	
f107_09_003	f107	9	3	81	853	47	45	2.195	2.293	0.756	
f107_09_004	f107	9	4	129	854	27	17	0.829	1.317	0.122	
f107_09_005	f107	9	5	158	854	13	14	0.683	0.634	0.049	
f107_09_006	f107	9	6	165	821	82	52	2.537	4.000	-0.634	
f107_09_007	f107	9	7	249	862	13	12	0.585	0.634	0.390	
f107_09_008	f107	9	8	263	862	13	16	0.780	0.634	0.488	
f107_09_009	f107	9	9	273	860	14	9	0.439	0.683	0.220	
f107_09_010	f107	9	10	1253	863	5	9	0.439	0.244	0.366	
f107_09_011	f107	9	11	1424	862	4	7	0.341	0.195	0.268	
f107_10_001	f107	10	1	36	941	23	17	0.829	1.122	-0.317	f107_10_m0025
f107_10_002	f107	10	2	60	943	38	38	1.854	1.854	0.293	
f107_10_003	f107	10	3	125	903	46	60	2.927	2.244	-1.122	
f107_10_004	f107	10	4	161	943	22	13	0.634	1.073	-0.317	
f107_10_005	f107	10	5	210	916	60	49	2.390	2.927	-0.756	
f107_10_006	f107	10	6	259	951	29	14	0.683	1.415	0.098	
f107_10_007	f107	10	7	287	951	29	16	0.780	1.415	0.146	
f107_10_008	f107	10	8	344	954	44	16	0.780	2.146	0.293	f107_10_m0024
f107_11_001	f107	11	1	25	1027	60	43	2.098	2.927	0.512	
f107_11_002	f107	11	2	162	1020	46	27	1.317	2.244	-0.220	
f107_11_003	f107	11	3	208	1033	49	18	0.878	2.390	0.195	
f107_11_004	f107	11	4	252	1032	35	23	1.122	1.707	0.268	
f107_11_005	f107	11	5	479	1028	97	65	3.171	4.732	1.098	
f107_12_001	f107	12	1	19	1079	20	28	1.366	0.976	-1.659	f107_12_m0026
f107_12_002	f107	12	2	56	1114	20	15	0.732	0.976	-0.268	
f107_12_003	f107	12	3	78	1115	68	15	0.732	3.317	-0.220	
f107_12_004	f107	12	4	142	1100	13	24	1.171	0.634	-0.732	
f107_12_005	f107	12	5	170	1073	43	61	2.976	2.098	-1.146	
f107_12_006	f107	12	6	231	1098	27	36	1.756	1.317	-0.537	
f107_12_007	f107	12	7	248	1119	21	16	0.780	1.024	0.000	
f107_12_008	f107	12	8	278	1123	29	13	0.634	1.415	0.122	
f107_12_009	f107	12	9	307	1128	18	10	0.488	0.878	0.293	
f107_12_010	f107	12	10	329	1124	27	16	0.780	1.317	0.244	
f107_12_011	f107	12	11	362	1111	35	59	2.878	1.707	0.659	
f107_12_012	f107	12	12	396	1128	15	13	0.634	0.732	0.366	
f107_12_013	f107	12	13	407	1126	11	8	0.390	0.537	0.146	f107_12_m0027
f107_13_001	f107	13	1	34	1193	13	13	0.634	0.634	-0.220	
f107_13_002	f107	13	2	45	1151	46	56	2.732	2.244	-1.220	
f107_13_003	f107	13	3	99	1192	28	17	0.829	1.366	-0.171	
f107_13_004	f107	13	4	123	1189	35	21	1.024	1.707	-0.220	
f107_13_005	f107	13	5	176	1189	21	29	1.415	1.024	-0.024	
f107_13_006	f107	13	6	189	1195	33	23	1.122	1.610	0.122	
f107_13_007	f107	13	7	246	1202	52	17	0.829	2.537	0.317	
f107_13_008	f107	13	8	300	1206	15	12	0.585	0.732	0.390	
f107_13_009	f107	13	9	310	1195	34	28	1.366	1.659	0.244	
f107_13_010	f107	13	10	458	1180	86	69	3.366	4.195	0.512	f107_13_m0028|f107_13_m0029
f107_14_001	f107	14	1	9	1268	35	53	2.585	1.707	0.268	f107_14_m0030|f107_14_m0031
f107_14_002	f107	14	2	53	1241	79	75	3.659	3.854	-0.512	
f107_14_003	f107	14	3	153	1262	38	37	1.805	1.854	-0.415	
f107_14_004	f107	14	4	187	1279	32	21	1.024	1.561	0.024	
f107_14_005	f107	14	5	205	1249	72	52	2.537	3.512	-0.683	
f107_14_006	f107	14	6	248	1250	69	64	3.122	3.366	-0.341	
f107_14_007	f107	14	7	459	1303	19	19	0.927	0.927	1.146	
f107_14_008	f107	14	8	483	1291	6	7	0.341	0.293	0.268	
f107_14_009	f107	14	9	493	1263	18	62	3.024	0.878	0.244	
f107_14_010	f107	14	10	513	1269	19	28	1.366	0.927	-0.293	
f107_14_011	f107	14	11	1434	1282	8	70	3.415	0.390	1.366	
f107_15_001	f107	15	1	63	1357	51	46	2.244	2.488	0.439	f107_15_m0032|f107_15_m0033|f107_15_m0034
f107_15_002	f107	15	2	140	1361	33	18	0.878	1.610	-0.049	
f107_15_003	f107	15	3	174	1366	13	14	0.683	0.634	0.098	
f107_15_004	f107	15	4	228	1395	5	9	0.439	0.244	1.390	
f107_15_005	f107	15	5	461	1366	21	32	1.561	1.024	0.537	
f107_15_006	f107	15	6	480	1343	60	72	3.512	2.927	0.390	
f107_15_007	f107	15	7	1438	1360	4	46	2.244	0.195	0.585	
f107_16_001	f107	16	1	13	1471	6	24	1.171	0.293	1.317	f107_16_m0036
f107_16_002	f107	16	2	56	1440	54	45	2.195	2.634	0.317	
f107_16_003	f107	16	3	133	1435	54	29	1.415	2.634	-0.317	
f107_16_004	f107	16	4	225	1437	30	29	1.415	1.463	-0.220	
f107_16_005	f107	16	5	256	1454	13	13	0.634	0.634	0.220	
f107_16_006	f107	16	6	265	1450	15	8	0.390	0.732	-0.098	f107_16_m0037
f107_16_007	f107	16	7	1437	1455	3	43	2.098	0.146	1.000	f107_16_m0035|f107_16_m0038
f107_17_001	f107	17	1	13	1550	4	15	0.732	0.195	1.000	f107_17_m0039|f107_17_m0040|f107_17_m0041|f107_17_m0042
f107_17_002	f107	17	2	53	1517	39	64	3.122	1.902	0.585	
f107_17_003	f107	17	3	112	1490	28	71	3.463	1.366	-0.561	
f107_17_004	f107	17	4	150	1530	13	14	0.683	0.634	0.000	
f107_17_005	f107	17	5	178	1527	65	59	2.878	3.171	0.951	
f107_17_006	f107	17	6	245	1528	38	18	0.878	1.854	0.000	
f107_17_007	f107	17	7	286	1531	53	23	1.122	2.585	0.268	
f107_17_008	f107	17	8	1435	1559	4	23	1.122	0.195	1.634	
f107_17_009	f107	17	9	1438	1534	2	9	0.439	0.098	0.073	f107_17_m0043
f107_18_001	f107	18	1	51	1608	44	60	2.927	2.146	0.780	f107_18_m0044|f107_18_m0046
f107_18_002	f107	18	2	198	1620	14	7	0.341	0.683	0.073	f107_18_m0045|f107_18_m0048
f107_18_003	f107	18	3	551	1620	10	19	0.927	0.488	0.366	f107_18_m0047
f107_19_001	f107	19	1	53	1700	71	18	0.878	3.463	-0.293	
f107_19_002	f107	19	2	122	1699	22	20	0.976	1.073	-0.293	
f107_19_003	f107	19	3	140	1691	14	23	1.122	0.683	-0.610	
f107_19_004	f107	19	4	176	1704	12	16	0.780	0.585	-0.146	
f107_19_005	f107	19	5	185	1690	38	34	1.659	1.854	-0.390	
f107_19_006	f107	19	6	222	1712	11	14	0.683	0.537	0.195	
f107_19_007	f107	19	7	231	1698	36	34	1.659	1.756	0.000	
f107_19_008	f107	19	8	268	1713	17	20	0.976	0.829	0.390	
f107_19_009	f107	19	9	290	1716	36	22	1.073	1.756	0.585	
f107_19_010	f107	19	10	321	1717	33	40	1.951	1.610	1.073	
f107_19_011	f107	19	11	442	1725	12	24	1.171	0.585	1.073	
f107_19_012	f107	19	12	452	1724	44	29	1.415	2.146	1.146	f107_19_m0049
f107_20_001	f107	20	1	41	1921	51	9	0.439	2.488	-1.049	
f107_20_002	f107	20	2	114	1922	70	10	0.488	3.415	-0.976	
f107_20_003	f107	20	3	186	1927	62	7	0.341	3.024	-0.805	
f107_20_004	f107	20	4	251	1927	67	10	0.488	3.268	-0.732	f107_20_m0055
f107_20_005	f107	20	5	370	1934	33	6	0.293	1.610	-0.488	f107_20_m0053|f107_20_m0056|f107_20_m0058
f107_20_006	f107	20	6	433	1930	78	11	0.537	3.805	-0.561	f107_20_m0051|f107_20_m0057
f107_20_007	f107	20	7	518	1937	38	6	0.293	1.854	-0.341	
f107_20_008	f107	20	8	616	1942	23	3	0.146	1.122	-0.171	
f107_20_009	f107	20	9	662	1942	18	4	0.195	0.878	-0.146	f107_20_m0050
f107_20_010	f107	20	10	682	1941	20	5	0.244	0.976	-0.171	
f107_20_011	f107	20	11	738	1940	36	7	0.341	1.756	-0.171	f107_20_m0054
f107_20_012	f107	20	12	792	1942	26	8	0.390	1.268	-0.049	
f107_20_013	f107	20	13	819	1944	22	6	0.293	1.073	0.000	
f107_20_014	f107	20	14	844	1943	31	8	0.390	1.512	0.000	
f107_20_015	f107	20	15	888	1946	41	6	0.293	2.000	0.098	
f107_20_016	f107	20	16	934	1946	26	7	0.341	1.268	0.122	
f107_20_017	f107	20	17	963	1946	33	7	0.341	1.610	0.122	
f107_20_018	f107	20	18	1333	1940	98	16	0.780	4.780	0.049	f107_20_m0052
f108_01_001	f108	1	1	47	151	14	12	0.585	0.683	0.537	f108_01_m0005
f108_01_002	f108	1	2	156	111	69	47	2.293	3.366	-0.561	
f108_01_003	f108	1	3	225	145	3	10	0.488	0.146	0.195	
f108_01_004	f108	1	4	230	121	55	47	2.293	2.683	-0.073	
f108_01_005	f108	1	5	299	131	10	29	1.415	0.488	-0.024	
f108_01_006	f108	1	6	312	138	9	23	1.122	0.439	0.171	
f108_01_007	f108	1	7	367	151	7	17	0.829	0.341	0.659	
f108_01_008	f108	1	8	374	135	39	29	1.415	1.902	0.171	
f108_01_009	f108	1	9	433	137	34	30	1.463	1.659	0.293	
f108_01_010	f108	1	10	492	140	46	37	1.805	2.244	0.610	
f108_01_011	f108	1	11	560	117	45	47	2.293	2.195	-0.268	
f108_01_012	f108	1	12	632	129	68	33	1.610	3.317	-0.024	f108_01_m0001
f108_01_013	f108	1	13	729	121	43	44	2.146	2.098	-0.146	
f108_01_014	f108	1	14	799	124	31	43	2.098	1.512	-0.024	
f108_01_015	f108	1	15	853	127	37	28	1.366	1.805	-0.244	
f108_01_016	f108	1	16	916	129	26	33	1.610	1.268	-0.024	f108_01_m0006|f108_01_m0007
f108_01_017	f108	1	17	960	93	39	69	3.366	1.902	-0.902	
f108_01_018	f108	1	18	1017	112	32	48	2.341	1.561	-0.488	f108_01_m0002
f108_01_019	f108	1	19	1058	108	47	64	3.122	2.293	-0.293	
f108_01_020	f108	1	20	1129	111	39	60	2.927	1.902	-0.244	
f108_01_021	f108	1	21	1172	149	33	46	2.244	1.610	1.268	f108_01_m0004
f108_01_022	f108	1	22	1223	120	21	55	2.683	1.024	0.073	
f108_01_023	f108	1	23	1259	135	42	59	2.878	2.049	0.902	
f108_01_024	f108	1	24	1298	137	50	55	2.683	2.439	0.902	
f108_01_025	f108	1	25	1356	146	33	30	1.463	1.610	0.732	f108_01_m0003
f108_02_001	f108	2	1	72	209	40	32	1.561	1.951	-1.171	f108_02_m0008
f108_02_002	f108	2	2	156	211	33	33	1.610	1.610	-1.049	
f108_02_003	f108	2	3	217	226	23	18	0.878	1.122	-0.683	
f108_02_004	f108	2	4	290	215	31	37	1.805	1.512	-0.756	
f108_02_005	f108	2	5	360	239	16	10	0.488	0.780	-0.244	
f108_02_006	f108	2	6	372	234	12	9	0.439	0.585	-0.512	
f108_02_007	f108	2	7	487	231	37	42	2.049	1.805	0.146	
f108_02_008	f108	2	8	559	218	35	53	2.585	1.707	-0.220	
f108_02_009	f108	2	9	644	234	7	21	1.024	0.341	-0.220	
f108_02_010	f108	2	10	730	219	31	36	1.756	1.512	-0.585	
f108_02_011	f108	2	11	797	224	22	31	1.512	1.073	-0.463	
f108_02_012	f108	2	12	863	240	7	16	0.780	0.341	-0.049	
f108_02_013	f108	2	13	872	241	11	16	0.780	0.537	0.000	
f108_02_014	f108	2	14	887	242	9	19	0.927	0.439	0.122	
f108_02_015	f108	2	15	917	239	11	16	0.780	0.537	-0.098	
f108_02_016	f108	2	16	930	240	8	15	0.732	0.390	-0.073	
f108_02_017	f108	2	17	966	238	22	18	0.878	1.073	-0.098	
f108_02_018	f108	2	18	1009	238	25	43	2.098	1.220	0.512	
f108_02_019	f108	2	19	1054	245	12	10	0.488	0.585	0.049	
f108_02_020	f108	2	20	1065	234	10	55	2.683	0.488	0.610	
f108_02_021	f108	2	21	1128	242	22	16	0.780	1.073	0.049	
f108_02_022	f108	2	22	1168	248	19	25	1.220	0.927	0.561	
f108_02_023	f108	2	23	1183	238	11	7	0.341	0.537	-0.366	
f108_02_024	f108	2	24	1212	241	22	26	1.268	1.073	0.244	
f108_02_025	f108	2	25	1251	227	26	35	1.707	1.268	-0.220	
f108_02_026	f108	2	26	1292	245	36	49	2.390	1.756	1.000	
f108_02_027	f108	2	27	1350	246	22	45	2.195	1.073	0.951	
f108_02_028	f108	2	28	1390	247	47	58	2.829	2.293	1.317	
f108_03_001	f108	3	1	92	386	12	22	1.073	0.585	-0.488	
f108_03_002	f108	3	2	425	388	31	25	1.220	1.512	-0.317	f108_03_m0010
f108_03_003	f108	3	3	441	366	66	38	1.854	3.220	-1.073	
f108_03_004	f108	3	4	512	390	36	15	0.732	1.756	-0.463	
f108_03_005	f108	3	5	549	391	28	15	0.732	1.366	-0.415	
f108_03_006	f108	3	6	578	394	57	15	0.732	2.780	-0.268	
f108_03_007	f108	3	7	637	399	14	12	0.585	0.683	-0.098	
f108_03_008	f108	3	8	648	389	30	22	1.073	1.463	-0.341	
f108_03_009	f108	3	9	692	393	29	51	2.488	1.415	0.561	f108_03_m0012
f108_03_010	f108	3	10	728	350	67	66	3.220	3.268	-1.171	
f108_03_011	f108	3	11	789	394	15	10	0.488	0.732	-0.390	
f108_03_012	f108	3	12	826	400	23	15	0.732	1.122	0.024	
f108_03_013	f108	3	13	851	399	23	18	0.878	1.122	0.049	
f108_03_014	f108	3	14	876	401	35	17	0.829	1.707	0.122	
f108_03_015	f108	3	15	908	400	12	7	0.341	0.585	-0.171	f108_03_m0011
f108_03_016	f108	3	16	946	398	66	43	2.098	3.220	0.610	
f108_03_017	f108	3	17	998	356	62	59	2.878	3.024	-1.049	
f108_03_018	f108	3	18	1056	398	48	18	0.878	2.341	0.000	
f108_03_019	f108	3	19	1094	398	30	16	0.780	1.463	-0.049	
f108_03_020	f108	3	20	1127	396	18	20	0.976	0.878	-0.049	
f108_03_021	f108	3	21	1188	355	15	62	3.024	0.732	-1.024	
f108_03_022	f108	3	22	1200	399	15	11	0.537	0.732	-0.122	f108_03_m0009
f108_03_023	f108	3	23	1223	371	77	49	2.390	3.756	-0.561	
f108_03_024	f108	3	24	1315	367	65	58	2.829	3.171	-0.537	
f108_04_001	f108	4	1	555	461	78	62	3.024	3.805	0.585	
f108_04_002	f108	4	2	636	474	15	13	0.634	0.732	0.024	
f108_04_003	f108	4	3	645	470	13	8	0.390	0.634	-0.293	
f108_04_004	f108	4	4	682	475	10	17	0.829	0.488	0.171	f108_04_m0013|f108_04_m0014
f108_05_001	f108	5	1	53	574	73	33	1.610	3.561	-0.122	f108_05_m0016|f108_05_m0017
f108_05_002	f108	5	2	128	586	14	16	0.780	0.683	0.049	
f108_05_003	f108	5	3	137	580	46	59	2.878	2.244	0.805	
f108_05_004	f108	5	4	212	587	19	17	0.829	0.927	0.122	
f108_05_005	f108	5	5	235	584	26	16	0.780	1.268	-0.049	
f108_05_006	f108	5	6	260	572	41	46	2.244	2.000	0.098	
f108_05_007	f108	5	7	301	585	16	13	0.634	0.780	-0.073	
f108_05_008	f108	5	8	322	579	14	18	0.878	0.683	-0.244	f108_05_m0018
f108_05_009	f108	5	9	337	586	12	13	0.634	0.585	-0.024	
f108_05_010	f108	5	10	351	586	16	17	0.829	0.780	0.073	
f108_05_011	f108	5	11	371	586	23	16	0.780	1.122	0.049	
f108_05_012	f108	5	12	397	582	20	22	1.073	0.976	0.000	f108_05_m0015
f108_06_001	f108	6	1	55	642	50	55	2.683	2.439	-0.610	
f108_06_002	f108	6	2	116	681	7	11	0.537	0.341	0.220	
f108_06_003	f108	6	3	127	679	8	10	0.488	0.390	0.098	
f108_06_004	f108	6	4	142	674	28	47	2.293	1.366	0.756	
f108_06_005	f108	6	5	251	661	31	30	1.463	1.512	-0.293	f108_06_m0019
f108_06_006	f108	6	6	284	676	27	46	2.244	1.317	0.829	
f108_06_007	f108	6	7	313	675	79	17	0.829	3.854	0.073	f108_06_m0021
f108_06_008	f108	6	8	464	659	76	36	1.756	3.707	-0.244	f108_06_m0020
f108_07_001	f108	7	1	52	732	57	46	2.244	2.780	-0.683	f108_07_m0023
f108_07_002	f108	7	2	111	763	12	12	0.585	0.585	0.000	
f108_07_003	f108	7	3	125	756	50	45	2.195	2.439	0.463	
f108_07_004	f108	7	4	216	753	22	25	1.220	1.073	-0.171	
f108_07_005	f108	7	5	241	762	22	17	0.829	1.073	0.073	f108_07_m0022
f108_07_006	f108	7	6	265	763	25	13	0.634	1.220	0.024	
f108_07_007	f108	7	7	291	761	13	15	0.732	0.634	-0.024	
f108_07_008	f108	7	8	325	764	33	12	0.585	1.610	0.049	
f108_07_009	f108	7	9	359	731	70	57	2.780	3.415	-0.463	
f108_07_010	f108	7	10	468	758	90	21	1.024	4.390	-0.024	
f108_08_001	f108	8	1	43	820	56	45	2.195	2.732	-0.610	
f108_08_002	f108	8	2	102	849	69	35	1.707	3.366	0.561	
f108_08_003	f108	8	3	207	848	27	34	1.659	1.317	0.488	
f108_08_004	f108	8	4	241	848	13	11	0.537	0.634	-0.073	
f108_08_005	f108	8	5	255	847	31	14	0.683	1.512	-0.049	
f108_08_006	f108	8	6	326	807	48	55	2.683	2.341	-1.000	
f108_08_007	f108	8	7	378	847	25	15	0.732	1.220	-0.024	
f108_08_008	f108	8	8	400	846	9	8	0.390	0.439	-0.244	f108_08_m0024
f108_08_009	f108	8	9	660	871	13	24	1.171	0.634	1.366	
f108_09_001	f108	9	1	85	924	32	22	1.073	1.561	0.098	
f108_09_002	f108	9	2	121	928	16	17	0.829	0.780	0.171	
f108_09_003	f108	9	3	148	934	36	12	0.585	1.756	0.341	
f108_09_004	f108	9	4	185	935	16	10	0.488	0.780	0.341	f108_09_m0025
f108_09_005	f108	9	5	200	928	8	15	0.732	0.390	0.122	
f108_09_006	f108	9	6	213	917	27	62	3.024	1.317	0.732	f108_09_m0026
f108_09_007	f108	9	7	246	953	5	15	0.732	0.244	1.341	
f108_09_008	f108	9	8	253	928	37	15	0.732	1.805	0.122	
f108_09_009	f108	9	9	329	907	11	17	0.829	0.537	-0.854	
f108_09_010	f108	9	10	486	915	99	68	3.317	4.829	0.780	
f108_09_011	f108	9	11	611	873	79	101	4.927	3.854	-0.463	
f108_09_012	f108	9	12	736	938	23	26	1.268	1.122	0.878	
f108_10_001	f108	10	1	93	1008	69	28	1.366	3.366	-0.439	
f108_10_002	f108	10	2	167	1023	8	10	0.488	0.390	-0.146	
f108_10_003	f108	10	3	182	1023	19	14	0.683	0.927	-0.049	
f108_10_004	f108	10	4	202	1021	13	13	0.634	0.634	-0.171	
f108_10_005	f108	10	5	214	971	31	64	3.122	1.512	-1.366	
f108_10_006	f108	10	6	230	1015	30	36	1.756	1.463	0.098	
f108_10_007	f108	10	7	279	1024	26	54	2.634	1.268	0.976	
f108_10_008	f108	10	8	303	988	49	51	2.488	2.390	-0.854	
f108_10_009	f108	10	9	459	1018	25	22	1.073	1.220	-0.098	
f108_10_010	f108	10	10	501	969	22	25	1.220	1.073	-2.415	
f108_11_001	f108	11	1	65	1073	81	47	2.293	3.951	-0.854	
f108_11_002	f108	11	2	152	1108	21	16	0.780	1.024	0.098	
f108_11_003	f108	11	3	177	1078	40	61	2.976	1.951	-0.268	
f108_11_004	f108	11	4	223	1110	13	13	0.634	0.634	0.122	
f108_11_005	f108	11	5	242	1080	99	77	3.756	4.829	0.220	
f108_11_006	f108	11	6	351	1108	13	14	0.683	0.634	0.049	
f108_11_007	f108	11	7	367	1105	7	16	0.780	0.341	-0.049	
f108_11_008	f108	11	8	375	1103	70	51	2.488	3.415	0.707	
f108_11_009	f108	11	9	447	1107	11	12	0.585	0.537	-0.049	
f108_11_010	f108	11	10	459	1106	10	13	0.634	0.488	-0.073	
f108_11_011	f108	11	11	471	1107	11	13	0.634	0.537	-0.024	
f108_11_012	f108	11	12	483	1096	47	26	1.268	2.293	-0.244	
