mid	page	line	x	y	w	h	rh	rw	sid
f56r_07_m0052	f56r	7	67	665	13	24	0.727	0.394	f56r_07_001
f56r_07_m0053	f56r	7	833	665	5	4	0.121	0.152	f56r_07_021
f56r_07_m0054	f56r	7	85	667	11	10	0.303	0.333	f56r_07_002
f56r_07_m0055	f56r	7	941	669	5	5	0.152	0.152	f56r_07_024
f56r_07_m0056	f56r	7	179	673	12	11	0.333	0.364	f56r_07_005
f56r_07_m0057	f56r	7	569	673	9	20	0.606	0.273	f56r_07_016
f56r_07_m0058	f56r	7	1214	673	6	8	0.242	0.182	f56r_07_031
f56r_07_m0059	f56r	7	78	675	13	9	0.273	0.394	f56r_07_002
f56r_07_m0060	f56r	7	813	675	25	19	0.576	0.758	f56r_07_021
f56r_07_m0061	f56r	7	916	674	21	21	0.636	0.636	f56r_07_024
f56r_07_m0062	f56r	7	102	676	30	22	0.667	0.909	f56r_07_002
f56r_07_m0063	f56r	7	987	677	27	22	0.667	0.818	f56r_07_025
f56r_07_m0064	f56r	7	162	683	10	10	0.303	0.303	f56r_07_004
f56r_07_m0065	f56r	7	1180	682	7	5	0.152	0.212	f56r_07_030
f56r_07_m0066	f56r	7	76	685	11	4	0.121	0.333	f56r_07_002
f56r_07_m0067	f56r	7	72	689	15	6	0.182	0.455	f56r_07_001
f56r_07_m0068	f56r	7	180	690	8	10	0.303	0.242	f56r_07_005
f56r_08_m0069	f56r	8	896	742	12	26	0.788	0.364	f56r_08_020
f56r_08_m0070	f56r	8	109	745	8	15	0.455	0.242	f56r_08_001
f56r_08_m0071	f56r	8	134	745	10	14	0.424	0.303	f56r_08_001
f56r_08_m0072	f56r	8	745	749	5	5	0.152	0.152	f56r_08_016
f56r_08_m0073	f56r	8	837	749	12	25	0.758	0.364	f56r_08_018
f56r_08_m0074	f56r	8	534	752	14	21	0.636	0.424	f56r_08_011
f56r_08_m0075	f56r	8	296	754	25	16	0.485	0.758	f56r_08_004
f56r_08_m0076	f56r	8	569	754	15	16	0.485	0.455	f56r_08_012
f56r_08_m0077	f56r	8	925	754	10	17	0.515	0.303	f56r_08_021
f56r_08_m0078	f56r	8	947	754	40	20	0.606	1.212	f56r_08_022
f56r_08_m0079	f56r	8	625	757	20	14	0.424	0.606	f56r_08_014
f56r_08_m0080	f56r	8	736	761	15	14	0.424	0.455	f56r_08_016
f56r_08_m0081	f56r	8	986	762	11	6	0.182	0.333	f56r_08_023
f56r_09_m0082	f56r	9	297	822	12	26	0.788	0.364	f56r_09_004
f56r_09_m0083	f56r	9	466	828	12	20	0.606	0.364	f56r_09_009
f56r_09_m0084	f56r	9	476	829	15	16	0.485	0.455	f56r_09_009
f56r_09_m0085	f56r	9	997	830	16	24	0.727	0.485	f56r_09_021
f56r_09_m0086	f56r	9	268	833	18	20	0.606	0.545	f56r_09_003
f56r_09_m0087	f56r	9	598	832	29	26	0.788	0.879	f56r_09_013
f56r_09_m0088	f56r	9	627	832	5	5	0.152	0.152	f56r_09_014
f56r_09_m0089	f56r	9	725	832	4	5	0.152	0.121	f56r_09_016
f56r_09_m0090	f56r	9	841	832	22	20	0.606	0.667	f56r_09_018
f56r_09_m0091	f56r	9	1169	833	38	19	0.576	1.152	f56r_09_029
f56r_09_m0092	f56r	9	511	834	8	18	0.545	0.242	f56r_09_010
f56r_09_m0093	f56r	9	574	834	6	5	0.152	0.182	f56r_09_012
f56r_09_m0094	f56r	9	693	835	28	24	0.727	0.848	f56r_09_015
f56r_09_m0095	f56r	9	923	835	6	5	0.152	0.182	f56r_09_020
f56r_09_m0096	f56r	9	380	836	21	23	0.697	0.636	f56r_09_006
f56r_09_m0097	f56r	9	945	841	34	13	0.394	1.030	f56r_09_020
f56r_10_m0098	f56r	10	248	906	9	19	0.576	0.273	f56r_10_002
f56r_10_m0099	f56r	10	831	906	8	7	0.212	0.242	f56r_10_012
f56r_10_m0100	f56r	10	1071	922	4	12	0.364	0.121	f56r_10_015
f56r_11_m0101	f56r	11	1101	983	8	19	0.576	0.242	f56r_11_018
f56r_11_m0102	f56r	11	426	987	5	4	0.121	0.152	f56r_11_007
f56r_11_m0103	f56r	11	1075	987	5	5	0.152	0.152	f56r_11_017
f56r_11_m0104	f56r	11	1085	988	7	6	0.182	0.212	f56r_11_018
f56r_11_m0105	f56r	11	1128	988	24	23	0.697	0.727	f56r_11_019
f56r_11_m0106	f56r	11	892	992	28	13	0.394	0.848	f56r_11_012
f56r_11_m0107	f56r	11	681	996	33	14	0.424	1.000	f56r_11_011
f56r_12_m0108	f56r	12	1140	1058	14	25	0.758	0.424	f56r_12_021
f56r_12_m0109	f56r	12	302	1060	21	19	0.576	0.636	f56r_12_004
f56r_12_m0110	f56r	12	1191	1061	45	25	0.758	1.364	f56r_12_022
f56r_12_m0111	f56r	12	1088	1063	41	22	0.667	1.242	f56r_12_020
f56r_12_m0112	f56r	12	913	1065	9	20	0.606	0.273	f56r_12_016
f56r_12_m0113	f56r	12	833	1069	31	25	0.758	0.939	f56r_12_015
f56r_12_m0114	f56r	12	1021	1068	5	6	0.182	0.152	f56r_12_018
f56r_12_m0115	f56r	12	996	1072	29	23	0.697	0.879	f56r_12_018
f56r_12_m0116	f56r	12	1040	1073	27	22	0.667	0.818	f56r_12_019
f56r_12_m0117	f56r	12	633	1074	15	17	0.515	0.455	f56r_12_010
f56r_13_m0118	f56r	13	1100	1150	34	25	0.758	1.030	f56r_13_022
f56r_13_m0119	f56r	13	424	1152	6	5	0.152	0.182	f56r_13_006
f56r_14_m0120	f56r	14	705	1227	16	24	0.727	0.485	f56r_14_016
f56r_14_m0121	f56r	14	815	1226	33	26	0.788	1.000	f56r_14_018
f56r_14_m0122	f56r	14	1039	1228	15	25	0.758	0.455	f56r_14_024
f56r_14_m0123	f56r	14	690	1235	6	5	0.152	0.182	f56r_14_015
f56r_14_m0124	f56r	14	789	1235	6	4	0.121	0.182	f56r_14_017
f56r_14_m0125	f56r	14	680	1236	5	4	0.121	0.152	f56r_14_014
f56r_14_m0126	f56r	14	1002	1236	28	16	0.485	0.848	f56r_14_023
f56r_14_m0127	f56r	14	219	1238	8	20	0.606	0.242	f56r_14_001
f56r_14_m0128	f56r	14	409	1240	25	24	0.727	0.758	f56r_14_007
f56r_14_m0129	f56r	14	760	1240	32	24	0.727	0.970	f56r_14_017
f56r_14_m0130	f56r	14	1243	1247	6	5	0.152	0.182	f56r_14_029
f56r_14_m0131	f56r	14	1402	1251	16	13	0.394	0.485	f56r_14_030
f56r_15_m0132	f56r	15	1159	1323	8	11	0.333	0.242	f56r_15_022
f56r_15_m0133	f56r	15	893	1339	5	5	0.152	0.152	f56r_15_018
f56r_16_m0134	f56r	16	442	1397	10	23	0.697	0.303	f56r_16_006
f56r_16_m0135	f56r	16	451	1397	15	17	0.515	0.455	f56r_16_006
f56r_16_m0136	f56r	16	1076	1397	14	25	0.758	0.424	f56r_16_024
f56r_16_m0137	f56r	16	693	1401	40	26	0.788	1.212	f56r_16_012
f56r_16_m0138	f56r	16	797	1400	10	20	0.606	0.303	f56r_16_015
f56r_16_m0139	f56r	16	881	1404	29	14	0.424	0.879	f56r_16_019
f56r_16_m0140	f56r	16	626	1407	6	7	0.212	0.182	f56r_16_010
f56r_16_m0141	f56r	16	511	1408	11	20	0.606	0.333	f56r_16_008
f56r_16_m0142	f56r	16	646	1408	31	25	0.758	0.939	f56r_16_011
f56r_17_m0143	f56r	17	1142	1482	17	20	0.606	0.515	f56r_17_025
f56r_17_m0144	f56r	17	242	1490	7	7	0.212	0.212	f56r_17_002
f56r_17_m0145	f56r	17	989	1494	6	5	0.152	0.182	f56r_17_020
f56r_17_m0146	f56r	17	1081	1501	5	4	0.121	0.152	f56r_17_022
f56r_17_m0147	f56r	17	794	1504	5	6	0.182	0.152	f56r_17_017
f56r_18_m0148	f56r	18	1177	1559	10	20	0.606	0.303	f56r_18_026
f56r_18_m0149	f56r	18	1061	1562	8	23	0.697	0.242	f56r_18_023
f56r_18_m0150	f56r	18	1124	1562	19	22	0.667	0.576	f56r_18_025
f56r_18_m0151	f56r	18	602	1565	8	19	0.576	0.242	f56r_18_011
f56r_18_m0152	f56r	18	814	1566	14	26	0.788	0.424	f56r_18_017
f56r_18_m0153	f56r	18	656	1568	27	15	0.455	0.818	f56r_18_013
f56r_19_m0154	f56r	19	390	1646	10	21	0.636	0.303	f56r_19_007
f56r_19_m0155	f56r	19	400	1646	15	19	0.576	0.455	f56r_19_007
f56r_19_m0156	f56r	19	243	1649	6	6	0.182	0.182	f56r_19_003
f56r_19_m0157	f56r	19	445	1649	10	24	0.727	0.303	f56r_19_008
f56r_19_m0158	f56r	19	317	1656	27	11	0.333	0.818	f56r_19_006
f56r_19_m0159	f56r	19	659	1657	13	19	0.576	0.394	f56r_19_014
f56v_01_m0001	f56v	1	987	68	8	4	0.125	0.250	f56v_01_019
f56v_01_m0002	f56v	1	488	127	15	21	0.656	0.469	f56v_01_004
f56v_01_m0003	f56v	1	504	132	42	23	0.719	1.312	f56v_01_007
f56v_01_m0004	f56v	1	1069	144	25	13	0.406	0.781	f56v_01_022
f56v_01_m0005	f56v	1	996	146	35	23	0.719	1.094	f56v_01_019
f56v_01_m0006	f56v	1	1038	146	21	22	0.688	0.656	f56v_01_021
f56v_01_m0007	f56v	1	1380	159	6	6	0.188	0.188	f56v_01_031
f56v_01_m0008	f56v	1	1290	160	7	6	0.188	0.219	f56v_01_028
f56v_01_m0009	f56v	1	1302	162	5	7	0.219	0.156	f56v_01_029
f56v_02_m0010	f56v	2	799	210	9	22	0.688	0.281	f56v_02_011
f56v_02_m0011	f56v	2	806	212	14	25	0.781	0.438	f56v_02_012
f56v_02_m0012	f56v	2	605	218	24	18	0.562	0.750	f56v_02_006
f56v_02_m0013	f56v	2	980	221	24	17	0.531	0.750	f56v_02_016
f56v_02_m0014	f56v	2	1269	222	13	23	0.719	0.406	f56v_02_025
f56v_02_m0015	f56v	2	513	224	16	24	0.750	0.500	f56v_02_004
f56v_02_m0016	f56v	2	1280	225	18	20	0.625	0.562	f56v_02_026
f56v_02_m0017	f56v	2	679	226	28	14	0.438	0.875	f56v_02_008
f56v_02_m0018	f56v	2	288	233	5	4	0.125	0.156	f56v_02_001
f56v_03_m0019	f56v	3	555	300	10	8	0.250	0.312	f56v_03_006
f56v_03_m0020	f56v	3	0	305	3	11	0.344	0.094	f56v_03_001
f56v_03_m0021	f56v	3	492	305	5	7	0.219	0.156	f56v_03_004
f56v_03_m0022	f56v	3	1049	308	23	19	0.594	0.719	f56v_03_019
f56v_03_m0023	f56v	3	947	310	5	5	0.156	0.156	f56v_03_016
f56v_03_m0024	f56v	3	446	312	4	7	0.219	0.125	f56v_03_002
f56v_03_m0025	f56v	3	1167	312	7	7	0.219	0.219	f56v_03_024
f56v_04_m0026	f56v	4	572	377	10	21	0.656	0.312	f56v_04_006
f56v_04_m0027	f56v	4	1112	387	8	7	0.219	0.250	f56v_04_019
f56v_04_m0028	f56v	4	747	389	26	13	0.406	0.812	f56v_04_011
f56v_04_m0029	f56v	4	1141	397	28	15	0.469	0.875	f56v_04_020
f56v_05_m0030	f56v	5	563	460	14	24	0.750	0.438	f56v_05_005
f56v_05_m0031	f56v	5	407	466	26	13	0.406	0.812	f56v_05_001
f56v_05_m0032	f56v	5	1418	467	13	22	0.688	0.406	f56v_05_023
f56v_05_m0033	f56v	5	810	469	5	4	0.125	0.156	f56v_05_010
f56v_05_m0034	f56v	5	788	471	25	23	0.719	0.781	f56v_05_009
f56v_05_m0035	f56v	5	1125	470	8	20	0.625	0.250	f56v_05_017
f56v_05_m0036	f56v	5	998	474	31	14	0.438	0.969	f56v_05_015
f56v_05_m0037	f56v	5	1223	478	29	15	0.469	0.906	f56v_05_019
f56v_06_m0038	f56v	6	970	537	12	21	0.656	0.375	f56v_06_013
f56v_06_m0039	f56v	6	1140	545	13	22	0.688	0.406	f56v_06_017
f56v_06_m0040	f56v	6	1298	544	11	23	0.719	0.344	f56v_06_021
f56v_06_m0041	f56v	6	1308	547	16	17	0.531	0.500	f56v_06_021
f56v_06_m0042	f56v	6	899	548	26	16	0.500	0.812	f56v_06_011
f56v_06_m0043	f56v	6	536	553	5	6	0.188	0.156	f56v_06_003
f56v_06_m0044	f56v	6	591	554	8	14	0.438	0.250	f56v_06_004
f56v_06_m0045	f56v	6	1234	554	29	17	0.531	0.906	f56v_06_020
f56v_06_m0046	f56v	6	986	558	30	16	0.500	0.938	f56v_06_013
f56v_06_m0047	f56v	6	0	567	4	11	0.344	0.125	f56v_06_001
f56v_07_m0048	f56v	7	1284	630	6	7	0.219	0.188	f56v_07_027
f56v_07_m0049	f56v	7	583	633	16	17	0.531	0.500	f56v_07_007
f56v_07_m0050	f56v	7	1352	632	23	24	0.750	0.719	f56v_07_030
f56v_07_m0051	f56v	7	785	639	29	25	0.781	0.906	f56v_07_013
f56v_07_m0052	f56v	7	1334	638	6	7	0.219	0.188	f56v_07_029
f56v_07_m0053	f56v	7	1223	640	31	23	0.719	0.969	f56v_07_025
f56v_07_m0054	f56v	7	1435	640	7	7	0.219	0.219	f56v_07_032
f56v_07_m0055	f56v	7	1408	642	24	22	0.688	0.750	f56v_07_031
f56v_07_m0056	f56v	7	1265	645	24	17	0.531	0.750	f56v_07_026
f56v_07_m0057	f56v	7	665	652	26	13	0.406	0.812	f56v_07_009
f56v_08_m0058	f56v	8	587	713	26	25	0.781	0.812	f56v_08_008
f56v_08_m0059	f56v	8	904	713	9	21	0.656	0.281	f56v_08_015
f56v_08_m0060	f56v	8	0	714	5	7	0.219	0.156	f56v_08_001
f56v_08_m0061	f56v	8	916	716	27	16	0.500	0.844	f56v_08_016
f56v_08_m0062	f56v	8	994	717	15	20	0.625	0.469	f56v_08_017
f56v_08_m0063	f56v	8	666	719	29	23	0.719	0.906	f56v_08_009
f56v_08_m0064	f56v	8	799	719	27	12	0.375	0.844	f56v_08_013
f56v_08_m0065	f56v	8	986	718	10	19	0.594	0.312	f56v_08_017
f56v_08_m0066	f56v	8	1208	719	14	25	0.781	0.438	f56v_08_024
f56v_08_m0067	f56v	8	486	721	26	13	0.406	0.812	f56v_08_005
f56v_08_m0068	f56v	8	1025	720	24	18	0.562	0.750	f56v_08_018
f56v_08_m0069	f56v	8	737	723	26	15	0.469	0.812	f56v_08_012
f56v_08_m0070	f56v	8	867	724	5	4	0.125	0.156	f56v_08_014
f56v_08_m0071	f56v	8	0	727	3	14	0.438	0.094	f56v_08_001
f56v_08_m0072	f56v	8	1185	728	5	4	0.125	0.156	f56v_08_023
f56v_08_m0073	f56v	8	1393	737	6	5	0.156	0.188	f56v_08_029
f56v_08_m0074	f56v	8	1405	737	6	5	0.156	0.188	f56v_08_030
f56v_09_m0075	f56v	9	674	791	31	24	0.750	0.969	f56v_09_010
f56v_09_m0076	f56v	9	455	798	28	14	0.438	0.875	f56v_09_004
f56v_09_m0077	f56v	9	567	800	8	23	0.719	0.250	f56v_09_006
f56v_09_m0078	f56v	9	645	800	7	6	0.188	0.219	f56v_09_009
f56v_09_m0079	f56v	9	818	800	25	23	0.719	0.781	f56v_09_014
f56v_09_m0080	f56v	9	989	801	15	22	0.688	0.469	f56v_09_019
f56v_09_m0081	f56v	9	940	802	37	22	0.688	1.156	f56v_09_017
f56v_10_m0082	f56v	10	1001	875	38	23	0.719	1.188	f56v_10_010
f56v_10_m0083	f56v	10	452	880	9	6	0.188	0.281	f56v_10_002
f56v_10_m0084	f56v	10	1184	881	16	20	0.625	0.500	f56v_10_014
f56v_10_m0085	f56v	10	639	883	13	8	0.250	0.406	f56v_10_004
f56v_10_m0086	f56v	10	1198	882	15	17	0.531	0.469	f56v_10_015
f56v_10_m0087	f56v	10	1285	884	10	22	0.688	0.312	f56v_10_017
f56v_10_m0088	f56v	10	1453	889	5	5	0.156	0.156	f56v_10_022
f56v_11_m0089	f56v	11	1060	950	11	21	0.656	0.344	f56v_11_011
f56v_11_m0090	f56v	11	825	955	27	25	0.781	0.844	f56v_11_006
f56v_11_m0091	f56v	11	731	957	4	9	0.281	0.125	f56v_11_004
f56v_11_m0092	f56v	11	1022	959	9	19	0.594	0.281	f56v_11_010
f56v_11_m0093	f56v	11	856	962	5	4	0.125	0.156	f56v_11_007
f56v_11_m0094	f56v	11	0	964	4	5	0.156	0.125	f56v_11_001
f56v_11_m0095	f56v	11	250	967	6	12	0.375	0.188	f56v_11_001
f56v_12_m0096	f56v	12	790	1030	20	25	0.781	0.625	f56v_12_010
f56v_12_m0097	f56v	12	856	1033	13	15	0.469	0.406	f56v_12_012
f56v_12_m0098	f56v	12	429	1037	7	4	0.125	0.219	f56v_12_001
f56v_12_m0099	f56v	12	868	1054	6	6	0.188	0.188	f56v_12_013
f56v_13_m0100	f56v	13	536	1108	11	21	0.656	0.344	f56v_13_003
f56v_13_m0101	f56v	13	546	1109	13	18	0.562	0.406	f56v_13_003
f56v_13_m0102	f56v	13	954	1113	11	19	0.594	0.344	f56v_13_012
f56v_13_m0103	f56v	13	964	1114	15	17	0.531	0.469	f56v_13_013
f56v_13_m0104	f56v	13	830	1117	6	5	0.156	0.188	f56v_13_009
f56v_13_m0105	f56v	13	864	1116	20	18	0.562	0.625	f56v_13_010
f56v_13_m0106	f56v	13	619	1119	28	17	0.531	0.875	f56v_13_004
f56v_13_m0107	f56v	13	801	1122	30	25	0.781	0.938	f56v_13_009
f56v_13_m0108	f56v	13	1060	1126	6	5	0.156	0.188	f56v_13_015
f56v_13_m0109	f56v	13	1110	1129	9	5	0.156	0.281	f56v_13_017
f56v_14_m0110	f56v	14	432	1202	14	18	0.562	0.438	f56v_14_001
f56v_14_m0111	f56v	14	54	1209	15	16	0.500	0.469	f56v_14_001
f56v_14_m0112	f56v	14	1096	1216	6	5	0.156	0.188	f56v_14_014
f56v_14_m0113	f56v	14	521	1228	7	4	0.125	0.219	f56v_14_003
f56v_15_m0114	f56v	15	478	1287	7	5	0.156	0.219	f56v_15_003
f56v_15_m0115	f56v	15	791	1287	30	25	0.781	0.938	f56v_15_009
f56v_15_m0116	f56v	15	1136	1303	6	5	0.156	0.188	f56v_15_015
f56v_16_m0117	f56v	16	466	1364	5	12	0.375	0.156	f56v_16_003
f56v_16_m0118	f56v	16	758	1372	5	4	0.125	0.156	f56v_16_010
f56v_16_m0119	f56v	16	1128	1380	8	5	0.156	0.250	f56v_16_018
f56v_17_m0120	f56v	17	1201	1453	9	12	0.375	0.281	f56v_17_018
f56v_17_m0121	f56v	17	1367	1465	8	8	0.250	0.250	f56v_17_022
f56v_18_m0122	f56v	18	1138	1533	27	19	0.594	0.844	f56v_18_023
f56v_18_m0123	f56v	18	863	1540	5	4	0.125	0.156	f56v_18_016
f56v_18_m0124	f56v	18	566	1546	4	12	0.375	0.125	f56v_18_004
f56v_18_m0125	f56v	18	507	1548	5	5	0.156	0.156	f56v_18_003
f56v_18_m0126	f56v	18	691	1550	5	5	0.156	0.156	f56v_18_010
f56v_18_m0127	f56v	18	722	1556	6	8	0.250	0.188	f56v_18_011
f56v_18_m0128	f56v	18	947	1561	7	6	0.188	0.219	f56v_18_019
f56v_18_m0129	f56v	18	1441	1561	6	4	0.125	0.188	f56v_18_029
f56v_19_m0130	f56v	19	1029	1622	28	19	0.594	0.875	f56v_19_015
f56v_19_m0131	f56v	19	1066	1630	22	16	0.500	0.688	f56v_19_016
f56v_19_m0132	f56v	19	1402	1635	5	7	0.219	0.156	f56v_19_026
f57r_01_m0001	f57r	1	1409	1	13	9	0.250	0.361	f57r_01_030
f57r_01_m0002	f57r	1	485	78	9	4	0.111	0.250	f57r_01_008
f57r_01_m0003	f57r	1	1240	123	6	4	0.111	0.167	f57r_01_028
f57r_01_m0004	f57r	1	561	137	7	6	0.167	0.194	f57r_01_010
f57r_01_m0005	f57r	1	553	143	27	14	0.389	0.750	f57r_01_010
f57r_01_m0006	f57r	1	950	153	20	23	0.639	0.556	f57r_01_019
f57r_01_m0007	f57r	1	1123	152	8	8	0.222	0.222	f57r_01_024
f57r_01_m0008	f57r	1	421	158	16	28	0.778	0.444	f57r_01_006
f57r_01_m0009	f57r	1	592	159	26	24	0.667	0.722	f57r_01_011
f57r_01_m0010	f57r	1	916	161	9	22	0.611	0.250	f57r_01_018
f57r_01_m0011	f57r	1	1067	160	11	22	0.611	0.306	f57r_01_023
f57r_01_m0012	f57r	1	691	162	8	21	0.583	0.222	f57r_01_013
f57r_01_m0013	f57r	1	1078	162	14	20	0.556	0.389	f57r_01_023
f57r_01_m0014	f57r	1	733	164	14	19	0.528	0.389	f57r_01_014
f57r_01_m0015	f57r	1	768	165	20	19	0.528	0.556	f57r_01_015
f57r_01_m0016	f57r	1	1106	164	45	25	0.694	1.250	f57r_01_024
f57r_01_m0017	f57r	1	506	167	25	20	0.556	0.694	f57r_01_009
f57r_02_m0018	f57r	2	451	244	39	22	0.611	1.083	f57r_02_007
f57r_02_m0019	f57r	2	1230	244	21	27	0.750	0.583	f57r_02_026
f57r_02_m0020	f57r	2	775	246	13	23	0.639	0.361	f57r_02_016
f57r_02_m0021	f57r	2	1199	246	15	25	0.694	0.417	f57r_02_026
f57r_02_m0022	f57r	2	554	248	44	25	0.694	1.222	f57r_02_010
f57r_02_m0023	f57r	2	786	248	12	25	0.694	0.333	f57r_02_016
f57r_02_m0024	f57r	2	224	252	7	8	0.222	0.194	f57r_02_002
f57r_02_m0025	f57r	2	289	255	23	13	0.361	0.639	f57r_02_004
f57r_03_m0026	f57r	3	309	323	12	21	0.583	0.333	f57r_03_005
f57r_03_m0027	f57r	3	505	323	11	20	0.556	0.306	f57r_03_009
f57r_03_m0028	f57r	3	719	325	17	17	0.472	0.472	f57r_03_015
f57r_03_m0029	f57r	3	236	326	17	25	0.694	0.472	f57r_03_002
f57r_03_m0030	f57r	3	762	329	24	22	0.611	0.667	f57r_03_016
f57r_03_m0031	f57r	3	784	328	7	6	0.167	0.194	f57r_03_016
f57r_03_m0032	f57r	3	904	329	10	20	0.556	0.278	f57r_03_020
f57r_03_m0033	f57r	3	996	328	34	26	0.722	0.944	f57r_03_023
f57r_03_m0034	f57r	3	1170	328	23	23	0.639	0.639	f57r_03_027
f57r_03_m0035	f57r	3	392	330	13	24	0.667	0.361	f57r_03_007
f57r_03_m0036	f57r	3	669	330	10	20	0.556	0.278	f57r_03_013
f57r_03_m0037	f57r	3	674	330	13	21	0.583	0.361	f57r_03_014
f57r_03_m0038	f57r	3	1041	330	33	22	0.611	0.917	f57r_03_024
f57r_04_m0039	f57r	4	488	407	14	23	0.639	0.389	f57r_04_010
f57r_04_m0040	f57r	4	896	407	28	28	0.778	0.778	f57r_04_020
f57r_04_m0041	f57r	4	500	408	15	18	0.500	0.417	f57r_04_011
f57r_04_m0042	f57r	4	625	408	11	25	0.694	0.306	f57r_04_014
f57r_04_m0043	f57r	4	921	408	5	7	0.194	0.139	f57r_04_021
f57r_04_m0044	f57r	4	796	411	29	19	0.528	0.806	f57r_04_018
f57r_04_m0045	f57r	4	649	412	29	24	0.667	0.806	f57r_04_015
f57r_04_m0046	f57r	4	735	416	30	11	0.306	0.833	f57r_04_017
f57r_04_m0047	f57r	4	309	425	8	6	0.167	0.222	f57r_04_004
f57r_04_m0048	f57r	4	322	424	9	6	0.167	0.250	f57r_04_005
f57r_04_m0049	f57r	4	946	425	23	10	0.278	0.639	f57r_04_021
f57r_05_m0050	f57r	5	186	478	17	21	0.583	0.472	f57r_05_001
f57r_05_m0051	f57r	5	275	479	16	28	0.778	0.444	f57r_05_003
f57r_05_m0052	f57r	5	839	483	16	28	0.778	0.444	f57r_05_019
f57r_05_m0053	f57r	5	878	483	31	18	0.500	0.861	f57r_05_021
f57r_05_m0054	f57r	5	500	486	20	19	0.528	0.556	f57r_05_010
f57r_05_m0055	f57r	5	983	486	8	6	0.167	0.222	f57r_05_022
f57r_05_m0056	f57r	5	1055	486	41	23	0.639	1.139	f57r_05_024
f57r_05_m0057	f57r	5	811	488	7	5	0.139	0.194	f57r_05_019
f57r_05_m0058	f57r	5	1007	494	21	17	0.472	0.583	f57r_05_023
f57r_05_m0059	f57r	5	472	499	6	5	0.139	0.167	f57r_05_008
f57r_06_m0060	f57r	6	451	558	10	24	0.667	0.278	f57r_06_007
f57r_06_m0061	f57r	6	545	558	25	24	0.667	0.694	f57r_06_009
f57r_06_m0062	f57r	6	319	560	17	20	0.556	0.472	f57r_06_004
f57r_06_m0063	f57r	6	396	561	10	23	0.639	0.278	f57r_06_006
f57r_06_m0064	f57r	6	407	560	14	21	0.583	0.389	f57r_06_006
f57r_06_m0065	f57r	6	1040	563	37	18	0.500	1.028	f57r_06_021
f57r_06_m0066	f57r	6	926	564	23	23	0.639	0.639	f57r_06_019
f57r_06_m0067	f57r	6	856	567	32	14	0.389	0.889	f57r_06_016
f57r_06_m0068	f57r	6	576	569	24	13	0.361	0.667	f57r_06_010
f57r_06_m0069	f57r	6	288	571	8	4	0.111	0.222	f57r_06_003
f57r_06_m0070	f57r	6	822	571	18	18	0.500	0.500	f57r_06_015
f57r_06_m0071	f57r	6	698	574	32	16	0.444	0.889	f57r_06_013
f57r_07_m0072	f57r	7	289	641	12	24	0.667	0.333	f57r_07_004
f57r_07_m0073	f57r	7	386	640	12	23	0.639	0.333	f57r_07_006
f57r_07_m0074	f57r	7	396	642	15	21	0.583	0.417	f57r_07_007
f57r_07_m0075	f57r	7	638	644	13	22	0.611	0.361	f57r_07_014
f57r_07_m0076	f57r	7	240	646	23	25	0.694	0.639	f57r_07_002
f57r_07_m0077	f57r	7	649	646	15	19	0.528	0.417	f57r_07_014
f57r_07_m0078	f57r	7	692	646	14	25	0.694	0.389	f57r_07_015
f57r_07_m0079	f57r	7	311	659	35	23	0.639	0.972	f57r_07_005
f57r_07_m0080	f57r	7	1148	658	29	22	0.611	0.806	f57r_07_024
f57r_07_m0081	f57r	7	1204	658	32	17	0.472	0.889	f57r_07_025
f57r_07_m0082	f57r	7	1010	660	25	16	0.444	0.694	f57r_07_022
f57r_07_m0083	f57r	7	1178	665	12	5	0.139	0.333	f57r_07_024
f57r_08_m0084	f57r	8	386	723	9	23	0.639	0.250	f57r_08_006
f57r_08_m0085	f57r	8	416	723	22	24	0.667	0.611	f57r_08_007
f57r_08_m0086	f57r	8	216	724	19	24	0.667	0.528	f57r_08_002
f57r_08_m0087	f57r	8	1100	729	16	25	0.694	0.444	f57r_08_025
f57r_08_m0088	f57r	8	1046	731	17	18	0.500	0.472	f57r_08_024
f57r_08_m0089	f57r	8	286	732	17	19	0.528	0.472	f57r_08_004
f57r_08_m0090	f57r	8	876	735	6	6	0.167	0.167	f57r_08_020
f57r_08_m0091	f57r	8	567	736	16	18	0.500	0.444	f57r_08_010
f57r_08_m0092	f57r	8	461	738	28	15	0.417	0.778	f57r_08_008
f57r_08_m0093	f57r	8	603	738	32	15	0.417	0.889	f57r_08_011
f57r_08_m0094	f57r	8	902	742	31	13	0.361	0.861	f57r_08_021
f57r_09_m0095	f57r	9	416	804	17	20	0.556	0.472	f57r_09_005
f57r_09_m0096	f57r	9	511	805	21	22	0.611	0.583	f57r_09_007
f57r_09_m0097	f57r	9	1097	804	15	27	0.750	0.417	f57r_09_019
f57r_09_m0098	f57r	9	456	808	42	23	0.639	1.167	f57r_09_006
f57r_09_m0099	f57r	9	594	810	8	21	0.583	0.222	f57r_09_010
f57r_09_m0100	f57r	9	936	810	16	28	0.778	0.444	f57r_09_014
f57r_09_m0101	f57r	9	999	813	6	6	0.167	0.167	f57r_09_016
f57r_09_m0102	f57r	9	541	815	24	24	0.667	0.667	f57r_09_009
f57r_09_m0103	f57r	9	967	818	35	23	0.639	0.972	f57r_09_015
f57r_09_m0104	f57r	9	1048	836	5	5	0.139	0.139	f57r_09_017
