identifier	line	n_lines	numerals	distinct	repeat_rate	prose_words	context
handlingarrrand03scangoog	15831	1	9	7	0.22	16	Irvings,  35:  302,  304;  herllgen  de  Gmys,  5:  187;  Yx- / kulls,  5:  187,  190;  31:  323,  326,  327;  Fersens,  5:  190; / 31:  323,  326,  327  ;  Uplands,  Smålands  o.  Ostgdta,  (1657),
handlingarrrand03scangoog	15851	1	6	4	0.33	14	jerfellska  o.  Hielmska  (1731),  37:  399 ;  Willebrands,  4:341; / 7:  321;  Bousqiiets,  4:  341;  7:  321. / 
handlingarrrand03scangoog	15907	1	5	5	0.00	11	 / mers-collegium,  4:  293;  7:  230,  231. / Reicb,  Anthony  Jlirg^en,  svensk  dfverste  i  Riga  (1633),  24:
handlingarrrand03scangoog	16020	1	6	6	0.00	11	 / bergscollegium,  7:  214,  216,  291;  30:  316. / Ribbing,  Fredrik  (t.  Koberg),  ofversle-lieulen.,   sed.  frih.,
handlingarrrand03scangoog	16114	1	8	8	0.00	12	RSdderstoipe,  Cari,  frih.  (t.  Piholm),  landsbdfd.,  sed.  riksråd, / presid.,  16:  269,  277,  290,  328,  332,  337,  399. / 
handlingarrrand03scangoog	16168	1	9	9	0.00	13	skott  i  Stockh.  (1632),  24:  279;  riksdag  i  Stockh.  (1633), / 24:  317,  318;  25:  118;  (1635),  37:  73;  (1636);  38:  338; / (1638  o.  1640),  29:  222;  (1649),  29:  228;  dagbok  vid
handlingarrrand03scangoog	16239	1	7	7	0.00	5	Ringstadboini  [Riiigstadahoitii  fiiiigxstada] ,  gård  i  Osin / Eneby  s:n,  Smål.,  6:  5;  7:  13,  15;  8:  3. / 
handlingarrrand03scangoog	16340	1	12	12	0.00	21	83;  brefvexling  med  bisk.  Brask,  13:  37,  48,  69,  t07; / 14:  25,  44,  6l,  70,  72,  73;  15:  17  ff.;  16:  35,  45,  81, / 101,  124;  bref  fr.  Thurgill  Gregerssou,  15:  20;  brefvexliiig
handlingarrrand03scangoog	16384	1	9	9	0.00	8	 / dfvmtålhåll.,  7:  154;  9:  93,   103,  205;  20:  309;  bref  1. / 
handlingarrrand03scangoog	16430	1	5	5	0.00	7	 / celler,  16:  263,  268,  350,  399. / Roslagen  [Roden],   18:  121;  ''skips-  o.  roolager'^  dersl.,  21:
handlingarrrand03scangoog	16515	1	7	7	0.00	9	 / 174;  16:  204,  328,  331,  332,  336. / Rfidéti,  Thorsten,  doet.,  bisk.  i  Link6ping,  7:  273;  taleniifi
handlingarrrand03scangoog	16531	1	6	6	0.00	18	Rugen,  i  Lifland,  36:  232. / fifijg^en,  94:  180,  183,  190;  28:  10. / Riibl.  dfverste-lieaten.,  introdiic.  å  riddarhnset,  34:  422.
handlingarrrand03scangoog	16554	2	20	20	0.00	9	 / 154,  155,  ir>7,  158,  171;  25:  18,  168,  298;  26:  246,  2 9 i, /  / 292;  27:  34,  35,  36,  99;  32:  167. / RaUnkr«ntz  (Mag^nus  GasUfssoii,  kapiten,  sed,  dfverste-^
handlingarrrand03scangoog	16669	1	5	5	0.00	16	der kon.  Carl  Xl:s  lid,  6:  69;  del  vSrfvadc  lyska  (1,628), / 2$:  49,  58,  63,  74,  78, / 
handlingarrrand03scangoog	16718	8	81	73	0.10	16	 / 274,  291,  310,  313,  316,  337,  342,  349,  379;  25:  117, / 124,  132,  137,  139,  141,  152,  161,  165,  170,  l92,  195, / 260,  255,  266,  273,  281;  26:  43,  107,  112,  117,  120, / 126,  131,  164,  173,  178,  I8l,  l9l
handlingarrrand03scangoog	16765	1	8	8	0.00	11	 / laodshdfd.,  34:  151  ff.;  37:  345,  436,  438,  444,  449. / Rilanb,  Claes,  frib.,  landshdfd.,   sed.  riksråd,  dfverståthåli.
handlingarrrand03scangoog	16774	1	9	9	0.00	8	 / 25:  290;  26:  l89,  217;  30:  110;  32:  220,  236;  faller  i / 
handlingarrrand03scangoog	16912	1	13	13	0.00	12	Sachsen,  Ghursachsen,  dess  fdrhålianden  I.  Syerige  (1633 --36), / 29:  252;  35:  4,  52,  54,  77;  36:  349;  37:  96,  101;  38: / 160,  319,  327,  332;  charfurstens  intriger  mot  Ax.  Oxen-
handlingarrrand03scangoog	16920	1	9	9	0.00	20	derhandlingar  med  Sverige,  35:  176;  fredsunderhandlingar / (1635—36),  35:  115;  36:  369,  370;  37:  171  —  283;  38: / 179,  294;  churfarstens  tvelydiga  appfdrande,  36:  374,  384,
handlingarrrand03scangoog	16955	1	5	5	0.00	13	Saint  Qnentin,  10:  247. / Sakoren,  15:  8;  S3:  296;  27:  93. / 
handlingarrrand03scangoog	17030	2	20	20	0.00	16	flera  liilfållen,  J:  SH);  7:  J05,i  I5i;  8:  17;  9:  93,  205; / I2t  8123;  24r  389;  25:  114;  30;  26,  81^  110;  32:  232, / 237;  35:  8,  ,28,  462;  37:  148;  38:  335,  341,  353,  356, / 370,  397;  Ax.  Oxenstiernas  b^
handlingarrrand03scangoog	17173	1	6	6	0.00	11	 / 13:  167;  Ml:  286,  312.  315,  329. / SchaiieiAttrg,  dsterrikisk  general  (1633),  2ft:  271.
handlingarrrand03scangoog	17184	1	7	6	0.14	7	anfdrare  fdr  Dalkarlarne  vid  tipproret  1743,  1:  262f  265, / 299;  2:  166;  3:  240;  afråttas,  3:  242. / 
handlingarrrand03scangoog	17208	1	5	5	0.00	10	 / 350,  357;  30:  78;  32:  15U / ^hcding  (<vMv  Woknar,  frib.),  dfverste,  37:  332«
handlingarrrand03scangoog	17263	1	6	6	0.00	12	 / 296,  311,  328,  334,  364,  372. / Scbibbolctb,  ett  arbeté  af  Jesper  Svedberg,  17:  320.
handlingarrrand03scangoog	17385	1	7	7	0.00	5	 / 294,  298,  300,  307,  813,  332,  337. / Sekonberg^,  Metakinrdy  cburrnnleii  Lbdfigs  af  Pfalz  rMMierfC^
handlingarrrand03scangoog	17484	1	9	9	0.00	7	 / 1:  186  ff.;  2:  137,  t50;  7:  259;  34:  361,  403. / SchyUe,  Håkan,  se  Skytte.
handlingarrrand03scangoog	17494	1	7	7	0.00	8	celliråd  m. .  m.,  16:  263,  2^7,  27^,  285,  286,  288,  2^2^ / 294,  298,  300,  307,  313,  332,  337.  ^ / 
handlingarrrand03scangoog	17590	1	6	6	0.00	13	 / 1:  196;  16:  247;  33:  311. / Setb  (von  TboiDae)^  kapiten  vid  artilleriet  (1743),  2:  209.
handlingarrrand03scangoog	17615	1	8	8	0.00	10	(1660),  9:  223,  228. / Siebenbiirgen,   11:   120,  130,  136,  149,  162,  165,  172; / 
handlingarrrand03scangoog	17678	1	7	7	0.00	16	 / fåitmarskalk,  7:  250,  258;  34:  214;  37:  347. / Silfrerbjelm,  laak  Peter,  f.  d.  lifdrabant,  dOmd  vid  1756  års
handlingarrrand03scangoog	17771	1	5	5	0.00	11	 / (1554  0.  1603),  29:  69,  8 1. / Sjoblad,  commeajdaol  i  GOUborg  (1660),  5:  25.
handlingarrrand03scangoog	17931	1	5	5	0.00	19	stret derst.  (1544),  22:  332;  danskt  låger  derst.  (1566),  12: / 286;  (1567),  12:  151;  21:  28. / 
handlingarrrand03scangoog	17942	1	11	11	0.00	7	 / 20:  318;  22:  114;  24:  238;  26:  226,  230,  289,  290. / Skeppsntredning,  fdr  flottan  (1563),  27:  60,  61 ;  fdriecknlng
handlingarrrand03scangoog	18021	1	7	7	0.00	19	Skottår,  i  svensk  tjenst,  under  hert  Johan,  12:  l93,  250; / 31:  33;  ander  tretioariga  kriget,  34:  209;  25:  80,  82; / 386;  38:  232,  233;  i  dansk  tjensl  (1507),  30:  148, 149 ;  sko-
handlingarrrand03scangoog	18086	1	13	13	0.00	15	Lifland,  IngermanJ.  o.  Karelen,  sed.  frih.,  2:  79;  7:  1935 / 8:  15,  20;  9:  93;  19:  384;  24:  282,  295;  32:  153;  84: / 15,  66;  6n»kar  blifva  hemfOrlofvad  fr.  Lifland  (1633-34),
handlingarrrand03scangoog	18120	1	7	7	0.00	15	mililien,  31:  323  ff.  385;  foriificationsTåseodet,  81:  335, / 336,  386;  33:  375,  388;  kronaos  råntor,  31:  392;  tnllarne / 31:  329,  393;  ståderoas  styrelse,  31:  391;  stfideraas  bats-
handlingarrrand03scangoog	18187	1	7	7	0.00	6	 / SlesTig,  12:  307;  34:  325,  335;  40:  294. / 
handlingarrrand03scangoog	18219	1	9	8	0.11	12	bårare  mellan  Ax.  Oxenstierna  o.  regeringeDy  37:  230,232, / 233;  38:  116  ff.,  t22,  123,  137,  137,  146,  344,  398; / memorial  f.  hon.  (1635),  37:  242  ff.;  recommeDderas  af
handlingarrrand03scangoog	18291	1	8	8	0.00	16	ang.  deras  demoralisalion,  37:  113,  114,  14t,  142,  194, / 220,  222;  38:  180,  182,  183,  195,  261. / 
handlingarrrand03scangoog	18366	1	12	12	0.00	11	riksråd  m.  m.,  budbårare  mellan  Ax.  Oxenstierna  o.  rådet, / 2:  80;  24:  281;  25:  166;  26:  289;  27:  168,  177,  182; / 28:  5,  27,  48.
handlingarrrand03scangoog	18394	1	6	5	0.17	18	Spandau,  ang.  dess  utrymmande  af  svenska  trupper  (1634), / 29:  2  5  6,  2  57. / 
handlingarrrand03scangoog	18640	1	11	11	0.00	18	svenskt  såndebnd  1.  storfursten  i  Ryssland  (1630-talet),  26: / 76,  153,  154;  33:  8,  99;  34:  39,  40;  38:  463;  skall  app- / gora  fdrslag  U  handelns  befråmjande  i  Narva  (1636),  38:
handlingarrrand03scangoog	18646	1	7	6	0.14	9	 / svenska  kronans  råkning,  30:  73;  37:  73,  93;  38:  209. / Spiring,  Peter,  underhandlare,  26:  75;  27:  200;  32:  Uly
handlingarrrand03scangoog	18652	2	22	22	0.00	3	neralslaterna  (1636),  38:  289,  302. / Spiringarne,  25:  101,  145,  280;  27:  161;  28:  37 ;  20: 356; /  / 30:  24,  109;  32:  219;  35:  82,  92;  36:  345,  346,  347; / 
handlingarrrand03scangoog	18708	1	5	5	0.00	16	Staffen  Beyngtzon,  riddare  (1461),  3:  8. / Stairs,   lord,  10:  143,  149,  275,  358. / 
handlingarrrand03scangoog	18739	1	5	5	0.00	11	 / 0.  41),  29:  210,  21 8. / Stake,   Petrus,  kon.  Gustaf  \:s  capellan,  mdrdar  en  anoan
handlingarrrand03scangoog	18787	1	6	6	0.00	6	Staremberg,  grefve,  6sterrikiskl  såndebud  t.  Sverige  (1697 — / 98),  40:  94,  138,  175,  267,  270. / 
handlingarrrand03scangoog	18796	1	8	8	0.00	13	(1526),  15:  30:  1.  Lubeck  o.  Hamburg  m.  fl.  (1634),  32: / 263;  35:  124:  otiåndskt  låo  (1761),  15:  136,  142,  144,  146. / 
handlingarrrand03scangoog	18814	1	12	11	0.08	17	Slegeborg  [Stekeborgli,  StækeborgJ,  herresale  (i  Skållviks / s:n  0.  Oslergotl.),  7:  11,  12,  21,  8;  8:  3,  62;  9:  35;  18: / 9  Cf.;  19:  163;  fogde  dersl.  (1524),  13:  23,  54;  intages
handlingarrrand03scangoog	18820	1	5	5	0.00	19	ss.  pant  for  sin  gemåls  brudskatl,  26:  171;  dess  fåstnings- / verk  (1677),  35:  436,  443,  449,  454. / 
handlingarrrand03scangoog	18839	1	8	8	0.00	15	Steinhaus,  Johan,  borgere  i  ^Collea^,  tvist  med  kon.  Carl / KduUsoo  rdr.  skuldfordran,  36:  38,  61,  66,  69,  70,  74,  83, / 85;  kon.  Casimirs  bref  ang.  denoa  tvist,  36:  48.
handlingarrrand03scangoog	18875	1	6	6	0.00	19	riksråd,  fåltmarskalk,  sist  ståthåll.  på  Elfsborg,  3:  30;  10: / 32;  35;  12:  165,  168,  185. / 
handlingarrrand03scangoog	18887	1	6	6	0.00	12	manland,  sed.  gaverndr  i  Halmstad,  gea.-tygmåstare  m.  m., / 31:  498;  35:  323;  40:  27. / 
handlingarrrand03scangoog	18912	1	8	8	0.00	15	Stenbock,  Magnus  (t.  Wapn5),  grefve^  kongl.  råd,  fåltmar- / skalk, 7:  208,  213,  229;  9:  158;  27:  332;  instruclion  af / hon.  fr.  Tonningen  (1713)  fftr  ofverste  Slromfelt,  16:  167;
handlingarrrand03scangoog	19017	1	8	8	0.00	8	 / 201,  249;  13:  306;  16:  318;  34:  153. / Stjernelds  testamente,  7:  284.
handlingarrrand03scangoog	19022	2	11	11	0.00	9	 / kammarcollegium,  16:  288,  294,  304,  399. / Stjeruhielm,  Georg,  3:  125;  9:  94;  20:  328. / Stjernbok  (Johan,  t.  Ånestad),  commissions-secret.  i  Wien,
handlingarrrand03scangoog	19048	1	8	7	0.12	11	guverndr,  riksråd,  amiral  m.  m.,  2:  128;  9:  214;  21:  45; / 28:  363;  30:  180;  31:  336;  beldgrar  TroDdhiem,  28:  135 / ff.;  skrifveiser  rdr.  Trondhiem,  30:  225  ff.;  friår  t.  Mar-
handlingarrrand03scangoog	19100	1	9	9	0.00	10	 / 7:  260,  289;  34:  131  flf.;  37:  306,  328,  431. / Stobé  (Samuel  Anders),  borgmåslare  i  Malmo,  37:  346,  436.
handlingarrrand03scangoog	19136	1	7	7	0.00	13	270;  skolor  och  gymnasier  (1663),  31:  23  fif.,  50  ff.; / hospitalet,  21:  273;  27:  18,  89;  stora  barnhuset,  16:  419; / 31:  22  fif.;  rasphuset  derst.  (1663),  31:  42;  segel-  o.  bal-
handlingarrrand03scangoog	19185	1	8	8	0.00	17	19;  folkråkning  (1663),  31:  41;  fSslningsverk  på  1600-lalet, / 35:  373,  434,  441,  448.  453;  garnison  (1565),  27:  100; / d:o  (1663),  31:  40;  borgerskapet  (1663),  31:  18,26;  dess
handlingarrrand03scangoog	19194	1	7	4	0.43	17	27;  k6pmannens  antai  (1663),  31:  27;  utlåndske  kdpmSn, / 31:  27,  28;  handelsklassen,  31:  28;  kdpmansgiile,  31:  30; / sjdmanshuset,  31:  27;  packhusel,  31:  28;  vågen,  31:  27;
handlingarrrand03scangoog	19215	2	28	23	0.18	10	18:  31;  riksrådsforsamling  dersl.  (1497),  19:  40;  (1504), / 19:  3,  18,  19,  21,  68;  (1505),  19:  48,  51  ;  (1508),  20: / 266;  (1518),  24:  128;  d:o  (1526),  15:  48;  (1560),  12: / 111,  251;  (1627),  1:  65  ff.;  slå
handlingarrrand03scangoog	19281	1	9	9	0.00	10	 / 29:  327;  32:  179;  37:  120;  26:  78,  156. / Strein,  chursachsisk  dfverste,  tillfångatagen  af  Svenskarne  (1636),
handlingarrrand03scangoog	19305	1	9	9	0.00	6	Streuff  [StPcJflTI,  deltager  i  uppråttandel  af  Pariser-pacteraa, / 24:  171,  174;  25:  95;  35:  71;  37:  205. / 
handlingarrrand03scangoog	19316	1	7	7	0.00	12	 / 179;  16:  253,  :265;  23:  201,  274,  302. / Stron(?),  rappelleras  från  Polen  (1697),  40:  Ul.
handlingarrrand03scangoog	19343	1	7	7	0.00	6	Strounfelt  (Joban  Carl  Carlsson),  frih.,  ofverste,  sed.  riks- / råd o.  grefve,  6:  281;  7:  298;  37:  393,  411. / 
handlingarrrand03scangoog	19407	1	6	6	0.00	13	Carls  råd,  ståthill.  på  Stockholm,  lagman  i  Sddermaolaod / m.  m.;  1:  52,  55;  36:  302,  309. / 
handlingarrrand03scangoog	19411	1	8	7	0.12	13	m.  m.,  4:  82;  bref  fr.  o.  t.  fadren,  4:  63,  67;  fr.  koD. / Erik  XIV,  4:  130,  131;  mdrdas,  12:  283,  284;  21:  21. / 
handlingarrrand03scangoog	19474	1	10	10	0.00	16	Sture,  Svanle  Nilsson,  t.  Eksjd  o.  Penningby,  riksmarsk,  riks- / foreståndare ;  4:  26;  20:  122,  183,  188;  18:  9,  15,  48, / 49,  50,  65;  fdrlåningar  t.  hon.  på  1490-talet,  18:187;  for-
handlingarrrand03scangoog	19538	1	10	10	0.00	7	Stålbandske,  Torsten,  gen.-major,  32:  155,  157,  215,  218, / 233;  37:  261;  38:  231,  254,  359,  363,  390,  404;  skickas / med  svenskt  krigsfolk  till  General-staternas  tjenst  (1633),
handlingarrrand03scangoog	19571	1	8	8	0.00	16	Staket,  Norra  [Almare  Stak,  Sliika],  18:  16,  19,  20;  24: / 56,  61,  64,  65,  66,  68,  82,  84;  inventarium  derst.  (1506), / 19;  165;  rådets  bref  derifrån  t.  menigheten  (1497),  18:
handlingarrrand03scangoog	19580	1	7	7	0.00	18	94;  ransakning  med  besåttningen,  24:  99;  slottet  o.  lånet, / 19:  162;  21:  242;  24:  39,  48;  doneras  till  arkiestolen, / 21:  243,  244;  dalallmogen  der  fdrsamlad  (1743),  2:  200.
handlingarrrand03scangoog	19606	1	16	14	0.12	13	fr.  Frankrike  på  1630-talet,  21:  106,  124;  26:  138;  33: / 89;  37:  229,  289;  38:  129,  2  00,  2  7  8,  2  80,  281,  3  4  8,402: / under  kon.  Carl  XI  och  XII,  8:  78;  10:  322;  40:  251,
handlingarrrand03scangoog	19648	1	11	11	0.00	6	Sundblad,  boigmåstare,  riksdagsfnllmåktig  (1769  —  70),  16: / 285,  288,  289,  293,  300,  304,  310,  311,  312,  316,  318, / 354,  390.
handlingarrrand03scangoog	19673	1	5	5	0.00	16	Sunne  [Sunda],  s:n  i  Jemtland,  hr  Laurens  kyrkoherde  derst. / (1482),  17:  43;  29:  44,  48. / 
handlingarrrand03scangoog	19771	1	9	9	0.00	21	79;  slottøbygnaden  (1663 — 65),  27:  56,  57,  135;  kon.  Brik / XIV  vistas  derst.,  4:  199;  9:  56;  12:  149,  155,  157,  159; / 18:  351;  21:  26;  erbåller  vid  sitt  tillfångatande  I6fte  der-
handlingarrrand03scangoog	19816	1	5	5	0.00	12	 / Brask,  16:  62,  103:  17:  101. / Sven  Andersson,  fdrlagd  med  ryttare  i  Westergdtl.,  4:  76.
handlingarrrand03scangoog	19941	1	9	9	0.00	8	 / 16:  311,  312,  314,  316,  318,  320,  329,  338. / Silbo,  rogderi  i  Norge  (1658),  30:  176  ff.
handlingarrrand03scangoog	19969	1	6	6	0.00	8	Siitesgirdar,  adeloa,  deras  friheter,  31:  152,  153,  154,  155, / 156,  157;  35:  304;  36:  262. / 
handlingarrrand03scangoog	20177	1	9	9	0.00	18	marskalk  o.  kronprinsens  guvernør  m.  m.,  6:  330;  7:  289; / 15:  155;  16:  253,  265,  274;  33:  224,  305;  memorial  I. / rikets  stånder  (1727),  7:  305;  bref  f^.  RudensehØld,  9:312;
handlingarrrand03scangoog	20520	1	10	10	0.00	16	Torstensson,  Lennai^t  [Lindorm],  grefve,  general,  fdltmarskalk / m.  m.,  32,  155,  157,  158,  159,  215,  233;  36:  376;  37: / 260;  38:  173,  228,  231,  453;  Oxenstierna  afråder  hans  ut-
handlingarrrand03scangoog	20556	1	10	10	0.00	22	Tott,  Claes  Åkeaaon,  till  Bystad,  Svea  rikes  råd,  ståtbåll.  i / Finland,  27:  33;  36:  88,  9 i,  135,  138,  151,  365,  310, / 314,  338;  fOrordnas  att  deltaga  i  konangsråfot  i  FinUad
handlingarrrand03scangoog	20586	1	10	9	0.10	11	Tott,  Åke  Hansson,  30:  1S4,  259;  brefvexling  m.  Svanle / Slare,  19:  96,  147,  149;  30:  76,  78,  96,  til,  141,  142, / 144,  146,  147,  149.
handlingarrrand03scangoog	20650	1	7	6	0.14	13	Tre  Kronor,  riksvapnet;  tvisten  derom  mellan  Sverige  o.  Dao- / mark,  3:  34;  13:  130,  182;  13:  190. / 
handlingarrrand03scangoog	20686	3	30	29	0.03	11	iresserade  i  den  svenska  kopparhandeln  på  1630— 40-lalet, / 6:  895  9:  81,  169,  171  ;  21:  t31;  26:  71,  149;  28:  27, / 30;  29:  249,  279,  293,  331,  340;  30:  22,  39;  32:  120, / 262;  35:  143;  37;  150,  151. / 
handlingarrrand03scangoog	20705	1	11	11	0.00	9	Trolle,  Erik  (Arvidssoo,  t.  Bergqvara),  fader  t.  erkebisk.  Gu- / sUf  T.,  16:  56;  18:  185;  20:  122,  123,  263;  24:  46,  50; / bref  fr.  Sten  Sture  d.  y.,  24:  27,  29,  39,  73.
handlingarrrand03scangoog	20808	5	49	37	0.24	12	 / ToJIarne  i  Sverige,  1:  214;  5:  15;  21:  75;  24:  264,  329, / 372;  25:  263;  26:  250,  263  fif.;  30:  32;  33:  144;  37: / 206;  38:  360;  stora  tullen,  24:  251,  329;  25:  305;  30: / 31,  54;  32:  249;  33:  8;  lil
handlingarrrand03scangoog	20912	1	12	11	0.08	22	(1563),  29:  192  £f.;  tyskt  krigsfolk  i  svensk  tjenst,  4:  78; / 13:  100;  13:  96;  18:  350;  21:  33;  24:  166;  27:  119; / 38:  232,  233;  tyske  båtsmån  inf6rskaffas  t.  riket  (1565),
handlingarrrand03scangoog	20942	1	7	7	0.00	8	 / 252,  266,  272,  276,  277;  16:  167. / Tonsberg  fTunsberg],  i  Norge,  gåfva  t.  skattkammaren  åmi.
handlingarrrand03scangoog	21000	1	7	7	0.00	5	 / skaosen  (1679),  35:  452,  458;  (1719),  2:  148,  149,  151; / 
handlingarrrand03scangoog	21185	3	31	28	0.10	24	domkyrkan  (1563),  27:  20;  Wår  frus  præbenda  (1551),  22: / 351,  352;  domkyrkogods,  21:  273,  274,  321  ;  22:  322; / f6rldningar  t.  erkebiskoparne  (1490-talet),  18:  183  ff.;  ^Up- / sala gård"",  beldgrad  af  Sten  Sture
handlingarrrand03scangoog	21226	2	16	16	0.00	11	Uttkrifiuog  af  mansktp  fdr  krigstjcnst  (1566),  24:  168,  159, / 160;  (1600),  19:  376;  (1627),  I:  105,  108,  110,  112, / 113;  (1632-^33),  24:  242,  251,  279,  280,  282,  318;  25: / 134,  168,  287;  (1644),  21:  166;  (
