line	pos	status	G_sign	G_gloss	H_sign	H_gloss	G_note	H_note
21	4	agree	S35		S35		s1; x935; long s with top hook then small s/8-shape	s1 long s followed by small s
21	5	SIGN	4	t	S13	t	s1; x1015; cross-shaped with short tail	s1 plain cross, no tail
21	6	GLOSS	26	e	26	c	s1; x1090; two-stroke gloss mark	s1
21	7	GLOSS	17		17	th	s1; x1210; heavy mark above is foot of line 20 sign	s1 large th-like gloss, may be interference from line above
21	8	GLOSS	16	e	16	c	s1; x1285	s1
21	9	agree	7	u	7	u	s1; x1355	s1
21	10	GLOSS	S76		S76	r	s1; x1415; A with long crossbar and hooked apex	s1 A with bar, no o after; left stroke joins the 7
21	11	GLOSS	62	e	62	c	s1; x1510	s1
21	12	agree	60	t	60	t	s1; x1610	s1
21	13	GLOSS	62	e	62	c	s1; x1720	s1
21	14	GLOSS	S52	m	S52		s1; x1820; heavily inked lattice, several strokes each way	s1 lattice; a descender from the line above runs through it
21	15	SIGN	|		-		s1; x1900; thin diagonal stroke, could be a thin 1	
21	16	SIGN	8	le	S35	?	s1; x1935; gloss tall l plus e-mark	s1 long s followed by 8-like s; 3-like mark above
21	17	agree	9	t	9	t	s2; x2000	s2
21	18	agree	7	u	7	u	s2; x2060	s2
21	19	SIGN	6	t	-		s2; x2150; gloss t touches the 6	
21	20	SIGN	4		64	t	s2; x2220	s2
21	21	agree	S21		S21		s2; x2285; tall long-s with crossbar	s2 tall f with crossbar
21	22	agree	5	d	5	d	s2; x2350	s2 small s-shaped 5, d-like gloss above
21	23	agree	60	t	60	t	s2; x2420	s2
21	24	GLOSS	S33	e	S33	u	s2; x2510; pi-like with loop top, e-mark at right above	s2
21	25	agree	16		16		s2; x2600	s2 preceded by a dot
21	26	agree	|		|		s2; x2650	s2
21	27	agree	12	a	12	a	s2; x2695	s2
21	28	agree	10	u	10	u	s2; x2800	s2
21	29	agree	2		2		s2; x2865	s2 lone z; may belong to 10 as 102
21	30	SIGN	4	to	S13	tu	s2; x2925; cross-shaped	s2 cross joined to the following Ao; gloss tu over both
21	31	agree	S34		S34		s2; x2985	s2
21	32	SIGN	2	e	-		s2; x3075; blob and dash above	
21	33	SIGN	6		26	c	s2; x3130; faint	s2
21	34	GLOSS	9	e	9	c	s2; x3195	s2
21	35	GLOSS	17	s	17	h	s2; x3250; gloss S/5-like	s2 gloss H-like
21	36	agree	4	o	4	o	s2; x3335	s2
21	37	GLOSS	4	s	4	f	s2; x3405; tall long-s above read as gloss	s2 4 with a tall long-s stroke over it; stroke read as gloss f (could be S59-type sign)
21	38	agree	S23		S23		s2; x3470; small x with tail	s2 x with a descending right leg (could be S36)
22	1	SIGN	-		2	?		s1 mark high above, unclear
22	2	SIGN	26		6		s1; x790; 2 and 6 close	s1
22	3	agree	|		|		s1; x830; slash through the 6	s1 slash through the 6
22	4	agree	X	n	X	n	s1; x895; 'ua' minim cluster: two minims then closed a-shape (as line 19 x1740)	s1 u joined to a (ua ligature), as on line 19
22	5	GLOSS	16	e	16	a	s1; x995; gloss a/e-like mark with dots	s1
22	6	agree	S21		S21		s1; x1090; tall f with crossbar, thin lead-in stroke from left	s1 tall f with crossbar
22	7	agree	S37	t	S37	t	s1; x1150	s1
22	8	agree	14	a	14	a	s1; x1230	s1
22	9	agree	15	n	15	n	s1; x1335	s1
22	10	agree	S37	t	S37	t	s1; x1415	s1
22	11	agree	|		|		s1; x1460	s1 slash after the o
22	12	agree	16	u	16	u	s1; x1510; gloss u-like bowl (or e-mark)	s1
22	13	agree	15	n	15	n	s1; x1590	s1
22	14	GLOSS	9	e	9	c	s1; x1660; c-shaped gloss mark	s1
22	15	agree	4	o	4	o	s1; x1725	s1 dot after
22	16	agree	4		4		s1; x1780	s1
22	17	agree	S34		S34		s1; x1855; heavily inked A with hooked apex joined to small o	s1 Ao with heavy top (could be S69)
22	18	SIGN	2	d	-		s1; x1935; gloss d-like	
22	19	SIGN	6		26	d	s2; x1995	s2 z straddles the ticks
22	20	GLOSS	S23	e	S23		s2; x2060; x with tail	s2 x with descending right leg (could be S36)
22	21	GLOSS	S33		S33	u	s2; x2165; pi-like with R/p-like loop top and dot after	s2
22	22	GLOSS	26	e	26	c	s2; x2275; two-stroke gloss mark over the 2	s2 preceded by a dot
22	23	agree	S37	t	S37	t	s2; x2345	s2
22	24	SIGN	8	o	-		s2; x2400	
22	25	SIGN	2		82	o	s2; x2475	s2
22	26	agree	10	u	10	u	s2; x2545	s2
22	27	agree	4	z	4	z	s2; x2650; gloss z/3-like	s2 3/z-like gloss
22	28	SIGN	S69		S34		s2; x2715; A followed by hooked v	s2
22	29	agree	X	n	X	n	s2; x2790; 'na' minim cluster with closed a (as x895)	s2 u joined to a (ua ligature)
22	30	GLOSS	62	e	62	c	s2; x2875	s2
22	31	agree	|		|		s2; x2920	s2
22	32	SIGN	52	d	5	d	s2; x2990; 5 and 2 spaced apart, d-like gloss between them	s2 s-shaped 5, d-like gloss
22	33	SIGN	6	e	26	u	s2; x3115	s2
22	34	agree	S46		S46		s2; x3180; h-like: crossed stem with second leg hooked (tJ)	s2 crossed t with j tail
22	35	agree	S27	f	S27	f	s2; x3265; gloss l-like with crossbar	s2 gloss long-s/f
22	36	GLOSS	64	f	64	t	s2; x3350; gloss l-like with crossbar	s2
22	37	agree	10	u	10	u	s2; x3425	s2
22	38	agree	2		2		s2; x3490	s2 may belong to 10 as 102
23	1	agree	60	t	60	t	s1; x785; gloss t/f-like cross with loop	s1 gloss t/f-like
23	2	SIGN	8	o	-		s1; x860	
23	3	SIGN	2		82	o	s1; x920	s1 2 may be its own code
23	4	SIGN	X		S32		s1; x990; Y-shaped stem with a large closed loop (9/e-like) sitting above it	s1 large Y; a closed loop above its left arm (could be a gloss g)
23	5	agree	24	t	24	t	s1; x1090; gloss t-like cross between 2 and 4	s1
23	6	agree	14	a	14	a	s1; x1200	s1
23	7	agree	7	v	7	v	s1; x1290; small v/y gloss	s1 gloss v or y
23	8	agree	S64		S64		s1; x1350; 3/z-shape with descender (yogh-like)	s1 3-shape (looped z); could be digit 2 or 3 closing a code 72/73
23	9	SIGN	2	e	-		s1; x1450; dot before it at x1420	
23	10	SIGN	6		26	c	s1; x1520	s1
23	11	agree	15	n	15	n	s1; x1575	s1
23	12	agree	7	u	7	u	s1; x1640	s1
23	13	GLOSS	4	o	4	p	s1; x1720; loop gloss touches the stem	s1 gloss p/o
23	14	agree	4		4		s1; x1770	s1
23	15	agree	16		16		s1; x1840	s1
23	16	SIGN	S74		S63		s1; x1935; 4 with a c/9-curl on top-left	s1 c/q-like loop on a long crossbar with descending stem (could be S31)
23	17	agree	60	t	60	t	s2; x2065	s2
23	18	SIGN	2	e	-		s2; x2165	
23	19	SIGN	6		26	c	s2; x2230	s2
23	20	agree	10	u	10	u	s2; x2300	s2
23	21	agree	2		2		s2; x2350	s2 may belong to 10 as 102
23	22	agree	62	u	62	u	s2; x2420; gloss u with breve	s2
23	23	GLOSS	S34	s	S34	?	s2; x2520; heavy A joined to o	s2 two-letter gloss above, ks-like
23	24	agree	4		4		s2; x2590; cross with tail	s2 cross joined to the o (could be S13)
23	25	agree	5	f	5	f	s2; x2660; gloss f/long-s crossed	s2
23	26	agree	10	u	10	u	s2; x2720	s2
23	27	agree	2		2		s2; x2780	s2
23	28	SIGN	6	i	-		s2; x2830; gloss dotted i-stroke	
23	29	SIGN	4		64	i	s2; x2880	s2
23	30	agree	22	po	22	po	s2; x2990; first 2 written as a c-curl	s2 first z crossed
23	31	GLOSS	12	a	12	z	s2; x3080; a ?-like hook with a dot stands above/before at x3055-3095, not read as gloss	s2 large dotted 3/z above; placement uncertain
23	32	GLOSS	5	d	5	a	s2; x3140	s2
23	33	agree	10	u	10	u	s2; x3190	s2 a d-like mark also above the 1
23	34	agree	2		2		s2; x3235	s2
23	35	GLOSS	60	i	60	t	s2; x3315; gloss short stroke	s2
23	36	SIGN	4	s	S21		s2; x3390; cross with tail under a tall long-s gloss	s2 tall long-s stroke over a cross
23	37	GLOSS	16	e	16	i	s2; x3450	s2
23	38	SIGN	S69		S76	c	s2; x3520; large A with long crossbar ending in a hook	s2 A with bar; could be S69
24	1	agree	S04		S04		s1; x765; hash, two strokes each way	s1 hash; mark far above probably from line 23
24	2	GLOSS	S33	f	S33	z	s1; x850; pi-like with R-loop top	s1 z-like mark on top may be part of the sign
24	3	GLOSS	26	e	26	c	s1; x945	s1
24	4	agree	S21		S21		s1; x1025; tall long-s through a cross	s1 tall f with crossbar
24	5	SIGN	8	o	-		s1; x1080	
24	6	SIGN	2		82	o	s1; x1130	s1
24	7	agree	10	u	10	u	s1; x1200	s1
24	8	agree	2		2		s1; x1260	s1 may belong to 10 as 102
24	9	GLOSS	5	f	5	l	s1; x1310; gloss l with crossbar	s1
24	10	agree	5	d	5	d	s1; x1350; thin s	s1
24	11	GLOSS	S34	x	S34	r	s1; x1395; A with gloss x/r above, joined to o	s1
24	12	GLOSS	16	e	16	c	s1; x1480	s1
24	13	agree	|		|		s1; x1520	s1
24	14	agree	62	z	62	z	s1; x1575; gloss z/3 with bar	s1 3-like gloss
24	15	agree	15	n	15	n	s1; x1665	s1
24	16	agree	S21		S21		s1; x1725; tall long-s through a cross	s1 tall f with crossbar
24	17	SIGN	2	e	-		s1; x1790	
24	18	SIGN	6		26	c	s1; x1850	s1
24	19	agree	S29	m	S29	m	s1; x1905; minims 'uu' after the 6	s1 minims
24	20	agree	S64	b	S64	b	s2; x1975; z/3 with descender	s2 3-shape with descending loop; straddles the ticks
24	21	agree	5	l	5	l	s2; x2030	s2
24	22	GLOSS	16	e	16	c	s2; x2080	s2
24	23	agree	X		X		s2; x2170; heavy filled diagonal leaf-shaped stroke, possibly an ink blot or a heavy divid	s2 heavy slanted ink blot or blotted sign
24	24	agree	5	d	5	d	s2; x2230; gloss 9/d-like, large	s2
24	25	GLOSS	26	e	26	c	s2; x2300	s2
24	26	agree	S21		S21		s2; x2400; tall long-s through a cross	s2 tall f with crossbar
24	27	agree	S29	m	S29	m	s2; x2470	s2 minims with lead-in stroke
24	28	SIGN	4	o	S54		s2; x2560; loop on the upright	s2 closed loop on a stem (could be an 8)
24	29	agree	4		4		s2; x2620	s2
24	30	GLOSS	7	v	7	y	s2; x2680; gloss heavy v/y	s2 7 with crossbar
24	31	SIGN	S64		2		s2; x2730; z/3 with descender	s2 low flat z
24	32	GLOSS	16	e	16	i	s2; x2785	s2
24	33	agree	15	n	15	n	s2; x2845	s2 a large s/5-like mark also stands above it
24	34	GLOSS	4	s	4		s2; x2935; gloss 5/s-shaped	s2 cross (could be S13)
24	35	agree	|		|		s2; x2965	s2
24	36	SIGN	X		S32		s2; x3010; Y-shaped stem with a large 9/e-loop above and an arching flourish over it (same	s2 Y with closed loop on top of the left arm
24	37	SIGN	X	f	S23	f	s2; x3090; hook-headed stem with two thin crossbars (crossed-pound shape)	s2 x with tail
24	38	agree	12	a	12	a	s2; x3160	s2
24	39	agree	7	u	7	u	s2; x3250	s2
24	40	agree	5	d	5	d	s2; x3310; large long-s-like 5 with descender	s2
24	41	GLOSS	S34	x	S34	r	s2; x3380; A joined to a small c/o	s2
24	42	agree	14	a	14	a	s2; x3450	s2
25	1	agree	S37	t	S37	t	s1; x765	s1
25	2	agree	26	a	26	a	s1; x850; gloss a-like with tail	s1 gloss a or u
25	3	agree	15	n	15	n	s1; x950	s1
25	4	GLOSS	60	l	60	t	s1; x1040; gloss tall stroke	s1
25	5	agree	S34	r	S34	r	s1; x1130	s1
25	6	agree	22	po	22	po	s1; x1255; first 2 as a c-curl	s1
25	7	GLOSS	5	f	5	d	s1; x1360; gloss long f at x1395 between 5 and 2	s1 gloss d/?-like
25	8	SIGN	2	e	-		s1; x1430	
25	9	SIGN	68	o	26	lc	s1; x1500; 8 carries a heavy loop on top	s1 two gloss marks, l then c
25	10	SIGN	7		X		s1; x1580; bar crosses the preceding 8	s1 looped B/8-like head on a long crossbar with a descending 7-like tail
25	11	GLOSS	16	e	16	c	s1; x1640	s1
25	12	SIGN	S39		S16		s1; x1715; small closed loop joined to a long-s descender	s1 tall long-s with loop at top right
25	13	SIGN	14		10	u	s1; x1780	s1
25	14	agree	2		2		s1; x1840	s1
25	15	agree	S37	t	S37	t	s1; x1895	s1 straddles the ticks, centre left
25	16	GLOSS	62	e	62	c	s2; x1995	s2
25	17	GLOSS	S34	x	S34	r	s2; x2100; gloss small x/k	s2
25	18	agree	S28	m	S28	m	s2; x2190; c-hook joined to m	s2
25	19	SIGN	8	a	28	a	s2; x2290; short dash before the 8	s2 small z before the 8
25	20	GLOSS	62	e	62		s2; x2375	s2
25	21	SIGN	S74		S63		s2; x2500; 4 with a c-curl on top (as line 23 x1935)	s2 c/q loop on long crossbar with stem; loop may be a gloss cy
25	22	GLOSS	60	i	60	t	s2; x2630	s2
25	23	agree	S21		S21		s2; x2730; f with crossbar	s2 tall f with crossbar
25	24	SIGN	5	?	X		s2; x2810; bold p-with-box mark (pB) written above and joined by a stem to the 5, read as 	s2 same sign as s1: looped B/8-like head on crossbar, 5/3-like tail below
25	25	agree	64	f	64	f	s2; x2910; bold F-like gloss (as line 22 x3350)	s2 bold F-like gloss
25	26	GLOSS	26	e	26	c	s2; x3040; line drops here	s2
25	27	agree	15	n	15	n	s2; x3140	s2
25	28	SIGN	|		-		s2; x3205; long thin slash	
25	29	SIGN	5	bo	S35	o	s2; x3240; bold bo gloss	s2 heavy descender from line above lands on it
25	30	GLOSS	9		9	z	s2; x3310; ?-like hook stands above-left, not read as gloss	s2 3-like gloss
25	31	SIGN	4	po	-		s2; x3390; bold po gloss	
25	32	SIGN	4		44	po	s2; x3450	s2
26	1	SIGN	X	uu	-		s1; x765; bold closed D/U-like loop with a dot inside and a heavy left stem	
26	2	SIGN	2	e	-		s1; x810	
26	3	SIGN	6	?	-		s1; x860; gloss 8/&-like	
26	4	GLOSS	X		X	uu	s1; x920; n-like squiggle with an open right loop and a dot after (cf S40)	s1 V/U-shape with a small loop inside, like a shield or U with inner o
26	5	SIGN	|		26	c	s1; x1000; long thin curved stroke before the 5	s1
26	6	SIGN	5	bo	S40		s1; x1030; bold bo gloss	s1 n-shape with right leg curling (reversed omega); dot after
26	7	SIGN	2	r	S35		s1; x1110	s1 long s then small s
26	8	SIGN	8	a	28	a	s1; x1175	s1
26	9	agree	S27		S27		s1; x1250; double long s with crossbar	s1 doubled tall long s with crossbar
26	10	agree	4		4		s1; x1290	s1
26	11	GLOSS	16	u	16	c	s1; x1340	s1
26	12	agree	10	u	10	u	s1; x1440	s1
26	13	agree	4		4		s1; x1500	s1
26	14	GLOSS	S34	u	S34	r	s1; x1580; gloss u/y	s1 gloss r/k-like
26	15	SIGN	2	i	-		s1; x1640	
26	16	SIGN	6		26	c	s1; x1710	s1
26	17	agree	S33		S33		s1; x1770; R-like: loop on top, two legs	s1 pi-shape with looped top
26	18	SIGN	X		S32	c	s1; x1880; Y-shaped stem with a large 9/e-loop above and a flourish (as line 24 x3010)	s1 Y with closed loop over left arm (loop read as gloss c?)
26	19	SIGN	S53		S35	z	s2; x1970; 3-curl with a descending tail	s2 long s then s; 3-like gloss; straddles the ticks
26	20	SIGN	66		X		s2; x2060; two 6 with closed heads, could be S15-like signs	s2 two ligatured 6-like looped signs (66 or two S03 curls)
26	21	agree	S52	m	S52	m	s2; x2180; lattice, 3 across 3	s2 lattice, three strokes across three; m-like mark above
26	22	GLOSS	4	f	4		s2; x2280; heavy cross with tail	s2 cross (could be S13)
26	23	agree	60	i	60	i	s2; x2355	s2
26	24	SIGN	X	f	S23	f	s2; x2450; upright crossed by two horizontal bars (double cross), tail below	s2 x with double crossbar and tail
26	25	agree	16	i	16	i	s2; x2560	s2
26	26	GLOSS	S34	x	S34	r	s2; x2640	s2
26	27	agree	14	a	14	a	s2; x2720	s2
26	28	SIGN	S79	q	-		s2; x2820; y with heavy stroke	
26	29	SIGN	|		S32	g	s2; x2880; long thin curved stroke before the 5	s2 Y; gloss g/q
26	30	SIGN	5	bo	S35	bo	s2; x2930; bold bo gloss	s2 long s then 5-like s
26	31	GLOSS	15	n	15	z	s2; x3020; gloss ?n (3-hook and n)	s2
26	32	GLOSS	16	u	16	n	s2; x3090	s2
26	33	GLOSS	X	n	X	u	s2; x3170; 'na' minim cluster with closed a (as line 22 x895)	s2 u joined to a (ua ligature), as on lines 19 and 22
26	34	SIGN	S21		-		s2; x3260; tall long-s through a cross	
26	35	SIGN	8	s	-		s2; x3310	
26	36	SIGN	2		S36		s2; x3370	s2 x with a tall crossed stroke rising above (dagger over x)
26	37	SIGN	6	i	82	o	s2; x3410	s2
26	38	SIGN	4		64	i	s2; x3460	s2
27	1	agree	6		6		s1; x685; first token, at the ruling	s1
27	2	agree	2		2		s1; x750; 2 with an extra short bar above it (double stroke)	s1 double-barred z (=), read as 2
27	3	SIGN	S67		S20		s1; x820; 3-shape joined to a looped 2/a-like stroke	s1 looped R-like with tail, a 3/z joined at left
27	4	agree	14	a	14	a	s1; x915	s1
27	5	agree	5	d	5	d	s1; x975	s1
27	6	agree	10	u	10	u	s1; x1045	s1
27	7	agree	2		2		s1; x1100	s1 may belong to 10 as 102
27	8	GLOSS	16	?	16	co	s1; x1180; curly gloss (e/w-like) above	s1
27	9	agree	S34		S34		s1; x1270	s1 underlined by a bar (line-below stroke?)
27	10	GLOSS	X	x	X		s1; x1350; upright crossed by two bars with hooked top (as line 26 x2450)	s1 crossed-out/overwritten cluster (7 or F over 6, with 7 after); crossed-out code
27	11	SIGN	6		-		s1; x1400; 6 joined to the following 7 by its bar	
27	12	SIGN	7		-		s1; x1435	
27	13	SIGN	5		S64		s1; x1490; flat-topped 3-like 5	s1 3/z-shape
27	14	GLOSS	S04	e	S04		s1; x1560; hash with a dot before it	s1 hash, dot before
27	15	SIGN	X		S32	q	s1; x1690; Y-shaped stem with a 9-loop above and a flourish over (as line 24 x3010)	s1 Y; gloss q/g, bar above
27	16	agree	5	d	5	d	s1; x1750	s1
27	17	SIGN	2	e	-		s1; x1810	
27	18	SIGN	6		26	c	s1; x1860	s1
27	19	GLOSS	5	d	5		s1; x1925; s1	s1 s-shaped 5 joined to next 1
27	20	GLOSS	16		16	c	s2; x1965; s2	s2 straddles the ticks
27	21	agree	9	c	9	c	s2; x2045; 9 with long tail	s2
27	22	SIGN	2	a	-		s2; x2100	
27	23	SIGN	8		28	a	s2; x2160	s2
27	24	GLOSS	S52	ac	S52	a	s2; x2250; lattice 3 across 3	s2 lattice three by three; gloss ac above
27	25	SIGN	4	s	S13		s2; x2360; plain cross with tail	s2 cross, tail left
27	26	GLOSS	16	u	16		s2; x2455	s2 tall long-s stroke rising above (from sign after)
27	27	SIGN	|		-		s2; x2515; heavy long s-like stroke	
27	28	SIGN	5		S27	a	s2; x2560	s2 very tall long s descending, joined to s
27	29	SIGN	S31	p	X	p	s2; x2595; circle standing on a cross	s2 circle standing on a cross (like S31 but taller)
27	30	agree	12	a	12	a	s2; x2640	s2
27	31	GLOSS	S34	x	S34	r	s2; x2730; A joined to o	s2
27	32	SIGN	-		S63	g		s2 q/g-like with long looping descender
27	33	agree	15	n	15	n	s2; x2860	s2
27	34	SIGN	6	a	-		s2; x2950	
27	35	SIGN	2		62	a	s2; x2990; dot below-left	s2
27	36	agree	S33	ra	S33	ra	s2; x3080; R-like with long legs	s2 tall looped pi with long tail
27	37	SIGN	1		-		s2; x3125; single 1 with dot above	
27	38	SIGN	4		14		s2; x3180	s2 dot above
27	39	SIGN	X	x	S76	r	s2; x3250; L-like stroke joined to plain A (cf S76, S24)	s2 A preceded by L stroke (LA)
27	40	agree	60	i	60	i	s2; x3315	s2
27	41	SIGN	2		-		s2; x3385	
27	42	SIGN	6	e	26		s2; x3470	s2
28	1	SIGN	S12		-		s1; x705; small t-like cross	
28	2	SIGN	5		X		s1; x760; thin long-s-like 5	s1 small t-like mark at line start (could be S37 or a stray gloss)
28	3	SIGN	5		S35		s1; x810; bold 5	s1 long s then s (two s-shapes)
28	4	agree	16		16		s1; x870	s1
28	5	agree	S57		S57		s1; x965; c-curl with a horizontal bar ending in a hook (arrow-like G)	s1 c-curl with a hooked tail right (could be S45)
28	6	agree	9		9		s1; x1060	s1
28	7	SIGN	2	e	-		s1; x1110	
28	8	SIGN	6		26	c	s1; x1170	s1
28	9	SIGN	S39		X	g	s1; x1235; 9/g-like loop joined to a long s descender	s1 tall ligature of two long descending strokes with loop, like 'd' joined to 'l' (dl/gl)
28	10	agree	S23		S23		s1; x1310; x-cross	s1 x
28	11	GLOSS	16	e	16	c	s1; x1385	s1
28	12	SIGN	S44	r	S13	po	s1; x1470; loop on a long stem crossed twice (phi-like)	s1 cross with p-like loop on top (could be S44)
28	13	GLOSS	4	o	4		s1; x1530; small o gloss above	s1
28	14	agree	4		4		s1; x1580	s1
28	15	agree	10	d	10	d	s1; x1660	s1
28	16	agree	2		2		s1; x1720	s1 may belong to 10 as 102
28	17	SIGN	|		S27	rr	s1; x1780; thin curved long-s-like stroke	s1 long s preceding the 6
28	18	GLOSS	6	rr	6		s1; x1815; gloss rr/ce	s1
28	19	SIGN	2		-		s1; x1870	
28	20	SIGN	8	a	-		s1; x1935; s1, centre left of tick	
28	21	SIGN	X	f	-		s2; x2040; upright crossed by two bars (as line 26 x2450)	
28	22	SIGN	2	a	28	a	s2; x2100	s1
28	23	SIGN	8		S23	f	s2; x2150	s2 x with double crossbar
28	24	SIGN	6	i	28	a	s2; x2210	s2
28	25	SIGN	4		64	i	s2; x2250	s2
28	26	GLOSS	S34	z	S34	r	s2; x2320	s2
28	27	GLOSS	16	e	16	c	s2; x2425	s2
28	28	GLOSS	22	w	22	tw	s2; x2560; first 2 as a c-curl	s2 first z crossed; gloss tw/tu with dots
28	29	GLOSS	5		5	n	s2; x2650; dot and n-like mark above at x2680 not assigned	s2 heavy s-shaped 5
28	30	agree	10	u	10	u	s2; x2735; u gloss between 10 and 4	s2 gloss u with a large looped d-stroke
28	31	agree	4		4		s2; x2810	s2
28	32	SIGN	2	e	-		s2; x2900	
28	33	SIGN	6		26	a	s2; x2960	s2
28	34	agree	15	n	15	n	s2; x3015	s2
28	35	agree	60	i	60	i	s2; x3120	s2
28	36	agree	S34	r	S34	r	s2; x3220	s2
28	37	agree	12	a	12	a	s2; x3335	s2
28	38	SIGN	S64	bo	-		s2; x3420; z/3 with descender	
28	39	SIGN	44		344	60	s2; x3490	s2 a larger '60' is written above, same size as the codes; may be an interlinear correctio
29	1	agree	10	u	10	u	s1; x705	s1
29	2	agree	2		2		s1; x790	s1 may belong to 10 as 102
29	3	agree	S37	t	S37	t	s1; x880; cross above read as gloss t	s1 crossed t with o; large cross above read as gloss t
29	4	SIGN	S21		S27		s1; x985; very long heavy long-s descending from above the line with a crossbar at the 5	s1 very tall long s descending into next line
29	5	agree	5		5		s1; x1030	s1 small s-shaped 5, low
29	6	SIGN	6	b	-		s1; x1070; faint b-like gloss	
29	7	SIGN	4		64		s1; x1110	s1 tall stroke from line above crosses the 6
29	8	agree	5		5		s1; x1160; 3-like 5	s1 3/5-like, below a looped d/ll-shaped mark (possibly a gloss or line-above ink)
29	9	agree	S23	f	S23	f	s1; x1265	s1 x with tail
29	10	GLOSS	16	e	16		s1; x1340	s1 dot above
29	11	SIGN	X		S33	e	s1; x1390; tall stem with a crossbar and a k-like loop to the right (cf S44, S46)	s1 pi-shape with crossed top; gloss e/k
29	12	agree	14	a	14	a	s1; x1475	s1 cross above as well (may be gloss t)
29	13	agree	S31	p	S31	p	s1; x1570; circle on cross	s1 circle on a cross, loop crossed above
29	14	agree	8	o	8	o	s1; x1630	s1
29	15	agree	2	u	2	u	s1; x1700	s1
29	16	agree	S27		S27		s1; x1760; tall double long-s with crossbar, left stem descends to the baseline	s1 doubled tall long s with crossbar (π-like), joined to s
29	17	agree	4		4		s1; x1800	s1 preceded by s-curl read as part of S27
29	18	GLOSS	2	e	2	i	s1; x1890	s1
29	19	agree	4		4		s1; x1945; s1, centre just left of tick	s1 straddles the ticks, centre left
29	20	SIGN	S64	?	-		s2; x2010; small 3-shape	
29	21	SIGN	5		-		s2; x2050	
29	22	SIGN	2		35	6c	s2; x2130	s2 3 written as looped z; larger '6C' above, may be an interlinear correction rather than 
29	23	SIGN	6	e	26	?	s2; x2200	s2 two dots above
29	24	agree	60	f	60	f	s2; x2295; F-like gloss with bar	s2 0 may be 8/o; gloss F-like
29	25	SIGN	2	a	-		s2; x2360; a gloss sits between 2 and 8	
29	26	SIGN	8		28	a	s2; x2440; top of 8 reads as a triangle in this crop (checked against line 30 crop)	s2
29	27	SIGN	X	v	73	p	s2; x2515; crossed 7-like stroke with a 5-like curl beneath (7+5?)	s2 crossed 7 joined to a 3/z; could be S13 + S64
29	28	GLOSS	16	e	16	?	s2; x2615; dot before it at x2555	s2 two dots above
29	29	agree	15	n	15	n	s2; x2680	s2
29	30	agree	10	u	10	u	s2; x2755	s2
29	31	agree	2		2		s2; x2830	s2
29	32	agree	4	o	4	o	s2; x2905; o/d-like gloss	s2 lower half cut at crop edge (read with line 30 crop)
29	33	agree	4		4		s2; x2960	s2
29	34	SIGN	6	t	-		s2; x3010; faint 6	
29	35	SIGN	4		64	i	s2; x3050	s2
29	36	GLOSS	62	e	62	?	s2; x3130	s2 two dots above
29	37	SIGN	S60	o	X	o	s2; x3230; rho/yogh-like curl: loop with tail curving down-left	s2 rho/8-like loop with long tail curling down right
29	38	agree	2		2		s2; x3320	s2 dot below
29	39	GLOSS	6	e	6	c	s2; x3400	s2
29	40	agree	15	n	15	n	s2; x3460	s2
30	1	agree	S23		S23		s1; x720; x-cross with tail	s1 x with tail
30	2	GLOSS	5		5	m	s1; x800	s1 large M-like mark above (may be ink from line 29)
30	3	GLOSS	12		12	a	s1; x880; marks above are line 29's sign	s1 gloss a with long-s strokes after (all or ll)
30	4	SIGN	|		-		s1; x950; very long thin vertical hairline through the line	
30	5	GLOSS	68		68	ll	s1; x995; ll-like strokes above belong to line 29 (not read as gloss)	s1
30	6	GLOSS	16	e	16	?	s1; x1090; grey ink blot over the 1	s1 dark blot on the 1
30	7	agree	S28	m	S28	m	s1; x1170	s1 c-hook joined to m
30	8	SIGN	2	a	-		s1; x1260	
30	9	SIGN	8		28	a	s1; x1310	s1
30	10	GLOSS	60	b	60	t	s1; x1405	s1
30	11	GLOSS	X		X	g	s1; x1510; heavy ink blot x1480-1560 covering the sign(s)	s1 solid black rectangle (blot or deletion) over a sign; g-like gloss at its top
30	12	GLOSS	5	i	5	?	s1; x1570; thin s-like 5 under an i-like mark	s1 two dots above
30	13	SIGN	2	e	-		s1; x1660; two blobs above between 2 and 6	
30	14	SIGN	6		26	?	s1; x1715	s1 two dots above
30	15	agree	S17	l	S17	l	s1; x1785; ff with crossbar	s1 ff-like double stem with crossbar; gloss L-like
30	16	SIGN	1		-		s1; x1845; 1 stands apart	
30	17	SIGN	6	e	16	?	s1; x1880; 6 with a long curved ascender sweeping up-right to x1960	s1 two dots above
30	18	SIGN	4		64		s1; x1940; s1, centre left of tick	s1 straddles the ticks; tall long-s hook rises over it
30	19	SIGN	S31		X	q	s2; x2040; g/9-loop standing on a cross with loop	s2 2/z-shape with a q/loop rising from it, crossed
30	20	agree	7	u	7	u	s2; x2110	s2
30	21	GLOSS	16	e	16	?	s2; x2195	s2 dots above
30	22	SIGN	X	b	68	b3	s2; x2265; bold filled s-curl joined to a z/2 at the base, with a tall b/3-like mark above	s2 gloss b3/l3
30	23	SIGN	X		S40		s2; x2360; n-like squiggle with an open right loop and a dot after (as line 26 x920	s2 n-shape with right leg curling (reversed omega)
30	24	agree	S52	m	S52	m	s2; x2455; lattice 3 across 3	s2 lattice three by three
