# Blind pass C of f.30r-v (no.22), second reader, 24 Sept 2026: three Opus subagents (f30r L01-18, f30r L19-35, f30v L01-20) from images/crops_f30 + atlas/atlas_f29.png + atlas_f30add.png only, before any other f.30 file was opened. index counts every token in the line incl. dots; half = crop row; conf M = pass marked ? ; L = [?] illegible. NEW:<desc> = shape not in atlas.
line	index	sign	confidence	note
f30v_L05	33	zb	M	half b
f30v_L05	34	9	H	half b
f30v_L05	35	Af	H	half b
f30v_L05	36	E	H	half b
f30v_L05	37	c	H	half b
f30v_L06	1	NEW:v-shape	H	half a; v-shape recurs; not yt
f30v_L06	2	g	H	half a
f30v_L06	3	2	H	half a
f30v_L06	4	.	H	half a
f30v_L06	5	m	H	half a
f30v_L06	6	.	H	half a
f30v_L06	7	2	H	half a
f30v_L06	8	xr	H	half a
f30v_L06	9	r3	H	half a
f30v_L06	10	sl	H	half a
f30v_L06	11	ss2	H	half a
f30v_L06	12	zb	H	half a
f30v_L06	13	NEW:v-shape	H	half a
f30v_L06	14	9	H	half a
f30v_L06	15	h	H	half a
f30v_L06	16	lt	H	half a
f30v_L06	17	g	H	half a
f30v_L06	18	c	H	half a
f30v_L06	19	sl	M	half b; first sign faint stroke; last cut at edge
f30v_L06	20	lt	H	half b
f30v_L06	21	INF	H	half b
f30v_L06	22	H	H	half b
f30v_L06	23	r3	H	half b
f30v_L06	24	dl	H	half b
f30v_L06	25	z	H	half b
f30v_L06	26	br	H	half b
f30v_L06	27	fh	H	half b
f30v_L06	28	lt	H	half b
f30v_L06	29	Mx	H	half b
f30v_L06	30	9	H	half b
f30v_L06	31	br	H	half b
f30v_L06	32	2	H	half b
f30v_L06	33	xr	H	half b
f30v_L06	34	z3	H	half b
f30v_L06	35	g	H	half b
f30v_L06	36	h	H	half b
f30v_L06	37	lt	H	half b
f30v_L06	38	9	H	half b
f30v_L07	1	sl	H	half a; D? is a reversed-D bowl
f30v_L07	2	NEW:small-r-hook	H	half a
f30v_L07	3	fh	H	half a
f30v_L07	4	z3	H	half a
f30v_L07	5	5	H	half a
f30v_L07	6	m	H	half a
f30v_L07	7	2	H	half a
f30v_L07	8	Af	H	half a
f30v_L07	9	lt	H	half a
f30v_L07	10	D	M	half a
f30v_L07	11	lam	H	half a
f30v_L07	12	fh	H	half a
f30v_L07	13	h	H	half a
f30v_L07	14	xr	H	half a
f30v_L07	15	o	H	half a
f30v_L07	16	.	H	half b; ST? is S joined to barred t (maybe Af); last stroke at edge
f30v_L07	17	NEW:N-cursive-with-hook	H	half b
f30v_L07	18	h	H	half b
f30v_L07	19	xr	H	half b
f30v_L07	20	g	H	half b
f30v_L07	21	2	H	half b
f30v_L07	22	m	H	half b
f30v_L07	23	.	H	half b
f30v_L07	24	NEW:N-cursive-with-hook	H	half b
f30v_L07	25	NEW:n-two-strokes	H	half b
f30v_L07	26	g	H	half b
f30v_L07	27	ST	M	half b
f30v_L07	28	sl	H	half b
f30v_L07	29	Af	H	half b
f30v_L07	30	xr	H	half b
f30v_L07	31	g	H	half b
f30v_L07	32	h	H	half b
f30v_L07	33	c	H	half b
f30v_L07	34	A2	H	half b
f30v_L07	35	NEW:N-cursive-with-hook	H	half b
f30v_L07	36	h	H	half b
f30v_L07	37	sl	M	half b
f30v_L08	1	g	H	half a
f30v_L08	2	lt	H	half a
f30v_L08	3	h	H	half a
f30v_L08	4	2	H	half a
f30v_L08	5	FL	H	half a
f30v_L08	6	lam	H	half a
f30v_L08	7	h	H	half a
f30v_L08	8	r3	H	half a
f30v_L08	9	x	H	half a
f30v_L08	10	g	H	half a
f30v_L08	11	H	H	half a
f30v_L08	12	rho	H	half a
f30v_L08	13	lam	H	half a
f30v_L08	14	z3	H	half a
f30v_L08	15	br	H	half a
f30v_L08	16	sl	H	half b; TRI? is loop over triangle, could be INF; last cut
f30v_L08	17	dl	H	half b
f30v_L08	18	lt	H	half b
f30v_L08	19	g	H	half b
f30v_L08	20	r3	H	half b
f30v_L08	21	bb	H	half b
f30v_L08	22	Af	H	half b
f30v_L08	23	lam	H	half b
f30v_L08	24	n6	H	half b
f30v_L08	25	fh	H	half b
f30v_L08	26	9	H	half b
f30v_L08	27	r3	H	half b
f30v_L08	28	lam	H	half b
f30v_L08	29	TRI	M	half b
f30v_L08	30	g	H	half b
f30v_L08	31	2	H	half b
f30v_L08	32	m	H	half b
f30v_L08	33	.	H	half b
f30v_L08	34	lt	H	half b
f30v_L08	35	h	H	half b
f30v_L08	36	E	H	half b
f30v_L08	37	xr	M	half b
f30v_L09	1	lam	H	half a; first 4t small; second-to-last 4t heavily inked
f30v_L09	2	g	H	half a
f30v_L09	3	Tb	H	half a
f30v_L09	4	xr	H	half a
f30v_L09	5	4t	M	half a
f30v_L09	6	c	H	half a
f30v_L09	7	z	H	half a
f30v_L09	8	h	H	half a
f30v_L09	9	z3	H	half a
f30v_L09	10	ll	H	half a
f30v_L09	11	g	H	half a
f30v_L09	12	4t	H	half a
f30v_L09	13	4t	M	half a
f30v_L09	14	c	H	half a
f30v_L09	15	lam	H	half a
f30v_L09	16	ss2	H	half b
f30v_L09	17	zb	H	half b
f30v_L09	18	rho	H	half b
f30v_L09	19	lt	H	half b
f30v_L09	20	r3	H	half b
f30v_L09	21	5	H	half b
f30v_L09	22	A2	H	half b
f30v_L09	23	sl	H	half b
f30v_L09	24	NEW:small-r-hook	H	half b
f30v_L09	25	m	H	half b
f30v_L09	26	r3	H	half b
f30v_L09	27	sl	H	half b
f30v_L09	28	h	H	half b
f30v_L09	29	lt	H	half b
f30v_L09	30	zu	M	half b
f30v_L09	31	Af	H	half b
f30v_L09	32	lam	H	half b
f30v_L09	33	z3	H	half b
f30v_L09	34	n6	H	half b
f30v_L09	35	2	H	half b
f30v_L10	1	z	H	half a; faint stray marks at far left ignored
f30v_L10	2	h	H	half a
f30v_L10	3	g	H	half a
f30v_L10	4	A2	H	half a
f30v_L10	5	NEW:N-cursive-with-hook	H	half a
f30v_L10	6	h	H	half a
f30v_L10	7	9	H	half a
f30v_L10	8	2	H	half a
f30v_L10	9	fh	H	half a
f30v_L10	10	sl	H	half a
f30v_L10	11	5	H	half a
f30v_L10	12	c	H	half a
f30v_L10	13	lam	H	half a
f30v_L10	14	r3	H	half a
f30v_L10	15	z	H	half a
f30v_L10	16	m	H	half b; first m partly cut at left edge
f30v_L10	17	z3	H	half b
f30v_L10	18	.	H	half b
f30v_L10	19	lt	H	half b
f30v_L10	20	n6	H	half b
f30v_L10	21	fh	H	half b
f30v_L10	22	9	H	half b
f30v_L10	23	c	H	half b
f30v_L10	24	lam	H	half b
f30v_L10	25	ST	H	half b
f30v_L10	26	xr	H	half b
f30v_L10	27	E	H	half b
f30v_L10	28	9	H	half b
f30v_L10	29	r3	H	half b
f30v_L10	30	m	H	half b
f30v_L10	31	sl	H	half b
f30v_L10	32	lt	H	half b
f30v_L10	33	h	H	half b
f30v_L10	34	q	H	half b
f30v_L10	35	xr	H	half b
f30v_L10	36	9	H	half b
f30v_L10	37	n6	H	half b
f30v_L11	1	zb	H	half a
f30v_L11	2	ss2	H	half a
f30v_L11	3	dl	H	half a
f30v_L11	4	x	H	half a
f30v_L11	5	br	H	half a
f30v_L11	6	2	H	half a
f30v_L11	7	lt	H	half a
f30v_L11	8	h	H	half a
f30v_L11	9	E	H	half a
f30v_L11	10	H	M	half a
f30v_L11	11	Af	H	half a
f30v_L11	12	lam	H	half a
f30v_L11	13	z3	H	half a
f30v_L11	14	NEW:small-r-hook	H	half a
f30v_L11	15	.	H	half b; last sign large X with hooked foot, x or lam
f30v_L11	16	fh	H	half b
f30v_L11	17	Tb	H	half b
f30v_L11	18	Mx	H	half b
f30v_L11	19	lam	H	half b
f30v_L11	20	NEW:small-r-hook	H	half b
f30v_L11	21	m	H	half b
f30v_L11	22	.	H	half b
f30v_L11	23	E	H	half b
f30v_L11	24	lt	H	half b
f30v_L11	25	Mx	H	half b
f30v_L11	26	9	H	half b
f30v_L11	27	2	H	half b
f30v_L11	28	.	H	half b
f30v_L11	29	dl	H	half b
f30v_L11	30	z	H	half b
f30v_L11	31	r3	H	half b
f30v_L11	32	lt	H	half b
f30v_L11	33	ll	H	half b
f30v_L11	34	9	H	half b
f30v_L11	35	o	H	half b
f30v_L11	36	x	M	half b
f30v_L12	1	c	H	half a
f30v_L12	2	z	H	half a
f30v_L12	3	Af	H	half a
f30v_L12	4	q	H	half a
f30v_L12	5	lam	H	half a
f30v_L12	6	Th	H	half a
f30v_L12	7	x	H	half a
f30v_L12	8	fh	H	half a
f30v_L12	9	g	H	half a
f30v_L12	10	h	H	half a
f30v_L12	11	br	H	half a
f30v_L12	12	QQ	H	half a
f30v_L12	13	g	H	half a
f30v_L12	14	INF	M	half b; opening '8' followed by open triangle, maybe one sign (TRI?); yt? is y/v shape without visible underbar
f30v_L12	15	dl	M	half b
f30v_L12	16	4t	H	half b
f30v_L12	17	lam	H	half b
f30v_L12	18	g	H	half b
f30v_L12	19	c	H	half b
f30v_L12	20	yt	M	half b
f30v_L12	21	r3	H	half b
f30v_L12	22	9	H	half b
f30v_L12	23	2	H	half b
f30v_L12	24	FL	H	half b
f30v_L12	25	oi	H	half b
f30v_L12	26	2	H	half b
f30v_L12	27	NEW:v-shape	H	half b
f30v_L12	28	xr	H	half b
f30v_L12	29	n6	H	half b
f30v_L12	30	z3	H	half b
f30v_L12	31	FL	H	half b
f30v_L12	32	r3	H	half b
f30v_L12	33	9	H	half b
f30v_L12	34	2	H	half b
f30v_L13	1	Af	H	half a
f30v_L13	2	lam	H	half a
f30v_L13	3	xr	H	half a
f30v_L13	4	n6	H	half a
f30v_L13	5	m	H	half a
f30v_L13	6	sl	H	half a
f30v_L13	7	NEW:small-r-hook	H	half a
f30v_L13	8	.	H	half a
f30v_L13	9	xr	H	half a
f30v_L13	10	rs	H	half a
f30v_L13	11	c	H	half a
f30v_L13	12	sl	H	half a
f30v_L13	13	2	H	half a
f30v_L13	14	fh	H	half a
f30v_L13	15	xr	H	half a
f30v_L13	16	m	H	half a
f30v_L13	17	.	H	half b; Th? is a wide H-like bar sign; 5? small; TRI? loop above triangle
f30v_L13	18	H	M	half b
f30v_L13	19	Th	M	half b
f30v_L13	20	5	H	half b
f30v_L13	21	lam	H	half b
f30v_L13	22	br	H	half b
f30v_L13	23	2	H	half b
f30v_L13	24	z3	H	half b
f30v_L13	25	ss2	H	half b
f30v_L13	26	5	M	half b
f30v_L13	27	sl	H	half b
f30v_L13	28	TRI	M	half b
f30v_L13	29	c	H	half b
f30v_L13	30	9	H	half b
f30v_L13	31	FL	H	half b
f30v_L13	32	lam	H	half b
f30v_L14	1	NEW:crossed-loop-rho	H	half a; first sign x joined to rho-loop; v-shape has dot above
f30v_L14	2	dl	H	half a
f30v_L14	3	lam	H	half a
f30v_L14	4	br	H	half a
f30v_L14	5	c	H	half a
f30v_L14	6	sl	H	half a
f30v_L14	7	NEW:v-shape	H	half a
f30v_L14	8	lt	H	half a
f30v_L14	9	zu	H	half a
f30v_L14	10	9	H	half a
f30v_L14	11	n6	H	half a
f30v_L14	12	fh	H	half a
f30v_L14	13	A2	H	half a
f30v_L14	14	bb	M	half a
f30v_L14	15	.	H	half b; Th? T with extra bar at left
f30v_L14	16	4t	H	half b
f30v_L14	17	NEW:N-cursive-with-hook	H	half b
f30v_L14	18	h	H	half b
f30v_L14	19	xr	H	half b
f30v_L14	20	c	H	half b
f30v_L14	21	5	H	half b
f30v_L14	22	lt	H	half b
f30v_L14	23	g2	H	half b
f30v_L14	24	n6	H	half b
f30v_L14	25	Tb	H	half b
f30v_L14	26	xr	H	half b
f30v_L14	27	Th	M	half b
f30v_L14	28	9	H	half b
f30v_L14	29	NEW:N-cursive-with-hook	H	half b
f30v_L14	30	NEW:n-two-strokes	H	half b
f30v_L14	31	g	H	half b
f30v_L15	1	h	H	half a; aq? loop over a
f30v_L15	2	lt	H	half a
f30v_L15	3	d	H	half a
f30v_L15	4	2	H	half a
f30v_L15	5	ST	H	half a
f30v_L15	6	g	H	half a
f30v_L15	7	zu	H	half a
f30v_L15	8	lam	H	half a
f30v_L15	9	aq	M	half a
f30v_L15	10	9	H	half a
f30v_L15	11	H	H	half a
f30v_L15	12	bb	H	half a
f30v_L15	13	m	H	half a
f30v_L15	14	br	H	half b; x? heavy x with star-like stroke; last is hooked long stroke at edge
f30v_L15	15	lam	H	half b
f30v_L15	16	r3	H	half b
f30v_L15	17	x	M	half b
f30v_L15	18	g	H	half b
f30v_L15	19	x	H	half b
f30v_L15	20	c	H	half b
f30v_L15	21	9	H	half b
f30v_L15	22	2	H	half b
f30v_L15	23	m	H	half b
f30v_L15	24	lam	H	half b
f30v_L15	25	5	H	half b
f30v_L15	26	r3	H	half b
f30v_L15	27	lam	H	half b
f30v_L15	28	H	H	half b
f30v_L15	29	n6	H	half b
f30v_L15	30	fh	H	half b
f30v_L15	31	rs	H	half b
f30v_L15	32	paren	M	half b
f30v_L16	1	NEW:N-cursive-with-hook	H	half a; Af? is double crossed f; q9? circle with vertical
f30v_L16	2	h	H	half a
f30v_L16	3	A2	H	half a
f30v_L16	4	dl	H	half a
f30v_L16	5	z	H	half a
f30v_L16	6	br	H	half a
f30v_L16	7	5	H	half a
f30v_L16	8	xr	H	half a
f30v_L16	9	Af	M	half a
f30v_L16	10	lam	H	half a
f30v_L16	11	q9	M	half a
f30v_L16	12	r3	H	half a
f30v_L16	13	9	H	half b
f30v_L16	14	2	H	half b
f30v_L16	15	g	H	half b
f30v_L16	16	lt	H	half b
f30v_L16	17	NEW:n-two-strokes	H	half b
f30v_L16	18	o	H	half b
f30v_L16	19	n6	H	half b
f30v_L16	20	g	H	half b
f30v_L16	21	c	H	half b
f30v_L16	22	lam	H	half b
f30v_L16	23	aq	H	half b
f30v_L16	24	sl	H	half b
f30v_L16	25	d	H	half b
f30v_L16	26	m	H	half b
f30v_L16	27	z	H	half b
f30v_L16	28	NEW:small-r-hook	H	half b
f30v_L16	29	yt	M	half b
f30v_L16	30	lam	H	half b
f30v_L17	1	h	H	half a
f30v_L17	2	lt	H	half a
f30v_L17	3	g	H	half a
f30v_L17	4	2	H	half a
f30v_L17	5	m	H	half a
f30v_L17	6	r3	H	half a
f30v_L17	7	sl	H	half a
f30v_L17	8	bb	H	half a
f30v_L17	9	Af	H	half a
f30v_L17	10	z	H	half a
f30v_L17	11	n6	H	half a
f30v_L17	12	fh	H	half a
f30v_L17	13	9	H	half a
f30v_L17	14	NEW:v-shape	H	half a
f30v_L17	15	A2	H	half a
f30v_L17	16	NEW:small-r-hook	H	half b; QQ? flag-q form after z
f30v_L17	17	.	H	half b
f30v_L17	18	m	H	half b
f30v_L17	19	.	H	half b
f30v_L17	20	T	H	half b
f30v_L17	21	NEW:v-shape	H	half b
f30v_L17	22	9	H	half b
f30v_L17	23	lam	H	half b
f30v_L17	24	g	H	half b
f30v_L17	25	sl	H	half b
f30v_L17	26	H	H	half b
f30v_L17	27	9	H	half b
f30v_L17	28	h	H	half b
f30v_L17	29	dl	H	half b
f30v_L17	30	z	H	half b
f30v_L17	31	QQ	M	half b
f30v_L17	32	c	H	half b
f30v_L17	33	sl	H	half b
f30v_L17	34	dl	H	half b
f30v_L17	35	lam	H	half b
f30v_L17	36	T	H	half b
f30v_L17	37	9	H	half b
f30v_L18	1	4t	H	half a
f30v_L18	2	NEW:N-cursive-with-hook	H	half a
f30v_L18	3	h	H	half a
f30v_L18	4	9	H	half a
f30v_L18	5	n6	H	half a
f30v_L18	6	sl	H	half a
f30v_L18	7	lam	H	half a
f30v_L18	8	n6	H	half a
f30v_L18	9	m	H	half a
f30v_L18	10	Af	H	half a
f30v_L18	11	4t	M	half a
f30v_L18	12	xr	H	half a
f30v_L18	13	NEW:small-r-hook	H	half a
f30v_L18	14	2	H	half a
f30v_L18	15	ss2	H	half b; rho? small; c? looks like c with tail; mark at left edge ignored
f30v_L18	16	NEW:N-cursive-with-hook	H	half b
f30v_L18	17	rho	M	half b
f30v_L18	18	xr	H	half b
f30v_L18	19	c	M	half b
f30v_L18	20	lam	H	half b
f30v_L18	21	zu	H	half b
f30v_L18	22	m	H	half b
f30v_L18	23	NEW:v-shape	H	half b
f30v_L18	24	lam	H	half b
f30v_L18	25	g	H	half b
f30v_L18	26	c	H	half b
f30v_L18	27	h	H	half b
f30v_L18	28	lam	H	half b
f30v_L18	29	aq	H	half b
f30v_L18	30	2	H	half b
f30v_L18	31	sl	H	half b
f30v_L18	32	rho	H	half b
f30v_L18	33	x	H	half b
f30v_L18	34	n6	H	half b
f30v_L19	1	zb	M	half a; Mx? is r joined to x, no top stroke seen
f30v_L19	2	z	H	half a
f30v_L19	3	o	H	half a
f30v_L19	4	zu	H	half a
f30v_L19	5	9	H	half a
f30v_L19	6	fh	H	half a
f30v_L19	7	sl	H	half a
f30v_L19	8	2	H	half a
f30v_L19	9	zb	H	half a
f30v_L19	10	Mx	M	half a
f30v_L19	11	.	H	half a
f30v_L19	12	lam	H	half a
f30v_L19	13	g	H	half a
f30v_L19	14	NEW:crossed-loop-rho	H	half b
f30v_L19	15	c	H	half b
f30v_L19	16	m	H	half b
f30v_L19	17	r3	H	half b
f30v_L19	18	g	H	half b
f30v_L19	19	2	H	half b
f30v_L19	20	xr	H	half b
f30v_L19	21	c	H	half b
f30v_L19	22	2	H	half b
f30v_L19	23	sl	H	half b
f30v_L19	24	ss2	H	half b
f30v_L19	25	c	H	half b
f30v_L19	26	NEW:N-cursive-with-hook	H	half b
f30v_L19	27	.	H	half b
f30v_L19	28	sl	H	half b
f30v_L19	29	5	H	half b
f30v_L19	30	m	H	half b
f30v_L19	31	g	H	half b
f30v_L19	32	sl	H	half b
f30v_L19	33	NEW:small-r-hook	H	half b
f30v_L19	34	yt	M	half b
f30v_L19	35	r3	H	half b
f30v_L20	1	Tb	H	half a; sl? is bracket-like long stroke
f30v_L20	2	.	H	half a
f30v_L20	3	c	H	half a
f30v_L20	4	sl	M	half a
f30v_L20	5	9	H	half a
f30v_L20	6	br	H	half a
f30v_L20	7	2	H	half a
f30v_L20	8	E	H	half a
f30v_L20	9	br	H	half a
f30v_L20	10	lam	H	half a
f30v_L20	11	H	H	half a
f30v_L20	12	dl	H	half a
f30v_L20	13	z	H	half a
f30v_L20	14	br	H	half a
f30v_L20	15	fh	H	half b; mark at far right edge (3-like) ignored as margin
f30v_L20	16	sl	H	half b
f30v_L20	17	FL	H	half b
f30v_L20	18	9	H	half b
f30v_L20	19	2	H	half b
f30v_L20	20	dl	H	half b
f30v_L20	21	Tb	H	half b
f30v_L20	22	xr	H	half b
f30v_L20	23	r3	H	half b
f30v_L20	24	zb	H	half b
f30v_L20	25	NEW:n-two-strokes?	H	half b
f30v_L20	26	null_o	H	half b
f30v_L20	27	mx	M	half b
f30v_L20	28	HASH	H	half b
